time,flux
1.0,-8.669908192164257
2.0,-73.72895438528371
3.0,-14.248464298948548
4.0,-9.150150511309809
5.0,-8.713153335324401
6.0,-8.675696487309239
7.0,-8.67248585918872
8.0,-8.67221061329513
9.0,-8.67218697090393
10.0,-8.672184894469696
11.0,-8.67218466654262
12.0,-8.67218459706021
13.0,-8.672184541160362
14.0,-8.672184486426357
15.0,-8.67218443179391
16.0,-8.672184377171801
17.0,-8.672184322552207
18.0,-8.672184267934455
19.0,-8.67218421331849
20.0,-8.672184158704304
21.0,-8.672184104091903
22.0,-8.672184049481285
23.0,-8.672183994872446
24.0,-8.67218394026539
25.0,-8.672183885660111
26.0,-8.672183831056614
27.0,-8.6721837764549
28.0,-8.672183721854424
29.0,-8.672183667256222
30.0,-8.672183612659843
31.0,-8.672183558065253
32.0,-8.672183503472443
33.0,-8.67218344888141
34.0,-8.672183394292162
35.0,-8.672183339704691
36.0,-8.672183285119003
37.0,-8.67218323053509
38.0,-8.672183175952961
39.0,-8.672183121372615
40.0,-8.672183066794044
41.0,-8.672183012217257
42.0,-8.672182957642248
43.0,-8.672182903069018
44.0,-8.67218284849757
45.0,-8.6721827939279
46.0,-8.672182739360013
47.0,-8.672182684793901
48.0,-8.672182630229573
49.0,-8.67218257566702
50.0,-8.672182521106249
51.0,-8.672182466547257
52.0,-8.672182411990043
53.0,-8.672182357434615
54.0,-3.6063327169612194
55.0,-81.80792532586364
56.0,-10.31178439278857
57.0,-4.183560295056657
58.0,-3.6582852890409314
59.0,-3.6132617587396596
60.0,-3.6094025289107026
61.0,-3.609071658119642
62.0,-3.6090432172856
63.0,-3.6090406989521853
64.0,-3.6090404025446103
65.0,-3.60904029659055
66.0,-3.6090402069642797
67.0,-3.609040118740775
68.0,-3.609040030640754
69.0,-3.6090399425545607
70.0,-3.6090398544727993
71.0,-3.609039766394664
72.0,-3.609039678320082
73.0,-3.609039590249051
74.0,-3.6090395021815693
75.0,-3.6090394141176345
76.0,-3.6090393260572493
77.0,-3.6090392380004124
78.0,-3.609039149947123
79.0,-3.6090390618973816
80.0,-3.6090389738511877
81.0,-3.6090388858070437
82.0,-3.609038797767816
83.0,-3.6090387097322534
84.0,-3.609038621700247
85.0,-3.6090385336717885
86.0,-3.6090384456468767
87.0,-3.609038357625512
88.0,-3.609038269607692
89.0,-3.6090381815934185
90.0,-3.609038093582691
91.0,-3.6090380055755094
92.0,-3.6090379175718725
93.0,-3.609037829571781
94.0,-3.609037741575235
95.0,-3.609037653582234
96.0,-3.6090375655927773
97.0,-3.609037477606865
98.0,-3.609037389624497
99.0,-3.6090373016456736
100.0,-3.6090372136703937
101.0,-3.6090371256986575
102.0,-3.6090370377304657
103.0,-3.6090369497658163
104.0,-3.6090368618047113
105.0,-3.609036773847149
106.0,-3.609036685893129
