kper,kstp,k,i,j,SPq
1,1,0,32,30,-11.16346687524549
1,1,0,33,30,-1.562715138196495
1,1,0,33,31,-2.298310687630874
1,1,0,33,32,-3.6942992101314758
1,1,0,33,33,-5.7255368137107325
1,1,0,34,30,-9.880466045450476
1,1,0,34,31,-5.761421522459045
1,1,0,34,33,-4.818457073445188
1,1,0,35,33,-6.032407195704195
1,1,0,36,32,-8.669908192164257
1,1,0,36,33,-10.608627294491725
1,1,0,37,32,-25.62333030690786
2,1,0,32,30,-31.719031771048023
2,1,0,33,30,-57.197433172504745
2,1,0,33,31,-61.46550515863787
2,1,0,33,32,-61.56531940527445
2,1,0,33,33,-63.673736019476834
2,1,0,34,30,-69.9957762621608
2,1,0,34,31,-66.62292410158494
2,1,0,34,33,-68.9841110370101
2,1,0,35,33,-71.09145217204986
2,1,0,36,32,-73.72895438528371
2,1,0,36,33,-75.66767348634471
2,1,0,37,32,-90.68331121518041
2,2,0,32,30,-2.507115896388457
2,2,0,33,30,-6.031534886912626
2,2,0,33,31,-6.973809120224406
2,2,0,33,32,-8.191405632637693
2,2,0,33,33,-10.151504846426175
2,2,0,34,30,-14.727253292814579
2,2,0,34,31,-10.74858332185551
2,2,0,34,33,-10.244882160005053
2,2,0,35,33,-11.610962990099926
2,2,0,36,32,-14.248464298948548
2,2,0,36,33,-16.187183399686234
2,2,0,37,32,-31.20298134995697
2,3,0,32,30,-1.2234534200998066
2,3,0,33,30,-1.9215019613554338
2,3,0,33,31,-2.668743325792908
2,3,0,33,32,-4.045495919032931
2,3,0,33,33,-6.065316433581882
2,3,0,34,30,-10.273071449130358
2,3,0,34,31,-6.171885473663663
2,3,0,34,33,-5.279242872683885
2,3,0,35,33,-6.512649460528944
2,3,0,36,32,-9.150150511309809
2,3,0,36,33,-11.088869611995818
2,3,0,37,32,-26.10468814621828
2,4,0,32,30,-1.1669106737580375
2,4,0,33,30,-1.5913530092612562
2,4,0,33,31,-2.3286255458465686
2,4,0,33,32,-3.723455260103364
2,4,0,33,33,-5.7533537217061035
2,4,0,34,30,-9.914101505390573
2,4,0,34,31,-5.7970056131973555
2,4,0,34,33,-4.859462507594858
2,4,0,35,33,-6.075652330093391
2,4,0,36,32,-8.713153335324401
2,4,0,36,33,-10.65187243600796
2,4,0,37,32,-25.667693306547573
2,5,0,32,30,-1.164298532819863
2,5,0,33,30,-1.564832948709442
2,5,0,33,31,-2.3017548094339713
2,5,0,33,32,-3.698440142780731
2,5,0,33,33,-5.729536693220916
2,5,0,34,30,-9.88517147627088
2,5,0,34,31,-5.76629894030262
2,5,0,34,33,-4.8239754689618195
2,5,0,35,33,-6.0381954886632085
2,5,0,36,32,-8.675696487309239
2,5,0,36,33,-10.61441558799869
2,5,0,37,32,-25.630236692602924
2,6,0,32,30,-1.164068308966604
2,6,0,33,30,-1.5627026566940279
2,6,0,33,31,-2.2996318667175735
2,6,0,33,32,-3.6964969903451874
2,6,0,33,33,-5.727718336409087
2,6,0,34,30,-9.882839911384169
2,6,0,34,31,-5.763783677913435
2,6,0,34,33,-4.820975437185284
2,6,0,35,33,-6.034984861393761
2,6,0,36,32,-8.67248585918872
2,6,0,36,33,-10.61120495988638
2,6,0,37,32,-25.62702607223465
2,7,0,32,30,-1.1639538707866528
2,7,0,33,30,-1.5625315352560292
2,7,0,33,31,-2.299464100722534
2,7,0,33,32,-3.696345992089141
2,7,0,33,33,-5.727579483033775
2,7,0,34,30,-9.882651960897348
2,7,0,34,31,-5.763577588952825
2,7,0,34,33,-4.820721759496966
2,7,0,35,33,-6.034709615602525
2,7,0,36,32,-8.67221061329513
2,7,0,36,33,-10.610929714002527
2,7,0,37,32,-25.626750810743076
2,8,0,32,30,-1.1638545756266379
2,8,0,33,30,-1.562517789230924
2,8,0,33,31,-2.299450801680824
2,8,0,33,32,-3.6963342024644774
2,8,0,33,33,-5.727568852514929
2,8,0,34,30,-9.882636767860077
2,8,0,34,31,-5.763560645607172
2,8,0,34,33,-4.820700250333218
2,8,0,35,33,-6.034685973223063
2,8,0,36,32,-8.67218697090393
2,8,0,36,33,-10.610906071622498
2,8,0,37,32,-25.626727150415853
2,9,0,32,30,-1.163765031914491
2,9,0,33,30,-1.5625166848130339
2,9,0,33,31,-2.299449706163021
2,9,0,33,32,-3.6963332261093838
2,9,0,33,33,-5.727568011262909
2,9,0,34,30,-9.882635497635492
2,9,0,34,31,-5.763559195280077
2,9,0,34,33,-4.820698368000927
2,9,0,35,33,-6.034683896790162
2,9,0,36,32,-8.672184894469696
2,9,0,36,33,-10.610903995200864
2,9,0,37,32,-25.62672505581845
2,10,0,32,30,-1.163684126746788
2,10,0,33,30,-1.5625165958870373
2,10,0,33,31,-2.2994495747762262
2,10,0,33,32,-3.696333089695303
2,10,0,33,33,-5.727567917380889
2,10,0,34,30,-9.88263534947601
2,10,0,34,31,-5.763559013996577
2,10,0,34,33,-4.820698144864856
2,10,0,35,33,-6.0346836688632735
2,10,0,36,32,-8.67218466654262
2,10,0,36,33,-10.610903767287807
2,10,0,37,32,-25.626724809708545
2,11,0,32,30,-1.1636110196787186
2,11,0,33,30,-1.5625165885533283
2,11,0,33,31,-2.299449519562367
2,11,0,33,32,-3.696333018526924
2,11,0,33,33,-5.7275678805586026
2,11,0,34,30,-9.882635291748059
2,11,0,34,31,-5.763558936663512
2,11,0,34,33,-4.8206980619952535
2,11,0,35,33,-6.034683599380932
2,11,0,36,32,-8.67218459706021
2,11,0,36,33,-10.610903697820833
2,11,0,37,32,-25.626724722043697
2,12,0,32,30,-1.1635449585512854
2,12,0,33,30,-1.5625165877920757
2,12,0,33,31,-2.2994494703691135
2,12,0,33,32,-3.696332952428453
2,12,0,33,33,-5.727567848093786
2,12,0,34,30,-9.882635241310583
2,12,0,34,31,-5.763558867847502
2,12,0,34,33,-4.820697990986374
2,12,0,35,33,-6.034683543481146
2,12,0,36,32,-8.672184541160362
2,12,0,36,33,-10.610903641937847
2,12,0,37,32,-25.626724647963734
2,13,0,32,30,-1.1634852640410966
2,13,0,33,30,-1.5625165875753504
2,13,0,33,31,-2.299449421654144
2,13,0,33,32,-3.6963328867256187
2,13,0,33,33,-5.727567815962842
2,13,0,34,30,-9.882635191463095
2,13,0,34,31,-5.763558799731551
2,13,0,34,33,-4.8206979209831795
2,13,0,35,33,-6.034683488747207
2,13,0,36,32,-8.672184486426357
2,13,0,36,33,-10.610903587222122
2,13,0,37,32,-25.62672457505211
2,14,0,32,30,-1.163431322333287
2,14,0,33,30,-1.5625165874173457
2,14,0,33,31,-2.299449372979592
2,14,0,33,32,-3.6963328210553272
2,14,0,33,33,-5.727567783858589
2,14,0,34,30,-9.882635141665594
2,14,0,34,31,-5.7635587316753645
2,14,0,34,33,-4.820697851068023
2,14,0,35,33,-6.034683434114833
2,14,0,36,32,-8.67218443179391
2,14,0,36,33,-10.610903532609383
2,14,0,37,32,-25.626724502244553
2,15,0,32,30,-1.1633825787923497
2,15,0,33,30,-1.5625165872775928
2,15,0,33,31,-2.299449324310866
2,15,0,33,32,-3.6963327553893643
2,15,0,33,33,-5.727567751757574
2,15,0,34,30,-9.882635091874564
2,15,0,34,31,-5.763558663626494
2,15,0,34,33,-4.820697781163327
2,15,0,35,33,-6.034683379492796
2,15,0,36,32,-8.672184377171801
2,15,0,36,33,-10.610903478008398
2,15,0,37,32,-25.626724429449855
2,16,0,32,30,-1.163338532255983
2,16,0,33,30,-1.562516587151537
2,16,0,33,31,-2.2994492756452303
2,16,0,33,32,-3.696332689725529
2,16,0,33,33,-5.727567719658003
2,16,0,34,30,-9.882635042086495
2,16,0,34,31,-5.763558595580646
2,16,0,34,33,-4.820697711262534
2,16,0,35,33,-6.03468332487328
2,16,0,36,32,-8.672184322552207
2,16,0,36,33,-10.610903423411344
2,16,0,37,32,-25.62672435666018
2,17,0,32,30,-1.1632987298796382
2,17,0,33,30,-1.562516587037633
2,17,0,33,31,-2.2994492269824702
2,17,0,33,32,-3.6963326240636385
2,17,0,33,33,-5.727567687559742
2,17,0,34,30,-9.882634992301103
2,17,0,34,31,-5.763558527537467
2,17,0,34,33,-4.8206976413650855
2,17,0,35,33,-6.034683270255612
2,17,0,36,32,-8.672184267934455
2,17,0,36,33,-10.610903368817558
2,17,0,37,32,-25.626724283874857
2,18,0,32,30,-1.1632627624781364
2,18,0,33,30,-1.5625165869346906
2,18,0,33,31,-2.2994491783225692
2,18,0,33,32,-3.6963325584036735
2,18,0,33,33,-5.727567655462782
2,18,0,34,30,-9.882634942518369
2,18,0,34,31,-5.763558459496927
2,18,0,34,33,-4.82069757147094
2,18,0,35,33,-6.0346832156397365
2,18,0,36,32,-8.67218421331849
2,18,0,36,33,-10.610903314226977
2,18,0,37,32,-25.626724211093848
2,19,0,32,30,-1.1632302603164084
2,19,0,33,30,-1.5625165868416522
2,19,0,33,31,-2.2994491296655255
2,19,0,33,32,-3.6963324927456243
2,19,0,33,33,-5.72756762336712
2,19,0,34,30,-9.882634892738288
2,19,0,34,31,-5.763558391459028
2,19,0,34,33,-4.8206975015800895
2,19,0,35,33,-6.034683161025646
2,19,0,36,32,-8.672184158704304
2,19,0,36,33,-10.610903259639597
2,19,0,37,32,-25.626724138317126
2,20,0,32,30,-1.1632008893060555
2,20,0,33,30,-1.5625165867575626
2,20,0,33,31,-2.299449081011338
2,20,0,33,32,-3.696332427089483
2,20,0,33,33,-5.727567591272754
2,20,0,34,30,-9.882634842960861
2,20,0,34,31,-5.763558323423763
2,20,0,34,33,-4.820697431692538
2,20,0,35,33,-6.034683106413344
2,20,0,36,32,-8.672184104091903
2,20,0,36,33,-10.610903205055418
2,20,0,37,32,-25.6267240655447
2,21,0,32,30,-1.1631743475686027
2,21,0,33,30,-1.5625165866815585
2,21,0,33,31,-2.2994490323600085
2,21,0,33,32,-3.6963323614352417
