kper,kstp,k,i,j,PWq
1,1,0,22,40,-8.957354992158685
1,1,0,23,40,-8.847336656416132
1,1,0,24,39,-8.766499260592695
1,1,0,25,39,-1.5637427928442094
1,1,0,26,38,-1.5653361798049445
1,1,0,27,38,-2.6150637710832143
1,1,0,28,38,-1.8103021091667415
1,1,0,29,37,-3.276774559900332
1,1,0,30,37,-3.2060966747403654
1,1,0,31,37,-3.1609809984495314
1,1,0,32,36,-5.8592153736458386
1,1,0,33,36,-5.76433840704658
1,1,0,34,37,-3.3636977286832916
1,1,0,35,37,-4.191586153943831
1,1,0,36,37,-4.9382422393490515
1,1,0,37,37,-5.965078594544025
1,1,0,38,37,-11.275826207621094
1,1,0,39,38,-5.393286273006083
1,1,0,40,38,-6.990193256458724
1,1,0,41,38,-7.710567405860502
1,1,0,42,38,-7.887757853334165
1,1,0,43,38,-7.47559893070445
1,1,0,44,38,-5.992643264138451
1,1,0,45,37,-15.18010116003461
1,1,0,45,38,-1.56287912047992
2,1,0,22,40,-57.532212503853856
2,1,0,23,40,-58.465667280878804
2,1,0,24,39,-59.16563894280458
2,1,0,25,39,-61.74446715905768
2,1,0,26,38,-58.995203882097954
2,1,0,27,38,-46.41442066844439
2,1,0,28,38,-6.671318421629022
2,1,0,29,37,-18.13151524526004
2,1,0,30,37,-36.64681863965135
2,1,0,31,37,-55.6907168841871
2,1,0,32,36,-70.8838624273465
2,1,0,33,36,-71.56913211226667
2,1,0,34,37,-68.57607144114696
2,1,0,35,37,-70.00399611858255
2,1,0,36,37,-70.07344690452433
2,1,0,37,37,-72.73748743242727
2,1,0,38,37,-79.44641243938992
2,1,0,39,38,-73.6142726659164
2,1,0,40,38,-75.99977943111291
2,1,0,41,38,-77.14873453816136
2,1,0,42,38,-77.17162598014475
2,1,0,43,38,-76.77661442850629
2,1,0,44,38,-75.19079194146015
2,1,0,45,37,-105.16589004864
2,1,0,45,38,-71.0940134130567
2,2,0,22,40,-6.304040516217491
2,2,0,23,40,-6.383325251126792
2,2,0,24,39,-6.444536549249169
2,2,0,25,39,-6.722726337378626
2,2,0,26,38,-6.489015689568534
2,2,0,27,38,-5.487173787732686
2,2,0,28,38,-1.8369132568420445
2,2,0,29,37,-3.5953832736048215
2,2,0,30,37,-4.742149142228492
2,2,0,31,37,-6.7983147784700995
2,2,0,32,36,-11.434699837210172
2,2,0,33,36,-11.406851802948005
2,2,0,34,37,-8.954355883531296
2,2,0,35,37,-9.833715362282858
2,2,0,36,37,-10.522257484816022
2,2,0,37,37,-11.689492197115536
2,2,0,38,37,-17.121206765160622
2,2,0,39,38,-11.241870301182278
2,2,0,40,38,-12.906402350853806
2,2,0,41,38,-13.663522356686686
2,2,0,42,38,-13.82747274472832
2,2,0,43,38,-13.416788497500177
2,2,0,44,38,-11.925005146578671
2,2,0,45,37,-22.896351757916054
2,2,0,45,38,-7.5223711290480555
2,3,0,22,40,-1.9526924364507925
2,3,0,23,40,-1.9594266312342061
2,3,0,24,39,-1.9662390825452527
2,3,0,25,39,-2.00643280401757
2,3,0,26,38,-1.9881975345646892
2,3,0,27,38,-2.8041070123018432
2,3,0,28,38,-1.810618474036995
2,3,0,29,37,-3.284211985120428
2,3,0,30,37,-3.2772359342612822
2,3,0,31,37,-3.4136805007644773
2,3,0,32,36,-6.339070432184441
2,3,0,33,36,-6.250099097008306
2,3,0,34,37,-3.8439300320371648
2,3,0,35,37,-4.676269919518437
2,3,0,36,37,-5.4178765551764085
2,3,0,37,37,-6.456814076218184
2,3,0,38,37,-11.779061029342632
2,3,0,39,38,-5.895671596496196
2,3,0,40,38,-7.498406038834136
2,3,0,41,38,-8.221940248751794
2,3,0,42,38,-8.397981305990596
2,3,0,43,38,-7.9859537180119275
2,3,0,44,38,-6.502230770512431
2,3,0,45,37,-15.844698523150239
2,3,0,45,38,-2.073371057032278
2,4,0,22,40,-1.5829640357246952
2,4,0,23,40,-1.5835360141405697
2,4,0,24,39,-1.585593129065493
2,4,0,25,39,-1.602043114400789
2,4,0,26,38,-1.6021413464988556
2,4,0,27,38,-2.6282131250119374
2,4,0,28,38,-1.8104754263854643
2,4,0,29,37,-3.277550795267825
2,4,0,30,37,-3.2099738961911615
2,4,0,31,37,-3.1793751988674486
