oname,usecol,obs_name,truth,simulated,residual,nrmse_pct
arr-awq,awq,ob895,-6.9,-0.6520056327690326,6.247994367230968,0.0
arr-awq,awq,ob896,-6.9,-0.974949621620908,5.925050378379092,0.0
arr-awq,awq,ob897,-6.9,-0.6780167296528816,6.221983270347119,0.0
arr-awq,awq,ob898,-6.9,-0.747635378909763,6.152364621090237,0.0
arr-awq,awq,ob899,-6.9,-0.8493222275630287,6.050677772436972,0.0
arr-awq,awq,ob900,-6.9,-0.4890255581945108,6.4109744418054895,0.0
arr-awq,awq,ob901,-6.9,-0.6495295483864538,6.2504704516135465,0.0
arr-awq,awq,ob1212,-6.9,-1.222646470818631,5.677353529181369,0.0
arr-awq,awq,ob1213,-6.9,-0.4861602902549861,6.413839709745014,0.0
arr-awq,awq,ob1214,-6.9,-0.5115953128552064,6.388404687144794,0.0
arr-awq,awq,ob1215,-6.9,-0.4322266059158792,6.467773394084121,0.0
arr-awq,awq,ob1216,-6.9,-0.592805471185045,6.307194528814955,0.0
arr-awq,awq,ob1217,-6.9,-0.5698738694190979,6.3301261305809025,0.0
arr-awq,awq,ob1218,-6.9,-0.7634001425755911,6.136599857424409,0.0
arr-awq,awq,ob1219,-6.9,-0.6630708329906636,6.236929167009337,0.0
arr-awq,awq,ob1220,-6.9,-1.0296265479323177,5.870373452067683,0.0
arr-awq,awq,ob1221,-6.9,-0.7991926107440168,6.1008073892559835,0.0
arr-awq,awq,ob1222,-6.9,-1.1841248514829203,5.71587514851708,0.0
arr-awq,awq,ob1223,-6.9,-0.7017739297020852,6.198226070297915,0.0
arr-awq,awq,ob1224,-6.9,-0.6034538700923803,6.29654612990762,0.0
arr-awq,awq,ob1225,-6.9,-0.9963706323739528,5.903629367626047,0.0
arr-awq,awq,ob1226,-6.9,-0.4805059432983398,6.4194940567016605,0.0
arr-awq,awq,ob1227,-6.9,-0.5760123215528665,6.323987678447134,0.0
arr-awq,awq,ob1228,-6.9,-0.8442623019218444,6.055737698078156,0.0
arr-awq,awq,ob1229,-6.9,-0.408635502526522,6.491364497473478,0.0
arr-awq,awq,ob1230,-6.9,-0.7341697209485573,6.165830279051443,0.0
arr-awq,awq,ob1231,-6.9,-0.3481837576837278,6.5518162423162725,0.0
arr-awq,awq,ob1232,-6.9,-0.5029392488806792,6.397060751119321,0.0
arr-awq,awq,ob1233,-6.9,-1.343527927994728,5.556472072005272,0.0
arr-awq,awq,ob1234,-6.9,-0.8005818211386213,6.099418178861379,0.0
arr-awq,awq,ob1235,-6.9,-1.3267315409029832,5.573268459097017,0.0
arr-awq,awq,ob1236,-6.9,-0.7091778878857439,6.190822112114256,0.0
arr-awq,awq,ob1237,-6.9,-1.048325287373416,5.8516747126265845,0.0
arr-awq,awq,ob1238,-6.9,-0.7156630070275298,6.1843369929724705,0.0
arr-awq,awq,ob1239,-6.9,-0.7992767277173697,6.100723272282631,0.0
arr-awq,awq,ob1240,-6.9,-0.8844247605460657,6.015575239453935,0.0
arr-awq,awq,ob1241,-6.9,-0.5292748808860778,6.3707251191139225,0.0
arr-awq,awq,ob1242,-6.9,-0.6951918076505805,6.20480819234942,0.0
arr-awq,awq,ob1553,-6.9,-1.2891330485710455,5.610866951428955,0.0
arr-awq,awq,ob1554,-6.9,-0.5029994249343872,6.397000575065613,0.0
arr-awq,awq,ob1555,-6.9,-0.5393802730453388,6.360619726954662,0.0
arr-awq,awq,ob1556,-6.9,-0.4451552260434255,6.454844773956575,0.0
arr-awq,awq,ob1557,-6.9,-0.6049323379993438,6.2950676620006565,0.0
arr-awq,awq,ob1558,-6.9,-0.5840662634727777,6.315933736527223,0.0
arr-awq,awq,ob1559,-6.9,-0.7912884584461608,6.1087115415538396,0.0
arr-awq,awq,ob1560,-6.9,-0.6901974772406732,6.209802522759327,0.0
arr-awq,awq,ob1561,-6.9,-1.0619138013622091,5.838086198637791,0.0
arr-awq,awq,ob1562,-6.9,-0.8254738711721074,6.074526128827893,0.0
arr-awq,awq,ob1563,-6.9,-1.2617294660619223,5.638270533938078,0.0
arr-awq,awq,ob1564,-6.9,-0.7233600399340502,6.17663996006595,0.0
arr-awq,awq,ob1565,-6.9,-0.6448836223688658,6.2551163776311345,0.0
arr-awq,awq,ob1566,-6.9,-1.0592230007652732,5.840776999234727,0.0
arr-awq,awq,ob1567,-6.9,-0.4974551727744369,6.402544827225563,0.0
arr-awq,awq,ob1568,-6.9,-0.599012117832899,6.300987882167101,0.0
arr-awq,awq,ob1569,-6.9,-0.8923388213552244,6.007661178644776,0.0
arr-awq,awq,ob1570,-6.9,-0.4310495081863665,6.468950491813634,0.0
arr-awq,awq,ob1571,-6.9,-0.7720219388320401,6.12797806116796,0.0
arr-awq,awq,ob1572,-6.9,-0.3582959804539314,6.541704019546069,0.0
arr-awq,awq,ob1573,-6.9,-0.5219199739199495,6.378080026080051,0.0
arr-awq,awq,ob1574,-6.9,-1.3732750944327563,5.526724905567244,0.0
arr-awq,awq,ob1575,-6.9,-0.8297895090434508,6.0702104909565495,0.0
