oname,usecol,obs_name,truth,simulated,residual,nrmse_pct
arr-spq,spq,ob4433,-1.6592472985174458,-0.1047120296908161,1.5545352688266296,49.79860018488807
arr-spq,spq,ob4434,-1.6592472985174458,-0.1708833305070527,1.488363968010393,47.67884245462508
arr-spq,spq,ob4435,-1.6592472985174458,-0.1508667699248462,1.5083805285925995,48.320060905887544
arr-spq,spq,ob4436,-1.6592472985174458,-0.1972897866077332,1.4619575119097126,46.8329275525784
arr-spq,spq,ob4437,-1.6592472985174458,-0.1907992654140624,1.4684480331033833,47.04084748620532
arr-spq,spq,ob4438,-1.6592472985174458,-0.2187584163782325,1.4404888821392132,46.14519294024924
arr-spq,spq,ob4439,-1.6592472985174458,-0.2353059498542213,1.4239413486632244,45.615102681030606
arr-spq,spq,ob4440,-1.5421467569976444,-8.955896942103358e-07,1.5421458614079502,49.40171298718802
arr-spq,spq,ob4441,-1.5421467569976444,-0.0341174975086744,1.50802925948897,48.308808211915434
arr-spq,spq,ob4442,-1.5421467569976444,-0.0471285429625596,1.4950182140350847,47.8920072145122
arr-spq,spq,ob4443,-1.5421467569976444,-0.003383664416636,1.5387630925810083,49.29334802711997
arr-spq,spq,ob4444,-1.5421467569976444,-0.0400935734266973,1.502053183570947,48.11736822256042
arr-spq,spq,ob4445,-1.5421467569976444,-0.0717576915957209,1.4703890654019234,47.10302728573725
arr-spq,spq,ob4446,-1.5421467569976444,-0.013349265437031,1.5287974915606133,48.97410600619666
arr-spq,spq,ob4447,-1.5421467569976444,-0.0331921274846536,1.5089546295129908,48.33845188277539
arr-spq,spq,ob4448,-1.5421467569976444,-0.044005342570017,1.4981414144276273,47.99205705626517
arr-spq,spq,ob4449,-1.5421467569976444,-0.0573066968597011,1.4848400601379432,47.56595619031988
arr-spq,spq,ob4450,-1.5421467569976444,-0.0942847654095828,1.4478619915880615,46.38138605656223
arr-spq,spq,ob4451,-1.5421467569976444,-0.0744163117515803,1.467730445246064,47.01785999179411
arr-spq,spq,ob4452,-1.5421467569976444,-0.0651975880869679,1.4769491689106764,47.313176246880126
arr-spq,spq,ob4453,-1.5421467569976444,-0.1040194178975051,1.4381273391001392,46.06954233264931
arr-spq,spq,ob4454,-1.5421467569976444,-0.1073930966832613,1.4347536603143831,45.96146856657071
arr-spq,spq,ob4455,-1.5421467569976444,-0.1733415367579062,1.368805220239738,43.84885004581294
arr-spq,spq,ob4456,-1.5421467569976444,-0.1530648668888794,1.389081890108765,44.49840094127174
arr-spq,spq,ob4457,-1.5421467569976444,-0.2004061117768287,1.3417406452208156,42.98185270096753
arr-spq,spq,ob4458,-1.5421467569976444,-0.1925870863280509,1.3495596706695934,43.232330467517684
arr-spq,spq,ob4459,-1.5421467569976444,-0.2187474844945165,1.3233992725031278,42.394297883057504
arr-spq,spq,ob4460,-1.5421467569976444,-0.2368361142028369,1.3053106427948076,41.81483953508637
arr-spq,spq,ob4461,-1.4094909684657997,-2.698314220122245e-07,1.4094906986343776,45.15218481893445
arr-spq,spq,ob4462,-1.4094909684657997,-0.0342178365253218,1.3752731319404778,44.05604569796396
arr-spq,spq,ob4463,-1.4094909684657997,-0.0466253855048828,1.3628655829609169,43.658577346297704
arr-spq,spq,ob4464,-1.4094909684657997,-0.0028784405297526,1.406612527936047,45.05998435571936
arr-spq,spq,ob4465,-1.4094909684657997,-0.0405862561467817,1.368904712319018,43.85203721459384
arr-spq,spq,ob4466,-1.4094909684657997,-0.0716805494503566,1.3378104190154432,42.85595027381627
arr-spq,spq,ob4467,-1.4094909684657997,-0.0134409115355145,1.3960500569302852,44.72162196463805
arr-spq,spq,ob4468,-1.4094909684657997,-0.0305905328541226,1.3789004356116772,44.172244184349914
arr-spq,spq,ob4469,-1.4094909684657997,-0.0409827250357062,1.3685082434300935,43.839336572748515
arr-spq,spq,ob4470,-1.4094909684657997,-0.0560830821141313,1.3534078863516683,43.35560573699518
arr-spq,spq,ob4471,-1.4094909684657997,-0.0893560228325451,1.3201349456332545,42.28972713968137
arr-spq,spq,ob4472,-1.4094909684657997,-0.0759920402323377,1.333498928233462,42.717834265798786
arr-spq,spq,ob4473,-1.4094909684657997,-0.0654171530114945,1.3440738154543053,43.056594402845114
arr-spq,spq,ob4474,-1.4094909684657997,-0.104281497104445,1.3052094713613547,41.811598569206936
arr-spq,spq,ob4475,-1.4094909684657997,-0.1073981906477212,1.3020927778180784,41.711757170447555
arr-spq,spq,ob4476,-1.4094909684657997,-0.1727279910032279,1.236762977462572,39.61895640014528
arr-spq,spq,ob4477,-1.4094909684657997,-0.1484983020897558,1.2609926663760438,40.39513987761437
arr-spq,spq,ob4478,-1.4094909684657997,-0.1929025981237657,1.216588370342034,38.97267502330576
arr-spq,spq,ob4479,-1.4094909684657997,-0.1956044435501098,1.2138865249156898,38.88612303388101
arr-spq,spq,ob4480,-1.4094909684657997,-0.2150846970670738,1.1944062713987258,38.262084856140746
arr-spq,spq,ob4481,-1.4094909684657997,-0.2397603507050902,1.1697306177607094,37.47161516757082
arr-spq,spq,ob4482,-1.2407806087115585,-1.8528638005413042e-07,1.2407804234251785,39.74765285963908
arr-spq,spq,ob4483,-1.2407806087115585,-0.0305388574938207,1.2102417512177377,38.76936490571985
arr-spq,spq,ob4484,-1.2407806087115585,-0.0450994512017376,1.195681157509821,38.30292506414427
arr-spq,spq,ob4485,-1.2407806087115585,-0.0027791737074834,1.2380014350040751,39.6586296408829
arr-spq,spq,ob4486,-1.2407806087115585,-0.0409795364884861,1.1998010722230723,38.43490404829167
arr-spq,spq,ob4487,-1.2407806087115585,-0.0713091193817556,1.1694714893298028,37.463314144502355
arr-spq,spq,ob4488,-1.2407806087115585,-0.0135133096089626,1.227267299102596,39.314768068355505
arr-spq,spq,ob4489,-1.2407806087115585,-0.0306646514384918,1.2101159572730666,38.76533517253722
arr-spq,spq,ob4490,-1.2407806087115585,-0.0371890397500208,1.2035915689615377,38.556330326206506
arr-spq,spq,ob4491,-1.2407806087115585,-0.0546227742129277,1.1861578344986308,37.99785115261843
arr-spq,spq,ob4492,-1.2407806087115585,-0.0881985612965829,1.1525820474149755,36.92227105456512
arr-spq,spq,ob4493,-1.2407806087115585,-0.0762173322775633,1.1645632764339953,37.30608250330253
arr-spq,spq,ob4494,-1.2407806087115585,-0.0655964115893227,1.1751841971222359,37.64631729472564
arr-spq,spq,ob4495,-1.2407806087115585,-0.1044346979156456,1.1363459107959129,36.40215620593244
arr-spq,spq,ob4496,-1.2407806087115585,-0.1073982426053429,1.1333823661062157,36.30722083837165
arr-spq,spq,ob4497,-1.2407806087115585,-0.1699780351715389,1.0708025735400195,34.30251490975705
arr-spq,spq,ob4498,-1.2407806087115585,-0.1487419588979506,1.0920386498136079,34.982799811007595
arr-spq,spq,ob4499,-1.2407806087115585,-0.1921966744860537,1.0485839342255048,33.5907541938288
arr-spq,spq,ob4500,-1.2407806087115585,-0.1922839128966016,1.0484966958149569,33.5879595639386
arr-spq,spq,ob4501,-1.2407806087115585,-0.2166702260074089,1.0241103827041496,32.8067587247288
arr-spq,spq,ob4502,-1.2407806087115585,-0.2413742008818635,0.9994064078296949,32.015381782423034
arr-spq,spq,ob4503,-1.0631438122726065,-1.2153873270962125e-07,1.0631436907338738,34.05716721622157
arr-spq,spq,ob4504,-1.0631438122726065,-0.0302571961948955,1.032886616077711,33.087900070096374
arr-spq,spq,ob4505,-1.0631438122726065,-0.0450829670409484,1.018060845231658,32.6129654387627
arr-spq,spq,ob4506,-1.0631438122726065,-0.0026342969620718,1.0605095153105346,33.97278299454821
arr-spq,spq,ob4507,-1.0631438122726065,-0.0413472905735399,1.0217965216990665,32.732635582342645
arr-spq,spq,ob4508,-1.0631438122726065,-0.07137760216544,0.9917662101071665,31.77063265427693
arr-spq,spq,ob4509,-1.0631438122726065,-0.0124595989042579,1.0506842133683485,33.658035370015995
arr-spq,spq,ob4510,-1.0631438122726065,-0.0312465711024469,1.0318972411701595,33.05620604137787
arr-spq,spq,ob4511,-1.0631438122726065,-0.0373125872028681,1.0258312250697383,32.861884872500184
arr-spq,spq,ob4512,-1.0631438122726065,-0.052422571354408,1.0107212409181985,32.377845639263306
arr-spq,spq,ob4513,-1.0631438122726065,-0.0869242291380487,0.9762195831345577,31.27260583149734
arr-spq,spq,ob4514,-1.0631438122726065,-0.0763118468638009,0.9868319654088056,31.612567099975582
arr-spq,spq,ob4515,-1.0631438122726065,-0.0657651456143905,0.997378666658216,31.950424316418975
arr-spq,spq,ob4516,-1.0631438122726065,-0.1045227539855249,0.9586210582870816,30.70884769728352
arr-spq,spq,ob4517,-1.0631438122726065,-0.1079282182521765,0.95521559402043,30.599755702486313
arr-spq,spq,ob4518,-1.0631438122726065,-0.1686615461367182,0.8944822661358882,28.654200156806827
arr-spq,spq,ob4519,-1.0631438122726065,-0.1481310757587763,0.9150127365138302,29.311881398565028
arr-spq,spq,ob4520,-1.0631438122726065,-0.191321520521626,0.8718222917509805,27.928301537957488
arr-spq,spq,ob4521,-1.0631438122726065,-0.1927031411183079,0.8704406711542986,27.884042155053105
arr-spq,spq,ob4522,-1.0631438122726065,-0.2126305682339765,0.8505132440386299,27.245679040657052
arr-spq,spq,ob4523,-1.0631438122726065,-0.2425208652608024,0.820622947011804,26.28816139477567
arr-spq,spq,ob4524,-3.0,1.854061824905487e-08,3.0000000185406184,96.10319204319224
arr-spq,spq,ob4525,-3.0,-0.0062125384125921,2.993787461587408,95.90417652643765
arr-spq,spq,ob4526,-3.0,-0.0159473744394938,2.984052625560506,95.59232692296418
arr-spq,spq,ob4527,-3.0,-0.0004264402313287,2.9995735597686712,96.0895306935237
arr-spq,spq,ob4528,-3.0,-0.0161443527267977,2.9838556472732023,95.5860168422788
arr-spq,spq,ob4529,-3.0,-0.033585414281885,2.966414585718115,95.02730294970986
arr-spq,spq,ob4530,-3.0,-0.0043485959884281,2.995651404011572,95.96388679831759
arr-spq,spq,ob4531,-3.0,-0.0099091457013855,2.9900908542986144,95.78575794044177
arr-spq,spq,ob4532,-3.0,-0.013919801197062,2.986080198802938,95.65727900946244
arr-spq,spq,ob4533,-3.0,-0.0214877090919118,2.978512290908088,95.41484564236607
arr-spq,spq,ob4534,-3.0,-0.0371930079504033,2.9628069920495967,94.91173586137762
arr-spq,spq,ob4535,-3.0,-0.0374032004868265,2.9625967995131735,94.90500247018792
arr-spq,spq,ob4536,-3.0,-0.0415339336620146,2.9584660663379854,94.7726769231343
arr-spq,spq,ob4537,-3.0,-0.0614605699449324,2.9385394300550676,94.13433914258866
arr-spq,spq,ob4538,-3.0,-0.0679767664993706,2.9320232335006295,93.92559671425795
arr-spq,spq,ob4539,-3.0,-0.1043207588035899,2.8956792411964103,92.76133883077708
arr-spq,spq,ob4540,-3.0,-0.1009469100371758,2.899053089962824,92.86941804208358
arr-spq,spq,ob4541,-3.0,-0.1236062534517259,2.876393746548274,92.14353963598927
arr-spq,spq,ob4542,-3.0,-0.1369382116073438,2.863061788392656,91.71645839364834
arr-spq,spq,ob4543,-3.0,-0.1220082424440414,2.8779917575559586,92.19473095525912
arr-spq,spq,ob4544,-3.0,-0.1772904544044173,2.8227095455955826,90.42379862200369
arr-spq,spq,ob4545,-0.8814763267416454,-2.166768676447448e-08,0.8814763050739587,28.237562034834767
arr-spq,spq,ob4546,-0.8814763267416454,-0.0246952300881346,0.8567810966535109,27.446465920598257
arr-spq,spq,ob4547,-0.8814763267416454,-0.0445954976569863,0.8368808290846591,26.808972845911335
arr-spq,spq,ob4548,-0.8814763267416454,-0.0023251692261938,0.8791511575154517,28.16307733451378
arr-spq,spq,ob4549,-0.8814763267416454,-0.0387320518493652,0.8427442748922802,26.996804797578715
arr-spq,spq,ob4550,-0.8814763267416454,-0.0699520466533331,0.8115242800883123,25.99669108501523
arr-spq,spq,ob4551,-0.8814763267416454,-0.0123513325083719,0.8691249942332735,27.841895238044227
arr-spq,spq,ob4552,-0.8814763267416454,-0.0295143798508989,0.8519619468907466,27.292087363173728
arr-spq,spq,ob4553,-0.8814763267416454,-0.0373972768950642,0.8440790498465812,27.039563508570335
arr-spq,spq,ob4554,-0.8814763267416454,-0.0507227153994023,0.8307536113422431,26.612691119327774
arr-spq,spq,ob4555,-0.8814763267416454,-0.0854094551823436,0.7960668715593019,25.50152232129095
arr-spq,spq,ob4556,-0.8814763267416454,-0.0738376926619537,0.8076386340796917,25.872216757591726
arr-spq,spq,ob4557,-0.8814763267416454,-0.0654529433843915,0.8160233833572539,26.140817145950244
arr-spq,spq,ob4558,-0.8814763267416454,-0.1026944056714484,0.7787819210701971,24.947809352609173
arr-spq,spq,ob4559,-0.8814763267416454,-0.1078657954931259,0.7736105312485195,24.782146997245373
arr-spq,spq,ob4560,-0.8814763267416454,-0.1688726212868085,0.712603705454837,22.827830110924836
arr-spq,spq,ob4561,-0.8814763267416454,-0.1459448744317342,0.7355314523099112,23.562306659429254
arr-spq,spq,ob4562,-0.8814763267416454,-0.1876934079070631,0.6937829188345823,22.22491755766087
arr-spq,spq,ob4563,-0.8814763267416454,-0.1903090553241781,0.6911672714174674,22.14112686949729
arr-spq,spq,ob4564,-0.8814763267416454,-0.2126519492972075,0.668824377444438,21.425385730490472
arr-spq,spq,ob4565,-0.8814763267416454,-0.2420098152972371,0.6394665114444084,20.484924191576333
arr-spq,spq,ob4566,-0.6865322202030323,-1.7479946383786325e-07,0.6865320454035685,21.99264019848919
arr-spq,spq,ob4567,-0.6865322202030323,-0.0328553649596869,0.6536768552433454,20.940143988465994
arr-spq,spq,ob4568,-0.6865322202030323,-0.0470179030236401,0.6395143171793922,20.486455619476846
arr-spq,spq,ob4569,-0.6865322202030323,-0.0028749371918456,0.6836572830111867,21.900548918300462
arr-spq,spq,ob4570,-0.6865322202030323,-0.0450073267988003,0.641524893404232,20.55086321676321
arr-spq,spq,ob4571,-0.6865322202030323,-0.0746989602353305,0.6118332599677018,19.599709639232557
arr-spq,spq,ob4572,-0.6865322202030323,-0.01314231393115,0.6733899062718823,21.571639694147464
arr-spq,spq,ob4573,-0.6865322202030323,-0.0324239743057845,0.6541082458972478,20.953963327999794
arr-spq,spq,ob4574,-0.6865322202030323,-0.0417036238309429,0.6448285963720893,20.656695349700367
arr-spq,spq,ob4575,-0.6865322202030323,-0.0564664910868399,0.6300657291161924,20.1837757969559
arr-spq,spq,ob4576,-0.6865322202030323,-0.0934303236914445,0.5931018965115877,18.999661703123056
arr-spq,spq,ob4577,-0.6865322202030323,-0.0776140990364995,0.6089181211665328,19.50632492512926
arr-spq,spq,ob4578,-0.6865322202030323,-0.0699095019469933,0.616622718256039,19.753137048173322
arr-spq,spq,ob4579,-0.6865322202030323,-0.1071068820439498,0.5794253381590825,18.561541401217152
arr-spq,spq,ob4580,-0.6865322202030323,-0.1106268838047981,0.5759053363982342,18.448780266842313
arr-spq,spq,ob4581,-0.6865322202030323,-0.1731695344137733,0.513362685789259,16.445264158436252
arr-spq,spq,ob4582,-0.6865322202030323,-0.1558903987168491,0.5306418214861832,16.998790853755967
arr-spq,spq,ob4583,-0.6865322202030323,-0.1998055843473309,0.4867266358557014,15.591994356364053
arr-spq,spq,ob4584,-0.6865322202030323,-0.1963120500478803,0.49022017015515196,15.70390762156893
arr-spq,spq,ob4585,-0.6865322202030323,-0.2155883922436672,0.47094382795936507,15.08640162007458
arr-spq,spq,ob4586,-0.6865322202030323,-0.2518844418227672,0.4346477783802651,13.923679552890617
arr-spq,spq,ob4587,-0.5340698669632149,-4.466526982741037e-07,0.5340694203105166,17.108591915764688
arr-spq,spq,ob4588,-0.5340698669632149,-0.0367738263539614,0.4972960406092535,15.93057886587581
arr-spq,spq,ob4589,-0.5340698669632149,-0.0495493274589549,0.48452053950426,15.52132338969136
arr-spq,spq,ob4590,-0.5340698669632149,-0.0029878599847303,0.5310820069784846,17.012891930635913
arr-spq,spq,ob4591,-0.5340698669632149,-0.0460570262551731,0.4880128407080418,15.63319715341986
arr-spq,spq,ob4592,-0.5340698669632149,-0.0788856303683189,0.455184236594896,14.58155261138738
arr-spq,spq,ob4593,-0.5340698669632149,-0.0134423968778953,0.5206274700853196,16.677987143783536
arr-spq,spq,ob4594,-0.5340698669632149,-0.0343667997210022,0.4997030672422127,16.007686512986055
arr-spq,spq,ob4595,-0.5340698669632149,-0.0422668175261518,0.4918030494370631,15.754614205125787
arr-spq,spq,ob4596,-0.5340698669632149,-0.0617071986198425,0.47236266834337237,15.131853316427973
arr-spq,spq,ob4597,-0.5340698669632149,-0.0963511500607836,0.4377187169024313,14.02205521713216
arr-spq,spq,ob4598,-0.5340698669632149,-0.0780734461170231,0.4559964208461918,14.607570444252163
arr-spq,spq,ob4599,-0.5340698669632149,-0.0713106008297442,0.4627592661334707,14.824214116047182
arr-spq,spq,ob4600,-0.5340698669632149,-0.1080234211609507,0.4260464458022642,13.648141049069839
arr-spq,spq,ob4601,-0.5340698669632149,-0.1115001965186239,0.422569670444591,13.536764646461666
arr-spq,spq,ob4602,-0.5340698669632149,-0.1790102532123931,0.3550596137508218,11.374120678731218
arr-spq,spq,ob4603,-0.5340698669632149,-0.1591130250603827,0.3749568419028322,12.011516387531938
arr-spq,spq,ob4604,-0.5340698669632149,-0.2008869036944815,0.3331829632687334,10.673315368881696
arr-spq,spq,ob4605,-0.5340698669632149,-0.1963493652330195,0.3377205017301954,10.818672678038443
arr-spq,spq,ob4606,-0.5340698669632149,-0.2240594864038634,0.3100103805593515,9.930995651383888
arr-spq,spq,ob4607,-0.5340698669632149,-0.2553491338832571,0.2787207330799578,8.92865065735327
arr-spq,spq,ob4608,-0.3804665432755579,-1.5674833371003309e-06,0.3804649757922208,12.18796613609862
arr-spq,spq,ob4609,-0.3804665432755579,-0.041354215274687,0.3391123280008709,10.863258993556718
arr-spq,spq,ob4610,-0.3804665432755579,-0.0522326527026505,0.3282338905729074,10.514774808620613
arr-spq,spq,ob4611,-0.3804665432755579,-0.0035972612441228,0.3768692820314351,12.072780254136726
arr-spq,spq,ob4612,-0.3804665432755579,-0.051317919564819,0.3291486237107389,10.544077733243947
arr-spq,spq,ob4613,-0.3804665432755579,-0.0853425596851609,0.295123983590397,9.454118898751544
arr-spq,spq,ob4614,-0.3804665432755579,-0.0165250249924495,0.3639415182831084,11.658647135964667
arr-spq,spq,ob4615,-0.3804665432755579,-0.0360897480021354,0.3443767952734225,11.031903028947507
arr-spq,spq,ob4616,-0.3804665432755579,-0.0491522795924856,0.3313142636830723,10.613452704201052
arr-spq,spq,ob4617,-0.3804665432755579,-0.0675178498838331,0.3129486933917248,10.025122731606348
arr-spq,spq,ob4618,-0.3804665432755579,-0.1052837623805569,0.27518278089500103,8.815314491963532
arr-spq,spq,ob4619,-0.3804665432755579,-0.0814980493736445,0.2989684939019134,9.577275468916973
arr-spq,spq,ob4620,-0.3804665432755579,-0.0761546479242092,0.3043118953513487,9.748448113078743
arr-spq,spq,ob4621,-0.3804665432755579,-0.1129823125760964,0.2674842306994615,8.56869607752232
arr-spq,spq,ob4622,-0.3804665432755579,-0.1126570847655907,0.2678094585099672,8.579114554368203
arr-spq,spq,ob4623,-0.3804665432755579,-0.1873756425063675,0.1930909007691904,6.185550601243516
arr-spq,spq,ob4624,-0.3804665432755579,-0.1677882237927406,0.2126783194828173,6.8130217514543165
arr-spq,spq,ob4625,-0.3804665432755579,-0.2108836461422386,0.1695828971333193,5.432485876574218
arr-spq,spq,ob4626,-0.3804665432755579,-0.2026679894691465,0.1777985538064114,5.695669485286057
arr-spq,spq,ob4627,-0.3804665432755579,-0.2312555243142071,0.1492110189613508,4.779885040527024
arr-spq,spq,ob4628,-0.3804665432755579,-0.261491095575252,0.11897544770030588,3.8113067427010954
arr-spq,spq,ob4629,-0.2627859259492228,-3.778466602553216e-06,0.26278214748262024,8.418067676322845
arr-spq,spq,ob4630,-0.2627859259492228,-0.0453929279597673,0.2173929979894555,6.964053635169362
arr-spq,spq,ob4631,-0.2627859259492228,-0.0584423079092406,0.2043436180399822,6.546024615309929
arr-spq,spq,ob4632,-0.2627859259492228,-0.0044261131636773,0.2583598127855455,8.276400850307628
arr-spq,spq,ob4633,-0.2627859259492228,-0.0579525518351147,0.2048333741141081,6.561713655894981
arr-spq,spq,ob4634,-0.2627859259492228,-0.0969710032393225,0.16581492270990028,5.311781087444307
arr-spq,spq,ob4635,-0.2627859259492228,-0.021615637874194,0.2411702880750288,7.725744788915467
arr-spq,spq,ob4636,-0.2627859259492228,-0.0371588827406005,0.22562704320862229,7.227826309869164
arr-spq,spq,ob4637,-0.2627859259492228,-0.0540635184041901,0.20872240754503268,6.686296497349881
arr-spq,spq,ob4638,-0.2627859259492228,-0.0732911909543654,0.1894947349948574,6.0703495986121885
arr-spq,spq,ob4639,-0.2627859259492228,-0.1115218489944593,0.1512640769547635,4.845653515659478
arr-spq,spq,ob4640,-0.2627859259492228,-0.0871457747680324,0.1756401511811904,5.62652635838066
arr-spq,spq,ob4641,-0.2627859259492228,-0.0812852778035448,0.18150064814567798,5.81426384563597
arr-spq,spq,ob4642,-0.2627859259492228,-0.1168554260358176,0.14593049991340518,4.6747955904878085
arr-spq,spq,ob4643,-0.2627859259492228,-0.1171078458341785,0.1456780801150443,4.6667094744186555
arr-spq,spq,ob4644,-0.2627859259492228,-0.1985559567153813,0.0642299692338415,2.057568343353203
arr-spq,spq,ob4645,-0.2627859259492228,-0.1877606301404751,0.0750252958087477,2.403390122215016
arr-spq,spq,ob4646,-0.2627859259492228,-0.2255598446354269,0.0372260813137959,1.1925150731350835
arr-spq,spq,ob4647,-0.2627859259492228,-0.2081688873492546,0.05461703859996819,1.7496239056546927
arr-spq,spq,ob4648,-0.2627859259492228,-0.2411712370414385,0.021614688907784285,0.6924135287402918
arr-spq,spq,ob4649,-0.2627859259492228,-0.2674558986891497,-0.00466997273992692,0.14959976142933246
arr-spq,spq,ob4650,-0.1822753030300189,-5.634510155754467e-06,0.18226966851986315,5.8388989497188675
arr-spq,spq,ob4651,-0.1822753030300189,-0.0538611787091927,0.12841412432082622,4.113669058130919
arr-spq,spq,ob4652,-0.1822753030300189,-0.0657357390262376,0.1165395640037813,3.733274676956023
arr-spq,spq,ob4653,-0.1822753030300189,-0.0047741014056684,0.1775012016243505,5.686143987392573
arr-spq,spq,ob4654,-0.1822753030300189,-0.0680775369161219,0.11419776611389701,3.658256593307019
arr-spq,spq,ob4655,-0.1822753030300189,-0.1050632242747854,0.0772120787552335,2.4734423956030462
arr-spq,spq,ob4656,-0.1822753030300189,-0.0251875937966641,0.1570877092333548,5.032210064925984
arr-spq,spq,ob4657,-0.1822753030300189,-0.038176646488843,0.1440986565411759,4.616113592385676
arr-spq,spq,ob4658,-0.1822753030300189,-0.0568445139135836,0.1254307891164353,4.018099713362625
arr-spq,spq,ob4659,-0.1822753030300189,-0.0821100860861471,0.1001652169438718,3.2087323401710144
arr-spq,spq,ob4660,-0.1822753030300189,-0.1166812811919288,0.0655940218380901,2.101264946210856
arr-spq,spq,ob4661,-0.1822753030300189,-0.09054954447269,0.09172575855732891,2.938379378487698
arr-spq,spq,ob4662,-0.1822753030300189,-0.0864060281905896,0.09586927483942931,3.071114424664964
arr-spq,spq,ob4663,-0.1822753030300189,-0.1204948007030193,0.06178050232699961,1.9791011476542566
arr-spq,spq,ob4664,-0.1822753030300189,-0.1249938402324914,0.05728146279752751,1.8349771285747158
arr-spq,spq,ob4665,-0.1822753030300189,-0.2032990847152014,-0.021023781685182485,0.6734841720928091
arr-spq,spq,ob4666,-0.1822753030300189,-0.2002761679253277,-0.018000864895308805,0.5766468550953435
arr-spq,spq,ob4667,-0.1822753030300189,-0.2339587139504146,-0.05168341092039569,1.655646911477763
arr-spq,spq,ob4668,-0.1822753030300189,-0.216795107927334,-0.0345198048973151,1.105821139612531
arr-spq,spq,ob4669,-0.1822753030300189,-0.2504843968355263,-0.06820909380550741,2.1850372001902842
arr-spq,spq,ob4670,-0.1822753030300189,-0.2817223635214531,-0.09944706049143417,3.185726631157971
arr-spq,spq,ob4671,-0.1322867282284369,-1.129453595573852e-05,0.13227543369248115,4.237363776060571
arr-spq,spq,ob4672,-0.1322867282284369,-0.0584431961483545,0.0738435320800824,2.3655330335937803
arr-spq,spq,ob4673,-0.1322867282284369,-0.0775267296500006,0.0547599985784363,1.75420354238146
arr-spq,spq,ob4674,-0.1322867282284369,-0.0054034957568471,0.1268832324715898,4.064627860639162
arr-spq,spq,ob4675,-0.1322867282284369,-0.0774529118143962,0.0548338164140407,1.7565682522439463
arr-spq,spq,ob4676,-0.1322867282284369,-0.1143396394036244,0.017947088824812496,0.5749241710959117
arr-spq,spq,ob4677,-0.1322867282284369,-0.0305445692851362,0.1017421589433007,3.259248726462843
arr-spq,spq,ob4678,-0.1322867282284369,-0.0434915838422789,0.088795144386158,2.844498920235719
arr-spq,spq,ob4679,-0.1322867282284369,-0.0625136514700721,0.0697730767583648,2.2351384512375594
arr-spq,spq,ob4680,-0.1322867282284369,-0.0924146161478405,0.039872112080596406,1.2772790735892328
arr-spq,spq,ob4681,-0.1322867282284369,-0.1207782876357997,0.011508440592637198,0.36866595651886236
arr-spq,spq,ob4682,-0.1322867282284369,-0.0979952706705571,0.034291457557879795,1.0985061702529715
arr-spq,spq,ob4683,-0.1322867282284369,-0.0893623597512834,0.0429243684771535,1.3750562671994122
arr-spq,spq,ob4684,-0.1322867282284369,-0.1315909530688708,0.0006957751595660921,0.022288737788471968
arr-spq,spq,ob4685,-0.1322867282284369,-0.131747969175364,0.000538759053072907,0.017258821474161586
arr-spq,spq,ob4686,-0.1322867282284369,-0.2175516998594986,-0.0852649716310617,2.7314119641917314
arr-spq,spq,ob4687,-0.1322867282284369,-0.2044580427693745,-0.07217131454093759,2.311964552824035
arr-spq,spq,ob4688,-0.1322867282284369,-0.2415807327322792,-0.1092940045038423,3.5011675463628213
arr-spq,spq,ob4689,-0.1322867282284369,-0.2206043638674586,-0.0883176356390217,2.8292022153874745
arr-spq,spq,ob4690,-0.1322867282284369,-0.2569402448588347,-0.12465351663039781,3.993200257851326
arr-spq,spq,ob4691,-0.1322867282284369,-0.2847338624661688,-0.15244713423773187,4.883552042512993
arr-spq,spq,ob4692,-0.090153669339748,-3.257826192892118e-05,0.09012109107781908,2.8869748231557897
arr-spq,spq,ob4693,-0.090153669339748,-0.0733466117245509,0.016807057615197102,0.5384039585639805
arr-spq,spq,ob4694,-0.090153669339748,-0.0892923495877486,0.0008613197519993926,0.027591859008474072
arr-spq,spq,ob4695,-0.090153669339748,-0.0079076730172464,0.0822459963225016,2.6347009101720236
arr-spq,spq,ob4696,-0.090153669339748,-0.0968216165231492,-0.006667947183401204,0.21360366824664154
arr-spq,spq,ob4697,-0.090153669339748,-0.1320832855051179,-0.04192961616536989,1.3431899765781024
arr-spq,spq,ob4698,-0.090153669339748,-0.0390712230793228,0.0510824462604252,1.6363953708873027
arr-spq,spq,ob4699,-0.090153669339748,-0.0510406498901654,0.0391130194495826,1.2529619987738865
arr-spq,spq,ob4700,-0.090153669339748,-0.0664649687726157,0.023688700567132293,0.7588532419290611
arr-spq,spq,ob4701,-0.090153669339748,-0.0980496447106453,-0.007895975370897299,0.25294281091598103
arr-spq,spq,ob4702,-0.090153669339748,-0.1414534548027749,-0.05129978546302691,1.6433577012196565
arr-spq,spq,ob4703,-0.090153669339748,-0.1060516175425236,-0.015897948202775597,0.5092811865938927
arr-spq,spq,ob4704,-0.090153669339748,-0.0961241202016669,-0.0059704508619188995,0.1912597940737866
arr-spq,spq,ob4705,-0.090153669339748,-0.1417871167055302,-0.05163344736578221,1.6540463591262613
arr-spq,spq,ob4706,-0.090153669339748,-0.1398264470689522,-0.0496727777292042,1.5912374893086623
arr-spq,spq,ob4707,-0.090153669339748,-0.2231119810326163,-0.13295831169286831,4.259239361129802
