kper,kstp,k,i,j,CONFq
1,1,0,1,27,-2.266107018839776
1,1,0,1,28,-2.2647492365060735
1,1,0,1,29,-2.262106798284343
1,1,0,1,30,-2.2581053053226885
1,1,0,1,31,-2.2525841863323013
1,1,0,1,32,-2.245314752358901
1,1,0,1,33,-2.2360038957470163
1,1,0,1,34,-2.2242941869152837
1,1,0,1,35,-2.2097645248614644
1,1,0,1,36,-2.191935902611945
1,1,0,1,37,-2.1702906273338325
1,1,0,1,38,-2.1443246973491625
1,1,0,1,39,-2.1136872398222337
1,1,0,1,40,-2.0785710296041877
1,1,0,1,41,-2.040899749137603
1,1,0,1,42,-2.0082758489896246
1,1,0,2,24,-2.2653076654627142
1,1,0,2,25,-2.2657986347878136
1,1,0,2,26,-2.2659332160377996
1,1,0,2,27,-2.2654969316184967
1,1,0,2,28,-2.263975504016873
1,1,0,2,29,-2.2612313020989223
1,1,0,2,30,-2.25712329226071
1,1,0,2,31,-2.2514627446080677
1,1,0,2,32,-2.2440017678559077
1,1,0,2,33,-2.2344277125553944
1,1,0,2,34,-2.2223586095488113
1,1,0,2,35,-2.2073393711241103
1,1,0,2,36,-2.188839744862925
1,1,0,2,37,-2.166255201006857
1,1,0,2,38,-2.1389088903897804
1,1,0,2,39,-2.1060362126619854
1,1,0,2,40,-2.0666555370285504
1,1,0,2,41,-2.018870716379876
1,1,0,2,42,-1.9564953346299916
1,1,0,2,43,-1.8531127346285778
1,1,0,2,44,-1.741753787603317
1,1,0,2,45,-1.6104978211693552
1,1,0,2,46,-1.4429403735016297
1,1,0,2,47,-1.5275495589153198
1,1,0,3,21,-2.2542267181759374
1,1,0,3,22,-2.256688554760398
1,1,0,3,23,-2.259661168253041
1,1,0,3,24,-2.262795536357501
1,1,0,3,25,-2.2641665943711455
1,1,0,3,26,-2.264524625298641
1,1,0,3,27,-2.2639623695563778
1,1,0,3,28,-2.2623140059889213
1,1,0,3,29,-2.2594262837308836
1,1,0,3,30,-2.255126340223031
1,1,0,3,31,-2.2491964118805683
1,1,0,3,32,-2.24135878570862
1,1,0,3,33,-2.23126530486166
1,1,0,3,34,-2.2184878127539385
1,1,0,3,35,-2.202508531921481
1,1,0,3,36,-2.1827092282269653
1,1,0,3,37,-2.1583561120045758
1,1,0,3,38,-2.128570178016872
1,1,0,3,39,-2.0922520162056113
1,1,0,3,40,-2.0478780431586436
1,1,0,3,41,-1.9929819535684246
1,1,0,3,42,-1.923113615025077
1,1,0,3,43,-1.8315881805813259
1,1,0,3,44,-1.7247256247838845
