kper,kstp,k,i,j,PWq
1,1,0,22,40,-7.218594292137191
1,1,0,23,40,-7.074803581908778
1,1,0,24,39,-7.227511403067272
1,1,0,25,39,-6.908953594999589
1,1,0,26,38,-7.4725136576164095
1,1,0,27,38,-7.456396780618532
1,1,0,28,38,-4.7131788391249625
1,1,0,29,37,-7.510672047777865
1,1,0,30,37,-7.3627730667408935
1,1,0,31,37,-7.196212108214982
1,1,0,32,36,-7.860285371032129
1,1,0,33,36,-8.047578617396972
1,1,0,34,37,-8.362464271261018
1,1,0,35,37,-8.506416878859952
1,1,0,36,37,-8.891183526487506
1,1,0,37,37,-9.065039536439897
1,1,0,38,37,-9.305621948107465
1,1,0,39,38,-9.413768349531924
1,1,0,40,38,-9.45921254096236
1,1,0,41,38,-9.552426255912108
1,1,0,42,38,-9.676370433548735
1,1,0,43,38,-9.729135617906785
1,1,0,44,38,-9.740398459931598
1,1,0,45,37,-7.719443534525366
1,1,0,45,38,-9.658008223265378
2,1,0,22,40,-12.095983400390399
2,1,0,23,40,-12.081953203771983
2,1,0,24,39,-12.520121284761974
2,1,0,25,39,-12.772450425795046
2,1,0,26,38,-13.162453087946805
2,1,0,27,38,-13.170722301564824
2,1,0,28,38,-11.090343348848087
2,1,0,29,37,-13.47706908282431
2,1,0,30,37,-13.870893335025926
2,1,0,31,37,-14.116083266594515
2,1,0,32,36,-14.998470724438597
2,1,0,33,36,-15.299837084683665
2,1,0,34,37,-15.479736493882946
2,1,0,35,37,-15.706491955120331
2,1,0,36,37,-16.027162205038756
2,1,0,37,37,-16.408612470522996
2,1,0,38,37,-16.85173812324584
2,1,0,39,38,-16.87686479725548
2,1,0,40,38,-17.021850756185312
2,1,0,41,38,-17.167017905176834
2,1,0,42,38,-17.268280347521486
2,1,0,43,38,-17.306947847485663
2,1,0,44,38,-17.271173291864475
2,1,0,45,37,-17.70753156050042
2,1,0,45,38,-17.169861297311083
2,2,0,22,40,-10.765739675869394
2,2,0,23,40,-10.770267289494345
2,2,0,24,39,-11.333352369322533
2,2,0,25,39,-11.655577689445451
2,2,0,26,38,-12.173610324636426
2,2,0,27,38,-12.254631670246198
2,2,0,28,38,-10.216852394486612
2,2,0,29,37,-12.812026396056709
2,2,0,30,37,-13.294041699167009
2,2,0,31,37,-13.581002041094589
2,2,0,32,36,-14.591723526880257
2,2,0,33,36,-14.931650455433237
2,2,0,34,37,-15.107701269521
2,2,0,35,37,-15.34907882472971
2,2,0,36,37,-15.688512933830463
2,2,0,37,37,-16.090531034625254
2,2,0,38,37,-16.55574031319599
2,2,0,39,38,-16.528226802564355
2,2,0,40,38,-16.677830864216396
2,2,0,41,38,-16.8237850814513
2,2,0,42,38,-16.918674430399
2,2,0,43,38,-16.941753948535624
2,2,0,44,38,-16.881304779987648
2,2,0,45,37,-17.354739927534578
2,2,0,45,38,-16.754597406201935
2,3,0,22,40,-9.653015123900234
2,3,0,23,40,-9.671441955105147
2,3,0,24,39,-10.294912559206898
2,3,0,25,39,-10.640806924226244
2,3,0,26,38,-11.247567241583022
2,3,0,27,38,-11.386818554509816
2,3,0,28,38,-9.560984085852617
2,3,0,29,37,-12.188993741919303
2,3,0,30,37,-12.756489557456266
2,3,0,31,37,-13.079468478013865
2,3,0,32,36,-14.168908192493403
2,3,0,33,36,-14.557374537570126
2,3,0,34,37,-14.77837838930821
2,3,0,35,37,-15.03517110832176
2,3,0,36,37,-15.394342314840598
2,3,0,37,37,-15.815810049770677
2,3,0,38,37,-16.2957265272988
2,3,0,39,38,-16.246919777190634
2,3,0,40,38,-16.398257018514627
