kper,kstp,k,i,j,SPq
1,1,0,32,30,-7.946975172814011
1,1,0,33,30,-8.191770320514202
1,1,0,33,31,-7.760380980157611
1,1,0,33,32,-7.9860560407025405
1,1,0,33,33,-8.021002037139718
1,1,0,34,30,-8.219218848254851
1,1,0,34,31,-8.301077389391802
1,1,0,34,33,-8.344037667462125
1,1,0,35,33,-8.756476420674847
1,1,0,36,32,-9.233029933862309
1,1,0,36,33,-9.243785128072044
1,1,0,37,32,-9.853473497734484
2,1,0,32,30,-13.510631838780466
2,1,0,33,30,-14.178580417412697
2,1,0,33,31,-14.504434730345283
2,1,0,33,32,-14.841830163450235
2,1,0,33,33,-15.114924512548747
2,1,0,34,30,-15.022526697521064
2,1,0,34,31,-15.156749897803763
2,1,0,34,33,-15.477668232803026
2,1,0,35,33,-15.9317281556547
2,1,0,36,32,-16.435788997592073
2,1,0,36,33,-16.458822320968018
2,1,0,37,32,-17.126698759950212
2,2,0,32,30,-12.586774474330703
2,2,0,33,30,-13.390635079966536
2,2,0,33,31,-13.836744948818728
2,2,0,33,32,-14.288682903415877
2,2,0,33,33,-14.656571128815955
2,2,0,34,30,-14.403021083314865
2,2,0,34,31,-14.62165372002684
2,2,0,34,33,-15.076251214623479
2,2,0,35,33,-15.583874356317322
2,2,0,36,32,-16.11731250584585
2,2,0,36,33,-16.162903712590552
2,2,0,37,32,-16.873118326838256
2,3,0,32,30,-11.814916498014117
2,3,0,33,30,-12.700217144890647
2,3,0,33,31,-13.223996857685998
2,3,0,33,32,-13.752770444067476
2,3,0,33,33,-14.190235202370449
2,3,0,34,30,-13.809389543556781
2,3,0,34,31,-14.102944013299291
2,3,0,34,33,-14.674439760910497
2,3,0,35,33,-15.23760131564476
2,3,0,36,32,-15.795015511260008
2,3,0,36,33,-15.86848514508943
2,3,0,37,32,-16.607779142821578
2,4,0,32,30,-11.137294460304672
2,4,0,33,30,-12.075616220135453
2,4,0,33,31,-12.653982805261215
2,4,0,33,32,-13.235138777282522
2,4,0,33,33,-13.72149540105216
2,4,0,34,30,-13.242768005684452
2,4,0,34,31,-13.599996861972796
2,4,0,34,33,-14.267861153211769
2,4,0,35,33,-14.88314473907469
2,4,0,36,32,-15.458086599594097
2,4,0,36,33,-15.561775252782573
2,4,0,37,32,-16.32043936866663
2,5,0,32,30,-10.529710442865372
2,5,0,33,30,-11.502329741739336
2,5,0,33,31,-12.120291245980615
2,5,0,33,32,-12.737852787515868
2,5,0,33,33,-13.258572643225303
2,5,0,34,30,-12.704304640011683
2,5,0,34,31,-13.114333784233496
2,5,0,34,33,-13.860532361457901
2,5,0,35,33,-14.52226978367202
2,5,0,36,32,-15.109156305765895
2,5,0,36,33,-15.243342611878266
2,5,0,37,32,-16.0141434116682
2,6,0,32,30,-9.979082235008446
2,6,0,33,30,-10.972914354405281
2,6,0,33,31,-11.619480939377278
2,6,0,33,32,-12.262290223840752
2,6,0,33,33,-12.80709140951639
2,6,0,34,30,-12.194673282426706
2,6,0,34,31,-12.647614776708625
2,6,0,34,33,-13.456949749727467
2,6,0,35,33,-14.158873831543078
2,6,0,36,32,-14.753418915508082
2,6,0,36,33,-14.916892022823355
2,6,0,37,32,-15.694551997466709
2,7,0,32,30,-9.47712648494562
2,7,0,33,30,-10.482796198861656
2,7,0,33,31,-11.149435073055498
2,7,0,33,32,-11.80923774086842
2,7,0,33,33,-12.370555882437353
2,7,0,34,30,-11.714036172199103
2,7,0,34,31,-12.201178185544192
2,7,0,34,33,-13.06076533864841
2,7,0,35,33,-13.796757728952022
2,7,0,36,32,-14.395860570966176
2,7,0,36,33,-14.586425819440507
2,7,0,37,32,-15.367198856076282
2,8,0,32,30,-9.017961466445605
2,8,0,33,30,-10.02863929119729
2,8,0,33,31,-10.708564731013734
2,8,0,33,32,-11.379022262787299
2,8,0,33,33,-11.951095459039848
2,8,0,34,30,-11.262062629404806
2,8,0,34,31,-11.775881254083366
2,8,0,34,33,-12.674721344997396
2,8,0,35,33,-13.439113149533403
2,8,0,36,32,-14.040591760777634
2,8,0,36,33,-14.255496852051154
2,8,0,37,32,-15.036774365325853
2,9,0,32,30,-8.597038600585014
2,9,0,33,30,-9.60768660945493
2,9,0,33,31,-10.295458824924287
2,9,0,33,32,-10.97160435443105
2,9,0,33,33,-11.549941264413375
2,9,0,34,30,-10.838010704753849
2,9,0,34,31,-11.372098347078348
2,9,0,34,33,-12.300792868930204
2,9,0,35,33,-13.088462177563885
2,9,0,36,32,-13.690789641509962
2,9,0,36,33,-13.927045789379974
2,9,0,37,32,-14.70702543156173
2,10,0,32,30,-8.210620835541635
2,10,0,33,30,-9.217488324392985
2,10,0,33,31,-9.908745756702427
2,10,0,33,32,-10.586653865135009
2,10,0,33,33,-11.167709458838242
2,10,0,34,30,-10.440835506588023
2,10,0,34,31,-10.989792275955931
2,10,0,34,33,-11.940338739728128
2,10,0,35,33,-12.746719725808457
2,10,0,36,32,-13.348813631517324
2,10,0,36,33,-13.60341581727004
2,10,0,37,32,-14.38084742826774
2,11,0,32,30,-7.855511360422428
2,11,0,33,30,-8.8557905187934
2,11,0,33,31,-9.54705034890889
2,11,0,33,32,-10.223615778927446
2,11,0,33,33,-10.804578718267518
2,11,0,34,30,-10.069293055487899
2,11,0,34,31,-10.6286059179093
2,11,0,34,33,-11.594229376721968
2,11,0,35,33,-12.41528459597187
2,11,0,36,32,-13.016355091021962
2,11,0,36,33,-13.286421017356657
2,11,0,37,32,-14.060423882283223
2,12,0,32,30,-7.528904402793183
2,12,0,33,30,-8.52049085766954
2,12,0,33,31,-9.208990941384432
2,12,0,33,32,-9.881767633453633
2,12,0,33,33,-10.460410407343932
2,12,0,34,30,-9.722025632886032
2,12,0,34,31,-10.287948848329172
2,12,0,34,33,-11.262951369517657
2,12,0,35,33,-12.095130211512103
2,12,0,36,32,-12.694576807435677
2,12,0,36,33,-12.97742657189693
2,12,0,37,32,-13.747363691413295
2,13,0,32,30,-7.228298170316264
2,13,0,33,30,-8.209621312810539
2,13,0,33,31,-8.893191241159741
2,13,0,33,32,-9.560268429806824
2,13,0,33,33,-10.134835372667128
2,13,0,34,30,-9.39762603066271
2,13,0,34,31,-9.967069934843144
2,13,0,34,33,-10.946692550389551
2,13,0,35,33,-11.78688599613155
2,13,0,36,32,-12.384230454762193
2,13,0,36,33,-12.677425708711915
2,13,0,37,32,-13.442820134964803
2,14,0,32,30,-6.951440530896966
2,14,0,33,30,-7.921340920584885
2,14,0,33,31,-8.598295620063265
2,14,0,33,32,-9.258199143144505
2,14,0,33,33,-9.827319226097691
2,14,0,34,30,-9.094683223811694
2,14,0,34,31,-9.665114544663176
2,14,0,34,33,-10.64541100801709
2,14,0,35,33,-11.490907131599922
2,14,0,36,32,-12.085751375820704
2,14,0,36,33,-12.3871081488882
2,14,0,37,32,-13.1475888379917
2,15,0,32,30,-6.696292522940327
2,15,0,33,30,-7.653931534643359
2,15,0,33,31,-8.322983189097359
2,15,0,33,32,-8.974595394544737
2,15,0,33,33,-9.537212457026495
2,15,0,34,30,-8.811813427749552
2,15,0,34,31,-9.381168042193405
2,15,0,34,33,-10.358890832761434
2,15,0,35,33,-11.207332913043428
2,15,0,36,32,-11.799333549921489
2,15,0,36,33,-12.10691877382165
2,15,0,37,32,-12.862186429725522
2,16,0,32,30,-6.461001946491325
2,16,0,33,30,-7.405793879000282
2,16,0,33,31,-8.06597904033553
2,16,0,33,32,-8.70847316483858
2,16,0,33,33,-9.2637891682984
2,16,0,34,30,-8.547680320391448
2,16,0,34,31,-9.114288084823203
2,16,0,34,33,-10.086786894776457
2,16,0,35,33,-10.93613483381142
2,16,0,36,32,-11.524988321414845
2,16,0,36,33,-11.83710686280758
2,16,0,37,32,-12.586912940687856
2,17,0,32,30,-6.243882919654151
2,17,0,33,30,-7.175443048838904
2,17,0,33,31,-7.8260624037605675
2,17,0,33,32,-8.458848567802262
2,17,0,33,33,-9.006276988782757
2,17,0,34,30,-8.301007503103456
2,17,0,34,31,-8.863528154128845
2,17,0,34,33,-9.828660593249769
2,17,0,35,33,-10.677155802312756
2,17,0,36,32,-11.26259020357103
2,17,0,36,33,-11.577766885208606
2,17,0,37,32,-12.321901029628938
2,18,0,32,30,-6.043399167822985
2,18,0,33,30,-6.961503343291445
2,18,0,33,31,-7.602072016776637
2,18,0,33,32,-8.224752697872995
2,18,0,33,33,-8.763880037323876
2,18,0,34,30,-8.070585521494605
2,18,0,34,31,-8.627954387934953
2,18,0,34,33,-9.584008215975063
2,18,0,35,33,-10.430141884546519
2,18,0,36,32,-11.01191253612465
2,18,0,36,33,-11.328872009941858
2,18,0,37,32,-12.067154746407041
2,19,0,32,30,-5.858149806281576
2,19,0,33,30,-6.7627025734295065
2,19,0,33,31,-7.392909181566724
2,19,0,33,32,-8.005242483825608
