kper,kstp,time,k,i,j,CONFq
1,1,1.0,0,1,27,4.879103721865434
1,1,1.0,0,1,28,4.875520410182032
1,1,1.0,0,1,29,4.8711149898291755
1,1,1.0,0,1,30,4.866702831680303
1,1,1.0,0,1,31,4.862532015165785
1,1,1.0,0,1,32,4.858652543725762
1,1,1.0,0,1,33,4.855045636095484
1,1,1.0,0,1,34,4.851662512781962
1,1,1.0,0,1,35,4.848439041845438
1,1,1.0,0,1,36,4.84530182946156
1,1,1.0,0,1,37,4.842171686984376
1,1,1.0,0,1,38,4.838968174242517
1,1,1.0,0,1,39,4.835621218523752
1,1,1.0,0,1,40,4.8321061172694915
1,1,1.0,0,1,41,4.828552564007937
1,1,1.0,0,1,42,4.825598099853931
1,1,1.0,0,2,24,4.910507717541503
1,1,1.0,0,2,25,4.904777197529512
1,1,1.0,0,2,26,4.896739511984698
1,1,1.0,0,2,27,4.886710602688915
1,1,1.0,0,2,28,4.880363699117103
1,1,1.0,0,2,29,4.875139970943911
1,1,1.0,0,2,30,4.870485090893002
1,1,1.0,0,2,31,4.866259171716459
1,1,1.0,0,2,32,4.862395598593743
1,1,1.0,0,2,33,4.858835289220458
1,1,1.0,0,2,34,4.8555141909315545
1,1,1.0,0,2,35,4.852361815480332
1,1,1.0,0,2,36,4.849301295636211
1,1,1.0,0,2,37,4.8462490355211525
1,1,1.0,0,2,38,4.843113091801516
1,1,1.0,0,2,39,4.839788389366733
1,1,1.0,0,2,40,4.836141122201875
1,1,1.0,0,2,41,4.831947523311376
1,1,1.0,0,2,42,4.82663153442533
1,1,1.0,0,2,43,4.818101991388302
1,1,1.0,0,2,44,4.804867850365783
1,1,1.0,0,2,45,4.785590555704076
1,1,1.0,0,2,46,4.75852773385798
1,1,1.0,0,2,47,4.780144337858493
1,1,1.0,0,3,21,4.951253437625887
1,1,1.0,0,3,22,4.9440562802465315
1,1,1.0,0,3,23,4.933646856140884
1,1,1.0,0,3,24,4.920282742690686
1,1,1.0,0,3,25,4.911125047852854
1,1,1.0,0,3,26,4.902766062069155
1,1,1.0,0,3,27,4.894688735172956
1,1,1.0,0,3,28,4.888128125984707
1,1,1.0,0,3,29,4.882638046906457
1,1,1.0,0,3,30,4.877876748725091
1,1,1.0,0,3,31,4.873657356167669
1,1,1.0,0,3,32,4.869865156865528
1,1,1.0,0,3,33,4.866412884908229
1,1,1.0,0,3,34,4.863221977685949
1,1,1.0,0,3,35,4.860214980672438
1,1,1.0,0,3,36,4.857311803936501
1,1,1.0,0,3,37,4.854426235467754
1,1,1.0,0,3,38,4.8514597778245
1,1,1.0,0,3,39,4.84828797358815
1,1,1.0,0,3,40,4.844727980733474
1,1,1.0,0,3,41,4.840462593939677
1,1,1.0,0,3,42,4.834874589276385
1,1,1.0,0,3,43,4.8267939227154955
1,1,1.0,0,3,44,4.8148883824467905
1,1,1.0,0,3,45,4.797340095521784
1,1,1.0,0,3,46,4.77096275204857
1,1,1.0,0,3,47,4.805718538076409
1,1,1.0,0,3,48,4.8364554741358265
1,1,1.0,0,4,18,4.9980592007423805
1,1,1.0,0,4,19,4.9900979668952665
1,1,1.0,0,4,20,4.978191211462761
1,1,1.0,0,4,21,4.962522263955822
