,time,kper,kstp,sample,flux,package
0,1.0,1,1,spring,-2.9751738210384886,GHB_SP
1,2.0,2,1,spring,-2.9739471621843947,GHB_SP
2,3.0,2,2,spring,-2.9727761774133086,GHB_SP
3,4.0,2,3,spring,-2.9716543490015397,GHB_SP
4,5.0,2,4,spring,-2.979778121216988,GHB_SP
5,6.0,2,5,spring,-2.9865977600641855,GHB_SP
6,7.0,2,6,spring,-3.000590006623824,GHB_SP
7,8.0,2,7,spring,-3.006159446009214,GHB_SP
8,9.0,2,8,spring,-3.011249559370455,GHB_SP
9,10.0,2,9,spring,-3.0155257223566068,GHB_SP
10,11.0,2,10,spring,-3.0294447695585305,GHB_SP
11,12.0,2,11,spring,-3.036739964714627,GHB_SP
12,13.0,2,12,spring,-3.0527427519768295,GHB_SP
13,14.0,2,13,spring,-3.0666557410477964,GHB_SP
14,15.0,2,14,spring,-3.076507951844569,GHB_SP
15,16.0,2,15,spring,-3.091208667220073,GHB_SP
16,17.0,2,16,spring,-3.1038884901628805,GHB_SP
17,18.0,2,17,spring,-3.1099535331709376,GHB_SP
18,19.0,2,18,spring,-3.113722837309979,GHB_SP
19,20.0,2,19,spring,-3.1169734323861107,GHB_SP
20,21.0,2,20,spring,-3.1159105126953364,GHB_SP
21,22.0,2,21,spring,-3.1274314220706714,GHB_SP
22,23.0,2,22,spring,-3.140211266246517,GHB_SP
23,24.0,2,23,spring,-3.1641246852495186,GHB_SP
24,25.0,2,24,spring,-3.1965101790996258,GHB_SP
25,26.0,2,25,spring,-3.2401873210061822,GHB_SP
26,27.0,2,26,spring,-3.285527816782846,GHB_SP
27,28.0,2,27,spring,-3.3458631239409513,GHB_SP
28,29.0,2,28,spring,-3.406495639791544,GHB_SP
29,30.0,2,29,spring,-3.450447219005561,GHB_SP
30,31.0,2,30,spring,-3.492127005166118,GHB_SP
31,32.0,2,31,spring,-3.54476466123149,GHB_SP
32,33.0,2,32,spring,-3.589907990921361,GHB_SP
33,34.0,2,33,spring,-3.61932007860198,GHB_SP
34,35.0,2,34,spring,-3.6674473294601384,GHB_SP
35,36.0,2,35,spring,-3.719506024447675,GHB_SP
36,37.0,2,36,spring,-3.752454039823057,GHB_SP
37,38.0,2,37,spring,-3.779376589673298,GHB_SP
38,39.0,2,38,spring,-3.821490250421064,GHB_SP
39,40.0,2,39,spring,-3.8380479849162583,GHB_SP
40,41.0,2,40,spring,-3.854456871504766,GHB_SP
41,42.0,2,41,spring,-3.864648976881824,GHB_SP
42,43.0,2,42,spring,-3.8769094764626217,GHB_SP
43,44.0,2,43,spring,-3.8748290946888844,GHB_SP
44,45.0,2,44,spring,-3.8916482822784957,GHB_SP
45,46.0,2,45,spring,-3.896970204999583,GHB_SP
46,47.0,2,46,spring,-3.882660600894134,GHB_SP
