,time,kper,kstp,sample,flux,package
47,48.0,2,47,spring,-3.8665830028440666,GHB_SP
48,49.0,2,48,spring,-3.866263175866955,GHB_SP
49,50.0,2,49,spring,-3.8630395356357496,GHB_SP
50,51.0,2,50,spring,-3.8634111778258813,GHB_SP
51,52.0,2,51,spring,-3.867874109593032,GHB_SP
52,53.0,2,52,spring,-3.878292247615839,GHB_SP
53,54.0,3,1,spring,-2.5322372719812876,GHB_SP
54,55.0,4,1,spring,-2.5488823927383635,GHB_SP
55,56.0,4,2,spring,-2.564139873544164,GHB_SP
56,57.0,4,3,spring,-2.5787434883048945,GHB_SP
57,58.0,4,4,spring,-2.603880574359536,GHB_SP
58,59.0,4,5,spring,-2.6289520520277136,GHB_SP
59,60.0,4,6,spring,-2.650538173607025,GHB_SP
60,61.0,4,7,spring,-2.6703854199417876,GHB_SP
61,62.0,4,8,spring,-2.6835114563677536,GHB_SP
62,63.0,4,9,spring,-2.689482225265465,GHB_SP
63,64.0,4,10,spring,-2.70132704879601,GHB_SP
64,65.0,4,11,spring,-2.7252378520157876,GHB_SP
65,66.0,4,12,spring,-2.741619987327475,GHB_SP
66,67.0,4,13,spring,-2.7520959864971033,GHB_SP
67,68.0,4,14,spring,-2.7645395886933315,GHB_SP
68,69.0,4,15,spring,-2.7933001904049135,GHB_SP
69,70.0,4,16,spring,-2.8191353590692074,GHB_SP
70,71.0,4,17,spring,-2.8409483205973842,GHB_SP
71,72.0,4,18,spring,-2.864177784780715,GHB_SP
72,73.0,4,19,spring,-2.8848174168527194,GHB_SP
73,74.0,4,20,spring,-2.905217834114886,GHB_SP
74,75.0,4,21,spring,-2.9163569646447556,GHB_SP
75,76.0,4,22,spring,-2.9268807004827906,GHB_SP
76,77.0,4,23,spring,-2.935526617438697,GHB_SP
77,78.0,4,24,spring,-2.942196614740105,GHB_SP
78,79.0,4,25,spring,-2.9469523686684838,GHB_SP
79,80.0,4,26,spring,-2.951912827524964,GHB_SP
80,81.0,4,27,spring,-2.9551394667177178,GHB_SP
81,82.0,4,28,spring,-2.9601732857770315,GHB_SP
82,83.0,4,29,spring,-2.968977534525834,GHB_SP
83,84.0,4,30,spring,-2.980903765470657,GHB_SP
84,85.0,4,31,spring,-2.9832854668821938,GHB_SP
85,86.0,4,32,spring,-2.987634059812727,GHB_SP
86,87.0,4,33,spring,-2.997652841081589,GHB_SP
87,88.0,4,34,spring,-3.0078561311389223,GHB_SP
88,89.0,4,35,spring,-3.0169720991120954,GHB_SP
89,90.0,4,36,spring,-3.0244162504466345,GHB_SP
90,91.0,4,37,spring,-3.028355176547997,GHB_SP
91,92.0,4,38,spring,-3.0311515715373574,GHB_SP
92,93.0,4,39,spring,-3.0293479323379486,GHB_SP
93,94.0,4,40,spring,-3.026451451574175,GHB_SP
94,95.0,4,41,spring,-3.025811367442408,GHB_SP
95,96.0,4,42,spring,-3.0265125148869743,GHB_SP
96,97.0,4,43,spring,-3.026482262625393,GHB_SP
97,98.0,4,44,spring,-3.0282713625351008,GHB_SP
98,99.0,4,45,spring,-3.0318803507137204,GHB_SP
99,100.0,4,46,spring,-3.0277335956702345,GHB_SP
100,101.0,4,47,spring,-3.020113330224845,GHB_SP
101,102.0,4,48,spring,-3.014821579902197,GHB_SP
102,103.0,4,49,spring,-3.0054687097060295,GHB_SP
103,104.0,4,50,spring,-2.9955487932075187,GHB_SP
104,105.0,4,51,spring,-2.9884051998246974,GHB_SP
105,106.0,4,52,spring,-2.9860387766027756,GHB_SP
