kper,kstp,time,k,i,j,AWq
1,1,1.0,0,0,25,-3.157837964127907
1,1,1.0,0,1,24,-3.0287758181403888
1,1,1.0,0,2,22,-1.6751800203611538
1,1,1.0,0,2,23,-2.6687364557105866
1,1,1.0,0,3,21,-1.5249661686270883
1,1,1.0,0,4,21,-2.0672061255005474
1,1,1.0,0,5,20,-1.408044534276769
1,1,1.0,0,6,20,-1.6278382382655252
1,1,1.0,0,7,20,-2.0693248704770326
1,1,1.0,0,8,19,-1.3897997637658364
1,1,1.0,0,9,19,-1.6207279433678963
1,1,1.0,0,10,18,-1.0362384319607116
1,1,1.0,0,11,18,-1.1565050044210068
1,1,1.0,0,12,16,-1.1620778783890273
1,1,1.0,0,12,17,-1.3377703373910421
1,1,1.0,0,13,14,-1.394370830448814
1,1,1.0,0,13,15,-1.7114980158936959
1,1,1.0,0,14,12,-1.564179643386673
1,1,1.0,0,14,13,-1.9743990736289447
1,1,1.0,0,15,9,-1.4122233705724199
1,1,1.0,0,15,10,-1.6809688993717984
1,1,1.0,0,15,11,-2.1730520679931473
1,1,1.0,0,16,7,-1.415477250676389
1,1,1.0,0,16,8,-1.920759479230604
1,1,1.0,0,17,4,-1.0860520193756251
1,1,1.0,0,17,5,-1.3305083298571105
1,1,1.0,0,17,6,-1.7943921937613254
1,1,1.0,0,18,2,-1.0431830621570164
1,1,1.0,0,18,3,-1.4097479022917732
1,1,1.0,0,19,0,-1.0351362589691462
1,1,1.0,0,19,1,-1.2950861433806544
2,1,2.0,0,0,25,-3.333345780150694
2,1,2.0,0,1,24,-3.202692932763398
2,1,2.0,0,2,22,-1.8340586196985669
2,1,2.0,0,2,23,-2.83750208108313
2,1,2.0,0,3,21,-1.674761278531662
2,1,2.0,0,4,21,-2.2123443830087126
2,1,2.0,0,5,20,-1.5335788695957433
2,1,2.0,0,6,20,-1.743888873159733
2,1,2.0,0,7,20,-2.1761053734696816
2,1,2.0,0,8,19,-1.47622884499782
2,1,2.0,0,9,19,-1.6937938820075544
2,1,2.0,0,10,18,-1.0881843918349858
2,1,2.0,0,11,18,-1.1947372036496873
2,1,2.0,0,12,16,-1.193487704122795
2,1,2.0,0,12,17,-1.368333748777637
2,1,2.0,0,13,14,-1.4235078890429804
2,1,2.0,0,13,15,-1.740317975208221
2,1,2.0,0,14,12,-1.5909110025387463
2,1,2.0,0,14,13,-2.000768583284831
2,1,2.0,0,15,9,-1.4366809281997988
2,1,2.0,0,15,10,-1.7050524463932248
2,1,2.0,0,15,11,-2.196907316664344
2,1,2.0,0,16,7,-1.4356638036806153
2,1,2.0,0,16,8,-1.941529202824288
2,1,2.0,0,17,4,-1.101357492347823
2,1,2.0,0,17,5,-1.3462566197251924
2,1,2.0,0,17,6,-1.8106590904719155
2,1,2.0,0,18,2,-1.05445174873255
2,1,2.0,0,18,3,-1.4214090933194008
2,1,2.0,0,19,0,-1.0427457148659478
2,1,2.0,0,19,1,-1.3030006130425154
2,2,3.0,0,0,25,-3.474299954542289
2,2,3.0,0,1,24,-3.342629751800928
2,2,3.0,0,2,22,-1.9574031498672753
2,2,3.0,0,2,23,-2.9740826701507217
2,2,3.0,0,3,21,-1.7934136916744023
2,2,3.0,0,4,21,-2.331803735984664
2,2,3.0,0,5,20,-1.634907673777576
2,2,3.0,0,6,20,-1.8390138118821824
2,2,3.0,0,7,20,-2.2659713105252592
2,2,3.0,0,8,19,-1.5507652258440885
2,2,3.0,0,9,19,-1.7576105690428534
2,2,3.0,0,10,18,-1.1344115476595675
2,2,3.0,0,11,18,-1.2292471135709775
2,2,3.0,0,12,16,-1.2222388373549222
2,2,3.0,0,12,17,-1.3962585038923478
2,2,3.0,0,13,14,-1.4501822184143762
2,2,3.0,0,13,15,-1.7668565437981485
2,2,3.0,0,14,12,-1.6154436130118057
2,2,3.0,0,14,13,-2.0250641920686263
2,2,3.0,0,15,9,-1.4591691615931595
2,2,3.0,0,15,10,-1.7272310139888205
2,2,3.0,0,15,11,-2.2189901294050642
2,2,3.0,0,16,7,-1.4543331651660267
2,2,3.0,0,16,8,-1.9607710232283182
2,2,3.0,0,17,4,-1.1156073861592262
2,2,3.0,0,17,5,-1.3609184225207045
2,2,3.0,0,17,6,-1.8258386320387068
2,2,3.0,0,18,2,-1.0650027675140379
2,2,3.0,0,18,3,-1.4323450522437504
2,2,3.0,0,19,0,-1.0499158149061874
2,2,3.0,0,19,1,-1.310473009398045
2,3,4.0,0,0,25,-3.5971097743290557
2,3,4.0,0,1,24,-3.464177673901929
2,3,4.0,0,2,22,-2.06042358786533
2,3,4.0,0,2,23,-3.092920930350772
2,3,4.0,0,3,21,-1.893820569524621
2,3,4.0,0,4,21,-2.436723722964075
2,3,4.0,0,5,20,-1.7217467649487048
2,3,4.0,0,6,20,-1.9217098793962464
2,3,4.0,0,7,20,-2.346225255363123
2,3,4.0,0,8,19,-1.6181290739403948
2,3,4.0,0,9,19,-1.8161557260351913
2,3,4.0,0,10,18,-1.1773465053321672
2,3,4.0,0,11,18,-1.2617448968455278
2,3,4.0,0,12,16,-1.2496185846861465
2,3,4.0,0,12,17,-1.4228417458186513
2,3,4.0,0,13,14,-1.4755923848033774
2,3,4.0,0,13,15,-1.7922889083816358
2,3,4.0,0,14,12,-1.6388664851000954
2,3,4.0,0,14,13,-2.048359781820551
2,3,4.0,0,15,9,-1.4806762697991047
2,3,4.0,0,15,10,-1.748474247682374
2,3,4.0,0,15,11,-2.2402518606051487
2,3,4.0,0,16,7,-1.4722860505565585
2,3,4.0,0,16,8,-1.979312719942648
2,3,4.0,0,17,4,-1.1293969736753162
2,3,4.0,0,17,5,-1.3751065123829278
2,3,4.0,0,17,6,-1.8405621723145806
2,3,4.0,0,18,2,-1.0752692719292192
2,3,4.0,0,18,3,-1.4430028478016865
2,3,4.0,0,19,0,-1.056935609502867
2,3,4.0,0,19,1,-1.3178015263130796
2,4,5.0,0,0,25,-3.8200329462703166
2,4,5.0,0,1,24,-3.6842073120379837
2,4,5.0,0,2,22,-2.2509733587048117
2,4,5.0,0,2,23,-3.307072099190691
2,4,5.0,0,3,21,-2.0768284867319267
2,4,5.0,0,4,21,-2.6237370227773056
2,4,5.0,0,5,20,-1.878206592581364
2,4,5.0,0,6,20,-2.069460499136767
2,4,5.0,0,7,20,-2.4877787125132613
2,4,5.0,0,8,19,-1.7348569337278263
2,4,5.0,0,9,19,-1.9173551856313793
2,4,5.0,0,10,18,-1.2508416535245033
2,4,5.0,0,11,18,-1.3171852965566657
2,4,5.0,0,12,16,-1.2959764471678383
2,4,5.0,0,12,17,-1.4679875976237042
2,4,5.0,0,13,14,-1.5186673654536733
2,4,5.0,0,13,15,-1.8352778682678732
2,4,5.0,0,14,12,-1.6785560152504857
2,4,5.0,0,14,13,-2.087771331477967
2,4,5.0,0,15,9,-1.5171178847507463
2,4,5.0,0,15,10,-1.78444230806668
2,4,5.0,0,15,11,-2.276146312531367
2,4,5.0,0,16,7,-1.5026697016679442
2,4,5.0,0,16,8,-2.0106620325059055
2,4,5.0,0,17,4,-1.1527136172203107
2,4,5.0,0,17,5,-1.3990876751284311
2,4,5.0,0,17,6,-1.8653978557305209
2,4,5.0,0,18,2,-1.0926299860228248
2,4,5.0,0,18,3,-1.4609906456080353
2,4,5.0,0,19,0,-1.0688033912396708
2,4,5.0,0,19,1,-1.3301504093082066
2,5,6.0,0,0,25,-4.024940411126352
2,5,6.0,0,1,24,-3.88601583414669
2,5,6.0,0,2,22,-2.4199362304103147
2,5,6.0,0,2,23,-3.5038086914635755
2,5,6.0,0,3,21,-2.240908388088087
2,5,6.0,0,4,21,-2.7968990016126156
