kper,kstp,time,k,i,j,PWq
1,1,1.0,0,4,31,-0.12416856917110408
1,1,1.0,0,4,32,-0.22295957802026578
1,1,1.0,0,5,32,-0.40092132453037266
1,1,1.0,0,6,33,-0.4666566093534925
1,1,1.0,0,7,33,-0.5715481128111719
1,1,1.0,0,8,33,-0.7283376369689449
1,1,1.0,0,9,33,-0.9960376807483726
1,1,1.0,0,10,34,-0.800461013464485
1,1,1.0,0,11,34,-0.902578505277603
1,1,1.0,0,12,34,-1.0278857788968594
1,1,1.0,0,13,34,-1.1978729821082936
1,1,1.0,0,14,34,-1.5479713274199867
1,1,1.0,0,15,35,-1.1169057672836402
1,1,1.0,0,16,35,-1.262081582305882
1,1,1.0,0,17,35,-1.4956399737040726
1,1,1.0,0,18,35,-1.917611933241659
1,1,1.0,0,19,36,-1.2785268812996264
1,1,1.0,0,20,36,-1.361182152623229
1,1,1.0,0,21,36,-1.4633730954573494
1,1,1.0,0,22,36,-1.8245938014353058
1,1,1.0,0,23,37,-1.322269309612608
1,1,1.0,0,24,37,-1.5025239450728094
1,1,1.0,0,25,37,-1.713824642032499
1,1,1.0,0,26,37,-1.9682171951597383
1,1,1.0,0,27,37,-2.405309523820655
1,1,1.0,0,28,38,-1.546610987821893
1,1,1.0,0,29,38,-1.6666699021885236
1,1,1.0,0,30,38,-1.767030849821296
1,1,1.0,0,31,38,-1.8376416867868102
1,1,1.0,0,32,38,-1.90988833244014
1,1,1.0,0,33,38,-2.0292448478223477
1,1,1.0,0,34,38,-2.2720984905496984
1,1,1.0,0,35,39,-1.2860665690747553
1,1,1.0,0,36,39,-1.2643682940498167
1,1,1.0,0,37,38,-2.0204265800622707
1,1,1.0,0,38,36,-3.628214531623346
1,1,1.0,0,38,37,-2.2437341381895806
2,1,2.0,0,4,31,-0.1697725106526491
2,1,2.0,0,4,32,-0.2647243127085517
2,1,2.0,0,5,32,-0.4438593884427746
2,1,2.0,0,6,33,-0.5091639706593014
2,1,2.0,0,7,33,-0.6133674918802967
2,1,2.0,0,8,33,-0.7694328448438341
2,1,2.0,0,9,33,-1.03677183653582
2,1,2.0,0,10,34,-0.8380344803969138
2,1,2.0,0,11,34,-0.9382809734762816
2,1,2.0,0,12,34,-1.0612496430127294
2,1,2.0,0,13,34,-1.2286309527879666
2,1,2.0,0,14,34,-1.5764307751792899
2,1,2.0,0,15,35,-1.1406572740767729
2,1,2.0,0,16,35,-1.2834137895179936
2,1,2.0,0,17,35,-1.514624478538451
2,1,2.0,0,18,35,-1.934233769395945
2,1,2.0,0,19,36,-1.2916785487647786
2,1,2.0,0,20,36,-1.3720803339673324
2,1,2.0,0,21,36,-1.4719783763554233
2,1,2.0,0,22,36,-1.831883321820186
2,1,2.0,0,23,37,-1.3291742099686488
2,1,2.0,0,24,37,-1.5091153417780134
2,1,2.0,0,25,37,-1.7201264953442177
2,1,2.0,0,26,37,-1.9742521927576746
2,1,2.0,0,27,37,-2.411082263796878
2,1,2.0,0,28,38,-1.5522802951452732
2,1,2.0,0,29,38,-1.6720863651310438
2,1,2.0,0,30,38,-1.7722032234851
2,1,2.0,0,31,38,-1.842574671306103
2,1,2.0,0,32,38,-1.9146238979895251
2,1,2.0,0,33,38,-2.033837766920218
2,1,2.0,0,34,38,-2.2765730000242144
2,1,2.0,0,35,39,-1.2905530090835384
2,1,2.0,0,36,39,-1.2687736815918917
2,1,2.0,0,37,38,-2.0245127955148625
2,1,2.0,0,38,36,-3.6313449829702655
2,1,2.0,0,38,37,-2.247265504872068
2,2,3.0,0,4,31,-0.20147763878583191
2,2,3.0,0,4,32,-0.2905502093906307
2,2,3.0,0,5,32,-0.472879946556759
2,2,3.0,0,6,33,-0.5375233236874806
2,2,3.0,0,7,33,-0.6418952694183417
2,2,3.0,0,8,33,-0.7981316497105695
2,2,3.0,0,9,33,-1.066437387795986
2,2,3.0,0,10,34,-0.8652137482674789
2,2,3.0,0,11,34,-0.9644439083028828
2,2,3.0,0,12,34,-1.085923548022805
2,2,3.0,0,13,34,-1.251585020525539
2,2,3.0,0,14,34,-1.5981795482542793
2,2,3.0,0,15,35,-1.1586455740176973
2,2,3.0,0,16,35,-1.2997484740430423
2,2,3.0,0,17,35,-1.5293606491985656
2,2,3.0,0,18,35,-1.9473977718703566
2,2,3.0,0,19,36,-1.3020952578045382
2,2,3.0,0,20,36,-1.3808446180380827
2,2,3.0,0,21,36,-1.4790198699103598
2,2,3.0,0,22,36,-1.8379296601649884
2,2,3.0,0,23,37,-1.3348766242001417
2,2,3.0,0,24,37,-1.5145689367917754
2,2,3.0,0,25,37,-1.7253569967203433
2,2,3.0,0,26,37,-1.979283432873416
2,2,3.0,0,27,37,-2.4159223054184906
2,2,3.0,0,28,38,-1.5570028238044529
2,2,3.0,0,29,38,-1.6766094022493476
2,2,3.0,0,30,38,-1.7765358328261698
2,2,3.0,0,31,38,-1.8467210038788124
2,2,3.0,0,32,38,-1.918611584645575
2,2,3.0,0,33,38,-2.0377088176599294
2,2,3.0,0,34,38,-2.2803547372377686
2,2,3.0,0,35,39,-1.2943297597993855
2,2,3.0,0,36,39,-1.2724999405021151
2,2,3.0,0,37,38,-2.0279846193401347
2,2,3.0,0,38,36,-3.6340186669783527
2,2,3.0,0,38,37,-2.25027287412
2,3,4.0,0,4,31,-0.26386784483872816
2,3,4.0,0,4,32,-0.34359441885976594
2,3,4.0,0,5,32,-0.5310251464643443
2,3,4.0,0,6,33,-0.593735061183736
2,3,4.0,0,7,33,-0.697904896949467
2,3,4.0,0,8,33,-0.8539447917734719
2,3,4.0,0,9,33,-1.1234664302509145
2,3,4.0,0,10,34,-0.9170806847764652
2,3,4.0,0,11,34,-1.0142054876528732
2,3,4.0,0,12,34,-1.1328089348371009
2,3,4.0,0,13,34,-1.295200950317792
2,3,4.0,0,14,34,-1.639397728132991
2,3,4.0,0,15,35,-1.192904037547379
2,3,4.0,0,16,35,-1.3308407943395082
2,3,4.0,0,17,35,-1.557332880337384
2,3,4.0,0,18,35,-1.9723203865001722
2,3,4.0,0,19,36,-1.3219702476216781
2,3,4.0,0,20,36,-1.397514084422255
2,3,4.0,0,21,36,-1.4923495633693804
2,3,4.0,0,22,36,-1.8493230508720515
2,3,4.0,0,23,37,-1.3456839136741294
2,3,4.0,0,24,37,-1.5249067877973204
2,3,4.0,0,25,37,-1.7352556939213812
2,3,4.0,0,26,37,-1.9887704083921989
2,3,4.0,0,27,37,-2.425011649547635
2,3,4.0,0,28,38,-1.5659423131669143
2,3,4.0,0,29,38,-1.685160666918648
2,3,4.0,0,30,38,-1.784708793394671
2,3,4.0,0,31,38,-1.8545191027032857
2,3,4.0,0,32,38,-1.926104098710514
2,3,4.0,0,33,38,-2.0449829114185754
2,3,4.0,0,34,38,-2.287444868629283
2,3,4.0,0,35,39,-1.301447434673463
2,3,4.0,0,36,39,-1.2794720595945002
2,3,4.0,0,37,38,-2.0344618433281667
2,3,4.0,0,38,36,-3.639002794443261
2,3,4.0,0,38,37,-2.2558846178088565
2,4,5.0,0,4,31,-0.2878689981260436
2,4,5.0,0,4,32,-0.3572191267939502
