kper,kstp,time,k,i,j,SPq
1,1,1.0,0,12,18,0.1724890732808646
1,1,1.0,0,12,24,-1.1876225438869596
1,1,1.0,0,12,25,-1.5282674904359226
1,1,1.0,0,13,19,-0.5737295315503914
1,1,1.0,0,13,23,-1.4074676001255852
1,1,1.0,0,13,26,-1.9815991902427186
1,1,1.0,0,14,19,-1.199214013127552
1,1,1.0,0,14,20,-1.3136291983285133
1,1,1.0,0,14,21,-1.4812586510546595
1,1,1.0,0,14,22,-1.760994739324417
1,1,1.0,0,14,26,-2.164502294308477
1,1,1.0,0,15,27,-2.7033306939572412
1,1,1.0,0,16,27,-2.704730429015939
1,1,1.0,0,17,27,-2.9446256090281224
1,1,1.0,0,18,27,-3.5796423461938645
1,1,1.0,0,19,25,-2.9833189034332577
1,1,1.0,0,19,26,-3.3749760765659005
1,1,1.0,0,20,24,-2.9751738210384886
1,1,1.0,0,21,24,-2.7176329152800136
1,1,1.0,0,22,24,-3.2771082827866493
1,1,1.0,0,23,23,-4.386793536328323
2,1,2.0,0,12,18,0.17380650055958569
2,1,2.0,0,12,24,-1.182944505136419
2,1,2.0,0,12,25,-1.52300700842963
2,1,2.0,0,13,19,-0.5723608281733874
2,1,2.0,0,13,23,-1.403735814610343
2,1,2.0,0,13,26,-1.976255705373319
2,1,2.0,0,14,19,-1.1980240229305466
2,1,2.0,0,14,20,-1.3118585333807289
2,1,2.0,0,14,21,-1.4789793114257748
2,1,2.0,0,14,22,-1.758227743040166
2,1,2.0,0,14,26,-2.159969495093435
2,1,2.0,0,15,27,-2.6990254333374253
2,1,2.0,0,16,27,-2.700984531179415
2,1,2.0,0,17,27,-2.9413561182875867
2,1,2.0,0,18,27,-3.5768187070231505
2,1,2.0,0,19,25,-2.981431790164649
2,1,2.0,0,19,26,-3.372876904063162
2,1,2.0,0,20,24,-2.9739471621843947
2,1,2.0,0,21,24,-2.716794388901185
2,1,2.0,0,22,24,-3.2765204634385228
2,1,2.0,0,23,23,-4.386360009167117
2,2,3.0,0,12,18,0.17520067455447474
2,2,3.0,0,12,24,-1.1789075119866936
2,2,3.0,0,12,25,-1.518508672256985
2,2,3.0,0,13,19,-0.5710624496600758
2,2,3.0,0,13,23,-1.4004060936063638
2,2,3.0,0,13,26,-1.9716970253667796
2,2,3.0,0,14,19,-1.1968911010035015
2,2,3.0,0,14,20,-1.310210869613627
2,2,3.0,0,14,21,-1.476889158194453
2,2,3.0,0,14,22,-1.7557056219030613
2,2,3.0,0,14,26,-2.1559933060678986
2,2,3.0,0,15,27,-2.6952244072346048
2,2,3.0,0,16,27,-2.697693134377971
2,2,3.0,0,17,27,-2.9384519018282163
2,2,3.0,0,18,27,-3.5742619007647676
2,2,3.0,0,19,25,-2.979675467839357
2,2,3.0,0,19,26,-3.3709222338769393
2,2,3.0,0,20,24,-2.9727761774133086
2,2,3.0,0,21,24,-2.715985013047572
2,2,3.0,0,22,24,-3.275946944899637
2,2,3.0,0,23,23,-4.3859345484656345
2,3,4.0,0,12,18,0.17672063746810096
2,3,4.0,0,12,24,-1.1753199064274327
2,3,4.0,0,12,25,-1.5145284343410594
2,3,4.0,0,13,19,-0.5698250301858465
2,3,4.0,0,13,23,-1.3973687670576567
