kper,kstp,k,i,j,SPq
1,1,0,32,30,-8.406289252374922
1,1,0,33,30,-8.334883253535544
1,1,0,33,31,-7.771969395935328
1,1,0,33,32,-7.811131239798033
1,1,0,33,33,-7.671294633636117
1,1,0,34,30,-7.802699048112437
1,1,0,34,31,-7.831736521179797
1,1,0,34,33,-7.671954057691174
1,1,0,35,33,-7.6726575921773925
1,1,0,36,32,-7.673349362453841
1,1,0,36,33,-7.673399821435044
1,1,0,37,32,-7.674165493437721
2,1,0,32,30,-15.132486894188007
2,1,0,33,30,-15.136229444379133
2,1,0,33,31,-15.139374697716084
2,1,0,33,32,-15.142250048784847
2,1,0,33,33,-15.144708896467101
2,1,0,34,30,-15.14029828420842
2,1,0,34,31,-15.143448449710949
2,1,0,34,33,-15.148620230182168
2,1,0,35,33,-15.152306061966135
2,1,0,36,32,-15.153734464134848
2,1,0,36,33,-15.155939751852344
2,1,0,37,32,-15.157531777957919
2,2,0,32,30,-14.995842919775733
2,2,0,33,30,-15.0005015221232
2,2,0,33,31,-15.004557779349161
2,2,0,33,32,-15.008240674079627
2,2,0,33,33,-15.011397659735376
2,2,0,34,30,-15.005531123457148
2,2,0,34,31,-15.009702672101147
2,2,0,34,33,-15.016520251147929
2,2,0,35,33,-15.021334740955062
2,2,0,36,32,-15.023062383199079
2,2,0,36,33,-15.026085847957521
2,2,0,37,32,-15.027986549009977
2,3,0,32,30,-14.855479345652201
2,3,0,33,30,-14.860486432911536
2,3,0,33,31,-14.864881607963328
2,3,0,33,32,-14.868862963113385
2,3,0,33,33,-14.872277534334321
2,3,0,34,30,-14.865878383852476
2,3,0,34,31,-14.870432772634652
2,3,0,34,33,-14.877865121101404
2,3,0,35,33,-14.88311295499118
2,3,0,36,32,-14.884959343769765
2,3,0,36,33,-14.888293822476925
2,3,0,37,32,-14.890315240440353
2,4,0,32,30,-14.714164404646661
2,4,0,33,30,-14.719296384760503
2,4,0,33,31,-14.723814233410524
2,4,0,33,32,-14.727902650737175
2,4,0,33,33,-14.73140950705926
2,4,0,34,30,-14.724816709796354
2,4,0,34,31,-14.729511363612524
2,4,0,34,33,-14.737167428728483
2,4,0,35,33,-14.742573392661948
2,4,0,36,32,-14.74446162646939
2,4,0,36,33,-14.747910860736356
2,4,0,37,32,-14.749973975141328
2,5,0,32,30,-14.573239129858433
2,5,0,33,30,-14.578400635657541
2,5,0,33,31,-14.582949494332869
2,5,0,33,32,-14.587064101913134
2,5,0,33,33,-14.590593561240334
2,5,0,34,30,-14.58394995208791
2,5,0,34,31,-14.588682288121083
2,5,0,34,33,-14.596397264582752
2,5,0,35,33,-14.601845340665838
2,5,0,36,32,-14.60374296376998
2,5,0,36,33,-14.607224506014374
2,5,0,37,32,-14.609296101966953
2,6,0,32,30,-14.433340197424696
2,6,0,33,30,-14.438489310892212
2,6,0,33,31,-14.44302903935932
2,6,0,33,32,-14.44713445924752
2,6,0,33,33,-14.450655994683675
2,6,0,34,30,-14.444023718541171
2,6,0,34,31,-14.44874872065381
2,6,0,34,33,-14.456450354452242
2,6,0,35,33,-14.461889273530208
2,6,0,36,32,-14.46378174883359
2,6,0,36,33,-14.46725959318896
2,6,0,37,32,-14.469325075911238
2,7,0,32,30,-14.294727088284727
2,7,0,33,30,-14.299844640659442
2,7,0,33,31,-14.304356517740567
2,7,0,33,32,-14.308436350276379
2,7,0,33,33,-14.311935980809544
2,7,0,34,30,-14.305344512180005
2,7,0,34,31,-14.310041460170929
2,7,0,34,33,-14.317696767098575
2,7,0,35,33,-14.323104004256319
2,7,0,36,32,-14.324985372734183
2,7,0,36,33,-14.328443119799584
2,7,0,37,32,-14.330496266113242
2,8,0,32,30,-14.157541917631805
2,8,0,33,30,-14.162619650921442
2,8,0,33,31,-14.16709528743542
2,8,0,33,32,-14.171142191818243
2,8,0,33,33,-14.174613618770412
2,8,0,34,30,-14.16807640922517
2,8,0,34,31,-14.172735986552826
2,8,0,34,33,-14.180330156463135
2,8,0,35,33,-14.185695835926325
2,8,0,36,32,-14.18756362764979
2,8,0,36,33,-14.190994000585448
2,8,0,37,32,-14.193032220864916
2,9,0,32,30,-14.021833812544694
2,9,0,33,30,-14.026868437149728
2,9,0,33,31,-14.031304263101463
2,9,0,33,32,-14.035315110323614
2,9,0,33,33,-14.038755641634582
2,9,0,34,30,-14.032278633564601
2,9,0,34,31,-14.036896862471737
2,9,0,34,33,-14.044423541932575
2,9,0,35,33,-14.04974355618787
