kper,kstp,k,i,j,CONFq
1,1,0,1,27,-1.7621146217470152
1,1,0,1,28,-1.7619832416109897
1,1,0,1,29,-1.7617880510026076
1,1,0,1,30,-1.761552474672575
1,1,0,1,31,-1.761286363162288
1,1,0,1,32,-1.7609949106231095
1,1,0,1,33,-1.7606815883146965
1,1,0,1,34,-1.7603492481636742
1,1,0,1,35,-1.7600006154738708
1,1,0,1,36,-1.7596385892972286
1,1,0,1,37,-1.7592665456336558
1,1,0,1,38,-1.7588888081820908
1,1,0,1,39,-1.7585116116367292
1,1,0,1,40,-1.7581454621260093
1,1,0,1,41,-1.7578118270589354
1,1,0,1,42,-1.7575644339278877
1,1,0,2,24,-1.7627271382425906
1,1,0,2,25,-1.7626135989507752
1,1,0,2,26,-1.7624377861528426
1,1,0,2,27,-1.7622104359986572
1,1,0,2,28,-1.7620114774402875
1,1,0,2,29,-1.7617928490684953
1,1,0,2,30,-1.7615473973141071
1,1,0,2,31,-1.7612760605002915
1,1,0,2,32,-1.7609811208893174
1,1,0,2,33,-1.7606649425507772
1,1,0,2,34,-1.76032986607572
1,1,0,2,35,-1.7599782997087043
1,1,0,2,36,-1.7596128397921085
1,1,0,2,37,-1.7592364041116824
1,1,0,2,38,-1.7588523681967718
1,1,0,2,39,-1.758464616889162
1,1,0,2,40,-1.7580769707042183
1,1,0,2,41,-1.7576895923448284
1,1,0,2,42,-1.7572811715666
1,1,0,2,43,-1.75672394802241
1,1,0,2,44,-1.756229140908463
1,1,0,2,45,-1.7557744455622366
1,1,0,2,46,-1.7553511438788956
1,1,0,2,47,-1.755294157392738
1,1,0,3,21,-1.763209810551107
1,1,0,3,22,-1.763124123019523
1,1,0,3,23,-1.7629873213190042
1,1,0,3,24,-1.7628051524844555
1,1,0,3,25,-1.7626403398376524
1,1,0,3,26,-1.7624537791690038
1,1,0,3,27,-1.7622423682121582
1,1,0,3,28,-1.7620238825024614
1,1,0,3,29,-1.761788937680688
1,1,0,3,30,-1.7615325434390119
1,1,0,3,31,-1.7612535873535666
1,1,0,3,32,-1.760952712458483
1,1,0,3,33,-1.7606312916201077
1,1,0,3,34,-1.7602910404445264
1,1,0,3,35,-1.759933902776762
1,1,0,3,36,-1.7595620229561746
1,1,0,3,37,-1.759177720471845
1,1,0,3,38,-1.7587833880093147
1,1,0,3,39,-1.7583811464106738
1,1,0,3,40,-1.7579718228476633
1,1,0,3,41,-1.7575523195022438
1,1,0,3,42,-1.7571105116066636
1,1,0,3,43,-1.756625390833932
1,1,0,3,44,-1.7561528738858456
1,1,0,3,45,-1.755706861600899
1,1,0,3,46,-1.755292317631989
1,1,0,3,47,-1.7552011503245737
1,1,0,3,48,-1.755093174850595
1,1,0,4,18,-1.763527736571417
1,1,0,4,19,-1.7634748059692686
1,1,0,4,20,-1.763384966394403
1,1,0,4,21,-1.7632600052108938
1,1,0,4,22,-1.763139738604158
1,1,0,4,23,-1.7629971807486182
1,1,0,4,24,-1.7628303023115244
1,1,0,4,25,-1.7626532671239517
1,1,0,4,26,-1.7624590688227713
1,1,0,4,27,-1.7622458825013378
1,1,0,4,28,-1.7620172551902247
1,1,0,4,29,-1.7617709439453204
1,1,0,4,30,-1.7615046199265922
1,1,0,4,31,-1.7612172823854753
1,1,0,4,32,-1.760909014557237
1,1,0,4,33,-1.760580582365142
1,1,0,4,34,-1.7602331788635794
1,1,0,4,35,-1.7598682908715535
1,1,0,4,36,-1.7594876136957662
1,1,0,4,37,-1.7590929567435616
1,1,0,4,38,-1.7586860809581335
1,1,0,4,39,-1.7582683902304481
1,1,0,4,40,-1.7578403722445284
1,1,0,4,41,-1.7574007921620183
1,1,0,4,42,-1.7569465754090938
1,1,0,4,43,-1.7564775377912234
1,1,0,4,44,-1.7560133551812758
1,1,0,4,45,-1.755571078740692
1,1,0,4,46,-1.7551995602489256
1,1,0,4,47,-1.7550883975320009
1,1,0,4,48,-1.7549491653957752
1,1,0,4,49,-1.7547871180045878
1,1,0,5,16,-1.7636340161359847
1,1,0,5,17,-1.7636029581830375
1,1,0,5,18,-1.7635451954968353
1,1,0,5,19,-1.7634762397365513
1,1,0,5,20,-1.7633846068083052
1,1,0,5,21,-1.7632701931942876
1,1,0,5,22,-1.7631422715222982
1,1,0,5,23,-1.7629959228725127
1,1,0,5,24,-1.7628300613899217
1,1,0,5,25,-1.7626477659835178
1,1,0,5,26,-1.762447767291679
1,1,0,5,27,-1.7622292956880266
1,1,0,5,28,-1.7619927925453318
1,1,0,5,29,-1.7617374215833586
1,1,0,5,30,-1.761462097227076
1,1,0,5,31,-1.761166192829581
1,1,0,5,32,-1.7608496620362963
1,1,0,5,33,-1.7605129449455
1,1,0,5,34,-1.760156855941208
1,1,0,5,35,-1.7597824973742693
1,1,0,5,36,-1.759391183843027
1,1,0,5,37,-1.758984347018263
1,1,0,5,38,-1.7585634153823904
1,1,0,5,39,-1.7581296629679173
1,1,0,5,40,-1.757684075678922
1,1,0,5,41,-1.7572274048176588
1,1,0,5,42,-1.756760897740607
1,1,0,5,43,-1.7562881975645084
1,1,0,5,44,-1.7558152337384065
1,1,0,5,45,-1.7553277524554378
1,1,0,5,46,-1.7551331119250762
1,1,0,5,47,-1.7549673187320476
1,1,0,5,48,-1.7547913945040587
1,1,0,5,49,-1.7545890162287687
1,1,0,5,50,-1.754328832660331
1,1,0,5,51,-1.7541744593052204
1,1,0,6,15,-1.7636464220285308
1,1,0,6,16,-1.763629609497503
1,1,0,6,17,-1.7635941962543367
1,1,0,6,18,-1.7635383193922767
1,1,0,6,19,-1.763464875229083
1,1,0,6,20,-1.763371621527785
1,1,0,6,21,-1.7632585414358886
1,1,0,6,22,-1.763127854309115
1,1,0,6,23,-1.762978717568675
1,1,0,6,24,-1.762810712218002
