kper,kstp,k,i,j,AWq
2,3,0,37,14,-14.797987752549593
2,3,0,38,12,-14.793922190001876
2,3,0,38,13,-14.79442598817764
2,3,0,39,11,-14.789863524544911
2,3,0,40,9,-14.785067471855365
2,3,0,40,10,-14.782654042792771
2,3,0,41,7,-14.78314373549685
2,3,0,41,8,-14.781454262910012
2,3,0,42,6,-14.780165042021903
2,3,0,43,5,-14.776350474627414
2,3,0,44,3,-14.775445778159977
2,3,0,44,4,-14.772191860410798
2,4,0,2,46,-14.663270807940085
2,4,0,3,46,-14.66320403828386
2,4,0,4,46,-14.663134579206554
2,4,0,5,45,-14.663655647164397
2,4,0,6,45,-14.663479573470552
2,4,0,7,44,-14.66409584958808
2,4,0,8,43,-14.664708734251837
2,4,0,8,54,-14.6587098517195
2,4,0,9,43,-14.664447021899432
2,4,0,9,52,-14.65929352809928
2,4,0,9,53,-14.65898619530831
2,4,0,10,42,-14.665225258693242
2,4,0,10,50,-14.659841716140711
2,4,0,10,51,-14.659460875921162
2,4,0,11,42,-14.664950335695474
2,4,0,11,48,-14.660582598664972
2,4,0,11,49,-14.660108268746763
2,4,0,12,9,-14.672835724343726
2,4,0,12,42,-14.664741888567898
2,4,0,12,46,-14.661557890556734
2,4,0,12,47,-14.660985075046213
2,4,0,13,10,-14.673064302941187
2,4,0,13,42,-14.664585838728211
2,4,0,13,44,-14.662807063785227
2,4,0,13,45,-14.662123882170889
2,4,0,13,52,-14.659329904427818
2,4,0,13,53,-14.65914245408744
2,4,0,13,54,-14.659047835154224
2,4,0,13,55,-14.659007373659502
2,4,0,14,10,-14.672893663648127
2,4,0,14,11,-14.67319901459028
2,4,0,14,41,-14.6659422160332
2,4,0,14,42,-14.664557733669623
2,4,0,14,43,-14.663637752114411
2,4,0,14,50,-14.660023109489835
2,4,0,14,51,-14.659811975231735
2,4,0,15,12,-14.673407076972952
2,4,0,15,13,-14.673764874217369
2,4,0,15,41,-14.666078140376703
2,4,0,15,48,-14.660910015856095
2,4,0,15,49,-14.660608429344489
2,4,0,16,14,-14.674011473106743
2,4,0,16,15,-14.674367433945054
2,4,0,16,16,-14.67481788052505
2,4,0,16,17,-14.67536321466302
2,4,0,16,41,-14.666303514154555
2,4,0,16,46,-14.66205567359509
2,4,0,16,47,-14.661620893338043
2,4,0,17,18,-14.675872081553344
2,4,0,17,41,-14.66659971502407
2,4,0,17,42,-14.665239887426258
2,4,0,17,43,-14.664285613871451
2,4,0,17,44,-14.663525393711696
2,4,0,17,45,-14.662942606610617
2,4,0,18,19,-14.676420638469681
2,4,0,18,20,-14.67698141082436
2,4,0,18,40,-14.668825228240651
2,4,0,18,42,-14.665787389121828
2,4,0,19,21,-14.677808198481259
2,4,0,19,40,-14.66944960476311
2,4,0,19,41,-14.667668344158075
2,4,0,20,22,-14.67876093063956
2,4,0,20,39,-14.672529263506975
2,4,0,20,41,-14.668339087680712
2,4,0,21,23,-14.679891611587843
2,4,0,21,36,-14.679480709042025
2,4,0,21,37,-14.677901862199015
2,4,0,21,38,-14.676106183823928
2,4,0,21,39,-14.67405681008432
2,4,0,21,40,-14.671825657652562
2,4,0,21,41,-14.668914477661549
2,4,0,22,24,-14.681242415478291
2,4,0,22,35,-14.682740575212542
2,4,0,23,25,-14.682846351903851
2,4,0,23,26,-14.683676057781408
2,4,0,23,34,-14.685837480843956
2,4,0,24,27,-14.68580028457234
2,4,0,24,28,-14.68665676476178
2,4,0,24,33,-14.688655942976967
2,4,0,25,29,-14.689324241711269
2,4,0,25,33,-14.691455957891872
2,4,0,26,29,-14.691560668490606
2,4,0,26,32,-14.694131141617737
2,4,0,27,30,-14.695405918790595
2,4,0,27,31,-14.696495149363637
2,4,0,27,32,-14.697500193381039
2,4,0,27,33,-14.69859833339807
2,4,0,28,32,-14.701719191667145
2,4,0,28,33,-14.703240447192103
2,4,0,29,31,-14.704362874330947
2,4,0,30,31,-14.708765507937837
2,4,0,31,31,-14.713460465633942
2,4,0,32,30,-14.714164404646661
2,4,0,33,27,-14.705077754999891
2,4,0,33,28,-14.709930612477894
2,4,0,33,29,-14.71463389965584
2,4,0,34,25,-14.696402466781675
2,4,0,34,26,-14.702132302954828
2,4,0,35,22,-14.680276971570867
2,4,0,35,23,-14.685356486406036
2,4,0,35,24,-14.691150647671853
2,4,0,36,14,-14.656729641645308
2,4,0,36,15,-14.657935707563361
2,4,0,36,16,-14.659431761696926
2,4,0,36,17,-14.661224007239039
2,4,0,36,18,-14.663364303523343
2,4,0,36,19,-14.666055204511952
2,4,0,36,20,-14.66937538472364
2,4,0,36,21,-14.673466599193425
2,4,0,37,14,-14.654175301682807
2,4,0,38,12,-14.649839324323528
2,4,0,38,13,-14.650473151316255
2,4,0,39,11,-14.645655738784868
2,4,0,40,9,-14.640606928707717
2,4,0,40,10,-14.638333290824429
2,4,0,41,7,-14.638503591075203
2,4,0,41,8,-14.636893452474729
2,4,0,42,6,-14.635480118643171
2,4,0,43,5,-14.631655115917694
2,4,0,44,3,-14.63072106849919
2,4,0,44,4,-14.62750888519841
2,5,0,2,46,-14.52157649251094
2,5,0,3,46,-14.521509968962778
2,5,0,4,46,-14.521441297074517
2,5,0,5,45,-14.521967123161804
2,5,0,6,45,-14.521795873480837
2,5,0,7,44,-14.522421840464594
2,5,0,8,43,-14.523048109863574
2,5,0,8,54,-14.517012553172803
2,5,0,9,43,-14.52279785687985
2,5,0,9,52,-14.517597071129467
2,5,0,9,53,-14.517288424573342
2,5,0,10,42,-14.523594189237116
2,5,0,10,50,-14.518155540289369
2,5,0,10,51,-14.517770140201064
2,5,0,11,42,-14.523334897831216
2,5,0,11,48,-14.518914933529027
2,5,0,11,49,-14.518432978272116
2,5,0,12,9,-14.530901088135113
2,5,0,12,42,-14.523142824425022
2,5,0,12,46,-14.519917131842892
2,5,0,12,47,-14.519333655620649
2,5,0,13,10,-14.53113134400922
2,5,0,13,42,-14.52300397486881
2,5,0,13,44,-14.52120138319179
2,5,0,13,45,-14.520504986669254
2,5,0,13,52,-14.517639311560364
2,5,0,13,53,-14.517447261041546
2,5,0,13,54,-14.51734930863947
2,5,0,13,55,-14.51730710274065
2,5,0,14,10,-14.53094995833358
2,5,0,14,11,-14.531274411604358
2,5,0,14,41,-14.524386922236076
2,5,0,14,42,-14.522993082787297
2,5,0,14,43,-14.52205911142082
2,5,0,14,50,-14.5183485768958
2,5,0,14,51,-14.518128160087354
2,5,0,15,12,-14.531496129486774
2,5,0,15,13,-14.531876981404254
2,5,0,15,41,-14.524542320743679
2,5,0,15,48,-14.51926163359478
2,5,0,15,49,-14.518946203572163
2,5,0,16,14,-14.532146193735791
2,5,0,16,15,-14.532529323050277
2,5,0,16,16,-14.533006625477725
2,5,0,16,17,-14.533578259526571
2,5,0,16,41,-14.524787765729169
2,5,0,16,46,-14.520444523716979
2,5,0,16,47,-14.519991221111171
2,5,0,17,18,-14.534122211655234
2,5,0,17,41,-14.525104713800886
2,5,0,17,42,-14.523725286341511
2,5,0,17,43,-14.522747921925337
2,5,0,17,44,-14.521964003999248
2,5,0,17,45,-14.521357605198125
2,5,0,18,19,-14.534711723669275
2,5,0,18,20,-14.535303736326746
2,5,0,18,40,-14.527370674542574
2,5,0,18,42,-14.52428726076197
2,5,0,19,21,-14.536177471159274
2,5,0,19,40,-14.528022104644037
2,5,0,19,41,-14.526213505011375
2,5,0,20,22,-14.537182226875094
2,5,0,20,39,-14.53115562332301
2,5,0,20,41,-14.526903293508735
2,5,0,21,23,-14.538369515350569
2,5,0,21,36,-14.538180295463057
2,5,0,21,37,-14.536594746916833
2,5,0,21,38,-14.534787715741768
2,5,0,21,39,-14.532721333759946
2,5,0,21,40,-14.530461906125948
2,5,0,21,41,-14.527494576452114
2,5,0,22,24,-14.539781052539308
2,5,0,22,35,-14.541482412304
2,5,0,23,25,-14.541449405067695
2,5,0,23,26,-14.542314066476003
2,5,0,23,34,-14.544619633673618
2,5,0,24,27,-14.544503793038817
2,5,0,24,28,-14.545390726316175
2,5,0,24,33,-14.547476214769786
2,5,0,25,29,-14.548122393776085
2,5,0,25,33,-14.550317282692498
2,5,0,26,29,-14.550395849135986
2,5,0,26,32,-14.553026721448878
2,5,0,27,30,-14.55430493756319
2,5,0,27,31,-14.555416701007102
2,5,0,27,32,-14.556437062575974
2,5,0,27,33,-14.55754058567804
2,5,0,28,32,-14.560693207926949
2,5,0,28,33,-14.562220646171253
2,5,0,29,31,-14.563357053307673
2,5,0,30,31,-14.567795077923392
2,5,0,31,31,-14.572524207428959
2,5,0,32,30,-14.573239129858433
2,5,0,33,27,-14.564056127594535
2,5,0,33,28,-14.568954937574834
2,5,0,33,29,-14.573701015486925
2,5,0,34,25,-14.555302717412376
2,5,0,34,26,-14.561084097365281
2,5,0,35,22,-14.539027511232849
2,5,0,35,23,-14.54416893543045
2,5,0,35,24,-14.550019183630274
2,5,0,36,14,-14.514962987183711
2,5,0,36,15,-14.516230391073845
2,5,0,36,16,-14.517789953855894
2,5,0,36,17,-14.519649905312995
2,5,0,36,18,-14.521862946040988
2,5,0,36,19,-14.524627310862268
2,5,0,36,20,-14.528018723571254
2,5,0,36,21,-14.532178401264579
2,5,0,37,14,-14.512417629459273
2,5,0,38,12,-14.507978145318402
2,5,0,38,13,-14.508670208529823
2,5,0,39,11,-14.503759115968968
2,5,0,40,9,-14.498618583584234
2,5,0,40,10,-14.496424158440666
2,5,0,41,7,-14.496442058519566
2,5,0,41,8,-14.494878581032856
2,5,0,42,6,-14.493414779052799
2,5,0,43,5,-14.489606762146002
2,5,0,44,3,-14.488663771501809
2,5,0,44,4,-14.485489812622271
2,6,0,2,46,-14.381583240818783
2,6,0,3,46,-14.381517448796682
2,6,0,4,46,-14.381449891454594
2,6,0,5,45,-14.381974525186493
2,6,0,6,45,-14.381806753355653
