time,flux
1.0,-68.31411225360819
2.0,-667.5874610224349
3.0,-562.1267474203113
4.0,-481.1109259976136
5.0,-414.4321083982984
6.0,-358.30905786277464
7.0,-310.23133378117166
8.0,-268.88990555464727
9.0,-233.31408386891056
10.0,-202.69681399514593
11.0,-176.3337112379074
12.0,-153.65513811251884
13.0,-134.09086166744834
14.0,-117.25830031503648
15.0,-102.80405696543475
16.0,-90.36996988641272
17.0,-79.69659858080027
18.0,-70.52596575936553
19.0,-62.633189581544016
20.0,-55.834937848396905
21.0,-50.0059816403175
22.0,-44.99826634271869
23.0,-40.69437244804417
24.0,-36.99192801239669
25.0,-33.81478115097167
26.0,-31.083331348517028
27.0,-28.738661550694257
28.0,-26.719286847764135
29.0,-24.98645272294429
30.0,-23.490063042484326
31.0,-22.217329907346002
32.0,-21.115784904904476
33.0,-20.170595321819413
34.0,-19.35831576465304
35.0,-18.661325576839623
36.0,-18.062571873783618
37.0,-17.548118719404908
38.0,-17.106102325218007
39.0,-16.726399165053294
40.0,-16.400228482422744
41.0,-16.120047283075145
42.0,-15.867588710297264
43.0,-15.664900928594436
44.0,-15.484930959683327
45.0,-15.334811122438266
46.0,-15.202825606960701
47.0,-15.0848223826975
48.0,-14.99860297574062
49.0,-14.910038765967338
50.0,-14.851288987699842
51.0,-14.78757696619648
52.0,-14.742368638370024
53.0,-14.709063896652754
54.0,-64.94484912674352
55.0,-783.6522590914382
56.0,-623.7003820461788
57.0,-496.4470502006117
58.0,-397.09868533511786
59.0,-319.9328247216057
60.0,-259.0623025181918
61.0,-210.68648676674323
62.0,-171.9929468560196
63.0,-140.84002367700234
64.0,-115.76045854946437
65.0,-95.52883015298222
66.0,-79.17604123901761
67.0,-65.98103996406624
68.0,-55.32756105952299
69.0,-46.71944836171721
70.0,-39.75839356662226
71.0,-34.126847985370574
72.0,-29.57210947681947
73.0,-25.892685184483767
74.0,-22.91876186231352
75.0,-20.51286935752153
76.0,-18.561031270825946
77.0,-16.992158946050687
78.0,-15.722014151099398
79.0,-14.694296097157208
80.0,-13.864528031702255
81.0,-13.193911273224249
82.0,-12.65175437853829
83.0,-12.213471274089095
84.0,-11.866189460948874
85.0,-11.56973860696527
86.0,-11.32877197507237
87.0,-11.144788954586412
88.0,-10.993300664097715
89.0,-10.87279958206408
90.0,-10.767508647852022
91.0,-10.698756540102286
92.0,-10.630212790977517
93.0,-10.587181507864312
94.0,-10.54265562298095
95.0,-10.514373382589001
96.0,-10.494095835529267
97.0,-10.489759411578689
98.0,-10.475494949731697
99.0,-10.47132548210181
100.0,-10.46130918476791
101.0,-10.455981893374386
102.0,-10.450366079597535
103.0,-10.444993725340936
104.0,-10.44039405191632
105.0,-10.435932290087463
106.0,-10.431637067614712
