kper,kstp,k,i,j,SPq
1,1,0,32,30,-143.04211885102052
1,1,0,33,30,-135.41767298086972
1,1,0,33,31,-78.87034347399106
1,1,0,33,32,-82.63295780992632
1,1,0,33,33,-68.56368459023281
1,1,0,34,30,-82.08973320920052
1,1,0,34,31,-84.59608072039532
1,1,0,34,33,-68.2606727443632
1,1,0,35,33,-68.14104780827677
1,1,0,36,32,-68.31411225360819
1,1,0,36,33,-68.13387246823254
1,1,0,37,32,-68.39528013698146
2,1,0,32,30,-676.2185261272108
2,1,0,33,30,-674.2983890825
2,1,0,33,31,-671.0335774033371
2,1,0,33,32,-668.95952378164
2,1,0,33,33,-667.3848434024519
2,1,0,34,30,-674.2148508317204
2,1,0,34,31,-670.4369799093946
2,1,0,34,33,-665.7776131775036
2,1,0,35,33,-665.207679005176
2,1,0,36,32,-667.5874610224349
2,1,0,36,33,-665.2059268004028
2,1,0,37,32,-668.1606318672685
2,2,0,32,30,-574.5334339045259
2,2,0,33,30,-572.1671975493691
2,2,0,33,31,-568.3707981353323
2,2,0,33,32,-565.7152450188759
2,2,0,33,33,-563.6152976903486
2,2,0,34,30,-571.329078072472
2,2,0,34,31,-567.0554065915901
2,2,0,34,33,-561.4223715179626
2,2,0,35,33,-560.1561393381495
2,2,0,36,32,-562.1267474203113
2,2,0,36,33,-559.3592048134693
2,2,0,37,32,-561.7454001114952
2,3,0,32,30,-493.86990864703444
2,3,0,33,30,-491.53956894182505
2,3,0,33,31,-487.89306965686785
2,3,0,33,32,-485.2776151554842
2,3,0,33,33,-483.19089333640306
2,3,0,34,30,-490.49082249492255
2,3,0,34,31,-486.41577389355194
2,3,0,34,33,-480.9520008708078
2,3,0,35,33,-479.5147419001945
2,3,0,36,32,-481.1109259976136
2,3,0,36,33,-478.4640179486338
2,3,0,37,32,-480.37340492545997
2,4,0,32,30,-426.21237699690806
2,4,0,33,30,-424.07634861422565
2,4,0,33,31,-420.8054358187864
2,4,0,33,32,-418.4403973451339
2,4,0,33,33,-416.54800113419066
2,4,0,34,30,-423.03350050078893
2,4,0,34,31,-419.391982465793
2,4,0,34,33,-414.48154141306645
2,4,0,35,33,-413.10997429110694
2,4,0,36,32,-414.4321083982984
2,4,0,36,33,-412.06824145545227
2,4,0,37,32,-413.6482178211365
2,5,0,32,30,-368.72368013416315
2,5,0,33,30,-366.84858166107944
2,5,0,33,31,-363.9653186888608
2,5,0,33,32,-361.8718934744798
2,5,0,33,33,-360.1939019220324
2,5,0,34,30,-365.9153895614603
2,5,0,34,31,-362.71126439449165
2,5,0,34,33,-358.3774624219123
2,5,0,35,33,-357.16116620856275
2,5,0,36,32,-358.30905786277464
2,5,0,36,33,-356.22758486154765
2,5,0,37,32,-357.5935706634499
2,6,0,32,30,-319.35519043536004
2,6,0,33,30,-317.71678307773954
2,6,0,33,31,-315.1998090306753
2,6,0,33,32,-313.3690627163412
2,6,0,33,33,-311.9004322035375
2,6,0,34,30,-316.8919746915576
2,6,0,34,31,-314.09702775653574
2,6,0,34,33,-310.3109130413224
2,6,0,35,33,-309.24053540154597
2,6,0,36,32,-310.23133378117166
2,6,0,36,33,-308.4134572072628
2,6,0,37,32,-309.5915304478961
2,7,0,32,30,-276.82935153211713
2,7,0,33,30,-275.4013587124073
2,7,0,33,31,-273.21738049644057
2,7,0,33,32,-271.6283546294213
2,7,0,33,33,-270.3533298125994
2,7,0,34,30,-274.67785035688973
2,7,0,34,31,-272.2540410149624
2,7,0,34,33,-268.9693437546667
2,7,0,35,33,-268.03573419991926
2,7,0,36,32,-268.88990555464727
2,7,0,36,33,-267.31330460464557
2,7,0,37,32,-268.33041141597846
2,8,0,32,30,-240.2317559937174
2,8,0,33,30,-238.98842354866886
2,8,0,33,31,-237.0906513767582
2,8,0,33,32,-235.70959012056164
2,8,0,33,33,-234.60145629281303
2,8,0,34,30,-238.35582434145715
2,8,0,34,31,-236.2493852153145
2,8,0,34,33,-233.3949489329378
2,8,0,35,33,-232.57881566020396
2,8,0,36,32,-233.31408386891056
2,8,0,36,33,-231.94496104443286
2,8,0,37,32,-232.81901629422234
2,9,0,32,30,-208.71452710498323
2,9,0,33,30,-207.63434704201532
2,9,0,33,31,-205.98129978321356
2,9,0,33,32,-204.7767328785737
2,9,0,33,33,-203.80885626635688
2,9,0,34,30,-207.08474250332958
2,9,0,34,31,-205.2506464473507
2,9,0,34,33,-202.76264204373354
2,9,0,35,33,-202.05499198823654
2,9,0,36,32,-202.69681399514593
2,9,0,36,33,-201.50494272406877
2,9,0,37,32,-202.26558919760035
2,10,0,32,30,-181.5580409115648
2,10,0,33,30,-180.6193462346147
2,10,0,33,31,-179.18335783997787
2,10,0,33,32,-178.13703043753776
2,10,0,33,33,-177.29615510056612
2,10,0,34,30,-180.14279651144045
2,10,0,34,31,-178.54938781529557
2,10,0,34,33,-176.38776183404207
2,10,0,35,33,-175.7741060772588
2,10,0,36,32,-176.3337112379074
2,10,0,36,33,-175.2978618321431
2,10,0,37,32,-175.9614053203502
2,11,0,32,30,-158.20153749676552
2,11,0,33,30,-157.38430409897703
2,11,0,33,31,-156.13461457585746
2,11,0,33,32,-155.22440695477357
2,11,0,33,33,-154.4931121599448
2,11,0,34,30,-156.96971940598382
2,11,0,34,31,-155.58286903570297
2,11,0,34,33,-153.70242319118032
2,11,0,35,33,-153.16857533920822
2,11,0,36,32,-153.65513811251884
2,11,0,36,33,-152.75459051048185
2,11,0,37,32,-153.33152979738924
2,12,0,32,30,-138.06770679912677
2,12,0,33,30,-137.35077063517807
2,12,0,33,31,-136.26154149546
2,12,0,33,32,-135.46864226530303
2,12,0,33,33,-134.83164234701283
2,12,0,34,30,-136.9839451751274
2,12,0,34,31,-135.7761756513359
2,12,0,34,33,-134.14037824315275
2,12,0,35,33,-133.67311571508083
2,12,0,36,32,-134.09086166744834
2,12,0,36,33,-133.3106064472833
2,12,0,37,32,-133.80657140655424
2,13,0,32,30,-120.72633038105931
2,13,0,33,30,-120.10057498396544
2,13,0,33,31,-119.14899554617205
2,13,0,33,32,-118.45638044439792
2,13,0,33,33,-117.89990027900797
2,13,0,34,30,-119.78131433912178
2,13,0,34,31,-118.72635068722973
2,13,0,34,33,-117.297482133855
2,13,0,35,33,-116.89110443715494
2,13,0,36,32,-117.25830031503648
2,13,0,36,33,-116.57665130034307
2,13,0,37,32,-117.01260612979709
2,14,0,32,30,-105.83762052517602
2,14,0,33,30,-105.29067137662393
2,14,0,33,31,-104.45697711016801
2,14,0,33,32,-103.85019859988903
2,14,0,33,33,-103.36267737714837
2,14,0,34,30,-105.01259463540018
2,14,0,34,31,-104.08808885083467
2,14,0,34,33,-102.83577960154577
2,14,0,35,33,-102.48065838236163
2,14,0,36,32,-102.80405696543475
2,14,0,36,33,-102.20603362753874
2,14,0,37,32,-102.58994243919292
2,15,0,32,30,-93.03235366247054
2,15,0,33,30,-92.55307356849227
2,15,0,33,31,-91.82027255182564
2,15,0,33,32,-91.28689695836734
2,15,0,33,33,-90.85834724769371
2,15,0,34,30,-92.3101693216467
2,15,0,34,31,-91.49727819170815
2,15,0,34,33,-90.39593314805519
2,15,0,35,33,-90.08435879893926
2,15,0,36,32,-90.36996988641272
2,15,0,36,33,-89.8434111000757
2,15,0,37,32,-90.18242919069576
2,16,0,32,30,-82.03255868859807
2,16,0,33,30,-81.61251474417645
2,16,0,33,31,-80.96712835185319
2,16,0,33,32,-80.49750159773362
2,16,0,33,33,-80.12023378166231
2,16,0,34,30,-81.40105414584697
2,16,0,34,31,-80.68498709812786
2,16,0,34,33,-79.71494479927675
2,16,0,35,33,-79.44255298066115
2,16,0,36,32,-79.69659858080027
2,16,0,36,33,-79.23245828127101
2,16,0,37,32,-79.53387147744077
2,17,0,32,30,-72.57927688163468
2,17,0,33,30,-72.21033924958708
2,17,0,33,31,-71.64053441938482
2,17,0,33,32,-71.22606370458907
2,17,0,33,33,-70.89316281042501
2,17,0,34,30,-72.02614441298124
2,17,0,34,31,-71.39380683650039
2,17,0,34,33,-70.53735432764643
2,17,0,35,33,-70.29901809167825
2,17,0,36,32,-70.52596575936553
2,17,0,36,33,-70.11584296420003
2,17,0,37,32,-70.38499819541781
2,18,0,32,30,-64.4440447325497
2,18,0,33,30,-64.11886421501607
2,18,0,33,31,-63.6140689831728
2,18,0,33,32,-63.24706631231455
2,18,0,33,33,-62.952381907938395
2,18,0,34,30,-63.957946973297005
2,18,0,34,31,-63.397606441396306
2,18,0,34,33,-62.6389053243256
2,18,0,35,33,-62.42968283429388
2,18,0,36,32,-62.633189581544016
2,18,0,36,33,-62.269543216267905
2,18,0,37,32,-62.51088472964484
2,19,0,32,30,-57.43784169118341
2,19,0,33,30,-57.14994317906766
2,19,0,33,31,-56.701253307873365
2,19,0,33,32,-56.37521589083681
2,19,0,33,33,-56.11353314921554
2,19,0,34,30,-57.008720945393286
2,19,0,34,31,-56.51054386361047
2,19,0,34,33,-55.836242731085214
2,19,0,35,33,-55.651868814082704
2,19,0,36,32,-55.834937848396905
2,19,0,36,33,-55.51138428771941
2,19,0,37,32,-55.7286129528788
2,20,0,32,30,-51.42570113893513
2,20,0,33,30,-51.170923016270876
2,20,0,33,31,-50.77072230096697
2,20,0,33,32,-50.48014783392901
2,20,0,33,33,-50.24698821115824
2,20,0,34,30,-51.04768006948917
2,20,0,34,31,-50.603214595304024
2,20,0,34,33,-50.00189308980436
2,20,0,35,33,-49.83986971451583
2,20,0,36,32,-50.0059816403175
2,20,0,36,33,-49.71717012535702
2,20,0,37,32,-49.91409883778434
2,21,0,32,30,-46.264138219168125
2,21,0,33,30,-46.037596449558066
2,21,0,33,31,-45.678074378020526
2,21,0,33,32,-45.41713896543683
2,21,0,33,33,-45.20788153937838
2,21,0,34,30,-45.92946157880815
2,21,0,34,31,-45.530080749111995
2,21,0,34,33,-44.989932074190804
2,21,0,35,33,-44.84654705561768
2,21,0,36,32,-44.99826634271869
2,21,0,36,33,-44.73853073295667
2,21,0,37,32,-44.91821452169435
2,22,0,32,30,-41.8266887200904
2,22,0,33,30,-41.62443910442797
2,22,0,33,31,-41.3003282387903
2,22,0,33,32,-41.065247797289764
