kper,kstp,k,i,j,PWq
1,1,0,22,40,-0.09385459346571873
1,1,0,23,40,-0.09306633000625086
1,1,0,24,39,-0.09319749508230879
1,1,0,25,39,-0.09054899819908008
1,1,0,26,38,-0.09489590176057527
1,1,0,27,38,-0.09568946603693365
1,1,0,28,38,-0.07434582231336097
1,1,0,29,37,-0.09631924775682232
1,1,0,30,37,-0.09418676645366814
1,1,0,31,37,-0.09174822689648512
1,1,0,32,36,-0.09331177311645616
1,1,0,33,36,-0.0935635994124396
1,1,0,34,37,-0.09611667612068721
1,1,0,35,37,-0.09593726223079778
1,1,0,36,37,-0.09741530098679124
1,1,0,37,37,-0.0962510905085254
1,1,0,38,37,-0.09539329964627118
1,1,0,39,38,-0.09654656472218862
1,1,0,40,38,-0.09592951806656577
1,1,0,41,38,-0.09579798217980108
1,1,0,42,38,-0.09633030701854921
1,1,0,43,38,-0.09660997961488957
1,1,0,44,38,-0.09695236326225122
1,1,0,45,37,-0.07284792760510608
1,1,0,45,38,-0.09668400596080279
2,1,0,22,40,-0.14626928587413757
2,1,0,23,40,-0.14679060846239275
2,1,0,24,39,-0.14863267991276985
2,1,0,25,39,-0.1497992411209292
2,1,0,26,38,-0.15197873134325676
2,1,0,27,38,-0.15328992401656905
2,1,0,28,38,-0.1552112200646738
2,1,0,29,37,-0.1592081971746847
2,1,0,30,37,-0.16175635552518064
2,1,0,31,37,-0.16292060580458695
2,1,0,32,36,-0.16543138083566067
2,1,0,33,36,-0.16730880717034502
2,1,0,34,37,-0.17020035087904656
2,1,0,35,37,-0.17094296066921558
2,1,0,36,37,-0.17189117245126728
2,1,0,37,37,-0.17288589118507275
2,1,0,38,37,-0.17388722067799534
2,1,0,39,38,-0.17542611002757327
2,1,0,40,38,-0.175796471906469
2,1,0,41,38,-0.17624043439354609
2,1,0,42,38,-0.17665943948654697
2,1,0,43,38,-0.17701191500561905
2,1,0,44,38,-0.17727116854428768
2,1,0,45,37,-0.17743563290137643
2,1,0,45,38,-0.17741182595721822
2,2,0,22,40,-0.13497507584478802
2,2,0,23,40,-0.1356549751066567
2,2,0,24,39,-0.13797870207210614
2,2,0,25,39,-0.13934113042529794
2,2,0,26,38,-0.14213461404440572
2,2,0,27,38,-0.14374214621895184
2,2,0,28,38,-0.1461010977096324
2,2,0,29,37,-0.15156395870577227
2,2,0,30,37,-0.15499320215562656
2,2,0,31,37,-0.1565780152848303
2,2,0,32,36,-0.16006985840447982
2,2,0,33,36,-0.16265612218885644
2,2,0,34,37,-0.16664959836659596
2,2,0,35,37,-0.16766637167325363
2,2,0,36,37,-0.1689579711386248
2,2,0,37,37,-0.17030428307101417
2,2,0,38,37,-0.17165056000353138
2,2,0,39,38,-0.1737171743372357
2,2,0,40,38,-0.17420490793450177
2,2,0,41,38,-0.17478571414556723
2,2,0,42,38,-0.17533050116538712
2,2,0,43,38,-0.17578650732057802
2,2,0,44,38,-0.17612081673094002
2,2,0,45,37,-0.17632138085624605
2,2,0,45,38,-0.17630198787344292
2,3,0,22,40,-0.12485408496148633
2,3,0,23,40,-0.12565760542432194
2,3,0,24,39,-0.12831779914880329
2,3,0,25,39,-0.12979655370852636
2,3,0,26,38,-0.13300334933185226
2,3,0,27,38,-0.13479370225062245
2,3,0,28,38,-0.13744586096169598
2,3,0,29,37,-0.14392510090078023
2,3,0,30,37,-0.14794991706897476
2,3,0,31,37,-0.14982610512070088
2,3,0,32,36,-0.15409382425501555
2,3,0,33,36,-0.15724008279564763
2,3,0,34,37,-0.16214011980798582
2,3,0,35,37,-0.1634032859431413
2,3,0,36,37,-0.16501659440360597
2,3,0,37,37,-0.16670676890458286
2,3,0,38,37,-0.16840455691936465
2,3,0,39,38,-0.17103079274202512
2,3,0,40,38,-0.17164968622752244
2,3,0,41,38,-0.17238714867052773
2,3,0,42,38,-0.1730792570972348
2,3,0,43,38,-0.17365892876378564
2,3,0,44,38,-0.17408425192610136
2,3,0,45,37,-0.17432908086393295
2,3,0,45,38,-0.17431503170993481
2,4,0,22,40,-0.11573756605691768
2,4,0,23,40,-0.11663828947129093
2,4,0,24,39,-0.1195480199612688
2,4,0,25,39,-0.12110436375961671
2,4,0,26,38,-0.1246030590105426
2,4,0,27,38,-0.1265153566708807
2,4,0,28,38,-0.12936943532214973
2,4,0,29,37,-0.1365537043604955
2,4,0,30,37,-0.14098551665626557
2,4,0,31,37,-0.14306335280419194
2,4,0,32,36,-0.14790575297021819
2,4,0,33,36,-0.1514693115136924
2,4,0,34,37,-0.15706232258661484
2,4,0,35,37,-0.1585245779815527
2,4,0,36,37,-0.16040474223759227
2,4,0,37,37,-0.16238798066675283
2,4,0,38,37,-0.1643931597370884
2,4,0,39,38,-0.1675209122397999
2,4,0,40,38,-0.16826138962514545
2,4,0,41,38,-0.16914630877516224
2,4,0,42,38,-0.16997909416980903
2,4,0,43,38,-0.1706783022442472
2,4,0,44,38,-0.17119241155916357
2,4,0,45,37,-0.17148088859857835
2,4,0,45,38,-0.17147186677325021
2,5,0,22,40,-0.1074962627903579
2,5,0,23,40,-0.1084722124644666
2,5,0,24,39,-0.111564906431167
2,5,0,25,39,-0.11317143289496348
2,5,0,26,38,-0.11687324751690356
2,5,0,27,38,-0.118864925491536
2,5,0,28,38,-0.12185532676966893
2,5,0,29,37,-0.12951852179194062
2,5,0,30,37,-0.13422346503192834
2,5,0,31,37,-0.13643814851048916
2,5,0,32,36,-0.14169106266875214
2,5,0,33,36,-0.14555480627507214
2,5,0,34,37,-0.15165644483216548
2,5,0,35,37,-0.15327075146468272
2,5,0,36,37,-0.1553584995944163
2,5,0,37,37,-0.15757399283337625
2,5,0,38,37,-0.15982705537157646
2,5,0,39,38,-0.163365945573338
2,5,0,40,38,-0.1642083653638566
2,5,0,41,38,-0.16521817974174222
2,5,0,42,38,-0.1661712538483652
2,5,0,43,38,-0.16697349686335305
2,5,0,44,38,-0.16756459893196643
2,5,0,45,37,-0.16789119044533646
2,5,0,45,38,-0.16788642707484985
2,6,0,22,40,-0.1000248931752652
2,6,0,23,40,-0.10105716046952941
2,6,0,24,39,-0.1042782483017726
2,6,0,25,39,-0.10591354189411435
2,6,0,26,38,-0.10974932588321004
2,6,0,27,38,-0.11178818833089556
2,6,0,28,38,-0.1148652654651364
2,6,0,29,37,-0.12283654516522438
2,6,0,30,37,-0.12771450937204246
2,6,0,31,37,-0.1300171924358874
2,6,0,32,36,-0.13555028917638035
2,6,0,33,36,-0.13962031418858445
2,6,0,34,37,-0.146078713975228
2,6,0,35,37,-0.1478035859164871
2,6,0,36,37,-0.15004467549744205
2,6,0,37,37,-0.15243439612394416
2,6,0,38,37,-0.15487601978437068
2,6,0,39,38,-0.15873175211952287
2,6,0,40,38,-0.15965407547732857
2,6,0,41,38,-0.16076252692612772
2,6,0,42,38,-0.1618112683142065
2,6,0,43,38,-0.16269594012176852
2,6,0,44,38,-0.16334891035274443
2,6,0,45,37,-0.16370626202497582
2,6,0,45,38,-0.16370488621537813
2,7,0,22,40,-0.09323607315875812
2,7,0,23,40,-0.09430836426148727
2,7,0,24,39,-0.09761250002465842
2,7,0,25,39,-0.09925938427003905
2,7,0,26,38,-0.10317417310069445
2,7,0,27,38,-0.1052351933247496
2,7,0,28,38,-0.10836047504278667
2,7,0,29,37,-0.1165078146842438
2,7,0,30,37,-0.12148183793862083
2,7,0,31,37,-0.12383478806064972
2,7,0,32,36,-0.12954467604972092
2,7,0,33,36,-0.13374585635263886
2,7,0,34,37,-0.14043749748367987
2,7,0,35,37,-0.1422379248072006
2,7,0,36,37,-0.14458568625468116
2,7,0,37,37,-0.1470986386079306
2,7,0,38,37,-0.1496755672229668
2,7,0,39,38,-0.15376165733001915
2,7,0,40,38,-0.1547430033603961
2,7,0,41,38,-0.15592482370815028
2,7,0,42,38,-0.1570451775762574
2,7,0,43,38,-0.15799187755666178
2,7,0,44,38,-0.15869158821317292
2,7,0,45,37,-0.15907224437467515
2,7,0,45,38,-0.15907343063368118
2,8,0,22,40,-0.08705622661853422
2,8,0,23,40,-0.08815461589426157
2,8,0,24,39,-0.09150416753523921
2,8,0,25,39,-0.0931488093261682
2,8,0,26,38,-0.09709864311640518
2,8,0,27,38,-0.0991621776754386
2,8,0,28,38,-0.10230553303190222
2,8,0,29,37,-0.11052575814457366
2,8,0,30,37,-0.1155358979181088
2,8,0,31,37,-0.11790962927226288
2,8,0,32,36,-0.12371417720786433
2,8,0,33,36,-0.12798646391121402
2,8,0,34,37,-0.13481154418963848
2,8,0,35,37,-0.13665862237627643
2,8,0,36,37,-0.13907409434643456
2,8,0,37,37,-0.14166719568042238
2,8,0,38,37,-0.14433390697612522
2,8,0,39,38,-0.14857556636340027
2,8,0,40,38,-0.1495975694213851
2,8,0,41,38,-0.1508303563097128
2,8,0,42,38,-0.1520008318481747
2,8,0,43,38,-0.15299121265279728
2,8,0,44,38,-0.15372398946493585
2,8,0,45,37,-0.1541211673029704
2,8,0,45,38,-0.15412418862058627
2,9,0,22,40,-0.0814225396948475
2,9,0,23,40,-0.08253525082729594
2,9,0,24,39,-0.08589918021687269
2,9,0,25,39,-0.08753048923411921
2,9,0,26,38,-0.09148022156291015
2,9,0,27,38,-0.09353083821356849
2,9,0,28,38,-0.09666860122300101
2,9,0,29,37,-0.10488080390454319
2,9,0,30,37,-0.1098801908215097
2,9,0,31,37,-0.11225159006404895
2,9,0,32,36,-0.11808564064772399
2,9,0,33,36,-0.12238118962957317
2,9,0,34,37,-0.12925958603220386
2,9,0,35,37,-0.13112978726661528
2,9,0,36,37,-0.13358103384595663
2,9,0,37,37,-0.13621871026320106
2,9,0,38,37,-0.138937349101814
2,9,0,39,38,-0.14327194980016417
2,9,0,40,38,-0.14431908037097876
2,9,0,41,38,-0.14558380468552673
2,9,0,42,38,-0.14678606777529146
2,9,0,43,38,-0.14780441867918462
2,9,0,44,38,-0.14855851924418673
2,9,0,45,37,-0.14896637483017722
2,9,0,45,38,-0.14897061452971833
2,10,0,22,40,-0.07628070505458756
2,10,0,23,40,-0.07739789061756315
2,10,0,24,39,-0.08075081955988976
2,10,0,25,39,-0.0823599903956516
2,10,0,26,38,-0.08628165732924818
2,10,0,27,38,-0.08830729638216449
2,10,0,28,38,-0.09142093567542002
2,10,0,29,37,-0.09956182791285535
2,10,0,30,37,-0.104513913939312
2,10,0,31,37,-0.10686491890472496
2,10,0,32,36,-0.11267702248441502
2,10,0,33,36,-0.11695794298344188
2,10,0,34,37,-0.12382582856128356
2,10,0,35,37,-0.12570022251653687
2,10,0,36,37,-0.1281614220568089
2,10,0,37,37,-0.13081476513245094
2,10,0,38,37,-0.133554422171434
2,10,0,39,38,-0.13793058704267808
2,10,0,40,38,-0.13899002679709133
2,10,0,41,38,-0.14027093645973648
2,10,0,42,38,-0.14148976908015976
2,10,0,43,38,-0.1425230193437985
2,10,0,44,38,-0.1432886572072462
2,10,0,45,37,-0.14370231134305025
2,10,0,45,38,-0.14370725799944384
2,11,0,22,40,-0.07158301391798552
2,11,0,23,40,-0.07269658526778186
