time,flux
1.0,-0.09603983271915925
2.0,-0.16958912173269894
3.0,-0.16570264179900412
4.0,-0.160934667438631
5.0,-0.15566307522875497
6.0,-0.15011442445524284
7.0,-0.14443531643287819
8.0,-0.13872683962405616
9.0,-0.13306176695470168
10.0,-0.127493745342851
11.0,-0.1220626196345826
12.0,-0.1167963613860502
13.0,-0.11171806471496687
14.0,-0.10684240480458033
15.0,-0.10217887195746266
16.0,-0.09773282077583158
17.0,-0.09350627153072599
18.0,-0.08949857154401653
19.0,-0.08570694590655979
20.0,-0.08212695638499466
21.0,-0.07875288340042824
22.0,-0.0755780433065356
23.0,-0.0725950511427317
24.0,-0.0697960373931096
25.0,-0.06717282593953638
26.0,-0.06471707928794816
27.0,-0.06242041622105962
28.0,-0.060274506252407316
29.0,-0.05827114459892142
30.0,-0.056402310831335296
31.0,-0.0546602138873251
32.0,-0.05303732572813986
33.0,-0.05152640557482493
34.0,-0.050120516365998596
35.0,-0.048813034828015724
36.0,-0.04759765633392389
37.0,-0.046468395544541796
38.0,-0.045419583668728204
39.0,-0.04444586304659355
40.0,-0.04354217964573531
41.0,-0.04270377396373787
42.0,-0.04192617074774493
43.0,-0.04120042124086428
44.0,-0.04052897514174765
45.0,-0.03990742677818477
46.0,-0.0393320460246276
47.0,-0.0387994316905599
48.0,-0.038306453503790076
49.0,-0.0378502159544614
50.0,-0.037428033838220416
51.0,-0.037037414130637096
52.0,-0.03667604128829286
53.0,-0.03634176454253994
54.0,-0.07553347734530437
55.0,-0.16399497390462958
56.0,-0.1595726245881165
57.0,-0.15427948467024535
58.0,-0.1485376336899629
59.0,-0.14258741392110913
60.0,-0.136577598512168
61.0,-0.130606688208966
62.0,-0.12474282931878053
63.0,-0.11903419642502794
64.0,-0.11351489173382212
65.0,-0.1082071351131758
66.0,-0.10312860448421686
67.0,-0.09828872591378401
68.0,-0.09369208871021116
69.0,-0.08933951902616716
70.0,-0.0852288892966568
71.0,-0.08135577638742676
72.0,-0.07771400139229682
73.0,-0.07429607248141559
74.0,-0.07109354751597206
75.0,-0.06809732999452431
76.0,-0.06529790948998071
77.0,-0.06268555583034784
78.0,-0.060250474738208784
79.0,-0.05798293138580096
80.0,-0.05587334728297882
81.0,-0.05391237504977296
82.0,-0.052090954900582735
83.0,-0.05040035605799132
84.0,-0.048832205800960295
85.0,-0.04737850841892509
86.0,-0.046031655977217166
87.0,-0.04478443248970002
88.0,-0.04363001283274305
89.0,-0.04256195751332661
90.0,-0.041574204216996924
91.0,-0.04066105690337465
92.0,-0.03981717308355487
93.0,-0.03903247082091718
94.0,-0.03830913614371312
95.0,-0.037642040646763485
96.0,-0.037026803586815635
97.0,-0.036459433124475055
98.0,-0.035936264240720744
99.0,-0.03545391693787217
100.0,-0.03500926711714768
101.0,-0.03459942442740823
102.0,-0.03422171396748811
103.0,-0.033873660306153526
104.0,-0.03355297306141549
105.0,-0.03325753365264219
106.0,-0.03298538301759803
