kper,kstp,k,i,j,SPq
1,1,0,32,30,-0.09846354291274166
1,1,0,33,30,-0.09877513178415497
1,1,0,33,31,-0.0936863696955748
1,1,0,33,32,-0.09456944691998
1,1,0,33,33,-0.09360451825547939
1,1,0,34,30,-0.09444163648970104
1,1,0,34,31,-0.09530323446448652
1,1,0,34,33,-0.09464302877494615
1,1,0,35,33,-0.09557457272674594
1,1,0,36,32,-0.09603983271915925
1,1,0,36,33,-0.09646143987689587
1,1,0,37,32,-0.09691981005420872
2,1,0,32,30,-0.1603897458302992
2,1,0,33,30,-0.16265889436413428
2,1,0,33,31,-0.1637741074165807
2,1,0,33,32,-0.16479242979325437
2,1,0,33,33,-0.16568211653360662
2,1,0,34,30,-0.1646501022772794
2,1,0,34,31,-0.16571280793108198
2,1,0,34,33,-0.1674494303530361
2,1,0,35,33,-0.16893529082906406
2,1,0,36,32,-0.16958912173269894
2,1,0,36,33,-0.17026800887577942
2,1,0,37,32,-0.17087256342025456
2,2,0,32,30,-0.1535530331214994
2,2,0,33,30,-0.1564265995096948
2,2,0,33,31,-0.15790906563412013
2,2,0,33,32,-0.15926468083590153
2,2,0,33,33,-0.16045464719981375
2,2,0,34,30,-0.1590057905115113
2,2,0,34,31,-0.16045930574411657
2,2,0,34,33,-0.16284196407994966
2,2,0,35,33,-0.16485699302676957
2,2,0,36,32,-0.16570264179900412
2,2,0,36,33,-0.16666432919860302
2,2,0,37,32,-0.16743335495998768
2,3,0,32,30,-0.14669718600555154
2,3,0,33,30,-0.14993371925800475
2,3,0,33,31,-0.15166857182957552
2,3,0,33,32,-0.15325257551358712
2,3,0,33,33,-0.15464455578510344
2,3,0,34,30,-0.15288789673066971
2,3,0,34,31,-0.1546333432196624
2,3,0,34,33,-0.15749700991056825
2,3,0,35,33,-0.15993197614850033
2,3,0,36,32,-0.160934667438631
2,3,0,36,33,-0.1621383051032501
2,3,0,37,32,-0.16305086110960765
2,4,0,32,30,-0.13993621937872547
2,4,0,33,30,-0.1434037903746371
2,4,0,33,31,-0.14531756679648702
2,4,0,33,32,-0.1470622171811944
2,4,0,33,33,-0.14859570317533585
2,4,0,34,30,-0.1466074699417026
2,4,0,34,31,-0.14856883173538155
2,4,0,34,33,-0.15178790082571333
2,4,0,35,33,-0.154540159001932
2,4,0,36,32,-0.15566307522875497
2,4,0,36,33,-0.15705858253175323
2,4,0,37,32,-0.1580858234987502
2,5,0,32,30,-0.13334839634155338
2,5,0,33,30,-0.13695965156034443
2,5,0,33,31,-0.13899838888294264
2,5,0,33,32,-0.14085476629826738
2,5,0,33,33,-0.14248656031844284
2,5,0,34,30,-0.14032675590253754
2,5,0,34,31,-0.1424439924993951
2,5,0,34,33,-0.14591991805602356
2,5,0,35,33,-0.14890351289969603
2,5,0,36,32,-0.15011442445524284
2,5,0,36,33,-0.15165543993459513
2,5,0,37,32,-0.1527694635605257
2,6,0,32,30,-0.12698225118702508
2,6,0,33,30,-0.1306739601646022
2,6,0,33,31,-0.13279550024586004
2,6,0,33,32,-0.13472559446219567
2,6,0,33,33,-0.13642225244849124
2,6,0,34,30,-0.13414064317950153
2,6,0,34,31,-0.13636534870056827
2,6,0,34,33,-0.14001866672153637
2,6,0,35,33,-0.1431631982870983
2,6,0,36,32,-0.14443531643287819
2,6,0,36,33,-0.14608173878660943
2,6,0,37,32,-0.1472581054336039
2,7,0,32,30,-0.1208664332733293
2,7,0,33,30,-0.12459088787993304
2,7,0,33,31,-0.1267615300931037
2,7,0,33,32,-0.1287349924610698
2,7,0,33,33,-0.130469822906252
2,7,0,34,30,-0.1281080991246634
2,7,0,34,31,-0.13040097744687812
2,7,0,34,33,-0.1341670505663426
2,7,0,35,33,-0.13741531166644605
2,7,0,36,32,-0.13872683962405616
2,7,0,36,33,-0.1404449269021018
2,7,0,37,32,-0.14166312790215188
2,8,0,32,30,-0.11501696145234927
2,8,0,33,30,-0.11873752927489659
2,8,0,33,31,-0.12093018731773361
2,8,0,33,32,-0.12292263136452429
2,8,0,33,33,-0.12467418160306495
2,8,0,34,30,-0.12226706880279971
2,8,0,34,31,-0.12459625178768553
2,8,0,34,33,-0.12842257119604378
2,8,0,35,33,-0.1317283570759753
2,8,0,36,32,-0.13306176695470168
2,8,0,36,33,-0.13482359285162618
2,8,0,37,32,-0.13606680732895893
2,9,0,32,30,-0.10944172635773804
2,9,0,33,30,-0.11313016578245653
2,9,0,33,31,-0.1153231368085504
2,9,0,33,32,-0.11731502881079335
2,9,0,33,33,-0.119066112684469
2,9,0,34,30,-0.11664222212532609
2,9,0,34,31,-0.11898200779293808
2,9,0,34,33,-0.12282618062522102
2,9,0,35,33,-0.12615242555807346
2,9,0,36,32,-0.127493745342851
2,9,0,36,33,-0.12927648963134028
2,9,0,37,32,-0.1305311233779949
2,10,0,32,30,-0.10414319189460121
2,10,0,33,30,-0.10777783733756133
2,10,0,33,31,-0.10995387211204599
