kper,awanui,confined,poukawa,spring,inout,percentdiscrepancy,recharge,stoss,total,sw,inflow
1,-9.941,-2626.0796,-2.3335,-1.1485,2.6849,0.1,2642.1875,0.0,2.6848145,-13.423,16.10791
2,-2.6206,-2871.5464,-0.8547,-0.4084,-0.6517,-0.02,2642.1875,232.5911,-0.65185547,-3.8837001,-229.35889
3,-22.6576,-2541.2805,-77.4356,0.0,0.8138,0.03,2642.1875,0.0,0.8137207,-100.0932,100.90698
4,-7.754,-2805.5208,-39.4824,0.0,-0.4535,-0.02,2642.1875,210.1163,-0.45336914,-47.2364,-163.33325
