kper,kstp,k,i,j,CONFq
1,1,0,1,27,-1.6844554084553618
1,1,0,1,28,-1.6836386436261037
1,1,0,1,29,-1.6825321014433907
1,1,0,1,30,-1.681288206699584
1,1,0,1,31,-1.6799379036853015
1,1,0,1,32,-1.6784973875665408
1,1,0,1,33,-1.676970210389971
1,1,0,1,34,-1.6753612822137907
1,1,0,1,35,-1.6736818829331561
1,1,0,1,36,-1.6719498271938082
1,1,0,1,37,-1.6701877452689153
1,1,0,1,38,-1.668422789464648
1,1,0,1,39,-1.6666909347124008
1,1,0,1,40,-1.6650488553782132
1,1,0,1,41,-1.663602012910852
1,1,0,1,42,-1.6625791436123514
1,1,0,2,24,-1.690404378110257
1,1,0,2,25,-1.6894576999944633
1,1,0,2,26,-1.68802925363166
1,1,0,2,27,-1.6860852136728148
1,1,0,2,28,-1.6847360162688911
1,1,0,2,29,-1.683469672345936
1,1,0,2,30,-1.6821674072784525
1,1,0,2,31,-1.6807943901317586
1,1,0,2,32,-1.6793395911776763
1,1,0,2,33,-1.677797209511139
1,1,0,2,34,-1.6761679444950808
1,1,0,2,35,-1.6744615419802305
1,1,0,2,36,-1.6726956558543513
1,1,0,2,37,-1.6708925000534585
1,1,0,2,38,-1.6690761410233037
1,1,0,2,39,-1.6672729852206505
1,1,0,2,40,-1.6655134385785342
1,1,0,2,41,-1.6638287360392816
1,1,0,2,42,-1.6622234729364251
1,1,0,2,43,-1.6603534515486018
1,1,0,2,44,-1.6586007067237656
1,1,0,2,45,-1.6570179554450277
1,1,0,2,46,-1.6556781804342506
1,1,0,2,47,-1.6550595261933037
1,1,0,3,21,-1.6965302294053313
1,1,0,3,22,-1.695618285038007
1,1,0,3,23,-1.6942068161156314
1,1,0,3,24,-1.6922037564119456
1,1,0,3,25,-1.690785857239936
1,1,0,3,26,-1.6893817132504072
1,1,0,3,27,-1.687880057885069
1,1,0,3,28,-1.6865174124893016
1,1,0,3,29,-1.6852029587215895
1,1,0,3,30,-1.6838657822413072
1,1,0,3,31,-1.6824680227805757
1,1,0,3,32,-1.6809877516496474
1,1,0,3,33,-1.6794134403218024
1,1,0,3,34,-1.6777424913913883
1,1,0,3,35,-1.6759823823752686
1,1,0,3,36,-1.6741493018307523
1,1,0,3,37,-1.6722641455966798
1,1,0,3,38,-1.6703486123276523
1,1,0,3,39,-1.668423389976402
1,1,0,3,40,-1.666508621797771
1,1,0,3,41,-1.6646196021944863
1,1,0,3,42,-1.6627527017605335
1,1,0,3,43,-1.660857389236332
1,1,0,3,44,-1.6590423591433616
1,1,0,3,45,-1.657374935742105
1,1,0,3,46,-1.655913486265142
1,1,0,3,47,-1.6550579397921439
1,1,0,3,48,-1.654451652267138
1,1,0,4,18,-1.7023830485151876
1,1,0,4,19,-1.7015474099014192
1,1,0,4,20,-1.7002363070768265
1,1,0,4,21,-1.698335712967184
1,1,0,4,22,-1.6970052691584812
1,1,0,4,23,-1.6956764566695366
1,1,0,4,24,-1.6942289095856697
1,1,0,4,25,-1.6929109581518933
1,1,0,4,26,-1.6916245144328865
1,1,0,4,27,-1.690318917472485
1,1,0,4,28,-1.6890315937542528
1,1,0,4,29,-1.687735677870446
1,1,0,4,30,-1.6863942539495351
1,1,0,4,31,-1.684978468747877
1,1,0,4,32,-1.683467625974476
1,1,0,4,33,-1.6818484602833053
1,1,0,4,34,-1.6801162226217006
1,1,0,4,35,-1.6782763119246198
1,1,0,4,36,-1.6763433860032713
1,1,0,4,37,-1.674337423948833
1,1,0,4,38,-1.6722790836251775
1,1,0,4,39,-1.6701871973649052
1,1,0,4,40,-1.6680801307005133
1,1,0,4,41,-1.6659760198408478
1,1,0,4,42,-1.6638903506335367
1,1,0,4,43,-1.6618382998051153
1,1,0,4,44,-1.6598751462421948
1,1,0,4,45,-1.658056740014814
1,1,0,4,46,-1.656468261185628
1,1,0,4,47,-1.6553553478967018
1,1,0,4,48,-1.6544583800890784
1,1,0,4,49,-1.6537961053718107
1,1,0,5,16,-1.7068233665884378
1,1,0,5,17,-1.7058574716261248
1,1,0,5,18,-1.7041512451175524
1,1,0,5,19,-1.7029498611767426
1,1,0,5,20,-1.7017440447408791
1,1,0,5,21,-1.7004280294214489
1,1,0,5,22,-1.699250180152971
1,1,0,5,23,-1.6981106089690758
1,1,0,5,24,-1.6969570640655451
1,1,0,5,25,-1.6958298565709296
1,1,0,5,26,-1.694702514728748
1,1,0,5,27,-1.6935475298198313
1,1,0,5,28,-1.6923573176183577
1,1,0,5,29,-1.6911122896656003
1,1,0,5,30,-1.6897882336037426
1,1,0,5,31,-1.6883631123119542
1,1,0,5,32,-1.6868188772672532
1,1,0,5,33,-1.685142705208376
1,1,0,5,34,-1.6833293516192729
1,1,0,5,35,-1.6813833647624339
1,1,0,5,36,-1.6793187028818028
1,1,0,5,37,-1.6771550096331183
1,1,0,5,38,-1.6749130625147757
1,1,0,5,39,-1.6726125747205476
1,1,0,5,40,-1.6702745026256665
1,1,0,5,41,-1.6679233104768159
1,1,0,5,42,-1.6655885303476676
1,1,0,5,43,-1.6633053275643448
1,1,0,5,44,-1.6611149901370936
1,1,0,5,45,-1.6590347041432594
1,1,0,5,46,-1.6574190177033543
1,1,0,5,47,-1.6560086149040956
1,1,0,5,48,-1.654780351200337
1,1,0,5,49,-1.6537424756888512
1,1,0,5,50,-1.6527864315959544
1,1,0,5,51,-1.6521698821937054
1,1,0,6,15,-1.710251650686196
1,1,0,6,16,-1.7087514216598336
1,1,0,6,17,-1.707553523981721
1,1,0,6,18,-1.7063230515276473
1,1,0,6,19,-1.7052537567641526
1,1,0,6,20,-1.7042501912917434
1,1,0,6,21,-1.7032634617375955
1,1,0,6,22,-1.7023321782099305
1,1,0,6,23,-1.70142710688563
1,1,0,6,24,-1.700519215987594
1,1,0,6,25,-1.6996006465647238
1,1,0,6,26,-1.6986505776239014
1,1,0,6,27,-1.69764523240989
1,1,0,6,28,-1.6965651681902632
1,1,0,6,29,-1.6953896641352273
1,1,0,6,30,-1.6940977316341854
1,1,0,6,31,-1.6926700464371418
1,1,0,6,32,-1.6910900052725069
1,1,0,6,33,-1.6893453842008483
1,1,0,6,34,-1.687431179574567
1,1,0,6,35,-1.6853520894110492
1,1,0,6,36,-1.6831223769836665
1,1,0,6,37,-1.6807624812553232
1,1,0,6,38,-1.678294685347094
1,1,0,6,39,-1.6757413445388902
1,1,0,6,40,-1.6731271801680876
1,1,0,6,41,-1.6704832292781422
1,1,0,6,42,-1.6678493905542933
1,1,0,6,43,-1.665275459415751
