Iteration,Group,Pglong,Category,Subcategory,DisplayName,Mean,Std,CV,N_Params,IsLog
1,pg16,rchss-pp,Recharge,RCH-steady,RCH-SS (pilot),-0.09650525820092443,0.5922543581134113,613.7016460598808,9,True
1,pg17,rchss-cn,Recharge,RCH-steady,RCH-SS (constant),-0.08769933577453881,0.5883998493676468,670.9285129368941,1,True
1,pg18,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,Awanui cond (grid),-0.0767560352501641,2.5537599705089593,3327.112926280933,53,True
1,pg19,ghbaw-cond-cn,GHB Conductance,GHB-Awanui-cond,Awanui cond (constant),-0.1480876809019117,2.4850792046030974,1678.1133916528343,1,True
1,pg20,ghbpw-cond-gr,GHB Conductance,GHB-Poukawa-cond,Poukawa cond (grid),0.10737377647154697,2.5365512791849922,2362.356398870961,37,True
1,pg21,ghbpw-cond-cn,GHB Conductance,GHB-Poukawa-cond,Poukawa cond (constant),-0.2239920107041493,2.5902405281340535,1156.3986233220016,1,True
1,pg22,ghbspring-cond-gr,GHB Conductance,GHB-Spring-cond,Spring cond (grid),-0.04764449051421872,2.5018888256906635,5251.160834522967,21,True
1,pg23,ghbspring-cond-cn,GHB Conductance,GHB-Spring-cond,Spring cond (constant),0.01581287625066143,2.489670369401116,15744.576318283507,1,True
2,pg0,npfklayer1-gr,Hydraulic Conductivity,K-grid,K (grid),-0.052927739085003665,1.2115736998189417,2289.1091151146943,826,True
2,pg1,npfklayer1-pp,Hydraulic Conductivity,K-pilot,K (pilot),-0.054667306936597916,1.0731573671851826,1963.0697528777298,9,True
2,pg2,npfklayer1-cn,Hydraulic Conductivity,K-constant,K (constant),-0.010007654778515415,1.0628779010524485,10620.64913883971,1,True
2,pg3,stosslayer1-gr,Storage,S-grid,S (grid),0.027132576500347536,0.9310315053516256,3431.415757142342,826,True
2,pg4,stosslayer1-pp,Storage,S-pilot,S (pilot),0.01683864311382219,0.9156246166062159,5437.638949985317,9,True
2,pg5,stosslayer1-cn,Storage,S-constant,S (constant),-0.11813608025554347,0.8824154997867067,746.9483479373356,1,True
2,pg6,rchss-past-gr,Recharge,RCH-steady,RCH-SS (grid),-0.018279151473794518,0.6114480728488985,3345.057202056052,826,True
2,pg7,rchss-past-pp,Recharge,RCH-steady,RCH-SS (pilot),-0.17069599084132137,0.5545538700818687,324.8780872641472,9,True
2,pg8,rchss-past-cn,Recharge,RCH-steady,RCH-SS (constant),-0.24547753663995178,0.5505050355648524,224.25882347527883,1,True
2,pg9,rchtr-gr,Recharge,RCH-transient,RCH-TR (grid),-0.0772738250315815,0.6229860606450276,806.2058017581188,826,True
2,pg10,rchtr-pp,Recharge,RCH-transient,RCH-TR (pilot),-0.18828902581384704,0.5257577756422556,279.22911246141814,9,True
2,pg11,rchtr-cn,Recharge,RCH-transient,RCH-TR (constant),-0.22459499526054286,0.5061623929465652,225.3667283900909,1,True
2,pg12,rchtr-past-gr,Recharge,RCH-transient,RCH-TR (grid),-0.03162022798391359,0.6154855235825576,1946.4929977597833,826,True
2,pg13,rchtr-past-pp,Recharge,RCH-transient,RCH-TR (pilot),-0.15183120991275478,0.5381595068334484,354.4459055175056,9,True
2,pg14,rchtr-past-cn,Recharge,RCH-transient,RCH-TR (constant),-0.21174465596778744,0.5189186960601931,245.06814289525013,1,True
2,pg15,rchss-gr,Recharge,RCH-steady,RCH-SS (grid),-0.055628327197777376,0.6147451157016888,1105.0936576181116,826,True
2,pg16,rchss-pp,Recharge,RCH-steady,RCH-SS (pilot),-0.20989707625875628,0.5524393973581138,263.195375183349,9,True
2,pg17,rchss-cn,Recharge,RCH-steady,RCH-SS (constant),-0.2147157654121689,0.5117850449641894,238.3546657516115,1,True
2,pg18,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,Awanui cond (grid),0.06138293956953804,2.44028581702022,3975.5114924982167,53,True
2,pg19,ghbaw-cond-cn,GHB Conductance,GHB-Awanui-cond,Awanui cond (constant),-0.03360097487039797,2.251849465987128,6701.7384902453505,1,True
2,pg20,ghbpw-cond-gr,GHB Conductance,GHB-Poukawa-cond,Poukawa cond (grid),0.12364369611993298,2.458384269507204,1988.2811228181008,37,True
2,pg21,ghbpw-cond-cn,GHB Conductance,GHB-Poukawa-cond,Poukawa cond (constant),-0.15638795119931242,2.495060921263804,1595.4304037680708,1,True
2,pg22,ghbspring-cond-gr,GHB Conductance,GHB-Spring-cond,Spring cond (grid),-0.18089875457382956,2.3292532609193177,1287.6004958722299,21,True
2,pg23,ghbspring-cond-cn,GHB Conductance,GHB-Spring-cond,Spring cond (constant),-0.35201344506872967,2.2015534945420674,625.417445095661,1,True
3,pg0,npfklayer1-gr,Hydraulic Conductivity,K-grid,K (grid),-0.04498199226661032,1.2004839998630046,2668.8102046429626,826,True
3,pg1,npfklayer1-pp,Hydraulic Conductivity,K-pilot,K (pilot),-0.004897758966525194,1.0499758046344083,21437.88234191796,9,True
3,pg2,npfklayer1-cn,Hydraulic Conductivity,K-constant,K (constant),0.03598547113987202,1.028838662567462,2859.039023189293,1,True
3,pg3,stosslayer1-gr,Storage,S-grid,S (grid),0.012895614017503892,0.9243227970028239,7167.730018502354,826,True
3,pg4,stosslayer1-pp,Storage,S-pilot,S (pilot),-0.07015843032043728,0.8929668753977122,1272.7862800225582,9,True
3,pg5,stosslayer1-cn,Storage,S-constant,S (constant),-0.21582005068883187,0.8775983411332414,406.6342947896708,1,True
3,pg6,rchss-past-gr,Recharge,RCH-steady,RCH-SS (grid),-0.025745021868585013,0.6063829559099561,2355.3406130522108,826,True
3,pg7,rchss-past-pp,Recharge,RCH-steady,RCH-SS (pilot),-0.20430520671083,0.5289925398286609,258.92269137192756,9,True
3,pg8,rchss-past-cn,Recharge,RCH-steady,RCH-SS (constant),-0.2840004444370192,0.5094594106240488,179.3868356910364,1,True
3,pg9,rchtr-gr,Recharge,RCH-transient,RCH-TR (grid),-0.07455967993539427,0.6191772437702147,830.445147171675,826,True
3,pg10,rchtr-pp,Recharge,RCH-transient,RCH-TR (pilot),-0.21045110972705994,0.5110837420791354,242.85153104774525,9,True
3,pg11,rchtr-cn,Recharge,RCH-transient,RCH-TR (constant),-0.2282348729810602,0.48362456856646824,211.89775350702047,1,True
3,pg12,rchtr-past-gr,Recharge,RCH-transient,RCH-TR (grid),-0.04738065030849002,0.6097231003313811,1286.8609788205595,826,True
3,pg13,rchtr-past-pp,Recharge,RCH-transient,RCH-TR (pilot),-0.21191338986929786,0.5025460679950277,237.14691568332879,9,True
3,pg14,rchtr-past-cn,Recharge,RCH-transient,RCH-TR (constant),-0.28566578368616263,0.4690564709336583,164.1976385414684,1,True
3,pg15,rchss-gr,Recharge,RCH-steady,RCH-SS (grid),-0.056779753279587585,0.608950982930058,1072.4790929110586,826,True
3,pg16,rchss-pp,Recharge,RCH-steady,RCH-SS (pilot),-0.20487183978702142,0.5292951649522468,258.35427919351247,9,True
3,pg17,rchss-cn,Recharge,RCH-steady,RCH-SS (constant),-0.2514226181430037,0.4919009520376453,195.64705660564823,1,True
3,pg18,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,Awanui cond (grid),0.07690350437838332,2.39893014988959,3119.402905342635,53,True
3,pg19,ghbaw-cond-cn,GHB Conductance,GHB-Awanui-cond,Awanui cond (constant),0.16220465585939509,2.1585389789440934,1330.750321257852,1,True
3,pg20,ghbpw-cond-gr,GHB Conductance,GHB-Poukawa-cond,Poukawa cond (grid),0.1460785559301325,2.4486463484776535,1676.2531179790751,37,True
3,pg21,ghbpw-cond-cn,GHB Conductance,GHB-Poukawa-cond,Poukawa cond (constant),-0.04248872656860791,2.4617921226311825,5793.98895058916,1,True
3,pg22,ghbspring-cond-gr,GHB Conductance,GHB-Spring-cond,Spring cond (grid),-0.27863471901431,2.277571107917445,817.4039172054775,21,True
3,pg23,ghbspring-cond-cn,GHB Conductance,GHB-Spring-cond,Spring cond (constant),-0.2968079690941283,2.0746697037732558,698.9939354072076,1,True
4,pg0,npfklayer1-gr,Hydraulic Conductivity,K-grid,K (grid),-0.044882619515062804,1.3326914168249389,2969.2817202384585,826,True
4,pg1,npfklayer1-pp,Hydraulic Conductivity,K-pilot,K (pilot),-0.004903148228920123,1.292728671625961,26365.278210458542,9,True
4,pg2,npfklayer1-cn,Hydraulic Conductivity,K-constant,K (constant),0.03595476966316984,1.3466790771318413,3745.4810300490058,1,True
4,pg3,stosslayer1-gr,Storage,S-grid,S (grid),0.012900578738501018,0.9961480893694021,7721.731788640278,826,True
4,pg4,stosslayer1-pp,Storage,S-pilot,S (pilot),-0.07012078212349401,1.0035346191979952,1431.1514914802415,9,True
4,pg5,stosslayer1-cn,Storage,S-constant,S (constant),-0.2158200506888319,0.9622016733328056,445.8351623316512,1,True
4,pg6,rchss-past-gr,Recharge,RCH-steady,RCH-SS (grid),-0.0255200284086569,0.6616631755659572,2592.7211559902025,826,True
4,pg7,rchss-past-pp,Recharge,RCH-steady,RCH-SS (pilot),-0.20282496575927816,0.659575928861819,325.1946457344081,9,True
4,pg8,rchss-past-cn,Recharge,RCH-steady,RCH-SS (constant),-0.28123052125676873,0.6950859682169214,247.15879525120778,1,True
4,pg9,rchtr-gr,Recharge,RCH-transient,RCH-TR (grid),-0.07443933678396195,0.6733771640292793,904.5985538312309,826,True
4,pg10,rchtr-pp,Recharge,RCH-transient,RCH-TR (pilot),-0.21021022191522812,0.6394698550879176,304.20492841009315,9,True
4,pg11,rchtr-cn,Recharge,RCH-transient,RCH-TR (constant),-0.22774979984767862,0.6475292414405219,284.3160529113949,1,True
4,pg12,rchtr-past-gr,Recharge,RCH-transient,RCH-TR (grid),-0.047017710339003455,0.664246529254465,1412.7581382954766,826,True
4,pg13,rchtr-past-pp,Recharge,RCH-transient,RCH-TR (pilot),-0.20993308905668331,0.6560511601806949,312.5048857846115,9,True
4,pg14,rchtr-past-cn,Recharge,RCH-transient,RCH-TR (constant),-0.2833716432270975,0.6403790761407158,225.9855886947404,1,True
4,pg15,rchss-gr,Recharge,RCH-steady,RCH-SS (grid),-0.05665659128926794,0.6743670245289722,1190.2710861758335,826,True
4,pg16,rchss-pp,Recharge,RCH-steady,RCH-SS (pilot),-0.2047617969965417,0.6489871990464184,316.94740355173747,9,True
4,pg17,rchss-cn,Recharge,RCH-steady,RCH-SS (constant),-0.2508291465038838,0.6719537445607153,267.8930076215488,1,True
4,pg18,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,Awanui cond (grid),0.07672479779178408,2.6655839756250956,3474.2144030916356,53,True
4,pg19,ghbaw-cond-cn,GHB Conductance,GHB-Awanui-cond,Awanui cond (constant),0.1622046558593957,2.6363903686599404,1625.3481471858918,1,True
4,pg20,ghbpw-cond-gr,GHB Conductance,GHB-Poukawa-cond,Poukawa cond (grid),0.14589776186853928,2.644824766847136,1812.7932416333067,37,True
4,pg21,ghbpw-cond-cn,GHB Conductance,GHB-Poukawa-cond,Poukawa cond (constant),-0.04248872656860722,2.730468420444031,6426.3362095239545,1,True
4,pg22,ghbspring-cond-gr,GHB Conductance,GHB-Spring-cond,Spring cond (grid),-0.27826499725663856,2.647948228393899,951.5922787628751,21,True
4,pg23,ghbspring-cond-cn,GHB Conductance,GHB-Spring-cond,Spring cond (constant),-0.296303380499128,2.649466408006852,894.1735337422683,1,True
5,pg0,npfklayer1-gr,Hydraulic Conductivity,K-grid,K (grid),-0.07693060155614,1.2554617431136772,1631.9406292403755,826,True
5,pg1,npfklayer1-pp,Hydraulic Conductivity,K-pilot,K (pilot),-0.04963214754446894,1.1557688927279075,2328.669924452438,9,True
5,pg2,npfklayer1-cn,Hydraulic Conductivity,K-constant,K (constant),0.0018054545272425848,1.1743944369758357,65047.02385218486,1,True
5,pg3,stosslayer1-gr,Storage,S-grid,S (grid),0.0018457398682846483,0.9535650481911855,51663.02492438374,826,True
5,pg4,stosslayer1-pp,Storage,S-pilot,S (pilot),-0.09678128803634271,0.9464421603419391,977.9185414297617,9,True
5,pg5,stosslayer1-cn,Storage,S-constant,S (constant),-0.2404691518517164,0.9103452706181819,378.57050004465435,1,True
5,pg6,rchss-past-gr,Recharge,RCH-steady,RCH-SS (grid),-0.03625406529630638,0.6303388736741121,1738.6708732450263,826,True
5,pg7,rchss-past-pp,Recharge,RCH-steady,RCH-SS (pilot),-0.23492124126778688,0.6070454441431951,258.40381264256285,9,True
5,pg8,rchss-past-cn,Recharge,RCH-steady,RCH-SS (constant),-0.3206427841517149,0.6372308785748827,198.7354495628916,1,True
5,pg9,rchtr-gr,Recharge,RCH-transient,RCH-TR (grid),-0.08822658457340045,0.6424107217462379,728.1373577504656,826,True
5,pg10,rchtr-pp,Recharge,RCH-transient,RCH-TR (pilot),-0.23899860571786571,0.5882497828881272,246.13105215456667,9,True
5,pg11,rchtr-cn,Recharge,RCH-transient,RCH-TR (constant),-0.26532496346619056,0.5825047811055771,219.54390325575366,1,True
5,pg12,rchtr-past-gr,Recharge,RCH-transient,RCH-TR (grid),-0.05409176184088024,0.6335006793485738,1171.1592630539926,826,True
5,pg13,rchtr-past-pp,Recharge,RCH-transient,RCH-TR (pilot),-0.22493505928632015,0.5955443976638912,264.7628162339166,9,True
5,pg14,rchtr-past-cn,Recharge,RCH-transient,RCH-TR (constant),-0.31713252595771124,0.5871042268756393,185.1289851467106,1,True
5,pg15,rchss-gr,Recharge,RCH-steady,RCH-SS (grid),-0.07895183396852078,0.6409022756554086,811.7636328890669,826,True
5,pg16,rchss-pp,Recharge,RCH-steady,RCH-SS (pilot),-0.24885233130914305,0.5901506042250241,237.1489152303318,9,True
5,pg17,rchss-cn,Recharge,RCH-steady,RCH-SS (constant),-0.3428161880815468,0.5822149336294479,169.83297576687204,1,True
