pp_0000 637.5 1112.5 1 1.0000000000000000000000000000000000000000000000000000000000000000000
pp_0001 887.5 1112.5 1 1.0000000000000000000000000000000000000000000000000000000000000000000
pp_0002 1137.5 1112.5 1 1.0000000000000000000000000000000000000000000000000000000000000000000
pp_0003 1387.5 1112.5 1 1.0000000000000000000000000000000000000000000000000000000000000000000
pp_0004 387.5 862.5 1 1.00000000000000000000000000000000000000000000000000000000000000000000
pp_0005 637.5 862.5 1 1.00000000000000000000000000000000000000000000000000000000000000000000
pp_0006 887.5 862.5 1 1.00000000000000000000000000000000000000000000000000000000000000000000
pp_0007 1137.5 862.5 1 1.00000000000000000000000000000000000000000000000000000000000000000000
pp_0008 1387.5 862.5 1 1.00000000000000000000000000000000000000000000000000000000000000000000
pp_0009 137.5 612.5 1 1.0000000000000000000000000000000000000000000000000000000000000000000
pp_0010 387.5 612.5 1 1.00000000000000000000000000000000000000000000000000000000000000000000
pp_0011 637.5 612.5 1 1.00000000000000000000000000000000000000000000000000000000000000000000
pp_0012 887.5 612.5 1 1.00000000000000000000000000000000000000000000000000000000000000000000
pp_0013 137.5 362.5 1 1.0000000000000000000000000000000000000000000000000000000000000000000
pp_0014 387.5 362.5 1 1.00000000000000000000000000000000000000000000000000000000000000000000
pp_0015 887.5 362.5 1 1.00000000000000000000000000000000000000000000000000000000000000000000
