,0,1,2,sidx,idx_strs,x,y,pargp4,parval1_4,4
0,0,2,47,"(0, 2, 47)",idx0:0_idx1:2_idx2:47,1187.5,1187.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
1,0,2,59,"(0, 2, 59)",idx0:0_idx1:2_idx2:59,1487.5,1187.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
2,0,2,60,"(0, 2, 60)",idx0:0_idx1:2_idx2:60,1512.5,1187.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
3,0,3,46,"(0, 3, 46)",idx0:0_idx1:3_idx2:46,1162.5,1162.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
4,0,3,57,"(0, 3, 57)",idx0:0_idx1:3_idx2:57,1437.5,1162.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
5,0,3,58,"(0, 3, 58)",idx0:0_idx1:3_idx2:58,1462.5,1162.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
6,0,4,46,"(0, 4, 46)",idx0:0_idx1:4_idx2:46,1162.5,1137.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
7,0,4,55,"(0, 4, 55)",idx0:0_idx1:4_idx2:55,1387.5,1137.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
8,0,4,56,"(0, 4, 56)",idx0:0_idx1:4_idx2:56,1412.5,1137.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
9,0,5,45,"(0, 5, 45)",idx0:0_idx1:5_idx2:45,1137.5,1112.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
10,0,5,53,"(0, 5, 53)",idx0:0_idx1:5_idx2:53,1337.5,1112.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
11,0,5,54,"(0, 5, 54)",idx0:0_idx1:5_idx2:54,1362.5,1112.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
12,0,6,45,"(0, 6, 45)",idx0:0_idx1:6_idx2:45,1137.5,1087.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
13,0,6,51,"(0, 6, 51)",idx0:0_idx1:6_idx2:51,1287.5,1087.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
14,0,6,52,"(0, 6, 52)",idx0:0_idx1:6_idx2:52,1312.5,1087.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
15,0,7,45,"(0, 7, 45)",idx0:0_idx1:7_idx2:45,1137.5,1062.5,drn_riv_condgr,1.0,1.00000000000000000000000000000000000000000000000000000000000000000000000000000000
