kper,spring_head,pk2_head,pk4_head,spring_pk4_diff,spring_pk2_diff,pk4_pk2_diff,spring_flux
0,7.7829473444194965,10.592992865563751,10.435150763586558,-2.652203419167061,-2.8100455211442545,-0.1578421019771934,-3.9947313901918733
