time,flux
1.0,-6.210256663624431
2.0,-13.692789830632991
3.0,-13.56413538301609
4.0,-13.428013603133419
5.0,-13.28946944255236
6.0,-13.15067974441434
7.0,-13.012625507891343
8.0,-12.87571530053369
9.0,-12.740158634456257
10.0,-12.606036180788431
11.0,-12.473374152715184
12.0,-12.342175008626734
13.0,-12.212430772376697
14.0,-12.084128914913784
15.0,-11.957254977793236
16.0,-11.831793746502285
17.0,-11.707729773745932
18.0,-11.58504761072044
19.0,-11.463731907740952
20.0,-11.343767456655119
21.0,-11.225139207978232
22.0,-11.107832276275808
23.0,-10.991831941679148
24.0,-10.877123648458527
25.0,-10.76369300368517
26.0,-10.65152577535703
27.0,-10.540607890366097
28.0,-10.430925432660727
29.0,-10.322464641363432
30.0,-10.21521190904315
31.0,-10.10915377996356
32.0,-10.004276948229107
33.0,-9.900568256214063
34.0,-9.79801469293585
35.0,-9.696603392314604
36.0,-9.596321631528115
37.0,-9.497113795580972
38.0,-9.399026798911429
39.0,-9.302056949469927
40.0,-9.206161467191007
41.0,-9.111342449847273
42.0,-9.017572879655571
43.0,-8.924858713179493
44.0,-8.833166793155065
45.0,-8.742503778254255
46.0,-8.652842639539788
47.0,-8.564190840640281
48.0,-8.4765165740024
49.0,-8.389824818926005
50.0,-8.30409245224649
51.0,-8.219324825382717
52.0,-8.135491801368522
53.0,-8.05260025537446
54.0,-0.5168196820218114
55.0,-1.4192418899481831
56.0,-1.4069806486081675
57.0,-1.393878823647405
58.0,-1.380487462161697
59.0,-1.3670429437468918
60.0,-1.353653425679372
61.0,-1.3403639695984282
62.0,-1.3271955384999206
63.0,-1.3141574411590344
64.0,-1.3012524531616385
65.0,-1.2884808777282422
66.0,-1.2758419947374138
67.0,-1.2633346655296982
68.0,-1.2509575921850844
69.0,-1.2387094265224161
70.0,-1.2265888142841637
71.0,-1.2145944119035588
72.0,-1.202724891887713
73.0,-1.190978943863021
74.0,-1.179355274116239
75.0,-1.167852604731789
76.0,-1.1564696727849095
77.0,-1.1452052296515909
78.0,-1.1340580404984884
79.0,-1.123026883858526
80.0,-1.1121105513263307
81.0,-1.101307847293926
82.0,-1.0906175887472027
83.0,-1.0800386050724442
84.0,-1.0695697379075135
85.0,-1.0592098409797266
86.0,-1.0489577799840177
87.0,-1.0388124324247818
88.0,-1.028772687506692
89.0,-1.018833306381908
90.0,-1.0089988678036854
91.0,-0.9992691912755882
92.0,-0.989640326116525
93.0,-0.9801123512067393
94.0,-0.9706829172990965
95.0,-0.9613527585679368
96.0,-0.9521187772497349
97.0,-0.9429815617079378
98.0,-0.9339387043891778
99.0,-0.9249909853906948
100.0,-0.9161355592436993
101.0,-0.9073727048764229
102.0,-0.8987004924754404
103.0,-0.8901195588739363
104.0,-0.881627057735702
105.0,-0.8732237296974152
106.0,-0.8649071122563102
