kper,kstp,k,i,j,AWq
2,2,0,10,51,9.368665161229046
2,2,0,11,42,-52.846545858897
2,2,0,11,48,7.683557123861192
2,2,0,11,49,-1.5424051706079354
2,2,0,12,9,-111.97990637839575
2,2,0,12,42,-46.47415836907521
2,2,0,12,46,59.66424343750043
2,2,0,12,47,-7.617527256958397
2,2,0,13,10,-126.4518942860833
2,2,0,13,42,-34.82006270947727
2,2,0,13,44,25.083303114544037
2,2,0,13,45,14.484159744951512
2,2,0,13,52,-140.3606423716261
2,2,0,13,53,-134.99781164299338
2,2,0,13,54,-131.78110757911668
2,2,0,13,55,-131.01362888555036
2,2,0,14,10,-136.6120395037426
2,2,0,14,11,-140.03505536612818
2,2,0,14,41,-39.32062313544941
2,2,0,14,42,-17.950442946530643
2,2,0,14,43,49.79843738959903
2,2,0,14,50,-133.73532346610716
2,2,0,14,51,-131.79270155308802
2,2,0,15,12,-150.48651724429942
2,2,0,15,13,-160.34145609794132
2,2,0,15,41,-18.18564207031079
2,2,0,15,48,-129.56066196992458
2,2,0,15,49,-131.45782235266722
2,2,0,16,14,55.10736892894283
2,2,0,16,15,-154.80458536499884
2,2,0,16,16,-153.4497528040099
2,2,0,16,17,-151.91883793657917
2,2,0,16,41,-12.544420649406106
2,2,0,16,46,-125.750308652694
2,2,0,16,47,-123.8055433157001
2,2,0,17,18,-150.33153005242445
2,2,0,17,41,-23.211015137120057
2,2,0,17,42,-123.9708913418184
2,2,0,17,43,-115.6151766422413
2,2,0,17,44,-114.63164103334384
2,2,0,17,45,-117.53419383356652
2,2,0,18,19,-132.45286896179618
2,2,0,18,20,-144.67354400692943
2,2,0,18,40,158.00008910971303
2,2,0,18,42,-115.47132310708253
2,2,0,19,21,-145.65900928562223
2,2,0,19,40,150.76109237880098
2,2,0,19,41,-124.67713835659288
2,2,0,20,22,-140.1949762715925
2,2,0,20,39,61.10730413122462
2,2,0,20,41,-89.75095512278313
2,2,0,21,23,-138.00559408062463
2,2,0,21,36,-102.69358193222956
2,2,0,21,37,-92.51874730488089
2,2,0,21,38,-82.98684797419139
2,2,0,21,39,-73.93737781290201
2,2,0,21,40,-70.55060532117511
2,2,0,21,41,-76.12352618205898
2,2,0,22,24,-130.35795954202217
2,2,0,22,35,-95.46733455088315
2,2,0,23,25,-115.86437709446534
2,2,0,23,26,-110.85946108975259
2,2,0,23,34,-88.03537724947807
2,2,0,24,27,-101.21205320975832
2,2,0,24,28,-96.96110633429657
2,2,0,24,33,-79.84909420137728
2,2,0,25,29,-85.21206829041466
2,2,0,25,33,-65.58338141502611
2,2,0,26,29,-87.24818859067909
2,2,0,26,32,-63.94844416757462
2,2,0,27,30,80.2166706348105
2,2,0,27,31,-65.57941238017543
2,2,0,27,32,-49.357127239544525
2,2,0,27,33,-45.64625469818873
2,2,0,28,32,-51.14728138043836
2,2,0,28,33,-41.28407539842806
2,2,0,29,31,-55.3112700135988
2,2,0,30,31,-52.05630987679069
2,2,0,31,31,-42.360572638850044
2,2,0,32,30,-37.60587949984267
2,2,0,33,27,-53.72821470655208
2,2,0,33,28,-42.93753463385315
2,2,0,33,29,-33.18228973922419
2,2,0,34,25,-58.94537563385768
2,2,0,34,26,-51.795477721176326
2,2,0,35,22,-63.318266047284624
2,2,0,35,23,-55.75691438760475
2,2,0,35,24,-52.459175074161635
2,2,0,36,14,-100.78430124503905
2,2,0,36,15,-87.6275780381219
2,2,0,36,16,-79.20115075649846
2,2,0,36,17,-72.50343098679696
2,2,0,36,18,-65.80376454196755
2,2,0,36,19,-60.26220308275083
2,2,0,36,20,-55.480790800779914
2,2,0,36,21,-52.84287267236368
2,2,0,37,14,-80.72487909023857
2,2,0,38,12,-90.3050070106483
2,2,0,38,13,-75.1831999405764
2,2,0,39,11,-81.24103112330147
2,2,0,40,9,-80.41276642402204
2,2,0,40,10,-50.78973740657898
2,2,0,41,7,-96.2055127128965
2,2,0,41,8,-68.65882126752626
2,2,0,42,6,-93.1782466568958
2,2,0,43,5,-84.34361904095681
2,2,0,44,3,-30.561258596623475
2,2,0,44,4,-25.221693237448562
2,3,0,2,46,-26.81574864506547
2,3,0,3,46,-0.49797086686749026
2,3,0,4,46,10.31388355463082
2,3,0,5,45,-79.1858730198104
2,3,0,6,45,-74.72729645051629
2,3,0,7,44,-77.33229077981264
2,3,0,8,43,-72.43973735897453
2,3,0,8,54,-3.1746224673451025
2,3,0,9,43,-64.74631611902657
2,3,0,9,52,-3.016237571759916
2,3,0,9,53,2.5667899022968186
2,3,0,10,42,-65.57663847375875
2,3,0,10,50,3.183099476563143
2,3,0,10,51,9.16692445143417
2,3,0,11,42,-53.03074190274492
2,3,0,11,48,7.481355089493604
2,3,0,11,49,-1.7440572584357596
2,3,0,12,9,-112.15320601287374
2,3,0,12,42,-46.65137627281479
2,3,0,12,46,59.462452074205885
2,3,0,12,47,-7.819088327986606
2,3,0,13,10,-126.64757954566926
2,3,0,13,42,-34.98389785776794
2,3,0,13,44,24.889179873159605
2,3,0,13,45,14.284049118111284
2,3,0,13,52,-140.55960227814364
2,3,0,13,53,-135.18297786342737
2,3,0,13,54,-131.9642551856764
2,3,0,13,55,-131.19658131139636
2,3,0,14,10,-136.80040728996835
2,3,0,14,11,-140.2314030595178
2,3,0,14,41,-39.49313008100182
2,3,0,14,42,-18.101747954170946
2,3,0,14,43,49.61293303299783
2,3,0,14,50,-133.93690139210696
2,3,0,14,51,-131.99456025770803
2,3,0,15,12,-150.6887356855757
2,3,0,15,13,-160.54372212616897
2,3,0,15,41,-18.35833238524299
2,3,0,15,48,-129.76227848558267
2,3,0,15,49,-131.66001305262125
2,3,0,16,14,54.90729572063162
2,3,0,16,15,-154.990659345572
2,3,0,16,16,-153.63607470222234
2,3,0,16,17,-152.12044030866832
2,3,0,16,41,-12.714517199119086
2,3,0,16,46,-125.9515228502114
2,3,0,16,47,-124.00765620013863
2,3,0,17,18,-150.54841308737537
2,3,0,17,41,-23.369264424807625
2,3,0,17,42,-124.11976080340878
2,3,0,17,43,-115.78588511132068
2,3,0,17,44,-114.81376220190089
2,3,0,17,45,-117.73321198839562
2,3,0,18,19,-132.65730834372027
2,3,0,18,20,-144.87811204271077
2,3,0,18,40,157.8162153741706
2,3,0,18,42,-115.64798741531263
2,3,0,19,21,-145.8777459780316
2,3,0,19,40,150.5992380058749
2,3,0,19,41,-124.83576864422969
2,3,0,20,22,-140.41509768396202
2,3,0,20,39,60.92996464048235
2,3,0,20,41,-89.91004087228566
2,3,0,21,23,-138.22566875217979
2,3,0,21,36,-102.89470594435397
2,3,0,21,37,-92.70238246445717
2,3,0,21,38,-83.16077589321537
2,3,0,21,39,-74.09282620150213
2,3,0,21,40,-70.70941329931907
2,3,0,21,41,-76.27177816041228
2,3,0,22,24,-130.57655942592294
2,3,0,22,35,-95.6855331043547
2,3,0,23,25,-116.06852907943448
2,3,0,23,26,-111.06234484951256
2,3,0,23,34,-88.25379635892364
2,3,0,24,27,-101.41447750316684
2,3,0,24,28,-97.16366819236782
2,3,0,24,33,-80.05206318022567
2,3,0,25,29,-85.41363102964851
2,3,0,25,33,-65.77969604269367
2,3,0,26,29,-87.44902144948162
2,3,0,26,32,-64.127507707929
2,3,0,27,30,80.02365291623187
2,3,0,27,31,-65.74136413477413
2,3,0,27,32,-49.48841128289257
2,3,0,27,33,-45.81244174096571
2,3,0,28,32,-51.3070131489477
2,3,0,28,33,-41.46175533209998
2,3,0,29,31,-55.502131520310854
2,3,0,30,31,-52.243807611777356
2,3,0,31,31,-42.56626664437704
2,3,0,32,30,-37.8661342736234
2,3,0,33,27,-53.92813071761441
2,3,0,33,28,-43.12604522303491
2,3,0,33,29,-33.39214598088472
2,3,0,34,25,-59.12794545258282
2,3,0,34,26,-51.97903239119762
2,3,0,35,22,-63.45077837164524
2,3,0,35,23,-55.87656693692759
2,3,0,35,24,-52.59555157525199
2,3,0,36,14,-100.9573474763389
2,3,0,36,15,-87.7855906914989
2,3,0,36,16,-79.34780259359582
2,3,0,36,17,-72.62415173844101
2,3,0,36,18,-65.89249193957517
2,3,0,36,19,-60.32805007266188
2,3,0,36,20,-55.52954865154993
2,3,0,36,21,-52.88931945898514
2,3,0,37,14,-80.86969662240142
2,3,0,38,12,-90.40555812884372
2,3,0,38,13,-75.2501762308849
2,3,0,39,11,-81.20818073275359
2,3,0,40,9,-80.31429056578122
2,3,0,40,10,-50.50313880012129
2,3,0,41,7,-96.22478463890184
2,3,0,41,8,-68.47914483448506
2,3,0,42,6,-93.1570548401611
2,3,0,43,5,-84.21335766216055
2,3,0,44,3,-30.47953494288663
2,3,0,44,4,-24.96079218929674
2,4,0,2,46,-26.998758187425096
2,4,0,3,46,-0.6850067054856481
2,4,0,4,46,10.11324777225741
2,4,0,5,45,-79.38944383355852
2,4,0,6,45,-74.93276488811932
2,4,0,7,44,-77.54900250147443
2,4,0,8,43,-72.64516869722684
2,4,0,8,54,-3.3452714893049915
2,4,0,9,43,-64.94947493016309
2,4,0,9,52,-3.2185194586086254
2,4,0,9,53,2.3673886277986185
2,4,0,10,42,-65.77681406313752
2,4,0,10,50,2.98037378166282
2,4,0,10,51,8.964980139860018
2,4,0,11,42,-53.215901796193066
2,4,0,11,48,7.278702948804266
2,4,0,11,49,-1.9458150467825135
2,4,0,12,9,-112.32637388324144
2,4,0,12,42,-46.827752243704595
2,4,0,12,46,59.26051372330903
2,4,0,12,47,-8.020679564823695
2,4,0,13,10,-126.84293441355692
2,4,0,13,42,-35.14512718262597
2,4,0,13,44,24.697360296305874
2,4,0,13,45,14.084720050085593
2,4,0,13,52,-140.75842954115865
2,4,0,13,53,-135.36975380985393
2,4,0,13,54,-132.14907687476102
2,4,0,13,55,-131.38123729473716
2,4,0,14,10,-136.9909638051197
2,4,0,14,11,-140.4276991192312
2,4,0,14,41,-39.66462604185233
2,4,0,14,42,-18.251653166868778
2,4,0,14,43,49.431496338698935
2,4,0,14,50,-134.13854257123296
2,4,0,14,51,-132.196720941134
2,4,0,15,12,-150.891545598912
2,4,0,15,13,-160.74661252180965
2,4,0,15,41,-18.529185575663632
2,4,0,15,48,-129.96398828658823
2,4,0,15,49,-131.86267792714045
2,4,0,16,14,54.706556986174064
2,4,0,16,15,-155.17886845565636
2,4,0,16,16,-153.82463528609082
2,4,0,16,17,-152.32317521862456
2,4,0,16,41,-12.881810373782628
2,4,0,16,46,-126.15259725106432
2,4,0,16,47,-124.21020134553657
2,4,0,17,18,-150.76468754971677
2,4,0,17,41,-23.52347691598095
2,4,0,17,42,-124.26623838310013
2,4,0,17,43,-115.95449764876253
2,4,0,17,44,-114.99597865456019
2,4,0,17,45,-117.93213006201415
2,4,0,18,19,-132.86321972559392
2,4,0,18,20,-145.08423287625442
2,4,0,18,40,157.6366961961836
2,4,0,18,42,-115.81916316948173
2,4,0,19,21,-146.09659425706616
2,4,0,19,40,150.44156608182686
2,4,0,19,41,-124.9897365020596
2,4,0,20,22,-140.63577877259377
2,4,0,20,39,60.7575546363297
2,4,0,20,41,-90.06480135235529
2,4,0,21,23,-138.44630642284494
2,4,0,21,36,-103.09670992599251
2,4,0,21,37,-92.88717051381377
2,4,0,21,38,-83.33433981714529
2,4,0,21,39,-74.24810179094936
2,4,0,21,40,-70.86520217845646
2,4,0,21,41,-76.41849563585731
2,4,0,22,24,-130.7952624479717
2,4,0,22,35,-95.90351150793401
2,4,0,23,25,-116.2741113011133
2,4,0,23,26,-111.2662543399174
2,4,0,23,34,-88.47208189250489
2,4,0,24,27,-101.6176561730091
2,4,0,24,28,-97.36701942169987
2,4,0,24,33,-80.2557183596424
2,4,0,25,29,-85.61532472886915
2,4,0,25,33,-65.97488299543397
2,4,0,26,29,-87.64967989714751
2,4,0,26,32,-64.30223122935422
2,4,0,27,30,79.8330011371279
2,4,0,27,31,-65.90004610495112
2,4,0,27,32,-49.61953726811885
2,4,0,27,33,-45.97711252041256
2,4,0,28,32,-51.463703582661196
2,4,0,28,33,-41.639361631088036
2,4,0,29,31,-55.6906693210974
2,4,0,30,31,-52.433335259730825
2,4,0,31,31,-42.77545399602013
2,4,0,32,30,-38.12502279164505
2,4,0,33,27,-54.13069988813049
2,4,0,33,28,-43.32066667238337
2,4,0,33,29,-33.608774847264726
2,4,0,34,25,-59.31351201683617
2,4,0,34,26,-52.16626306425826
2,4,0,35,22,-63.58856597780425
2,4,0,35,23,-56.00287740067972
2,4,0,35,24,-52.73605111889913
2,4,0,36,14,-101.12937054882991
2,4,0,36,15,-87.94073394731788
2,4,0,36,16,-79.49368637832936
2,4,0,36,17,-72.74766006746074
2,4,0,36,18,-65.9877960955157
2,4,0,36,19,-60.40174118140999
2,4,0,36,20,-55.587792859643855
2,4,0,36,21,-52.94331811028451
2,4,0,37,14,-81.01062961419541
2,4,0,38,12,-90.50965318027511
2,4,0,38,13,-75.32172705724236
2,4,0,39,11,-81.198789828509
2,4,0,40,9,-80.26418658157684
2,4,0,40,10,-50.31838680420299
2,4,0,41,7,-96.25824150602341
2,4,0,41,8,-68.35467252454953
2,4,0,42,6,-93.14916681225452
2,4,0,43,5,-84.1193279784676
2,4,0,44,3,-30.42827174980289
2,4,0,44,4,-24.76904539179168
2,5,0,2,46,-27.4874397683393
2,5,0,3,46,-1.178346884919165
2,5,0,4,46,9.605770198633081
2,5,0,5,45,-79.90008250759513
2,5,0,6,45,-75.44570935334309
2,5,0,7,44,-78.07308331529737
2,5,0,8,43,-73.15802751714841
2,5,0,8,54,-3.8200082090399974
2,5,0,9,43,-65.45944600107248
2,5,0,9,52,-3.7273176157541457
2,5,0,9,53,1.8622421757639813
2,5,0,10,42,-66.28354011055399
2,5,0,10,50,2.471002694054391
2,5,0,10,51,8.456730198617606
2,5,0,11,42,-53.706558897227524
2,5,0,11,48,6.769479105216874
2,5,0,11,49,-2.453758843187984
2,5,0,12,9,-112.80442757162734
2,5,0,12,42,-47.30801271936946
2,5,0,12,46,58.75240308876107
2,5,0,12,47,-8.52834325681556
2,5,0,13,10,-127.34435631564656
2,5,0,13,42,-35.60877988205141
2,5,0,13,44,24.201738530906482
2,5,0,13,45,13.580228397568021
2,5,0,13,52,-141.26324140481097
2,5,0,13,53,-135.86269482161674
2,5,0,13,54,-132.64018839306414
2,5,0,13,55,-131.87226166025073
2,5,0,14,10,-137.48835523264495
2,5,0,14,11,-140.93031625748506
2,5,0,14,41,-40.139914593507115
2,5,0,14,42,-18.703495671949327
2,5,0,14,43,48.94784060459699
2,5,0,14,50,-134.6463214635951
2,5,0,14,51,-132.70531257056587
2,5,0,15,12,-151.4011974452519
2,5,0,15,13,-161.25636875576424
2,5,0,15,41,-19.002977117747264
2,5,0,15,48,-130.47186649707953
2,5,0,15,49,-132.3719521635278
2,5,0,16,14,54.19885397596556
2,5,0,16,15,-155.67388076786222
2,5,0,16,16,-154.3200988116895
2,5,0,16,17,-152.83328025709875
2,5,0,16,41,-13.351152116679259
2,5,0,16,46,-126.6595729527927
2,5,0,16,47,-124.71930042157351
2,5,0,17,18,-151.28823600651492
2,5,0,17,41,-23.97876288013947
2,5,0,17,42,-124.71370557799662
2,5,0,17,43,-116.42567743779898
2,5,0,17,44,-115.48276069034159
2,5,0,17,45,-118.43705791447417
2,5,0,18,19,-133.3768067627392
2,5,0,18,20,-145.59812821684466
2,5,0,18,40,157.15503195332326
2,5,0,18,42,-116.29149468139065
2,5,0,19,21,-146.62339683180403
2,5,0,19,40,149.98296349143493
2,5,0,19,41,-125.44419281382307
2,5,0,20,22,-141.16479050988278
2,5,0,20,39,60.28329714846336
2,5,0,20,41,-90.52043605541189
2,5,0,21,23,-138.97527539991233
2,5,0,21,36,-103.60579434471958
2,5,0,21,37,-93.37777578918883
2,5,0,21,38,-83.8123594803219
2,5,0,21,39,-74.70668837294693
2,5,0,21,40,-71.32367840192876
2,5,0,21,41,-76.86719990926406
2,5,0,22,24,-131.3219035209737
2,5,0,22,35,-96.42905214994028
2,5,0,23,25,-116.78734172016038
2,5,0,23,26,-111.77745657425248
2,5,0,23,34,-88.99799469920345
2,5,0,24,27,-102.12783975930108
2,5,0,24,28,-97.87738443980288
2,5,0,24,33,-80.76615940478189
2,5,0,25,29,-86.12326922573823
2,5,0,25,33,-66.47518125043746
2,5,0,26,29,-88.15628861281994
2,5,0,26,32,-64.77930102067955
2,5,0,27,30,79.33838925917803
2,5,0,27,31,-66.3605763436675
2,5,0,27,32,-50.05252108936111
2,5,0,27,33,-46.44533751109668
2,5,0,28,32,-51.92264138504504
2,5,0,28,33,-42.12184772723663
2,5,0,29,31,-56.18334715387755
2,5,0,30,31,-52.92957429316482
2,5,0,31,31,-43.294232094653125
2,5,0,32,30,-38.69432891281929
2,5,0,33,27,-54.64171521426488
2,5,0,33,28,-43.82476816127394
2,5,0,33,29,-34.13632187273288
2,5,0,34,25,-59.8056680303107
2,5,0,34,26,-52.66054977208307
2,5,0,35,22,-64.03013159482668
2,5,0,35,23,-56.43263346562924
2,5,0,35,24,-53.17995523038633
2,5,0,36,14,-101.60509327050431
2,5,0,36,15,-88.39801098562668
2,5,0,36,16,-79.94162294519629
2,5,0,36,17,-73.17314599714939
2,5,0,36,18,-66.38469219923866
2,5,0,36,19,-60.776713489937265
2,5,0,36,20,-55.94715646776933
2,5,0,36,21,-53.297206025452965
2,5,0,37,14,-81.45164702104921
2,5,0,38,12,-90.91567547310103
2,5,0,38,13,-75.69299158698198
2,5,0,39,11,-81.49471406164116
2,5,0,40,9,-80.52454655088434
2,5,0,40,10,-50.43130981905415
2,5,0,41,7,-96.59581938897395
2,5,0,41,8,-68.54127731735935
2,5,0,42,6,-93.44322949558534
2,5,0,43,5,-84.3293372121351
2,5,0,44,3,-30.681163238793374
2,5,0,44,4,-24.886987468423854
2,6,0,2,46,-27.978173442183902
2,6,0,3,46,-1.674403288576741
2,6,0,4,46,9.09449619835209
2,6,0,5,45,-80.41478007409842
2,6,0,6,45,-75.96308246170895
2,6,0,7,44,-78.6020201532217
2,6,0,8,43,-73.67525014177306
2,6,0,8,54,-4.295340075673039
2,6,0,9,43,-65.97314646643667
2,6,0,9,52,-4.23953288632174
2,6,0,9,53,1.3544226965725557
