Iteration,Category,Subcategory,Group,Pname,Mean_Change,Std_Change,Initial_CV,Current_CV,CV_Reduction_%,Pct_at_Lower_Bound,Pct_at_Upper_Bound
1,GHB Head,GHB-Confined-head,pg26,ghbconf-head-hg,786.0123107827203,1.6032117825572825,191.7365063976065,130.05849948316717,32.16810824044996,0.0,0.1356917996446302
1,GHB Conductance,GHB-Confined-cond,pg18,ghbconf-cond-gr,427.9376632500116,1.8429747463314168,129.0058321051208,65.13353604657226,49.51116939155278,0.0497060487119277,0.0825577475732592
1,GHB Conductance,GHB-Awanui-cond,pg12,ghbaw-cond-gr,215.93866419297265,1.2085649341053049,162.70769739912484,60.54311891915581,62.79025523258284,0.1086597978151619,0.1785125249820517
1,GHB Head,GHB-Awanui-head,pg20,ghbaw-head-hg,201.23444225645025,1.106884341872638,84.41454084988355,106.1074733511493,-25.69809926448906,0.0863457321924054,0.1426159846324
1,Hydraulic Conductivity,K-grid,pg0,npfklayer1-gr,97.59199935795137,1.4833601342331215,59.66683580111838,113.0523163365572,-89.47261878170212,0.1723917762737836,0.1127995573149448
1,Storage,S-grid,pg3,stosslayer1-gr,149.7603045388036,1.094218267253074,72.56206175287937,108.56477232836352,-49.61643826783285,0.123441024986166,0.1170561443834333
1,Recharge,RCH-transient,pg9,rchtr-gr,77.03162518188246,0.8438921754480799,61.43474049519515,34.495632205062755,43.84995862762588,0.123441024986166,0.1851615374792491
1,Recharge,RCH-steady,pg6,rchss-gr,274.8014233050056,1.437525883009522,126.23017556853596,194.222994384454,-53.86415610188369,0.2064444728216915,0.1127995573149448
1,Recharge,RCH-transient,pg10,rchtr-pp,54.75817294591826,1.6337755566104364,35.47397154285315,23.65517338612397,33.31681692999013,0.3223997757218951,0.1261564339781328
1,Hydraulic Conductivity,K-pilot,pg1,npfklayer1-pp,347.74397464826865,3.0117744130208406,41.90278858762765,10.151684933903216,75.77324737547268,0.0140173815531258,0.1822259601906363
1,Recharge,RCH-steady,pg7,rchss-pp,304.7911082519068,2.2749379299329178,46.64988877166797,39.04016058294043,16.31242515062368,0.1401738155312587,0.1261564339781328
1,Storage,S-pilot,pg4,stosslayer1-pp,185.29052687910976,2.4272157940417647,81.33382758510935,69.90860051047176,14.04732497395626,0.0981216708718811,0.0841042893187552
1,GHB Conductance,GHB-Poukawa-cond,pg14,ghbpw-cond-gr,131.3209657597807,0.869234168048385,62.22878563131884,54.87696099997896,11.814186243158527,0.1463414634146341,0.016260162601626
1,GHB Head,GHB-Poukawa-head,pg22,ghbpw-head-hg,38.94204319741996,1.4779795200397738,97.57943526221041,137.40079320254938,-40.809170327060286,0.1300813008130081,0.016260162601626
1,GHB Head,GHB-Spring-head,pg24,ghbspring-head-hg,703.6755440809128,0.7475377428607739,480.80481271942904,41.879626992262885,91.28968224020223,0.3387533875338753,0.2032520325203252
1,GHB Conductance,GHB-Spring-cond,pg16,ghbspring-cond-gr,82.11529584293017,1.4879492743156393,23.2332791939114,20.607897293299924,11.300091901359725,0.2371273712737127,0.2032520325203252
1,Recharge,RCH-transient,pg11,rchtr-cn,46.48049921937742,2.3032116932907427,14.43104227987982,9.624943184765463,33.303894492881916,0.0,0.0
1,Recharge,RCH-steady,pg8,rchss-cn,396.607366856558,5.541853544301558,40.165987062355555,7.63984777851583,80.97931026404163,0.0,0.0
1,Storage,S-constant,pg5,stosslayer1-cn,245.81973804194612,4.902470731005289,84.8836555923159,55.35756702448259,34.78418590929084,0.0,0.0
1,Hydraulic Conductivity,K-constant,pg2,npfklayer1-cn,319.2506182502244,7.753902382291816,27.958704854111165,6.151646067931946,77.997385429578,0.0,0.0
1,GHB Conductance,GHB-Confined-cond,pg19,ghbconf-cond-cn,92.25295908463853,4.1108082599967455,10.940794697261248,5.456893696246472,50.12342478547315,0.0,0.0
1,GHB Conductance,GHB-Spring-cond,pg17,ghbspring-cond-cn,21.656504610539024,0.2929088716388117,15.940405675035052,13.06441843246974,18.042120766534307,0.0,0.0
1,GHB Conductance,GHB-Awanui-cond,pg13,ghbaw-cond-cn,1463.5668980560347,3.2367533269412694,371.5838481435029,26.368826941233497,92.90366707999372,0.0,0.0
1,GHB Conductance,GHB-Poukawa-cond,pg15,ghbpw-cond-cn,54.625788969976256,1.8007401311089373,8.186704323749147,17.717736289137097,-116.42086471523085,0.0,0.0
1,GHB Head,GHB-Poukawa-head,pg23,ghbpw-head-cn,6.361651231820094,0.7436469968475931,5.850536976672611,5.459702408614774,6.680319594871056,0.0,0.0
1,GHB Head,GHB-Awanui-head,pg21,ghbaw-head-cn,62.40553260839747,0.1368199112491943,23.97644883086732,14.783519379706759,38.3414971750344,0.0,0.4065040650406504
1,GHB Head,GHB-Spring-head,pg25,ghbspring-head-cn,24.950535285923735,0.0993591982195411,32.26744258610251,25.798514460221345,20.047848876214672,0.0,0.4065040650406504
1,GHB Head,GHB-Confined-head,pg27,ghbconf-head-cn,39.061426823742735,1.3543122713595863,9.914016266404689,7.032683146506038,29.06322768162619,0.0,0.4065040650406504
10,GHB Head,GHB-Confined-head,pg26,ghbconf-head-hg,7063.937718155741,2.3574942391935174,191.7365063976065,3.2194801578987766,98.32088306061941,0.0163292442184269,0.0
10,GHB Conductance,GHB-Confined-cond,pg18,ghbconf-cond-gr,3696.935220896708,4.313886050500147,129.0058321051208,2.3264741027544527,98.19661323461818,0.1417145123242054,0.0131217141040931
10,GHB Conductance,GHB-Awanui-cond,pg12,ghbaw-cond-gr,1353.7887984720408,2.5694726111057222,162.70769739912484,43.58569726958612,73.21227085976784,0.0742728686162469,0.1099238455520454
10,GHB Head,GHB-Awanui-head,pg20,ghbaw-head-hg,1086.7860730648308,2.720059243451756,84.41454084988355,31.52522695350336,62.654269470510485,0.0366412818506818,0.128739638934828
10,Hydraulic Conductivity,K-grid,pg0,npfklayer1-gr,573.5299069371976,3.7518171994725065,59.66683580111838,32.957273657333076,44.76450239931219,0.1455540831178988,0.0412765310334339
10,Storage,S-grid,pg3,stosslayer1-gr,1087.1573487605542,2.2208621983853307,72.56206175287937,23.52035902531202,67.5858727589439,0.1151397970932632,0.0868979600703873
10,Recharge,RCH-transient,pg9,rchtr-gr,868.9830043755182,2.207472288484698,61.43474049519515,18.704560691833382,69.55377276592178,0.0499663270404727,0.1846581651495731
10,Recharge,RCH-steady,pg6,rchss-gr,1319.1503134824472,2.5199687921991876,126.23017556853596,19.46286300144519,84.58144978901821,0.2281071451847667,0.0456214290369533
10,Recharge,RCH-transient,pg10,rchtr-pp,1014.6888519561564,3.980518423905037,35.47397154285315,3.392710086875841,90.43605793397734,0.586636142509658,0.0
10,Hydraulic Conductivity,K-pilot,pg1,npfklayer1-pp,1867.4196814121076,4.401466321058881,41.90278858762765,2.2590393864947744,94.60885668319987,0.0,0.7869509228788096
10,Recharge,RCH-steady,pg7,rchss-pp,1195.4098108321675,4.908100330418892,46.64988877166797,11.15557699192419,76.08659466150894,0.0429245957933896,0.0
10,Storage,S-pilot,pg4,stosslayer1-pp,1276.6857916682718,3.5491193179204057,81.33382758510935,51.28451774450021,36.94564824109002,0.2003147803691515,0.0143081985977965
10,GHB Conductance,GHB-Poukawa-cond,pg14,ghbpw-cond-gr,808.4315227881757,2.577086674535068,62.22878563131884,63.04627321525817,-1.3136807598699074,0.1327800829875518,0.0
10,GHB Head,GHB-Poukawa-head,pg22,ghbpw-head-hg,1566.3766269264638,3.4430814625750763,97.57943526221041,28.389479143018335,70.90628874134023,0.1327800829875518,0.0165975103734439
10,GHB Head,GHB-Spring-head,pg24,ghbspring-head-hg,5269.138059717807,3.6411778243272193,480.80481271942904,13.741438252299089,97.14199236597122,0.3112033195020746,0.0
10,GHB Conductance,GHB-Spring-cond,pg16,ghbspring-cond-gr,178.0524129918615,4.440628663778606,23.2332791939114,24.732461645068927,-6.452737207885867,0.1728907330567081,0.1037344398340249
10,Recharge,RCH-transient,pg11,rchtr-cn,50.36237437662341,2.04743011345122,14.43104227987982,28.47754419562648,-97.3353250813401,0.0,0.0
10,Recharge,RCH-steady,pg8,rchss-cn,1564.6764815602075,11.159540745192643,40.165987062355555,2.1435785130441025,94.66319971244249,0.0,0.0
10,Storage,S-constant,pg5,stosslayer1-cn,2723.7874037071524,5.276930080718254,84.8836555923159,3.0644405230068656,96.3898344132056,0.4149377593360996,0.0
