Iteration,Category,Subcategory,Group,Pname,Mean_Change,Std_Change,Initial_CV,Current_CV,CV_Reduction_%,Pct_at_Lower_Bound,Pct_at_Upper_Bound
10,Hydraulic Conductivity,K-constant,pg2,npfklayer1-cn,2342.029622500836,11.567826299506088,27.958704854111165,1.0124566144974168,96.37874279305703,0.0,0.8298755186721992
10,GHB Conductance,GHB-Confined-cond,pg19,ghbconf-cond-cn,609.8592915720571,5.783760868907276,10.940794697261248,1.4521195139934595,86.72747680424932,0.0,0.0
10,GHB Conductance,GHB-Spring-cond,pg17,ghbspring-cond-cn,17.597842754502302,6.740486570402264,15.940405675035052,12.641341391164696,20.696237919698373,0.0,0.0
10,GHB Conductance,GHB-Awanui-cond,pg13,ghbaw-cond-cn,4352.009806819804,6.498041148674655,371.5838481435029,8.171151821711529,97.80099381000116,0.0,0.0
10,GHB Conductance,GHB-Poukawa-cond,pg15,ghbpw-cond-cn,97.54954981571963,3.1731801315225847,8.186704323749147,323.4885369052851,-3851.3890341301803,0.0,0.0
10,GHB Head,GHB-Poukawa-head,pg23,ghbpw-head-cn,10.672898125413782,2.2531253059293608,5.850536976672611,5.1672244464385795,11.679484002212966,0.0,0.0
10,GHB Head,GHB-Awanui-head,pg21,ghbaw-head-cn,66.27727337726716,2.70636426217577,23.97644883086732,14.02931279456446,41.487111400320885,0.0,0.4149377593360996
10,GHB Head,GHB-Spring-head,pg25,ghbspring-head-cn,358.4466860084764,3.456337560469703,32.26744258610251,6.795156732274878,78.94113636634616,0.0,0.0
10,GHB Head,GHB-Confined-head,pg27,ghbconf-head-cn,260.60650347123146,2.2544158056082284,9.914016266404689,2.687281849728864,72.89411498309549,0.4149377593360996,0.0
11,GHB Head,GHB-Confined-head,pg26,ghbconf-head-hg,7099.572598610092,2.2190668436581964,191.7365063976065,3.2070383562192286,98.32737207093534,0.0166900913562895,0.0
11,GHB Conductance,GHB-Confined-cond,pg18,ghbconf-cond-gr,3662.474855184847,4.0286150982166,129.0058321051208,2.3599046187896398,98.17069927748176,0.0910634809088779,0.0202037947997189
11,GHB Conductance,GHB-Awanui-cond,pg12,ghbaw-cond-gr,1332.513504382608,2.447814196341904,162.70769739912484,54.14545977539492,66.72225061204378,0.0676213206046141,0.1113762927605409
11,GHB Head,GHB-Awanui-head,pg20,ghbaw-head-hg,1112.9381656412058,2.683674595464221,84.41454084988355,22.25237434904549,73.63916912298625,0.0268496420047732,0.1302704852824184
11,Hydraulic Conductivity,K-grid,pg0,npfklayer1-gr,580.1880147236852,3.6389848657915898,59.66683580111838,21.058827313623812,64.70597605708952,0.1374345549738219,0.0327225130890052
11,Storage,S-grid,pg3,stosslayer1-gr,1098.8192075432091,2.1620769300235394,72.56206175287937,38.41550033839942,47.05842225207302,0.106893542757417,0.0828970331588132
11,Recharge,RCH-transient,pg9,rchtr-gr,860.5880148196156,2.152558156192347,61.43474049519515,47.28602455827914,23.03048051130385,0.056719022687609,0.1723385689354275
11,Recharge,RCH-steady,pg6,rchss-gr,1332.942107108585,2.455880738279937,126.23017556853596,17.506721940042468,86.13111178750022,0.2399650959860384,0.0479930191972076
11,Recharge,RCH-transient,pg10,rchtr-pp,1014.7713902503368,4.029045949852775,35.47397154285315,3.383850850018029,90.46103184152842,0.603448275862069,0.0
11,Hydraulic Conductivity,K-pilot,pg1,npfklayer1-pp,1886.152939664704,4.423731814467804,41.90278858762765,2.237585090300481,94.66005684652417,0.0,0.8189655172413793
11,Recharge,RCH-steady,pg7,rchss-pp,1160.4391733073744,4.803698113568985,46.64988877166797,27.388682367621687,41.28885815424334,0.043103448275862,0.0
11,Storage,S-pilot,pg4,stosslayer1-pp,1322.8286943556227,3.673326797037325,81.33382758510935,19.943123073546612,75.47991571812143,0.2155172413793103,0.014367816091954
11,GHB Conductance,GHB-Poukawa-cond,pg14,ghbpw-cond-gr,817.9493526480721,2.41187116928334,62.22878563131884,39.333001164212725,36.792915424631076,0.1499999999999999,0.0
11,GHB Head,GHB-Poukawa-head,pg22,ghbpw-head-hg,1644.3921292423213,3.426874320588444,97.57943526221041,20.508374362308327,78.98289295567321,0.1166666666666666,0.0166666666666666
11,GHB Head,GHB-Spring-head,pg24,ghbspring-head-hg,5469.208202350433,3.708280872720097,480.80481271942904,14.710129577918275,96.94051948134256,0.3125,0.0
11,GHB Conductance,GHB-Spring-cond,pg16,ghbspring-cond-gr,175.08488466152644,4.341500266013648,23.2332791939114,29.163975685320903,-25.526730178337132,0.1388888888888888,0.0694444444444444
11,Recharge,RCH-transient,pg11,rchtr-cn,39.82829385880953,2.0990882347043054,14.43104227987982,23.479676537817607,-62.702569103783,0.0,0.0
11,Recharge,RCH-steady,pg8,rchss-cn,1529.6864885497723,11.063037904118282,40.165987062355555,2.191980417096826,94.54269500785853,0.0,0.0
11,Storage,S-constant,pg5,stosslayer1-cn,2818.983347958482,4.966624277304367,84.8836555923159,2.9668369762828095,96.50481950196384,0.4166666666666666,0.0
11,Hydraulic Conductivity,K-constant,pg2,npfklayer1-cn,2381.7072420242935,11.572171590385986,27.958704854111165,0.9962204701380252,96.4368146688614,0.0,0.8333333333333333
11,GHB Conductance,GHB-Confined-cond,pg19,ghbconf-cond-cn,602.0836092453969,5.849113236931702,10.940794697261248,1.4671835506129576,86.58978994478133,0.0,0.0
11,GHB Conductance,GHB-Spring-cond,pg17,ghbspring-cond-cn,16.439897979882623,6.909533056315283,15.940405675035052,12.743911952045416,20.052775243956315,0.0,0.0
11,GHB Conductance,GHB-Awanui-cond,pg13,ghbaw-cond-cn,4482.767982730465,6.286664230839484,371.5838481435029,7.945289840730857,97.86177739413947,0.0,0.0
11,GHB Conductance,GHB-Poukawa-cond,pg15,ghbpw-cond-cn,105.06475478378168,3.21645567489697,8.186704323749147,156.44158396993012,-1810.922610409934,0.0,0.0
11,GHB Head,GHB-Poukawa-head,pg23,ghbpw-head-cn,16.90741887999306,2.2108613328870286,5.850536976672611,4.893778146587918,16.353350707798324,0.0,0.0
11,GHB Head,GHB-Awanui-head,pg21,ghbaw-head-cn,64.54886504586183,2.5520926468599314,23.97644883086732,14.19915454097154,40.778742335305616,0.0,0.4166666666666666
11,GHB Head,GHB-Spring-head,pg25,ghbspring-head-cn,363.0090205329796,3.29163208658262,32.26744258610251,6.73967799946913,79.11307045333712,0.0,0.0
11,GHB Head,GHB-Confined-head,pg27,ghbconf-head-cn,259.0513027922844,2.167037444601882,9.914016266404689,2.7013342511832814,72.75237221127821,0.4166666666666666,0.0
12,GHB Head,GHB-Confined-head,pg26,ghbconf-head-hg,7098.460858829433,0.0119503534456944,191.7365063976065,3.2815271064446754,98.28852253120762,0.050597329585383,0.0
12,GHB Conductance,GHB-Confined-cond,pg18,ghbconf-cond-gr,3661.4040268949366,0.1761809943136207,129.0058321051208,2.4541981901516112,98.09760679024821,0.3016163035839775,0.0
12,GHB Conductance,GHB-Awanui-cond,pg12,ghbaw-cond-gr,1330.7845665391146,0.0568375878490067,162.70769739912484,54.71290017917276,66.3735022658694,0.1050119331742243,0.1441527446300716
12,GHB Head,GHB-Awanui-head,pg20,ghbaw-head-hg,1110.8933823876284,0.0521810838993247,84.41454084988355,23.066595186939008,72.6746186679391,0.0563245823389021,0.1622911694510739
12,Hydraulic Conductivity,K-grid,pg0,npfklayer1-gr,579.3651277516835,0.0484270917124714,59.66683580111838,21.71701682295776,63.60286827452194,0.1821989528795811,0.094240837696335
12,Storage,S-grid,pg3,stosslayer1-gr,1096.2005283014919,0.0622918266449661,72.56206175287937,39.70328510779248,45.28368661435258,0.0712041884816753,0.12565445026178
12,Recharge,RCH-transient,pg9,rchtr-gr,858.106446651356,0.0924938376419351,61.43474049519515,47.1338445188371,23.278190582536165,0.0523560209424083,0.2450261780104712
12,Recharge,RCH-steady,pg6,rchss-gr,1327.5649206203827,0.0730583583257494,126.23017556853596,18.088891537542143,85.66991493430913,0.2659685863874345,0.0712041884816753
12,Recharge,RCH-transient,pg10,rchtr-pp,1007.9397270951588,0.3322020713812742,35.47397154285315,3.5266360727225337,90.05852483006505,0.6896551724137931,0.0
12,Hydraulic Conductivity,K-pilot,pg1,npfklayer1-pp,1876.3201759236224,0.5484700879619003,41.90278858762765,2.334274313224934,94.4293103349352,0.0,0.8
12,Recharge,RCH-steady,pg7,rchss-pp,1157.9475494876256,0.1285800638338777,46.64988877166797,28.733338444035606,38.406415962375625,0.2068965517241379,0.0
12,Storage,S-pilot,pg4,stosslayer1-pp,1319.2695413119336,0.1493126055492968,81.33382758510935,20.539923552792132,74.74614909608337,0.4275862068965517,0.0
12,GHB Conductance,GHB-Poukawa-cond,pg14,ghbpw-cond-gr,817.0848483007248,0.0658027774931011,62.22878563131884,40.15895178369248,35.465634792202884,0.2079999999999999,0.032
12,GHB Head,GHB-Poukawa-head,pg22,ghbpw-head-hg,1643.505306961643,0.0597312581121412,97.57943526221041,21.0908535281238,78.38596475635512,0.2079999999999999,0.0
12,GHB Head,GHB-Spring-head,pg24,ghbspring-head-hg,5466.061682630302,0.1732739730463614,480.80481271942904,15.279200801131038,96.82216142664797,0.4666666666666667,0.0
12,GHB Conductance,GHB-Spring-cond,pg16,ghbspring-cond-gr,174.57545464189687,0.1019313498533319,23.2332791939114,30.926060230422056,-33.111042880794265,0.2999999999999999,0.2666666666666666
12,Recharge,RCH-transient,pg11,rchtr-cn,39.828293858809566,0.0,14.43104227987982,23.983103031876762,-66.19106622197832,0.0,0.4
12,Recharge,RCH-steady,pg8,rchss-cn,1529.6864885497723,0.0,40.165987062355555,2.4646450310880668,93.8638504581953,0.0,0.0
12,Storage,S-constant,pg5,stosslayer1-cn,2809.7344428450447,0.321807698751374,84.8836555923159,3.122464405213181,96.32147745826366,0.4,0.0
12,Hydraulic Conductivity,K-constant,pg2,npfklayer1-cn,2375.9631997816073,0.4340710005759418,27.958704854111165,1.1243036336993315,95.97869915804054,0.0,1.6
12,GHB Conductance,GHB-Confined-cond,pg19,ghbconf-cond-cn,600.6547795551351,0.3317546137016291,10.940794697261248,1.556329653956122,85.77498530023867,0.8,0.0
12,GHB Conductance,GHB-Spring-cond,pg17,ghbspring-cond-cn,16.439897979882552,0.0,15.940405675035052,13.689814188766375,14.118784252733443,0.0,0.0
12,GHB Conductance,GHB-Awanui-cond,pg13,ghbaw-cond-cn,4482.767982730465,0.0,371.5838481435029,8.47829156386248,97.71833689590615,0.0,0.0
12,GHB Conductance,GHB-Poukawa-cond,pg15,ghbpw-cond-cn,105.06475478378164,0.0,8.186704323749147,161.64068495407886,-1874.429252137136,0.0,0.0
12,GHB Head,GHB-Poukawa-head,pg23,ghbpw-head-cn,16.907418879993084,0.0,5.850536976672611,5.004418909186815,14.46222920835227,0.0,0.0
12,GHB Head,GHB-Awanui-head,pg21,ghbaw-head-cn,64.29066958567839,0.0306008472067555,23.97644883086732,14.589454102805863,39.15089675822478,0.0,0.4
12,GHB Head,GHB-Spring-head,pg25,ghbspring-head-cn,363.0090205329796,0.0,32.26744258610251,6.969074284764207,78.40214864822983,0.0,0.0
12,GHB Head,GHB-Confined-head,pg27,ghbconf-head-cn,258.6598346602341,0.1153119539348355,9.914016266404689,2.760996148318476,72.1505787954517,0.4,0.0
13,GHB Head,GHB-Confined-head,pg26,ghbconf-head-hg,7492.778059266664,1.3422406130159912,191.7365063976065,3.1452217748105142,98.35961245257685,0.0551950176538703,0.0
13,GHB Conductance,GHB-Confined-cond,pg18,ghbconf-cond-gr,3828.109204184071,1.2713667969168303,129.0058321051208,2.3976493679822646,98.14144110474902,0.4051428099954193,0.3098318259023958
13,GHB Conductance,GHB-Awanui-cond,pg12,ghbaw-cond-gr,1543.3655123105302,1.3716213268791433,162.70769739912484,38.472137851062,76.35505973839138,0.2492922226624022,0.2280347463113447
13,GHB Head,GHB-Awanui-head,pg20,ghbaw-head-hg,1253.993130759654,1.416191711287184,84.41454084988355,31.30423799828584,62.91605962300388,0.1497685833824509,0.2821446861140367
13,Hydraulic Conductivity,K-grid,pg0,npfklayer1-gr,659.488913799286,1.3480956081484323,59.66683580111838,16.74293999650977,71.93928625221996,0.1865315725883375,0.3751828221379061
13,Storage,S-grid,pg3,stosslayer1-gr,1220.7763210543098,1.3745156068692754,72.56206175287937,29.04015414481444,59.97887402412173,0.2416431735803463,0.1398986794412531
13,Recharge,RCH-transient,pg9,rchtr-gr,1056.7768845759836,1.10446251816008,61.43474049519515,26.80536481293798,56.36774144910005,0.1081035250227865,0.5066027937342348
13,Recharge,RCH-steady,pg6,rchss-gr,1537.6578971824663,1.4093103462302143,126.23017556853596,19.344606290111457,84.67513318191622,0.3751828221379061,0.235284142696653
13,Recharge,RCH-transient,pg10,rchtr-pp,1086.7854006778064,1.235300696012066,35.47397154285315,3.2937283309711303,90.71508436265094,0.9074410163339384,0.0
13,Hydraulic Conductivity,K-pilot,pg1,npfklayer1-pp,2307.2123418285278,2.318837434059089,41.90278858762765,1.935188916991358,95.38171806168828,0.0558425240820885,0.9772441714365488
13,Recharge,RCH-steady,pg7,rchss-pp,1460.5236797498828,1.8378193207644689,46.64988877166797,5.455842295556371,88.30470460013211,0.2512913583693982,0.3071338824514868
13,Storage,S-pilot,pg4,stosslayer1-pp,1351.1657423881147,1.884351909953374,81.33382758510935,61.42639446281255,24.476203460934208,0.3490157755130531,0.0418818930615663
13,GHB Conductance,GHB-Poukawa-cond,pg14,ghbpw-cond-gr,1084.354409763024,1.9266193504800213,62.22878563131884,26.244538917957065,57.825725423205796,0.6477732793522267,0.0161943319838056
13,GHB Head,GHB-Poukawa-head,pg22,ghbpw-head-hg,1703.0518369582087,1.5076216587898439,97.57943526221041,18.838954289489628,80.69372482135547,0.242914979757085,0.1295546558704453
13,GHB Head,GHB-Spring-head,pg24,ghbspring-head-hg,4328.6244557094915,0.9467933582657592,480.80481271942904,13.169362591914703,97.2609752973501,0.9784075573549256,0.0
13,GHB Conductance,GHB-Spring-cond,pg16,ghbspring-cond-gr,185.1654549032288,2.4731242150736894,23.2332791939114,22.754383037349783,2.0612508142506156,0.3373819163292847,0.6410256410256409
13,Recharge,RCH-transient,pg11,rchtr-cn,117.8247019179109,3.360253812317324,14.43104227987982,83.68141019659083,-479.8708684629238,0.4048582995951416,0.4048582995951416
13,Recharge,RCH-steady,pg8,rchss-cn,1965.6528020209444,6.0176570003328145,40.165987062355555,1.8274579199957048,95.45023525213342,0.0,0.0
13,Storage,S-constant,pg5,stosslayer1-cn,2898.328923048476,2.104324976507982,84.8836555923159,2.9695375315703836,96.50163802342273,0.4048582995951416,0.4048582995951416
13,Hydraulic Conductivity,K-constant,pg2,npfklayer1-cn,2733.679214085903,7.429441986193565,27.958704854111165,0.913354234601775,96.73320263092418,0.0,2.834008097165992
13,GHB Conductance,GHB-Confined-cond,pg19,ghbconf-cond-cn,685.3996337878555,2.899708766591497,10.940794697261248,1.3526290384239619,87.63683008545479,0.4048582995951416,0.0
13,GHB Conductance,GHB-Spring-cond,pg17,ghbspring-cond-cn,13.001378589891663,1.280660271131933,15.940405675035052,13.92572677330618,12.638818250931639,0.0,0.0
13,GHB Conductance,GHB-Awanui-cond,pg13,ghbaw-cond-cn,5153.324417083504,2.826213023331864,371.5838481435029,7.145436691418079,98.07703248483003,0.4048582995951416,0.0
13,GHB Conductance,GHB-Poukawa-cond,pg15,ghbpw-cond-cn,155.71500135330163,1.63859442257684,8.186704323749147,14.934669302844537,-82.4259031747359,0.8097165991902833,0.0
13,GHB Head,GHB-Poukawa-head,pg23,ghbpw-head-cn,14.239646401688736,0.1707275142880017,5.850536976672611,5.130027654688847,12.315268237028404,0.4048582995951416,0.0
13,GHB Head,GHB-Awanui-head,pg21,ghbaw-head-cn,130.1821118611134,2.434139749985728,23.97644883086732,10.162748256195895,57.61362190086984,0.0,0.0
13,GHB Head,GHB-Spring-head,pg25,ghbspring-head-cn,541.6982819975606,0.7552991153511205,32.26744258610251,5.0664243939218405,84.29864907823858,0.8097165991902833,0.0
13,GHB Head,GHB-Confined-head,pg27,ghbconf-head-cn,279.0208323802552,0.4502965965729835,9.914016266404689,2.603913280067904,73.7350311912267,0.4048582995951416,0.0
14,GHB Head,GHB-Confined-head,pg26,ghbconf-head-hg,7525.936206455066,1.3914514485234355,191.7365063976065,3.0721201694246005,98.39773852817892,0.0561035776152509,0.0
14,GHB Conductance,GHB-Confined-cond,pg18,ghbconf-cond-gr,4096.389552028424,1.2129036045009256,129.0058321051208,2.226982531692251,98.27373499681968,0.3380674341867439,0.224992697859099
14,GHB Conductance,GHB-Awanui-cond,pg12,ghbaw-cond-gr,1678.3017849453415,1.338604772212081,162.70769739912484,34.67755636056827,78.68720600507079,0.2052702397438541,0.1787520748008682
14,GHB Head,GHB-Awanui-head,pg20,ghbaw-head-hg,1267.4397587594049,1.63737726721194,84.41454084988355,18.825718487337046,77.69848855682899,0.1335729789720773,0.2445564100297592
14,Hydraulic Conductivity,K-grid,pg0,npfklayer1-gr,629.3845649529014,1.4603835864301071,59.66683580111838,50.86941722548596,14.74423514757175,0.1809837760972141,0.3382672958007454
14,Storage,S-grid,pg3,stosslayer1-gr,1227.830412417179,1.3600633405397995,72.56206175287937,17.571284540866042,75.7844745361459,0.1831383448602762,0.120655850731476
14,Recharge,RCH-transient,pg9,rchtr-gr,1045.331154318908,1.0619848393161233,61.43474049519515,27.947156731710272,54.509197065956464,0.090491888048607,0.4373774589016008
14,Recharge,RCH-steady,pg6,rchss-gr,1569.0564723648831,1.448364013923656,126.23017556853596,15.377550851265648,87.81784879724222,0.2994850580656281,0.2219205825953935
14,Recharge,RCH-transient,pg10,rchtr-pp,1058.3172516976113,1.3820164999137527,35.47397154285315,3.2617308128619302,90.80528435074798,0.8656165744288349,0.0
14,Hydraulic Conductivity,K-pilot,pg1,npfklayer1-pp,2328.4294819485585,3.4055117626900606,41.90278858762765,1.896734860267,95.4734877458083,0.0567617425854973,0.8656165744288349
14,Recharge,RCH-steady,pg7,rchss-pp,1344.561623900316,2.8315115368410484,46.64988877166797,7.403094604246797,84.13052035240234,0.085142613878246,0.2412374059883638
14,Storage,S-pilot,pg4,stosslayer1-pp,1489.35030654138,2.3743473470363896,81.33382758510935,22.909261375774488,71.833046524459,0.3689513268057329,0.0
14,GHB Conductance,GHB-Poukawa-cond,pg14,ghbpw-cond-gr,1061.382947872984,1.8135330948895612,62.22878563131884,18.757936264360648,69.85649635605286,0.4115226337448559,0.0164609053497942
14,GHB Head,GHB-Poukawa-head,pg22,ghbpw-head-hg,1702.2490714493274,1.4700504843093196,97.57943526221041,21.31169061765555,78.15964956100854,0.1646090534979423,0.0823045267489711
14,GHB Head,GHB-Spring-head,pg24,ghbspring-head-hg,4456.095183142457,1.088409492560388,480.80481271942904,28.02429466920114,94.17137808777414,0.9945130315500686,0.0
14,GHB Conductance,GHB-Spring-cond,pg16,ghbspring-cond-gr,184.40866562787963,2.274555998138679,23.2332791939114,141.42304158291935,-508.7089144952952,0.2057613168724279,0.6515775034293552
14,Recharge,RCH-transient,pg11,rchtr-cn,92.68948692063978,0.7376198974527068,14.43104227987982,198.85729443792033,-1277.9828967390176,0.0,0.4115226337448559
14,Recharge,RCH-steady,pg8,rchss-cn,1974.3611224503409,8.571563874117484,40.165987062355555,1.7703346552434784,95.59245325529999,0.0,0.0
14,Storage,S-constant,pg5,stosslayer1-cn,2900.4858789817113,2.466075231816633,84.8836555923159,2.9562856005543154,96.51724989937648,0.4115226337448559,0.0
