kper,kstp,k,i,j,SPq
1,1,0,32,30,-117.24920374753117
1,1,0,33,30,-109.67378802397911
1,1,0,33,31,-57.55426284357884
1,1,0,33,32,-67.70477700569245
1,1,0,33,33,-62.21144260537926
1,1,0,34,30,-86.77746122677104
1,1,0,34,31,-80.47470443343184
1,1,0,34,33,-66.97682015048827
1,1,0,35,33,-79.2123180874247
1,1,0,36,32,-101.85232081240383
1,1,0,36,33,-98.37512866569932
1,1,0,37,32,-134.51141465686487
2,1,0,32,30,-710.2666079898225
2,1,0,33,30,-731.0290263007599
2,1,0,33,31,-736.769213249702
2,1,0,33,32,-747.6971896905682
2,1,0,33,33,-756.2532792373163
2,1,0,34,30,-770.1393286461705
2,1,0,34,31,-761.4209952752004
2,1,0,34,33,-765.1249029657738
2,1,0,35,33,-778.9148232086479
2,1,0,36,32,-802.1886916875852
2,1,0,36,33,-798.5527177063533
2,1,0,37,32,-839.565379123459
2,2,0,32,30,-648.8728360381972
2,2,0,33,30,-670.8661558938395
2,2,0,33,31,-679.8450755468599
2,2,0,33,32,-697.2698602061707
2,2,0,33,33,-708.3343985716998
2,2,0,34,30,-721.751746609383
2,2,0,34,31,-712.5851411146533
2,2,0,34,33,-718.0952648722403
2,2,0,35,33,-733.5623222212284
2,2,0,36,32,-758.0362029891463
2,2,0,36,33,-754.2833941317938
2,2,0,37,32,-801.5634955673896
2,3,0,32,30,-604.6210830497539
2,3,0,33,30,-621.12821246249
2,3,0,33,31,-632.5786175646369
2,3,0,33,32,-656.3516234603702
2,3,0,33,33,-671.3599508315672
2,3,0,34,30,-682.743363434947
2,3,0,34,31,-672.4212591651843
2,3,0,34,33,-680.2930290797071
2,3,0,35,33,-697.4186189079741
2,3,0,36,32,-723.4796427462194
2,3,0,36,33,-719.7968803964287
2,3,0,37,32,-773.2992854734536
2,4,0,32,30,-570.4663351099501
2,4,0,33,30,-580.1094068991731
2,4,0,33,31,-592.807731922855
2,4,0,33,32,-621.9742129658815
2,4,0,33,33,-641.5397387486538
2,4,0,34,30,-650.2655079651281
2,4,0,34,31,-638.2950356811199
2,4,0,34,33,-648.8459437669204
2,4,0,35,33,-667.5376763262138
2,4,0,36,32,-695.4119823590536
2,4,0,36,33,-692.0220080837707
2,4,0,37,32,-751.1964206276001
2,5,0,32,30,-542.6933892635225
2,5,0,33,30,-546.0463314964884
2,5,0,33,31,-558.9457319631193
2,5,0,33,32,-592.3391344166153
2,5,0,33,33,-616.5054675161584
2,5,0,34,30,-622.5350679037982
2,5,0,34,31,-608.6258632022701
2,5,0,34,33,-621.9180673581959
2,5,0,35,33,-642.0546918200881
2,5,0,36,32,-671.8539291551613
