kper,kstp,k,i,j,PWq
1,1,0,22,40,-131.98036282193448
1,1,0,23,40,-108.01803017903194
1,1,0,24,39,-119.940666571409
1,1,0,25,39,-82.2534233093296
1,1,0,26,38,-122.26466601387142
1,1,0,27,38,-113.76251934239144
1,1,0,28,38,7.949752455006205
1,1,0,29,37,-82.58771160644937
1,1,0,30,37,-60.03213798523268
1,1,0,31,37,-40.51791979412974
1,1,0,32,36,-61.837692903227435
1,1,0,33,36,-56.77486458877172
1,1,0,34,37,-56.98473281630686
1,1,0,35,37,-57.0378636628825
1,1,0,36,37,-74.10712417582192
1,1,0,37,37,-72.19387520883174
1,1,0,38,37,-77.4026076421626
1,1,0,39,38,-74.35664307695185
1,1,0,40,38,-73.88722522085448
1,1,0,41,38,-77.46831867095784
1,1,0,42,38,-85.77320933088538
1,1,0,43,38,-91.79311551667729
1,1,0,44,38,-99.70308732484193
1,1,0,45,37,68.42603328382995
1,1,0,45,38,-103.64765122596305
2,1,0,22,40,-725.2356029069082
2,1,0,23,40,-712.159278844455
2,1,0,24,39,-736.7515041771989
2,1,0,25,39,-724.2894589482353
2,1,0,26,38,-737.6472755121307
2,1,0,27,38,-704.5546731065816
2,1,0,28,38,-396.64703356881006
2,1,0,29,37,-610.36571667191
2,1,0,30,37,-677.9856329076039
2,1,0,31,37,-716.2872025591613
2,1,0,32,36,-760.6351915142695
2,1,0,33,36,-764.7167901490545
2,1,0,34,37,-752.032892821255
2,1,0,35,37,-759.1379659802615
2,1,0,36,37,-768.8134637219534
2,1,0,37,37,-785.1603860345843
2,1,0,38,37,-810.4562470538283
2,1,0,39,38,-801.459791167368
2,1,0,40,38,-810.0301083153928
2,1,0,41,38,-818.3117132698344
2,1,0,42,38,-824.8846722914035
2,1,0,43,38,-830.8960842244062
2,1,0,44,38,-836.2944885982191
2,1,0,45,37,-900.4989702783964
2,1,0,45,38,-837.1971527894092
2,2,0,22,40,-675.9218796147876
2,2,0,23,40,-663.284236507664
2,2,0,24,39,-694.3757503815106
2,2,0,25,39,-675.3317528657427
2,2,0,26,38,-694.4157615333147
2,2,0,27,38,-644.8047051737686
2,2,0,28,38,-245.22045764482772
2,2,0,29,37,-518.4292902373585
2,2,0,30,37,-597.369684807691
2,2,0,31,37,-648.3313546612866
2,2,0,32,36,-714.6489085572555
2,2,0,33,36,-719.1923259421703
2,2,0,34,37,-697.6874945139455
2,2,0,35,37,-705.4494012247586
2,2,0,36,37,-715.6260440513292
2,2,0,37,37,-732.0778607542434
2,2,0,38,37,-762.6947332392601
2,2,0,39,38,-744.6104926116564
2,2,0,40,38,-753.6715722455741
2,2,0,41,38,-761.9004137791013
2,2,0,42,38,-768.4514962331533
2,2,0,43,38,-773.9336983219494
2,2,0,44,38,-776.7544170305496
2,2,0,45,37,-839.0354271946018
2,2,0,45,38,-769.198734485119
2,3,0,22,40,-633.4818387755622
2,3,0,23,40,-621.6873337746823
2,3,0,24,39,-659.8110968351014
2,3,0,25,39,-634.7884377183783
2,3,0,26,38,-659.2425096194025
2,3,0,27,38,-598.7292673112489
2,3,0,28,38,-194.40962933940213
2,3,0,29,37,-464.09906168827496
2,3,0,30,37,-537.6886839497499
2,3,0,31,37,-592.4506220503282
2,3,0,32,36,-677.9261363914943
2,3,0,33,36,-683.0246231669454
2,3,0,34,37,-652.0270880456341
2,3,0,35,37,-660.7936774837934
2,3,0,36,37,-671.6033047204063
2,3,0,37,37,-688.7948230382167
2,3,0,38,37,-724.5710100692651
2,3,0,39,38,-696.8904918946337
2,3,0,40,38,-706.8293383502545
2,3,0,41,38,-715.2178613784381
2,3,0,42,38,-721.6732108027239
2,3,0,43,38,-726.2977802842568
2,3,0,44,38,-725.7983929942442
2,3,0,45,37,-790.2387335431877
2,3,0,45,38,-710.349071073209
2,4,0,22,40,-596.4009638351766
2,4,0,23,40,-585.6566116602598
2,4,0,24,39,-630.5653077261758
2,4,0,25,39,-600.6920767559288
2,4,0,26,38,-629.9599101911243
2,4,0,27,38,-562.6755090686021
2,4,0,28,38,-174.3296162918537
