kper,kstp,k,i,j,CONFq
1,1,0,1,27,-5.287560105541939
1,1,0,1,28,-5.2472922872704935
1,1,0,1,29,-5.168718996527911
1,1,0,1,30,-5.052530895394124
1,1,0,1,31,-4.898858185844944
1,1,0,1,32,-4.707605544822663
1,1,0,1,33,-4.4786697682296825
1,1,0,1,34,-4.212105151751576
1,1,0,1,35,-3.908302574925834
1,1,0,1,36,-3.5682291102401464
1,1,0,1,37,-3.1938030322667785
1,1,0,1,38,-2.7885692167906235
1,1,0,1,39,-2.3591102969093853
1,1,0,1,40,-1.9184868305223866
1,1,0,1,41,-1.4959364155237918
1,1,0,1,42,-1.1678814375329996
1,1,0,2,24,-5.232580428448593
1,1,0,2,25,-5.252770890131615
1,1,0,2,26,-5.2636659361020435
1,1,0,2,27,-5.258911675863164
1,1,0,2,28,-5.2164130596696054
1,1,0,2,29,-5.136625284908803
1,1,0,2,30,-5.019540074690141
1,1,0,2,31,-4.864936226087906
1,1,0,2,32,-4.672510949009631
1,1,0,2,33,-4.4419941053637295
1,1,0,2,34,-4.173261373070378
1,1,0,2,35,-3.8664664049297564
1,1,0,2,36,-3.522207342424096
1,1,0,2,37,-3.1417395920642157
1,1,0,2,38,-2.727220536805252
1,1,0,2,39,-2.2818367830325563
1,1,0,2,40,-1.8090371544484967
1,1,0,2,41,-1.3072466154239741
1,1,0,2,42,-0.7434456871385962
1,1,0,2,43,0.0711513509518138
1,1,0,2,44,0.8244818357329642
1,1,0,2,45,1.5597928556142087
1,1,0,2,46,2.3218583615769806
1,1,0,2,47,2.1690425444093027
1,1,0,3,21,-4.858956527542908
1,1,0,3,22,-4.936376748907136
1,1,0,3,23,-5.034468052669137
1,1,0,3,24,-5.143107187634726
1,1,0,3,25,-5.192918129791234
1,1,0,3,26,-5.210239699898207
1,1,0,3,27,-5.198916588536832
1,1,0,3,28,-5.153445475986388
1,1,0,3,29,-5.071921670173854
1,1,0,3,30,-4.953381854432251
1,1,0,3,31,-4.797117117131236
1,1,0,3,32,-4.60250375001981
1,1,0,3,33,-4.368990544218505
1,1,0,3,34,-4.096142257074952
1,1,0,3,35,-3.7837098890165883
1,1,0,3,36,-3.43171348668783
1,1,0,3,37,-3.040508823617305
1,1,0,3,38,-2.6107527799912447
1,1,0,3,39,-2.1430244311497866
1,1,0,3,40,-1.6364704434973252
1,1,0,3,41,-1.085114881672423
1,1,0,3,42,-0.4705941316415956
1,1,0,3,43,0.23706010785812914
1,1,0,3,44,0.9521655034915728
1,1,0,3,45,1.6476046476301143
