,time,kper,kstp,sample,flux,package
0,1.0,1,1,spring,-39.79012022477855,GHB_SP
1,2.0,2,1,spring,-39.657004946114284,GHB_SP
2,3.0,2,2,spring,-39.53136164537045,GHB_SP
3,4.0,2,3,spring,-39.403697177836875,GHB_SP
4,5.0,2,4,spring,-40.23468722759117,GHB_SP
5,6.0,2,5,spring,-40.77311985891902,GHB_SP
6,7.0,2,6,spring,-41.99546156249198,GHB_SP
7,8.0,2,7,spring,-42.17463807978584,GHB_SP
8,9.0,2,8,spring,-42.335553885749505,GHB_SP
9,10.0,2,9,spring,-42.41665650349751,GHB_SP
10,11.0,2,10,spring,-43.51203067662482,GHB_SP
11,12.0,2,11,spring,-43.7518403831873,GHB_SP
12,13.0,2,12,spring,-44.91018303837791,GHB_SP
13,14.0,2,13,spring,-45.702514061835245,GHB_SP
14,15.0,2,14,spring,-46.014896159880664,GHB_SP
15,16.0,2,15,spring,-46.85609567983556,GHB_SP
16,17.0,2,16,spring,-47.40853857523871,GHB_SP
17,18.0,2,17,spring,-47.24893370532027,GHB_SP
18,19.0,2,18,spring,-46.929529183657905,GHB_SP
19,20.0,2,19,spring,-46.62438777929219,GHB_SP
20,21.0,2,20,spring,-45.90661066938901,GHB_SP
21,22.0,2,21,spring,-46.59665321553712,GHB_SP
22,23.0,2,22,spring,-47.2736962502122,GHB_SP
23,24.0,2,23,spring,-49.02964955100924,GHB_SP
24,25.0,2,24,spring,-51.45575559116514,GHB_SP
25,26.0,2,25,spring,-54.820411114436865,GHB_SP
26,27.0,2,26,spring,-58.0482450313566,GHB_SP
27,28.0,2,27,spring,-62.647949333289034,GHB_SP
28,29.0,2,28,spring,-66.92281503047161,GHB_SP
29,30.0,2,29,spring,-69.23365310932422,GHB_SP
30,31.0,2,30,spring,-71.41989467930034,GHB_SP
31,32.0,2,31,spring,-74.82442330291542,GHB_SP
32,33.0,2,32,spring,-77.29789464712212,GHB_SP
33,34.0,2,33,spring,-78.15078148038447,GHB_SP
34,35.0,2,34,spring,-81.21192669546326,GHB_SP
35,36.0,2,35,spring,-84.51887053190694,GHB_SP
36,37.0,2,36,spring,-85.67512712500957,GHB_SP
37,38.0,2,37,spring,-86.4079599235256,GHB_SP
38,39.0,2,38,spring,-88.92685872282163,GHB_SP
39,40.0,2,39,spring,-88.6328769853344,GHB_SP
40,41.0,2,40,spring,-88.6552961772968,GHB_SP
41,42.0,2,41,spring,-88.19950472686196,GHB_SP
42,43.0,2,42,spring,-88.16111949371134,GHB_SP
43,44.0,2,43,spring,-86.7046870051081,GHB_SP
44,45.0,2,44,spring,-87.51446548108197,GHB_SP
45,46.0,2,45,spring,-86.98971871984122,GHB_SP
46,47.0,2,46,spring,-84.53496621378326,GHB_SP
47,48.0,2,47,spring,-82.27171777006151,GHB_SP
48,49.0,2,48,spring,-81.90048057317745,GHB_SP
49,50.0,2,49,spring,-81.13556425855495,GHB_SP
50,51.0,2,50,spring,-80.7744268274455,GHB_SP
51,52.0,2,51,spring,-80.81702550050977,GHB_SP
52,53.0,2,52,spring,-81.42230724633646,GHB_SP
53,54.0,3,1,spring,-2.311470519198906,GHB_SP
54,55.0,4,1,spring,-2.805495811053788,GHB_SP
55,56.0,4,2,spring,-3.2615940069762246,GHB_SP
56,57.0,4,3,spring,-3.7022790480698404,GHB_SP
57,58.0,4,4,spring,-4.447696455575624,GHB_SP
58,59.0,4,5,spring,-5.197294812513519,GHB_SP
59,60.0,4,6,spring,-5.853974235691794,GHB_SP
60,61.0,4,7,spring,-6.466770791171825,GHB_SP
61,62.0,4,8,spring,-6.892249098059551,GHB_SP
62,63.0,4,9,spring,-7.115823265631775,GHB_SP
63,64.0,4,10,spring,-7.507208668205408,GHB_SP
64,65.0,4,11,spring,-8.243515252937073,GHB_SP
65,66.0,4,12,spring,-8.767370065839941,GHB_SP
66,67.0,4,13,spring,-9.124282347682197,GHB_SP
67,68.0,4,14,spring,-9.537460857779706,GHB_SP
68,69.0,4,15,spring,-10.416651484220893,GHB_SP
69,70.0,4,16,spring,-11.215324528105498,GHB_SP
