,time,kper,kstp,sample,flux,package
70,71.0,4,17,spring,-11.902588060057724,GHB_SP
71,72.0,4,18,spring,-12.632912597362406,GHB_SP
72,73.0,4,19,spring,-13.291553010282428,GHB_SP
73,74.0,4,20,spring,-13.944827502846692,GHB_SP
74,75.0,4,21,spring,-14.334330169088162,GHB_SP
75,76.0,4,22,spring,-14.704743662708552,GHB_SP
76,77.0,4,23,spring,-15.01886007524945,GHB_SP
77,78.0,4,24,spring,-15.273036106045993,GHB_SP
78,79.0,4,25,spring,-15.46831090799003,GHB_SP
79,80.0,4,26,spring,-15.66462349639778,GHB_SP
80,81.0,4,27,spring,-15.806506577125333,GHB_SP
81,82.0,4,28,spring,-15.994887770624473,GHB_SP
82,83.0,4,29,spring,-16.28632289592929,GHB_SP
83,84.0,4,30,spring,-16.663436822653807,GHB_SP
84,85.0,4,31,spring,-16.765479963203234,GHB_SP
85,86.0,4,32,spring,-16.919863574273336,GHB_SP
86,87.0,4,33,spring,-17.232362060918263,GHB_SP
87,88.0,4,34,spring,-17.547560304822582,GHB_SP
88,89.0,4,35,spring,-17.829732198583883,GHB_SP
89,90.0,4,36,spring,-18.062203434672938,GHB_SP
90,91.0,4,37,spring,-18.192256802986662,GHB_SP
91,92.0,4,38,spring,-18.286567499352145,GHB_SP
92,93.0,4,39,spring,-18.245821402335423,GHB_SP
93,94.0,4,40,spring,-18.169143829850555,GHB_SP
94,95.0,4,41,spring,-18.151726136873776,GHB_SP
95,96.0,4,42,spring,-18.16788682958793,GHB_SP
96,97.0,4,43,spring,-18.159038486832515,GHB_SP
97,98.0,4,44,spring,-18.198315141183343,GHB_SP
98,99.0,4,45,spring,-18.286364994254654,GHB_SP
99,100.0,4,46,spring,-18.150306321892344,GHB_SP
100,101.0,4,47,spring,-17.91119754085173,GHB_SP
101,102.0,4,48,spring,-17.73371260025283,GHB_SP
102,103.0,4,49,spring,-17.435513293985423,GHB_SP
103,104.0,4,50,spring,-17.115849152864712,GHB_SP
104,105.0,4,51,spring,-16.870106843267195,GHB_SP
105,106.0,4,52,spring,-16.756249108528664,GHB_SP
