name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:38_idx2:36,0,1,-2,2,0,0.999983,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:39_idx2:7,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:39_idx2:8,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:39_idx2:37,0,1,-2,2,0,0.999981,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:40_idx2:5,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:40_idx2:6,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:40_idx2:38,0,1,-2,2,0,0.999981,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:41_idx2:4,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:41_idx2:38,0,1,-2,2,0,0.999982,-1.99996,1.99996
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:42_idx2:2,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:42_idx2:3,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:42_idx2:38,0,1,-2,2,0,0.999983,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:43_idx2:1,0,1,-2,2,0,0.995435,-1.99087,1.99087
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:43_idx2:39,0,1,-2,2,0,0.999984,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:44_idx2:39,0,1,-2,2,0,0.999984,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:45_idx2:39,0,1,-2,2,0,0.999985,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:45_idx2:40,0,1,-2,2,0,0.999985,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:46_idx2:39,0,1,-2,2,0,0.999985,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:46_idx2:40,0,1,-2,2,0,0.999985,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:47_idx2:39,0,1,-2,2,0,0.999986,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:47_idx2:40,0,1,-2,2,0,0.999986,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:48_idx2:39,0,1,-2,2,0,0.999986,-1.99997,1.99997
pname:mbr_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:5_idx1:48_idx2:40,0,1,-2,2,0,0.999986,-1.99997,1.99997
pname:mbr_cond_condcn_inst:0_ptype:cn_usecol:3_pstyle:m,0,1,-2,2,0,0.335473,-0.670945,0.670945
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:1_idx2:24,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:1_idx2:25,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:1_idx2:26,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:1_idx2:27,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:1_idx2:28,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:1_idx2:29,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:1_idx2:30,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:1_idx2:31,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:1_idx2:32,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:2_idx2:22,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:2_idx2:23,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:3_idx2:21,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:4_idx2:19,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:4_idx2:20,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:5_idx2:18,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:6_idx2:16,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:6_idx2:17,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:7_idx2:15,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:8_idx2:13,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:8_idx2:14,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:9_idx2:12,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:10_idx2:10,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:10_idx2:11,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:11_idx2:9,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:12_idx2:8,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:13_idx2:8,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:14_idx2:7,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:15_idx2:7,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:16_idx2:6,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:17_idx2:6,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:18_idx2:6,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:19_idx2:5,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:20_idx2:5,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:21_idx2:4,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:22_idx2:4,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:23_idx2:3,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:24_idx2:3,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:25_idx2:2,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:26_idx2:2,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:27_idx2:2,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:28_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:29_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:30_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:31_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:32_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:33_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:34_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:35_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:36_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:37_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:38_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:39_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:40_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:41_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:42_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:1_idx2:24,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:1_idx2:25,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:1_idx2:26,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:1_idx2:27,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:1_idx2:28,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:1_idx2:29,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:1_idx2:30,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:1_idx2:31,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:1_idx2:32,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:2_idx2:22,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:2_idx2:23,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:3_idx2:21,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:4_idx2:19,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:4_idx2:20,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:5_idx2:18,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:6_idx2:16,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:6_idx2:17,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:7_idx2:15,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:8_idx2:13,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:8_idx2:14,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:9_idx2:12,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:10_idx2:10,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:10_idx2:11,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:11_idx2:9,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:12_idx2:8,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:13_idx2:8,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:14_idx2:7,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:15_idx2:7,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:16_idx2:6,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:17_idx2:6,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:18_idx2:6,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:19_idx2:5,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:20_idx2:5,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:21_idx2:4,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:22_idx2:4,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:23_idx2:3,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:24_idx2:3,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:25_idx2:2,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:26_idx2:2,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:27_idx2:2,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:28_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:29_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:30_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:31_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:32_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:33_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:34_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:35_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:36_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:37_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:38_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:39_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:40_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:41_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:1_idx1:42_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:1_idx2:24,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:1_idx2:25,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:1_idx2:26,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:1_idx2:27,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:1_idx2:28,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:1_idx2:29,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:1_idx2:30,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:1_idx2:31,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:1_idx2:32,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:2_idx2:22,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:2_idx2:23,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:3_idx2:21,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:4_idx2:19,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:4_idx2:20,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:5_idx2:18,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:6_idx2:16,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:6_idx2:17,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:7_idx2:15,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:8_idx2:13,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:8_idx2:14,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:9_idx2:12,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:10_idx2:10,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:10_idx2:11,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:11_idx2:9,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:12_idx2:8,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:13_idx2:8,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:14_idx2:7,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:15_idx2:7,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:16_idx2:6,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:17_idx2:6,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:18_idx2:6,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:19_idx2:5,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:20_idx2:5,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:21_idx2:4,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:22_idx2:4,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:23_idx2:3,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:24_idx2:3,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:25_idx2:2,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:26_idx2:2,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:27_idx2:2,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:28_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:29_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:30_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:31_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:32_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:33_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:34_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:35_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:36_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:37_idx2:1,0,1,-2,2,0,1,-2,2
pname:influx_cond_condgr_inst:0_ptype:gr_usecol:3_pstyle:m_idx0:2_idx1:38_idx2:1,0,1,-2,2,0,1,-2,2
