kper,kstp,k,i,j,SPq
1,1,0,32,30,-8.160802089706628
1,1,0,33,30,-8.116550449025508
1,1,0,33,31,-7.540512361459844
1,1,0,33,32,-7.577142288953778
1,1,0,33,33,-7.437908337280854
1,1,0,34,30,-7.632231682984694
1,1,0,34,31,-7.6421537278721114
1,1,0,34,33,-7.468400692184753
1,1,0,35,33,-7.506126783961232
1,1,0,36,32,-7.55946254545532
1,1,0,36,33,-7.548636640429821
1,1,0,37,32,-7.608985712220546
2,1,0,32,30,-14.136970156836147
2,1,0,33,30,-14.281002252159695
2,1,0,33,31,-14.31725802185255
2,1,0,33,32,-14.367365008682436
2,1,0,33,33,-14.414831416894938
2,1,0,34,30,-14.43753210164405
2,1,0,34,31,-14.456645005561482
2,1,0,34,33,-14.515988182466247
2,1,0,35,33,-14.614305966326155
2,1,0,36,32,-14.700763568714601
2,1,0,36,33,-14.710860489143586
2,1,0,37,32,-14.80598526214119
2,2,0,32,30,-13.321321786379604
2,2,0,33,30,-13.519265430067035
2,2,0,33,31,-13.584656451952773
2,2,0,33,32,-13.661478785389015
2,2,0,33,33,-13.732948187317318
2,2,0,34,30,-13.728372734192835
2,2,0,34,31,-13.779373974408644
2,2,0,34,33,-13.89097495979724
2,2,0,35,33,-14.038584243346062
2,2,0,36,32,-14.146866348853951
2,2,0,36,33,-14.180104095448542
2,2,0,37,32,-14.294527996606805
2,3,0,32,30,-12.53999390504957
2,3,0,33,30,-12.768237578875514
2,3,0,33,31,-12.853420595397273
2,3,0,33,32,-12.947315450685123
2,3,0,33,33,-13.03374981576654
2,3,0,34,30,-13.007240930990177
2,3,0,34,31,-13.08214380090752
2,3,0,34,33,-13.231545951676857
2,3,0,35,33,-13.414636738681565
2,3,0,36,32,-13.536615231395905
2,3,0,36,33,-13.589703347276307
2,3,0,37,32,-13.71610632201884
2,4,0,32,30,-11.794992421757117
2,4,0,33,30,-12.040946519545807
2,4,0,33,31,-12.140044602655411
2,4,0,33,32,-12.245552779970101
2,4,0,33,33,-12.342037671220929
2,4,0,34,30,-12.297597994027813
2,4,0,34,31,-12.39007134658506
2,4,0,34,33,-12.56684699560524
2,4,0,35,33,-12.77457868172632
2,4,0,36,32,-12.904997232370643
2,4,0,36,33,-12.973625880857304
2,4,0,37,32,-13.1074870518598
2,5,0,32,30,-11.089193374873531
2,5,0,33,30,-11.344925154491829
2,5,0,33,31,-11.45363407264322
2,5,0,33,32,-11.566883749739835
2,5,0,33,33,-11.669994891233694
2,5,0,34,30,-11.611370351734777
2,5,0,34,31,-11.716431970219247
2,5,0,34,33,-11.912480063642075
2,5,0,35,33,-12.136602407040064
2,5,0,36,32,-12.271810046762262
2,5,0,36,33,-12.351977662128414
2,5,0,37,32,-12.490068913694804
2,6,0,32,30,-10.423864038397836
2,6,0,33,30,-10.683926556470459
2,6,0,33,31,-10.798917217051393
2,6,0,33,32,-10.91694539199586
2,6,0,33,33,-11.024075647831808
2,6,0,34,30,-10.954688310197973
2,6,0,34,31,-11.06838096395121
2,6,0,34,33,-11.277273984071176
2,6,0,35,33,-11.511479265419402
2,6,0,36,32,-11.648832566612507
2,6,0,36,33,-11.73714618753576
2,6,0,37,32,-11.877052865494969
2,7,0,32,30,-9.799012284136689
2,7,0,33,30,-10.05950810180125
2,7,0,33,31,-10.178165207739706
2,7,0,33,32,-10.298658257218815
2,7,0,33,33,-10.407775994337094
2,7,0,34,30,-10.33062269296453
2,7,0,34,31,-10.44980029945845
2,7,0,34,33,-10.66643323472764
2,7,0,35,33,-10.905886929273061
2,7,0,36,32,-11.04344552322429
2,7,0,36,33,-11.137129846236732
2,7,0,37,32,-11.277036513870785
2,8,0,32,30,-9.213869248771468
2,8,0,33,30,-9.471965643981628
2,8,0,33,31,-9.59223519575168
2,8,0,33,32,-9.713387193844172
2,8,0,33,33,-9.822909519647483
2,8,0,34,30,-9.740530085530251
2,8,0,34,31,-9.862703562468457
2,8,0,34,33,-10.083048303994412
2,8,0,35,33,-10.324055149830617
2,8,0,36,32,-10.460396078469177
2,8,0,36,33,-10.557226007616627
2,8,0,37,32,-10.695780293599883
2,9,0,32,30,-8.66720914875772
2,9,0,33,30,-8.920848636736634
2,9,0,33,31,-9.041129968971008
2,9,0,33,32,-9.161544344675827
2,9,0,33,33,-9.270250102851117
2,9,0,34,30,-9.184744077771851
2,9,0,34,31,-9.307960779867857
2,9,0,34,33,-9.52887171196394
2,9,0,35,33,-9.768628271049367
2,9,0,36,32,-9.902718682165268
2,9,0,36,33,-10.000936726980688
2,9,0,37,32,-10.137147548099687
2,10,0,32,30,-8.157538784735056
2,10,0,33,30,-8.405247409169174
2,10,0,33,31,-8.524308830824582
2,10,0,33,32,-8.642921680120805
2,10,0,33,33,-8.74988357782216
2,10,0,34,30,-8.662951471991976
2,10,0,34,31,-8.785697016439295
2,10,0,34,33,-9.004750398891593
2,10,0,35,33,-9.241155793529634
2,10,0,36,32,-9.372260416814727
2,10,0,36,33,-9.470497618985707
2,10,0,37,32,-9.603655784944554
2,11,0,32,30,-7.683188919692225
2,11,0,33,30,-7.923912438464577
2,11,0,33,31,-8.04079974400641
2,11,0,33,32,-8.156788667622221
2,11,0,33,33,-8.261291091422303
2,11,0,34,30,-8.174335043317935
2,11,0,34,31,-8.295431465023526
2,11,0,34,33,-8.510737061538084
2,11,0,35,33,-8.742227760206005
2,11,0,36,32,-8.869850207586396
2,11,0,36,33,-8.967032975835526
2,11,0,37,32,-9.096660149286075
2,12,0,32,30,-7.242462339303673
2,12,0,33,30,-7.475529041102461
2,12,0,33,31,-7.589560230952827
2,12,0,33,32,-7.702363735341629
2,12,0,33,33,-7.803924564552329
2,12,0,34,30,-7.717975856352861
2,12,0,34,31,-7.83655923364581
2,12,0,34,33,-8.04678502169172
2,12,0,35,33,-8.27225606951546
2,12,0,36,32,-8.396052247517641
2,12,0,36,33,-8.491401701510634
2,12,0,37,32,-8.61716581964531
2,13,0,32,30,-6.833579058959477
2,13,0,33,30,-7.058583453210627
2,13,0,33,31,-7.169272735666588
2,13,0,33,32,-7.2784964130574625
2,13,0,33,33,-7.376778515803131
2,13,0,34,30,-7.292634843678443
2,13,0,34,31,-7.4080769837174305
2,13,0,34,33,-7.612256075099224
2,13,0,35,33,-7.830949847928361
2,13,0,36,32,-7.950723021250463
2,13,0,36,33,-8.043660081542695
2,13,0,37,32,-8.165372875066709
2,14,0,32,30,-6.454748911493294
2,14,0,33,30,-6.671491885622722
2,14,0,33,31,-6.7785103040474946
2,14,0,33,32,-6.883898827109918
2,14,0,33,33,-6.978687069710999
2,14,0,34,30,-6.896942637428489
2,14,0,34,31,-7.008803111877432
2,14,0,34,33,-7.206274108095886
2,14,0,35,33,-7.4177055354755455
2,14,0,36,32,-7.533363777458937
2,14,0,36,33,-7.62347701918417
2,14,0,37,32,-7.7410532295300145
2,15,0,32,30,-6.104200191643532
2,15,0,33,30,-6.312642287148606
2,15,0,33,31,-6.415785781989894
2,15,0,33,32,-6.5171943746833945
2,15,0,33,33,-6.608370562162944
2,15,0,34,30,-6.529453177131851
2,15,0,34,31,-6.637441321914926
2,15,0,34,33,-6.827786521673267
2,15,0,35,33,-7.031684128484986
2,15,0,36,32,-7.1432152077699165
2,15,0,36,33,-7.230227239910705
2,15,0,37,32,-7.34365998603046
2,16,0,32,30,-5.7801956170975926
2,16,0,33,30,-5.9804196739590525
2,16,0,33,31,-6.079583073517615
2,16,0,33,32,-6.176953946878454
2,16,0,33,33,-6.264475987128884
2,16,0,34,30,-6.188678594894811
2,16,0,34,31,-6.292622712677068
2,16,0,34,33,-6.475617094592421
2,16,0,35,33,-6.671875732106353
