kper,awanui,confined,poukawa,spring,inout,percentdiscrepancy,recharge,stoss,total,sw,inflow
1,-884.4738,-1746.0527,-183.3982,-91.7989,0.6827,0.02,2906.4062,0.0,0.6826172,-1159.671,1160.3535
2,-216.7651,-2472.2156,-62.4585,-30.2877,-3.8566,-0.14,2642.1875,135.6827,-3.8566895,-309.5113,169.97192
3,-1561.9843,-1276.7783,-64.632,0.0,3.0116,0.1,2906.4062,0.0,3.0117188,-1626.6162,1629.6279
4,-493.0832,-2224.8955,-31.7986,0.0,-3.4161,-0.12,2642.1875,104.1738,-3.4160156,-524.8818,417.292
