,time,kper,kstp,sample,flux,package
38,39.0,2,38,spring,-0.22284599019410023,GHB_SP
39,40.0,2,39,spring,-0.22335599929084926,GHB_SP
40,41.0,2,40,spring,-0.22385988336936846,GHB_SP
41,42.0,2,41,spring,-0.2242758885096019,GHB_SP
42,43.0,2,42,spring,-0.22471371958671837,GHB_SP
43,44.0,2,43,spring,-0.22495245267481256,GHB_SP
44,45.0,2,44,spring,-0.22543617839233376,GHB_SP
45,46.0,2,45,spring,-0.22576368984724515,GHB_SP
46,47.0,2,46,spring,-0.22581827338848637,GHB_SP
47,48.0,2,47,spring,-0.22583224075911557,GHB_SP
48,49.0,2,48,spring,-0.2260440116799609,GHB_SP
49,50.0,2,49,spring,-0.2262101702438214,GHB_SP
50,51.0,2,50,spring,-0.22641782790783505,GHB_SP
51,52.0,2,51,spring,-0.22667625816659542,GHB_SP
52,53.0,2,52,spring,-0.22701338696187157,GHB_SP
53,54.0,3,1,spring,-0.1698073124115418,GHB_SP
54,55.0,4,1,spring,-0.17003333769417572,GHB_SP
55,56.0,4,2,spring,-0.17024982116518217,GHB_SP
56,57.0,4,3,spring,-0.1704652700584458,GHB_SP
57,58.0,4,4,spring,-0.17083073494563694,GHB_SP
58,59.0,4,5,spring,-0.17120769110792344,GHB_SP
59,60.0,4,6,spring,-0.17154883341951255,GHB_SP
60,61.0,4,7,spring,-0.1718752235924974,GHB_SP
61,62.0,4,8,spring,-0.17211773248558904,GHB_SP
62,63.0,4,9,spring,-0.17226635232231524,GHB_SP
63,64.0,4,10,spring,-0.17249401283817845,GHB_SP
64,65.0,4,11,spring,-0.17288833686836735,GHB_SP
65,66.0,4,12,spring,-0.17318987386592755,GHB_SP
66,67.0,4,13,spring,-0.1734159222892342,GHB_SP
67,68.0,4,14,spring,-0.1736699660559906,GHB_SP
68,69.0,4,15,spring,-0.17414809634311879,GHB_SP
69,70.0,4,16,spring,-0.1745980507175764,GHB_SP
70,71.0,4,17,spring,-0.175002615827216,GHB_SP
71,72.0,4,18,spring,-0.17543293844225116,GHB_SP
72,73.0,4,19,spring,-0.17583513315069366,GHB_SP
73,74.0,4,20,spring,-0.1762393889593895,GHB_SP
74,75.0,4,21,spring,-0.17652287202147043,GHB_SP
75,76.0,4,22,spring,-0.17679770969795305,GHB_SP
76,77.0,4,23,spring,-0.1770466636733108,GHB_SP
77,78.0,4,24,spring,-0.17726758889549077,GHB_SP
78,79.0,4,25,spring,-0.17746049490519622,GHB_SP
79,80.0,4,26,spring,-0.17765340831837295,GHB_SP
80,81.0,4,27,spring,-0.17782046100893667,GHB_SP
81,82.0,4,28,spring,-0.17800907239311925,GHB_SP
82,83.0,4,29,spring,-0.17824724061917152,GHB_SP
83,84.0,4,30,spring,-0.1785284699331552,GHB_SP
84,85.0,4,31,spring,-0.1786824857446161,GHB_SP
85,86.0,4,32,spring,-0.17886021149840692,GHB_SP
86,87.0,4,33,spring,-0.17911334837473858,GHB_SP
87,88.0,4,34,spring,-0.17937073527883785,GHB_SP
88,89.0,4,35,spring,-0.1796151290462501,GHB_SP
89,90.0,4,36,spring,-0.1798379162027831,GHB_SP
90,91.0,4,37,spring,-0.18001324831415755,GHB_SP
91,92.0,4,38,spring,-0.1801713183821423,GHB_SP
92,93.0,4,39,spring,-0.18026472156424111,GHB_SP
93,94.0,4,40,spring,-0.1803387432707444,GHB_SP
94,95.0,4,41,spring,-0.18043864256951436,GHB_SP
95,96.0,4,42,spring,-0.18055362358906624,GHB_SP
96,97.0,4,43,spring,-0.18065651949840045,GHB_SP
97,98.0,4,44,spring,-0.1807817219566018,GHB_SP
98,99.0,4,45,spring,-0.18093042214982757,GHB_SP
99,100.0,4,46,spring,-0.18097365016119293,GHB_SP
100,101.0,4,47,spring,-0.1809652359421995,GHB_SP
101,102.0,4,48,spring,-0.18098236508278187,GHB_SP
102,103.0,4,49,spring,-0.18093997192309652,GHB_SP
103,104.0,4,50,spring,-0.18088352354880288,GHB_SP
104,105.0,4,51,spring,-0.18085852620458465,GHB_SP
105,106.0,4,52,spring,-0.1808940926926672,GHB_SP
