kper,kstp,time,k,i,j,PWq
1,1,1.0,0,4,31,-1.2647690129987836
1,1,1.0,0,4,32,-0.7338288759854663
1,1,1.0,0,5,32,-1.2717173980137773
1,1,1.0,0,6,33,-1.1276897390280283
1,1,1.0,0,7,33,-1.4237057549371457
1,1,1.0,0,8,33,-1.8641417628425643
1,1,1.0,0,9,33,-2.5990420621881754
1,1,1.0,0,10,34,-1.9694795225964299
1,1,1.0,0,11,34,-2.2940351511140307
1,1,1.0,0,12,34,-2.635146013857309
1,1,1.0,0,13,34,-2.9940387130378667
1,1,1.0,0,14,34,-3.6801481858934153
1,1,1.0,0,15,35,-2.3833913663708586
1,1,1.0,0,16,35,-2.5570260382409344
1,1,1.0,0,17,35,-2.8076738005014477
1,1,1.0,0,18,35,-3.2746884063307107
1,1,1.0,0,19,36,-1.9394989489399705
1,1,1.0,0,20,36,-1.8930049211091813
1,1,1.0,0,21,36,-1.7955747957487347
1,1,1.0,0,22,36,-2.0485868075132814
1,1,1.0,0,23,37,-1.4540905499753478
1,1,1.0,0,24,37,-1.6559433307038205
1,1,1.0,0,25,37,-1.8890784452019176
1,1,1.0,0,26,37,-2.1728092269346178
1,1,1.0,0,27,37,-2.668322777257437
1,1,1.0,0,28,38,-1.647659444105237
1,1,1.0,0,29,38,-1.781115542123061
1,1,1.0,0,30,38,-1.8887333342482435
1,1,1.0,0,31,38,-1.9578713269180774
1,1,1.0,0,32,38,-2.0155814029724937
1,1,1.0,0,33,38,-2.1077386141792864
1,1,1.0,0,34,38,-2.3195947381137465
1,1,1.0,0,35,39,-1.2526378475506412
1,1,1.0,0,36,39,-1.2342324098820043
1,1,1.0,0,37,38,-2.0123193793822693
1,1,1.0,0,38,36,-4.083481948184531
1,1,1.0,0,38,37,-2.3514987472271613
2,1,2.0,0,4,31,-1.3148329945027513
2,1,2.0,0,4,32,-0.7786804536501677
2,1,2.0,0,5,32,-1.3180613424316334
2,1,2.0,0,6,33,-1.17345599473623
2,1,2.0,0,7,33,-1.469092633581397
2,1,2.0,0,8,33,-1.909133279242269
2,1,2.0,0,9,33,-2.6441470740744535
2,1,2.0,0,10,34,-2.0129394985436306
2,1,2.0,0,11,34,-2.336317839060939
2,1,2.0,0,12,34,-2.6751044966269433
2,1,2.0,0,13,34,-3.0307655021389337
2,1,2.0,0,14,34,-3.7140796201911996
2,1,2.0,0,15,35,-2.4130650683029273
2,1,2.0,0,16,35,-2.5834376282013807
2,1,2.0,0,17,35,-2.830897092515812
2,1,2.0,0,18,35,-3.2946850793239832
2,1,2.0,0,19,36,-1.9554987472002097
2,1,2.0,0,20,36,-1.9055518360848112
2,1,2.0,0,21,36,-1.8045443288771779
2,1,2.0,0,22,36,-2.0556217098337584
2,1,2.0,0,23,37,-1.4607723712659322
2,1,2.0,0,24,37,-1.6624020545224454
2,1,2.0,0,25,37,-1.8953382887116632
2,1,2.0,0,26,37,-2.178894389988038
2,1,2.0,0,27,37,-2.674240425561898
2,1,2.0,0,28,38,-1.6532371087543893
2,1,2.0,0,29,38,-1.7864884775641414
2,1,2.0,0,30,38,-1.8939110663160221
2,1,2.0,0,31,38,-1.962859462742074
2,1,2.0,0,32,38,-2.020423888439069
2,1,2.0,0,33,38,-2.112491775019734
2,1,2.0,0,34,38,-2.324284300286152
2,1,2.0,0,35,39,-1.257186932450658
2,1,2.0,0,36,39,-1.23876048329155
2,1,2.0,0,37,38,-2.0167874799111267
2,1,2.0,0,38,36,-4.087865357174579
2,1,2.0,0,38,37,-2.3558721218646994
2,2,3.0,0,4,31,-1.3491534256845625
2,2,3.0,0,4,32,-0.8057707727937213
2,2,3.0,0,5,32,-1.3489186782500724
2,2,3.0,0,6,33,-1.2034392614517628
2,2,3.0,0,7,33,-1.499508033321149
2,2,3.0,0,8,33,-1.940011543904916
2,2,3.0,0,9,33,-2.6765159318550786
2,2,3.0,0,10,34,-2.0435508318302595
2,2,3.0,0,11,34,-2.366456183099558
2,2,3.0,0,12,34,-2.703841340243059
2,2,3.0,0,13,34,-3.057470387446301
2,2,3.0,0,14,34,-3.73948317238424
2,2,3.0,0,15,35,-2.434858933992956
2,2,3.0,0,16,35,-2.603121964239847
2,2,3.0,0,17,35,-2.848518136153217
2,2,3.0,0,18,35,-3.310263643603463
2,2,3.0,0,19,36,-1.967950529770178
2,2,3.0,0,20,36,-1.915534324001257
2,2,3.0,0,21,36,-1.8118638258486044
2,2,3.0,0,22,36,-2.061463873830988
2,2,3.0,0,23,37,-1.466298488204579
2,2,3.0,0,24,37,-1.6677505503620083
2,2,3.0,0,25,37,-1.9005353768639637
2,2,3.0,0,26,37,-2.183965956858458
2,2,3.0,0,27,37,-2.679198120436027
2,2,3.0,0,28,38,-1.657886130699488
2,2,3.0,0,29,38,-1.790976537102992
2,2,3.0,0,30,38,-1.8982481378545728
2,2,3.0,0,31,38,-1.9670508725841742
2,2,3.0,0,32,38,-2.024499114529995
2,2,3.0,0,33,38,-2.1164941656368548
2,2,3.0,0,34,38,-2.328243162433175
2,2,3.0,0,35,39,-1.2610149236014578
2,2,3.0,0,36,39,-1.2425878896798181
2,2,3.0,0,37,38,-2.0205763686033897
2,2,3.0,0,38,36,-4.091585446867544
2,2,3.0,0,38,37,-2.3595794942234924
2,3,4.0,0,4,31,-1.4171051426386043
2,3,4.0,0,4,32,-0.8619701598003644
2,3,4.0,0,5,32,-1.411082511198515
2,3,4.0,0,6,33,-1.2632385120680851
2,3,4.0,0,7,33,-1.5595798234996892
2,3,4.0,0,8,33,-2.0004050496307286
2,3,4.0,0,9,33,-2.739012837366829
2,3,4.0,0,10,34,-2.1023676439601786
2,3,4.0,0,11,34,-2.4241892949203248
2,3,4.0,0,12,34,-2.7588363828550087
2,3,4.0,0,13,34,-3.1085432532006507
2,3,4.0,0,14,34,-3.787864947674592
2,3,4.0,0,15,35,-2.4766362496308147
2,3,4.0,0,16,35,-2.640794843138252
2,3,4.0,0,17,35,-2.8821085491840392
2,3,4.0,0,18,35,-3.339842396013154
2,3,4.0,0,19,36,-1.9917715294322988
2,3,4.0,0,20,36,-1.934545433262528
2,3,4.0,0,21,36,-1.8257223346226041
2,3,4.0,0,22,36,-2.072471067198663
2,3,4.0,0,23,37,-1.476770550932713
2,3,4.0,0,24,37,-1.6778887855111435
2,3,4.0,0,25,37,-1.910370992543669
2,3,4.0,0,26,37,-2.1935295551663714
2,3,4.0,0,27,37,-2.68850949665449
2,3,4.0,0,28,38,-1.6666862379538614
2,3,4.0,0,29,38,-1.7994619174544013
2,3,4.0,0,30,38,-1.9064299518259773
2,3,4.0,0,31,38,-1.9749342938956431
2,3,4.0,0,32,38,-2.0321567583410065
2,3,4.0,0,33,38,-2.1240158173353123
2,3,4.0,0,34,38,-2.3356663514088005
2,3,4.0,0,35,39,-1.2682293425209146
2,3,4.0,0,36,39,-1.2497495570312438
2,3,4.0,0,37,38,-2.0276458850560637
