time,spring,awanui,poukawa,pk4,kper,kstp,pk4-aw-diff,pk4-pw-diff,pk4-spr-diff
39.0,7.878870094897389,7.338177050892415,7.803355432274482,7.878870094897389,2,38,-0.9028527748973882,-0.2593367648973883,-0.46212319489738896
40.0,7.8750556271788215,7.3346132249964775,7.802907214984334,7.8750556271788215,2,39,-0.9015144971788214,-0.2559222971788211,-0.46417376717882153
41.0,7.871318088031652,7.331189491242654,7.802472751336227,7.871318088031652,2,40,-0.8998245780316516,-0.25238475803165183,-0.4662337080316519
42.0,7.867695724255597,7.327861413767111,7.802051027523542,7.867695724255597,2,41,-0.8988212642555968,-0.24896239425559674,-0.46743808425559674
43.0,7.86415334162058,7.3246016925882795,7.8016411081845956,7.86415334162058,2,42,-0.8982312616205794,-0.24562001162057978,-0.4689633116205796
44.0,7.86080040014969,7.321417163284439,7.801231922639446,7.86080040014969,2,43,-0.8975640401496898,-0.24266707014968958,-0.4684782601496895
45.0,7.857452644340617,7.3182745517764,7.800833641750171,7.857452644340617,2,44,-0.8973952243406167,-0.23951931434061713,-0.47070401434061715
46.0,7.854205355426871,7.31514263819895,7.800435276156017,7.854205355426871,2,45,-0.8978467654268716,-0.2366720254268717,-0.47130484542687157
47.0,7.851213206845917,7.312141639118648,7.800047069480812,7.851213206845917,2,46,-0.8962239068459166,-0.2338798768459167,-0.4691450168459168
48.0,7.848463309621995,7.309317921096465,7.799678514550046,7.848463309621995,2,47,-0.8937019496219953,-0.23112997962199522,-0.466776749621995
49.0,7.845796486296125,7.3066247426172195,7.799328192104577,7.845796486296125,2,48,-0.8918267862961251,-0.22846315629612501,-0.466674986296125
50.0,7.8432304227613905,7.304118146691633,7.798984574085919,7.8432304227613905,2,49,-0.8887369127613907,-0.22609709276139078,-0.4661694827613907
51.0,7.840725702311675,7.301796536001498,7.798647192926286,7.840725702311675,2,50,-0.8853970323116753,-0.22379237231167526,-0.46618306231167583
52.0,7.838243011075571,7.29960646210835,7.798320726241759,7.838243011075571,2,51,-0.8827733110755709,-0.22140968107557057,-0.4667792110755711
53.0,7.83573119638936,7.29746658730391,7.7980010036826375,7.83573119638936,2,52,-0.8814584663893603,-0.21906452638936003,-0.46821567638935946
54.0,8.462153255201944,8.995836205210233,8.478896571651713,8.462153255201944,3,1,-0.2421532552019432,-0.2421532552019432,-0.2421532552019432
55.0,8.461827765672535,8.995648351339781,8.478589721575176,8.461827765672535,4,1,-0.24450958567253522,-0.24450958567253522,-0.24450958567253522
56.0,8.461387883095124,8.995460604279565,8.478171355803937,8.461387883095124,4,2,-0.24664662309512408,-0.24664662309512408,-0.24664662309512408
57.0,8.460850066647037,8.995272944750447,8.477650887361486,8.460850066647037,4,3,-0.24867474664703693,-0.24867474664703693,-0.24867474664703693
58.0,8.46013311973255,8.995085353919423,8.476952116298945,8.46013311973255,4,4,-0.25218159973255005,-0.25218159973255005,-0.25218159973255005
59.0,8.459254119961416,8.994897812506888,8.47608271278202,8.459254119961416,4,5,-0.2556546899614158,-0.2556546899614158,-0.2556546899614158
60.0,8.458256548743444,8.994710299962746,8.475076517381684,8.458256548743444,4,6,-0.25861483874344415,-0.25861483874344415,-0.25861483874344415
61.0,8.457163782338167,8.99452279376315,8.473952978068176,8.457163782338167,4,7,-0.26131782233816736,-0.26131782233816736,-0.26131782233816736
62.0,8.456038885375332,8.994335268932348,8.4727689115579,8.456038885375332,4,8,-0.26306280537533233,-0.26306280537533233,-0.26306280537533233
63.0,8.45494193492846,8.994147697851266,8.471582310892167,8.45494193492846,4,9,-0.2637987549284606,-0.2637987549284606,-0.2637987549284606
64.0,8.453816083227954,8.993960050171012,8.47034922971153,8.453816083227954,4,10,-0.2653788532279542,-0.2653788532279542,-0.2653788532279542
65.0,8.452558306539942,8.993772292614763,8.468979586931075,8.452558306539942,4,11,-0.2686686965399421,-0.2686686965399421,-0.2686686965399421
66.0,8.451243366390237,8.993584388848227,8.467536148533972,8.451243366390237,4,12,-0.2708775663902365,-0.2708775663902365,-0.2708775663902365
67.0,8.449923862714558,8.993396299501304,8.466067183243911,8.449923862714558,4,13,-0.2722485427145571,-0.2722485427145571,-0.2722485427145571
68.0,8.448579876040027,8.993207982262966,8.464558947615139,8.448579876040027,4,14,-0.2739045560400264,-0.2739045560400264,-0.2739045560400264
69.0,8.447071692652775,8.993019391767547,8.462888291791042,8.447071692652775,4,15,-0.2778725626527745,-0.2778725626527745,-0.2778725626527745
70.0,8.445438202198394,8.992830479412971,8.46108343578517,8.445438202198394,4,16,-0.2814057321983938,-0.2814057321983938,-0.2814057321983938
71.0,8.443722778916104,8.992641193217901,8.459180254967452,8.443722778916104,4,17,-0.28435697891610445,-0.28435697891610445,-0.28435697891610445
72.0,8.441917523073904,8.992451477700463,8.457171868798532,8.441917523073904,4,18,-0.28750410307390517,-0.28750410307390517,-0.28750410307390517
73.0,8.440049397395125,8.992261273829046,8.455082207778403,8.440049397395125,4,19,-0.2902788373951246,-0.2902788373951246,-0.2902788373951246
74.0,8.438122403073194,8.992070519035542,8.452916342439027,8.438122403073194,4,20,-0.29301850307319377,-0.29301850307319377,-0.29301850307319377
75.0,8.436217038305411,8.991879147425585,8.450747999467582,8.436217038305411,4,21,-0.29444647830541193,-0.29444647830541193,-0.29444647830541193
76.0,8.434331859313808,8.991687090121067,8.448582061356548,8.434331859313808,4,22,-0.29579938931380845,-0.29579938931380845,-0.29579938931380845
77.0,8.432476933630388,8.991494275707957,8.446432560128587,8.432476933630388,4,23,-0.29689684363038893,-0.29689684363038893,-0.29689684363038893
78.0,8.430662624532921,8.991300630765865,8.444313522006139,8.430662624532921,4,24,-0.2977253945329217,-0.2977253945329217,-0.2977253945329217
79.0,8.428898194760121,8.991106080458566,8.442237773605392,8.428898194760121,4,25,-0.2982942947601206,-0.2982942947601206,-0.2982942947601206
80.0,8.427174397079506,8.990910549133746,8.440201285450176,8.427174397079506,4,26,-0.2989038370795054,-0.2989038370795054,-0.2989038370795054
81.0,8.425499955804908,8.990713960928389,8.438214813332747,8.425499955804908,4,27,-0.2992770158049076,-0.2992770158049076,-0.2992770158049076
82.0,8.423852893776633,8.990516240318945,8.436261561237384,8.423852893776633,4,28,-0.29991566377663403,-0.29991566377663403,-0.29991566377663403
83.0,8.422197176508806,8.990317312549118,8.434310240023985,8.422197176508806,4,29,-0.3010932765088068,-0.3010932765088068,-0.3010932765088068
84.0,8.420506222170623,8.99011710390831,8.432335644726425,8.420506222170623,4,30,-0.30271185217062246,-0.30271185217062246,-0.30271185217062246
85.0,8.41886402732987,8.989915542051763,8.43041039838098,8.41886402732987,4,31,-0.3029744173298692,-0.3029744173298692,-0.3029744173298692
86.0,8.417247558178826,8.98971255629561,8.428516702017815,8.417247558178826,4,32,-0.3035246181788249,-0.3035246181788249,-0.3035246181788249
87.0,8.415605002669546,8.989508077789267,8.426608996976222,8.415605002669546,4,33,-0.3048820626695452,-0.3048820626695452,-0.3048820626695452
88.0,8.413936829131497,8.989302039594923,8.424685290068545,8.413936829131497,4,34,-0.3062615091314971,-0.3062615091314971,-0.3062615091314971
89.0,8.412254085000932,8.989094376717608,8.422753535235067,8.412254085000932,4,35,-0.3074835250009311,-0.3074835250009311,-0.3074835250009311
90.0,8.410571480898628,8.988885026125779,8.420825992219324,8.410571480898628,4,36,-0.308467580898629,-0.308467580898629,-0.308467580898629
91.0,8.408917752709874,8.988673926816366,8.418928561640236,8.408917752709874,4,37,-0.30895671270987357,-0.30895671270987357,-0.30895671270987357
92.0,8.40729857389036,8.988461019918072,8.417068170460183,8.40729857389036,4,38,-0.3092899138903604,-0.3092899138903604,-0.3092899138903604
93.0,8.405748723472003,8.98824624888186,8.415277856151743,8.405748723472003,4,39,-0.3089781634720037,-0.3089781634720037,-0.3089781634720037
94.0,8.404269741811195,8.988029559727684,8.41356260087486,8.404269741811195,4,40,-0.3085229918111949,-0.3085229918111949,-0.3085229918111949
95.0,8.402834937426459,8.98781090127225,8.411901471131966,8.402834937426459,4,41,-0.3083977074264581,-0.3083977074264581,-0.3083977074264581
96.0,8.40142859667653,8.987590225304936,8.410281179205368,8.40142859667653,4,42,-0.30846755667652914,-0.30846755667652914,-0.30846755667652914
97.0,8.400054467871337,8.987367486726116,8.408704763706291,8.400054467871337,4,43,-0.3084362878713378,-0.3084362878713378,-0.3084362878713378
98.0,8.398694230520594,8.987142643618029,8.40715572021612,8.398694230520594,4,44,-0.30866552052059326,-0.30866552052059326,-0.30866552052059326
99.0,8.39733153845296,8.986915657233224,8.405618181704146,8.39733153845296,4,45,-0.3091522484529605,-0.3091522484529605,-0.3091522484529605
100.0,8.396033258019779,8.986686492046816,8.404150134139675,8.396033258019779,4,46,-0.30853860801977895,-0.30853860801977895,-0.30853860801977895
101.0,8.394822677944225,8.986455115891953,8.402774876930131,8.394822677944225,4,47,-0.307441997944224,-0.307441997944224,-0.307441997944224
102.0,8.393671578510435,8.986221500095693,8.4014704448393,8.393671578510435,4,48,-0.3066867285104351,-0.3066867285104351,-0.3066867285104351
103.0,8.392609553952564,8.98598561966317,8.40026437687946,8.392609553952564,4,49,-0.30536280395256377,-0.30536280395256377,-0.30536280395256377
104.0,8.391633560716025,8.985747453480624,8.399156513011567,8.391633560716025,4,50,-0.3039692207160254,-0.3039692207160254,-0.3039692207160254
105.0,8.390712775341933,8.985506984465875,8.398121071709049,8.390712775341933,4,51,-0.30297792534193313,-0.30297792534193313,-0.30297792534193313
106.0,8.389802849902589,8.985264199591008,8.397117872125033,8.389802849902589,4,52,-0.30266648990258815,-0.30266648990258815,-0.30266648990258815
