,0,1,2,sidx,idx_strs,pargp4,parval1_4,4
0,0,2,118,"(0, 2, 118)",idx0:0_idx1:2_idx2:118,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
1,0,3,118,"(0, 3, 118)",idx0:0_idx1:3_idx2:118,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
2,0,4,117,"(0, 4, 117)",idx0:0_idx1:4_idx2:117,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
3,0,4,148,"(0, 4, 148)",idx0:0_idx1:4_idx2:148,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
4,0,4,149,"(0, 4, 149)",idx0:0_idx1:4_idx2:149,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
5,0,5,117,"(0, 5, 117)",idx0:0_idx1:5_idx2:117,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
6,0,5,146,"(0, 5, 146)",idx0:0_idx1:5_idx2:146,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
7,0,5,147,"(0, 5, 147)",idx0:0_idx1:5_idx2:147,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
8,0,6,116,"(0, 6, 116)",idx0:0_idx1:6_idx2:116,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
9,0,6,144,"(0, 6, 144)",idx0:0_idx1:6_idx2:144,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
10,0,6,145,"(0, 6, 145)",idx0:0_idx1:6_idx2:145,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
11,0,7,116,"(0, 7, 116)",idx0:0_idx1:7_idx2:116,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
12,0,7,142,"(0, 7, 142)",idx0:0_idx1:7_idx2:142,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
13,0,7,143,"(0, 7, 143)",idx0:0_idx1:7_idx2:143,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
14,0,8,115,"(0, 8, 115)",idx0:0_idx1:8_idx2:115,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
15,0,8,140,"(0, 8, 140)",idx0:0_idx1:8_idx2:140,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
16,0,8,141,"(0, 8, 141)",idx0:0_idx1:8_idx2:141,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
17,0,9,114,"(0, 9, 114)",idx0:0_idx1:9_idx2:114,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
18,0,9,138,"(0, 9, 138)",idx0:0_idx1:9_idx2:138,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
19,0,9,139,"(0, 9, 139)",idx0:0_idx1:9_idx2:139,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
20,0,10,113,"(0, 10, 113)",idx0:0_idx1:10_idx2:113,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
21,0,10,136,"(0, 10, 136)",idx0:0_idx1:10_idx2:136,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
22,0,10,137,"(0, 10, 137)",idx0:0_idx1:10_idx2:137,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
23,0,11,113,"(0, 11, 113)",idx0:0_idx1:11_idx2:113,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
24,0,11,134,"(0, 11, 134)",idx0:0_idx1:11_idx2:134,drn_riv_condcn,1.0,1.0000000000000000000000000000000000000000000000000000000000
