kper,kstp,time,k,i,j,SPq
1,1,1.0,0,33,30,-6.591052699221365
1,1,1.0,0,33,31,-11.485463170339443
1,1,1.0,0,33,32,-22.88716671747565
1,1,1.0,0,33,33,-31.61737965470627
1,1,1.0,0,34,30,-2.2382370645005736
1,1,1.0,0,34,31,-5.600730623917073
1,1,1.0,0,34,33,-12.864744256146992
1,1,1.0,0,35,33,-6.435634246850768
1,1,1.0,0,36,32,-2.4740390284879368
1,1,1.0,0,36,33,-3.4795936618086216
1,1,1.0,0,37,32,-2.091337184016364
2,1,2.0,0,33,30,-6.589916760352736
2,1,2.0,0,33,31,-11.482803692266202
2,1,2.0,0,33,32,-22.88295810429588
2,1,2.0,0,33,33,-31.611596686276698
2,1,2.0,0,34,30,-2.237416219493987
2,1,2.0,0,34,31,-5.598809337911234
2,1,2.0,0,34,33,-12.86077680809575
2,1,2.0,0,35,33,-6.43295664839691
2,1,2.0,0,36,32,-2.4730230911499334
2,1,2.0,0,36,33,-3.4781613706110335
2,1,2.0,0,37,32,-2.0908595762204847
2,2,3.0,0,33,30,-6.588795672629509
2,2,3.0,0,33,31,-11.480192310770704
2,2,3.0,0,33,32,-22.878847990745584
2,2,3.0,0,33,33,-31.60596203588375
2,2,3.0,0,34,30,-2.2366002720155436
2,2,3.0,0,34,31,-5.5969143758303375
2,2,3.0,0,34,33,-12.856898210431467
2,2,3.0,0,35,33,-6.430322783255505
2,2,3.0,0,36,32,-2.472013659767498
2,2,3.0,0,36,33,-3.4767420721545363
2,2,3.0,0,37,32,-2.0903834005177906
2,3,4.0,0,33,30,-6.58769104268783
2,3,4.0,0,33,31,-11.477620565679686
2,3,4.0,0,33,32,-22.87480533302218
2,3,4.0,0,33,33,-31.600411043509155
2,3,4.0,0,34,30,-2.235788718454245
2,3,4.0,0,34,31,-5.59504173052548
2,3,4.0,0,34,33,-12.85310316976512
2,3,4.0,0,35,33,-6.427731125422824
2,3,4.0,0,36,32,-2.471010644909107
2,3,4.0,0,36,33,-3.4753355767903997
2,3,4.0,0,37,32,-2.089908649386974
2,4,5.0,0,33,30,-6.595394257026264
2,4,5.0,0,33,31,-11.495216843941122
2,4,5.0,0,33,32,-22.902064459710203
2,4,5.0,0,33,33,-31.63706556212992
2,4,5.0,0,34,30,-2.2413369721538032
2,4,5.0,0,34,31,-5.608312793243044
2,4,5.0,0,34,33,-12.881711448192362
2,4,5.0,0,35,33,-6.44736058256197
2,4,5.0,0,36,32,-2.4784313244411535
2,4,5.0,0,36,33,-3.485808699251848
2,4,5.0,0,37,32,-2.0933922795531643
2,5,6.0,0,33,30,-6.602141625390622
2,5,6.0,0,33,31,-11.51040852382161
2,5,6.0,0,33,32,-22.925273623764127
2,5,6.0,0,33,33,-31.667846967136114
2,5,6.0,0,34,30,-2.246193256004318
2,5,6.0,0,34,31,-5.6198467781733115
2,5,6.0,0,34,33,-12.906241531315374
2,5,6.0,0,35,33,-6.4643487389261765
2,5,6.0,0,36,32,-2.4849262933505116
2,5,6.0,0,36,33,-3.4949487216166943
2,5,6.0,0,37,32,-2.0964525271904826
2,6,7.0,0,33,30,-6.6159622182218385
2,6,7.0,0,33,31,-11.541605553386617
2,6,7.0,0,33,32,-22.973050107554144
2,6,7.0,0,33,33,-31.73143961963251
2,6,7.0,0,34,30,-2.256160565538835
