,time,kper,kstp,sample,flux,package
0,1.0,1,1,spring,-2.4740390284879368,GHB_SP
1,2.0,2,1,spring,-2.4730230911499334,GHB_SP
2,3.0,2,2,spring,-2.472013659767498,GHB_SP
3,4.0,2,3,spring,-2.471010644909107,GHB_SP
4,5.0,2,4,spring,-2.4784313244411535,GHB_SP
5,6.0,2,5,spring,-2.4849262933505116,GHB_SP
6,7.0,2,6,spring,-2.4981827109709727,GHB_SP
7,8.0,2,7,spring,-2.5041484174480217,GHB_SP
8,9.0,2,8,spring,-2.50978154753205,GHB_SP
9,10.0,2,9,spring,-2.514753474841683,GHB_SP
10,11.0,2,10,spring,-2.5285982188826353,GHB_SP
11,12.0,2,11,spring,-2.5367446574447783,GHB_SP
12,13.0,2,12,spring,-2.552972975200497,GHB_SP
13,14.0,2,13,spring,-2.5676798572658797,GHB_SP
14,15.0,2,14,spring,-2.578962780052059,GHB_SP
15,16.0,2,15,spring,-2.5948183422738254,GHB_SP
16,17.0,2,16,spring,-2.609111480272972,GHB_SP
17,18.0,2,17,spring,-2.617553501037797,GHB_SP
18,19.0,2,18,spring,-2.6238689664921253,GHB_SP
19,20.0,2,19,spring,-2.629617150299296,GHB_SP
20,21.0,2,20,spring,-2.6313231705497273,GHB_SP
21,22.0,2,21,spring,-2.6443171506151018,GHB_SP
22,23.0,2,22,spring,-2.658668784305135,GHB_SP
23,24.0,2,23,spring,-2.6834343880919462,GHB_SP
24,25.0,2,24,spring,-2.7165197444007347,GHB_SP
25,26.0,2,25,spring,-2.7607280668380056,GHB_SP
26,27.0,2,26,spring,-2.807548202454903,GHB_SP
27,28.0,2,27,spring,-2.869136000051114,GHB_SP
28,29.0,2,28,spring,-2.9324444727368686,GHB_SP
29,30.0,2,29,spring,-2.9818329938284336,GHB_SP
30,31.0,2,30,spring,-3.029838467886414,GHB_SP
31,32.0,2,31,spring,-3.0884449657281436,GHB_SP
32,33.0,2,32,spring,-3.1410933381595143,GHB_SP
33,34.0,2,33,spring,-3.1799444470689693,GHB_SP
34,35.0,2,34,spring,-3.2359664126760563,GHB_SP
35,36.0,2,35,spring,-3.2962543522451497,GHB_SP
36,37.0,2,36,spring,-3.3398139550417767,GHB_SP
37,38.0,2,37,spring,-3.377947978623318,GHB_SP
38,39.0,2,38,spring,-3.4298806419917724,GHB_SP
39,40.0,2,39,spring,-3.4588546684978496,GHB_SP
40,41.0,2,40,spring,-3.4872636071615233,GHB_SP
41,42.0,2,41,spring,-3.5096060521026615,GHB_SP
42,43.0,2,42,spring,-3.533306754018895,GHB_SP
43,44.0,2,43,spring,-3.543480222653095,GHB_SP
44,45.0,2,44,spring,-3.570114340525187,GHB_SP
45,46.0,2,45,spring,-3.5860934702873877,GHB_SP
46,47.0,2,46,spring,-3.5836203696721753,GHB_SP
47,48.0,2,47,spring,-3.5784490270009357,GHB_SP
48,49.0,2,48,spring,-3.5866523132685515,GHB_SP
49,50.0,2,49,spring,-3.5917588737469615,GHB_SP
50,51.0,2,50,spring,-3.59965355316767,GHB_SP
51,52.0,2,51,spring,-3.6109445517604826,GHB_SP
52,53.0,2,52,spring,-3.627492622259929,GHB_SP
53,54.0,3,1,spring,-2.002344602205312,GHB_SP
54,55.0,4,1,spring,-2.0340217318029303,GHB_SP
55,56.0,4,2,spring,-2.064218639688562,GHB_SP
56,57.0,4,3,spring,-2.0940894581834044,GHB_SP
57,58.0,4,4,spring,-2.143983020917851,GHB_SP
58,59.0,4,5,spring,-2.195124704019719,GHB_SP
59,60.0,4,6,spring,-2.2411369476448115,GHB_SP
60,61.0,4,7,spring,-2.2848879771796646,GHB_SP
61,62.0,4,8,spring,-2.317081116613096,GHB_SP
62,63.0,4,9,spring,-2.336437543447282,GHB_SP
63,64.0,4,10,spring,-2.3663264082531867,GHB_SP
64,65.0,4,11,spring,-2.418489135162119,GHB_SP
65,66.0,4,12,spring,-2.457850441733001,GHB_SP
66,67.0,4,13,spring,-2.4868164280056106,GHB_SP
67,68.0,4,14,spring,-2.519387760690975,GHB_SP
68,69.0,4,15,spring,-2.581956496229111,GHB_SP
69,70.0,4,16,spring,-2.6403700955892973,GHB_SP
70,71.0,4,17,spring,-2.692335341953722,GHB_SP
71,72.0,4,18,spring,-2.7474744133322133,GHB_SP
72,73.0,4,19,spring,-2.7985120205935416,GHB_SP
73,74.0,4,20,spring,-2.849539874946693,GHB_SP
74,75.0,4,21,spring,-2.884014471618734,GHB_SP
75,76.0,4,22,spring,-2.9171372395667845,GHB_SP
76,77.0,4,23,spring,-2.9465954649590316,GHB_SP
77,78.0,4,24,spring,-2.9721230906163996,GHB_SP
78,79.0,4,25,spring,-2.9937456786337364,GHB_SP
79,80.0,4,26,spring,-3.0152621752608866,GHB_SP
80,81.0,4,27,spring,-3.0331901218722024,GHB_SP
81,82.0,4,28,spring,-3.0539385327550264,GHB_SP
82,83.0,4,29,spring,-3.0812627371893697,GHB_SP
83,84.0,4,30,spring,-3.114250010504371,GHB_SP
84,85.0,4,31,spring,-3.1299332802787845,GHB_SP
85,86.0,4,32,spring,-3.148742899108605,GHB_SP
86,87.0,4,33,spring,-3.177625013979167,GHB_SP
87,88.0,4,34,spring,-3.2069363414870935,GHB_SP
88,89.0,4,35,spring,-3.2343524337506437,GHB_SP
89,90.0,4,36,spring,-3.258724905043792,GHB_SP
90,91.0,4,37,spring,-3.2765905159217894,GHB_SP
91,92.0,4,38,spring,-3.2920548717670925,GHB_SP
92,93.0,4,39,spring,-3.298747517907003,GHB_SP
93,94.0,4,40,spring,-3.30282015549691,GHB_SP
94,95.0,4,41,spring,-3.310384681033703,GHB_SP
95,96.0,4,42,spring,-3.3199667540962423,GHB_SP
96,97.0,4,43,spring,-3.32789566237809,GHB_SP
97,98.0,4,44,spring,-3.3388138060873374,GHB_SP
98,99.0,4,45,spring,-3.3528640491387875,GHB_SP
99,100.0,4,46,spring,-3.3526570932451847,GHB_SP
100,101.0,4,47,spring,-3.3455271067033294,GHB_SP
101,102.0,4,48,spring,-3.34191120317994,GHB_SP
102,103.0,4,49,spring,-3.3303309571195783,GHB_SP
103,104.0,4,50,spring,-3.316957345274716,GHB_SP
104,105.0,4,51,spring,-3.3079299418421257,GHB_SP
105,106.0,4,52,spring,-3.3071443330194867,GHB_SP
