kper,kstp,time,k,i,j,SPq,pk4-spr-diff,weight,std
2,42,43.0,0,23,23,-0.05742256024976685,-0.006221998107866611,0.0,0
2,43,44.0,0,12,18,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,12,24,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,12,25,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,13,19,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,13,23,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,13,26,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,14,19,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,14,20,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,14,21,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,14,22,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,14,26,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,15,27,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,16,27,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,17,27,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,18,27,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,19,25,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,19,26,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,20,24,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,21,24,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,22,24,-0.035697482803779025,-0.003867986197317208,0.0,0
2,43,44.0,0,23,23,-0.035697482803779025,-0.003867986197317208,0.0,0
2,44,45.0,0,12,18,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,12,24,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,12,25,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,13,19,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,13,23,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,13,26,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,14,19,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,14,20,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,14,21,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,14,22,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,14,26,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,15,27,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,16,27,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,17,27,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,18,27,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,19,25,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,19,26,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,20,24,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,21,24,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,22,24,-0.05249697024301781,-0.00568828781057551,0.0,0
2,44,45.0,0,23,23,-0.05249697024301781,-0.00568828781057551,0.0,0
2,45,46.0,0,12,18,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,12,24,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,12,25,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,13,19,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,13,23,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,13,26,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,14,19,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,14,20,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,14,21,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,14,22,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,14,26,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,15,27,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,16,27,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,17,27,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,18,27,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,19,25,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,19,26,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,20,24,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,21,24,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,22,24,-0.062464360151699254,-0.006768300280977968,0.0,0
2,45,46.0,0,23,23,-0.062464360151699254,-0.006768300280977968,0.0,0
2,46,47.0,0,12,18,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,12,24,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,12,25,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,13,19,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,13,23,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,13,26,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,14,19,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,14,20,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,14,21,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,14,22,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,14,26,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,15,27,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,16,27,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,17,27,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,18,27,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,19,25,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,19,26,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,20,24,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,21,24,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,22,24,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,46,47.0,0,23,23,-0.053442386368654664,-0.0057907279894751085,0.0,0
2,47,48.0,0,12,18,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,12,24,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,12,25,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,13,19,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,13,23,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,13,26,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,14,19,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,14,20,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,14,21,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,14,22,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,14,26,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,15,27,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,16,27,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,17,27,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,18,27,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,19,25,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,19,26,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,20,24,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,21,24,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,22,24,-0.05379812046305018,-0.00582927341226025,0.0,0
2,47,48.0,0,23,23,-0.05379812046305018,-0.00582927341226025,0.0,0
2,48,49.0,0,12,18,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,12,24,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,12,25,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,13,19,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,13,23,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,13,26,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,14,19,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,14,20,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,14,21,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,14,22,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,14,26,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,15,27,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,16,27,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,17,27,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,18,27,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,19,25,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,19,26,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,20,24,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,21,24,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,22,24,-0.07681832650701581,-0.008323618454091353,0.0,0
2,48,49.0,0,23,23,-0.07681832650701581,-0.008323618454091353,0.0,0
2,49,50.0,0,12,18,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,12,24,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,12,25,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,13,19,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,13,23,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,13,26,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,14,19,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,14,20,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,14,21,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,14,22,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,14,26,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,15,27,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,16,27,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,17,27,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,18,27,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,19,25,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,19,26,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,20,24,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,21,24,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,22,24,-0.0965189624354063,-0.010458272829254156,0.0,0
2,49,50.0,0,23,23,-0.0965189624354063,-0.010458272829254156,0.0,0
2,50,51.0,0,12,18,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,12,24,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,12,25,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,13,19,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,13,23,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,13,26,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,14,19,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,14,20,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,14,21,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,14,22,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,14,26,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,15,27,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,16,27,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,17,27,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,18,27,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,19,25,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,19,26,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,20,24,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,21,24,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,22,24,-0.1240717084772991,-0.013443739394895182,0.0,0
2,50,51.0,0,23,23,-0.1240717084772991,-0.013443739394895182,0.0,0
2,51,52.0,0,12,18,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,12,24,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,12,25,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,13,19,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,13,23,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,13,26,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,14,19,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,14,20,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,14,21,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,14,22,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,14,26,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,15,27,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,16,27,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,17,27,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,18,27,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,19,25,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,19,26,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,20,24,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,21,24,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,22,24,-0.15545993218572657,-0.016844797579581794,0.0,0
2,51,52.0,0,23,23,-0.15545993218572657,-0.016844797579581794,0.0,0
2,52,53.0,0,12,18,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,12,24,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,12,25,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,13,19,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,13,23,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,13,26,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,14,19,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,14,20,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,14,21,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,14,22,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,14,26,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,15,27,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,16,27,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,17,27,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,18,27,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,19,25,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,19,26,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,20,24,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,21,24,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,22,24,-0.19204282881417614,-0.02080872243093701,0.0,0
2,52,53.0,0,23,23,-0.19204282881417614,-0.02080872243093701,0.0,0
3,1,54.0,0,12,18,9.22895816653596,1.0,0.0,0
3,1,54.0,0,12,24,9.22895816653596,1.0,0.0,0
3,1,54.0,0,12,25,9.22895816653596,1.0,0.0,0
3,1,54.0,0,13,19,9.22895816653596,1.0,0.0,0
3,1,54.0,0,13,23,9.22895816653596,1.0,0.0,0
3,1,54.0,0,13,26,9.22895816653596,1.0,0.0,0
3,1,54.0,0,14,19,9.22895816653596,1.0,0.0,0
3,1,54.0,0,14,20,9.22895816653596,1.0,0.0,0
3,1,54.0,0,14,21,9.22895816653596,1.0,0.0,0
3,1,54.0,0,14,22,9.22895816653596,1.0,0.0,0
3,1,54.0,0,14,26,9.22895816653596,1.0,0.0,0
3,1,54.0,0,15,27,9.22895816653596,1.0,0.0,0
3,1,54.0,0,16,27,9.22895816653596,1.0,0.0,0
3,1,54.0,0,17,27,9.22895816653596,1.0,0.0,0
3,1,54.0,0,18,27,9.22895816653596,1.0,0.0,0
3,1,54.0,0,19,25,9.22895816653596,1.0,0.0,0
3,1,54.0,0,19,26,9.22895816653596,1.0,0.0,0
3,1,54.0,0,20,24,9.22895816653596,1.0,0.0,0
3,1,54.0,0,21,24,9.22895816653596,1.0,0.0,0
3,1,54.0,0,22,24,9.22895816653596,1.0,0.0,0
3,1,54.0,0,23,23,9.22895816653596,1.0,0.0,0
4,1,55.0,0,12,18,9.22895816653596,1.0,0.0,0
4,1,55.0,0,12,24,9.22895816653596,1.0,0.0,0
4,1,55.0,0,12,25,9.22895816653596,1.0,0.0,0
4,1,55.0,0,13,19,9.22895816653596,1.0,0.0,0
4,1,55.0,0,13,23,9.22895816653596,1.0,0.0,0
4,1,55.0,0,13,26,9.22895816653596,1.0,0.0,0
4,1,55.0,0,14,19,9.22895816653596,1.0,0.0,0
4,1,55.0,0,14,20,9.22895816653596,1.0,0.0,0
4,1,55.0,0,14,21,9.22895816653596,1.0,0.0,0
4,1,55.0,0,14,22,9.22895816653596,1.0,0.0,0
4,1,55.0,0,14,26,9.22895816653596,1.0,0.0,0
4,1,55.0,0,15,27,9.22895816653596,1.0,0.0,0
4,1,55.0,0,16,27,9.22895816653596,1.0,0.0,0
4,1,55.0,0,17,27,9.22895816653596,1.0,0.0,0
4,1,55.0,0,18,27,9.22895816653596,1.0,0.0,0
4,1,55.0,0,19,25,9.22895816653596,1.0,0.0,0
4,1,55.0,0,19,26,9.22895816653596,1.0,0.0,0
4,1,55.0,0,20,24,9.22895816653596,1.0,0.0,0
4,1,55.0,0,21,24,9.22895816653596,1.0,0.0,0
4,1,55.0,0,22,24,9.22895816653596,1.0,0.0,0
4,1,55.0,0,23,23,9.22895816653596,1.0,0.0,0
4,2,56.0,0,12,18,9.22895816653596,1.0,0.0,0
4,2,56.0,0,12,24,9.22895816653596,1.0,0.0,0
4,2,56.0,0,12,25,9.22895816653596,1.0,0.0,0
4,2,56.0,0,13,19,9.22895816653596,1.0,0.0,0
4,2,56.0,0,13,23,9.22895816653596,1.0,0.0,0
4,2,56.0,0,13,26,9.22895816653596,1.0,0.0,0
4,2,56.0,0,14,19,9.22895816653596,1.0,0.0,0
4,2,56.0,0,14,20,9.22895816653596,1.0,0.0,0
4,2,56.0,0,14,21,9.22895816653596,1.0,0.0,0
4,2,56.0,0,14,22,9.22895816653596,1.0,0.0,0
4,2,56.0,0,14,26,9.22895816653596,1.0,0.0,0
4,2,56.0,0,15,27,9.22895816653596,1.0,0.0,0
4,2,56.0,0,16,27,9.22895816653596,1.0,0.0,0
4,2,56.0,0,17,27,9.22895816653596,1.0,0.0,0
4,2,56.0,0,18,27,9.22895816653596,1.0,0.0,0
4,2,56.0,0,19,25,9.22895816653596,1.0,0.0,0
4,2,56.0,0,19,26,9.22895816653596,1.0,0.0,0
4,2,56.0,0,20,24,9.22895816653596,1.0,0.0,0
4,2,56.0,0,21,24,9.22895816653596,1.0,0.0,0
4,2,56.0,0,22,24,9.22895816653596,1.0,0.0,0
4,2,56.0,0,23,23,9.22895816653596,1.0,0.0,0
4,3,57.0,0,12,18,9.22895816653596,1.0,0.0,0
4,3,57.0,0,12,24,9.22895816653596,1.0,0.0,0
4,3,57.0,0,12,25,9.22895816653596,1.0,0.0,0
4,3,57.0,0,13,19,9.22895816653596,1.0,0.0,0
4,3,57.0,0,13,23,9.22895816653596,1.0,0.0,0
4,3,57.0,0,13,26,9.22895816653596,1.0,0.0,0
4,3,57.0,0,14,19,9.22895816653596,1.0,0.0,0
4,3,57.0,0,14,20,9.22895816653596,1.0,0.0,0
4,3,57.0,0,14,21,9.22895816653596,1.0,0.0,0
4,3,57.0,0,14,22,9.22895816653596,1.0,0.0,0
4,3,57.0,0,14,26,9.22895816653596,1.0,0.0,0
4,3,57.0,0,15,27,9.22895816653596,1.0,0.0,0
4,3,57.0,0,16,27,9.22895816653596,1.0,0.0,0
4,3,57.0,0,17,27,9.22895816653596,1.0,0.0,0
4,3,57.0,0,18,27,9.22895816653596,1.0,0.0,0
4,3,57.0,0,19,25,9.22895816653596,1.0,0.0,0
4,3,57.0,0,19,26,9.22895816653596,1.0,0.0,0
4,3,57.0,0,20,24,9.22895816653596,1.0,0.0,0
4,3,57.0,0,21,24,9.22895816653596,1.0,0.0,0
4,3,57.0,0,22,24,9.22895816653596,1.0,0.0,0
4,3,57.0,0,23,23,9.22895816653596,1.0,0.0,0
4,4,58.0,0,12,18,9.22895816653596,1.0,0.0,0
4,4,58.0,0,12,24,9.22895816653596,1.0,0.0,0
4,4,58.0,0,12,25,9.22895816653596,1.0,0.0,0
4,4,58.0,0,13,19,9.22895816653596,1.0,0.0,0
4,4,58.0,0,13,23,9.22895816653596,1.0,0.0,0
4,4,58.0,0,13,26,9.22895816653596,1.0,0.0,0
4,4,58.0,0,14,19,9.22895816653596,1.0,0.0,0
4,4,58.0,0,14,20,9.22895816653596,1.0,0.0,0
4,4,58.0,0,14,21,9.22895816653596,1.0,0.0,0
4,4,58.0,0,14,22,9.22895816653596,1.0,0.0,0
4,4,58.0,0,14,26,9.22895816653596,1.0,0.0,0
4,4,58.0,0,15,27,9.22895816653596,1.0,0.0,0
4,4,58.0,0,16,27,9.22895816653596,1.0,0.0,0
4,4,58.0,0,17,27,9.22895816653596,1.0,0.0,0
4,4,58.0,0,18,27,9.22895816653596,1.0,0.0,0
4,4,58.0,0,19,25,9.22895816653596,1.0,0.0,0
4,4,58.0,0,19,26,9.22895816653596,1.0,0.0,0
4,4,58.0,0,20,24,9.22895816653596,1.0,0.0,0
4,4,58.0,0,21,24,9.22895816653596,1.0,0.0,0
4,4,58.0,0,22,24,9.22895816653596,1.0,0.0,0
4,4,58.0,0,23,23,9.22895816653596,1.0,0.0,0
4,5,59.0,0,12,18,9.22895816653596,1.0,0.0,0
4,5,59.0,0,12,24,9.22895816653596,1.0,0.0,0
4,5,59.0,0,12,25,9.22895816653596,1.0,0.0,0
4,5,59.0,0,13,19,9.22895816653596,1.0,0.0,0
4,5,59.0,0,13,23,9.22895816653596,1.0,0.0,0
4,5,59.0,0,13,26,9.22895816653596,1.0,0.0,0
4,5,59.0,0,14,19,9.22895816653596,1.0,0.0,0
4,5,59.0,0,14,20,9.22895816653596,1.0,0.0,0
4,5,59.0,0,14,21,9.22895816653596,1.0,0.0,0
4,5,59.0,0,14,22,9.22895816653596,1.0,0.0,0
4,5,59.0,0,14,26,9.22895816653596,1.0,0.0,0
4,5,59.0,0,15,27,9.22895816653596,1.0,0.0,0
4,5,59.0,0,16,27,9.22895816653596,1.0,0.0,0
4,5,59.0,0,17,27,9.22895816653596,1.0,0.0,0
4,5,59.0,0,18,27,9.22895816653596,1.0,0.0,0
4,5,59.0,0,19,25,9.22895816653596,1.0,0.0,0
4,5,59.0,0,19,26,9.22895816653596,1.0,0.0,0
4,5,59.0,0,20,24,9.22895816653596,1.0,0.0,0
4,5,59.0,0,21,24,9.22895816653596,1.0,0.0,0
4,5,59.0,0,22,24,9.22895816653596,1.0,0.0,0
4,5,59.0,0,23,23,9.22895816653596,1.0,0.0,0
4,6,60.0,0,12,18,9.22895816653596,1.0,0.0,0
4,6,60.0,0,12,24,9.22895816653596,1.0,0.0,0
4,6,60.0,0,12,25,9.22895816653596,1.0,0.0,0
4,6,60.0,0,13,19,9.22895816653596,1.0,0.0,0
4,6,60.0,0,13,23,9.22895816653596,1.0,0.0,0
4,6,60.0,0,13,26,9.22895816653596,1.0,0.0,0
4,6,60.0,0,14,19,9.22895816653596,1.0,0.0,0
4,6,60.0,0,14,20,9.22895816653596,1.0,0.0,0
4,6,60.0,0,14,21,9.22895816653596,1.0,0.0,0
4,6,60.0,0,14,22,9.22895816653596,1.0,0.0,0
4,6,60.0,0,14,26,9.22895816653596,1.0,0.0,0
4,6,60.0,0,15,27,9.22895816653596,1.0,0.0,0
4,6,60.0,0,16,27,9.22895816653596,1.0,0.0,0
4,6,60.0,0,17,27,9.22895816653596,1.0,0.0,0
4,6,60.0,0,18,27,9.22895816653596,1.0,0.0,0
4,6,60.0,0,19,25,9.22895816653596,1.0,0.0,0
4,6,60.0,0,19,26,9.22895816653596,1.0,0.0,0
4,6,60.0,0,20,24,9.22895816653596,1.0,0.0,0
4,6,60.0,0,21,24,9.22895816653596,1.0,0.0,0
4,6,60.0,0,22,24,9.22895816653596,1.0,0.0,0
4,6,60.0,0,23,23,9.22895816653596,1.0,0.0,0
4,7,61.0,0,12,18,9.22895816653596,1.0,0.0,0
4,7,61.0,0,12,24,9.22895816653596,1.0,0.0,0
4,7,61.0,0,12,25,9.22895816653596,1.0,0.0,0
4,7,61.0,0,13,19,9.22895816653596,1.0,0.0,0
4,7,61.0,0,13,23,9.22895816653596,1.0,0.0,0
4,7,61.0,0,13,26,9.22895816653596,1.0,0.0,0
4,7,61.0,0,14,19,9.22895816653596,1.0,0.0,0
4,7,61.0,0,14,20,9.22895816653596,1.0,0.0,0
4,7,61.0,0,14,21,9.22895816653596,1.0,0.0,0
4,7,61.0,0,14,22,9.22895816653596,1.0,0.0,0
4,7,61.0,0,14,26,9.22895816653596,1.0,0.0,0
4,7,61.0,0,15,27,9.22895816653596,1.0,0.0,0
4,7,61.0,0,16,27,9.22895816653596,1.0,0.0,0
4,7,61.0,0,17,27,9.22895816653596,1.0,0.0,0
4,7,61.0,0,18,27,9.22895816653596,1.0,0.0,0
4,7,61.0,0,19,25,9.22895816653596,1.0,0.0,0
4,7,61.0,0,19,26,9.22895816653596,1.0,0.0,0
4,7,61.0,0,20,24,9.22895816653596,1.0,0.0,0
4,7,61.0,0,21,24,9.22895816653596,1.0,0.0,0
4,7,61.0,0,22,24,9.22895816653596,1.0,0.0,0
4,7,61.0,0,23,23,9.22895816653596,1.0,0.0,0
4,8,62.0,0,12,18,9.22895816653596,1.0,0.0,0
4,8,62.0,0,12,24,9.22895816653596,1.0,0.0,0
4,8,62.0,0,12,25,9.22895816653596,1.0,0.0,0
4,8,62.0,0,13,19,9.22895816653596,1.0,0.0,0
