,time,kper,kstp,sample,flux,package
0,1.0,1,1,spring,-29.475017103663617,GHB_SP
1,2.0,2,1,spring,-29.360746230174527,GHB_SP
2,3.0,2,2,spring,-29.24075296088415,GHB_SP
3,4.0,2,3,spring,-29.116845575002685,GHB_SP
4,5.0,2,4,spring,-29.122651219234854,GHB_SP
5,6.0,2,5,spring,-29.109039033536988,GHB_SP
6,7.0,2,6,spring,-29.198284926630777,GHB_SP
7,8.0,2,7,spring,-29.167776410683246,GHB_SP
8,9.0,2,8,spring,-29.129975436676204,GHB_SP
9,10.0,2,9,spring,-29.079358006924394,GHB_SP
10,11.0,2,10,spring,-29.165617323340484,GHB_SP
11,12.0,2,11,spring,-29.156040645305666,GHB_SP
12,13.0,2,12,spring,-29.269430924763014,GHB_SP
13,14.0,2,13,spring,-29.35226000241346,GHB_SP
14,15.0,2,14,spring,-29.376358741539434,GHB_SP
15,16.0,2,15,spring,-29.469014083150796,GHB_SP
16,17.0,2,16,spring,-29.53220500098928,GHB_SP
17,18.0,2,17,spring,-29.499484216471387,GHB_SP
18,19.0,2,18,spring,-29.431399603903742,GHB_SP
19,20.0,2,19,spring,-29.35271893408128,GHB_SP
20,21.0,2,20,spring,-29.208560570595296,GHB_SP
21,22.0,2,21,spring,-29.241298227904963,GHB_SP
22,23.0,2,22,spring,-29.29107893435537,GHB_SP
23,24.0,2,23,spring,-29.501177851268835,GHB_SP
24,25.0,2,24,spring,-29.836462838062516,GHB_SP
25,26.0,2,25,spring,-30.340336637594305,GHB_SP
26,27.0,2,26,spring,-30.87754027653682,GHB_SP
27,28.0,2,27,spring,-31.640951366623653,GHB_SP
28,29.0,2,28,spring,-32.42263605155472,GHB_SP
29,30.0,2,29,spring,-32.97859927677064,GHB_SP
30,31.0,2,30,spring,-33.51186474949168,GHB_SP
31,32.0,2,31,spring,-34.21120270955282,GHB_SP
32,33.0,2,32,spring,-34.81300906509841,GHB_SP
33,34.0,2,33,spring,-35.19692377821286,GHB_SP
34,35.0,2,34,spring,-35.85426963510076,GHB_SP
35,36.0,2,35,spring,-36.575531560280524,GHB_SP
36,37.0,2,36,spring,-37.030303864085454,GHB_SP
37,38.0,2,37,spring,-37.402571238432756,GHB_SP
38,39.0,2,38,spring,-37.995452149087214,GHB_SP
39,40.0,2,39,spring,-38.22574795613173,GHB_SP
40,41.0,2,40,spring,-38.45383003777408,GHB_SP
41,42.0,2,41,spring,-38.59158199554952,GHB_SP
42,43.0,2,42,spring,-38.75666169573651,GHB_SP
43,44.0,2,43,spring,-38.713236520163605,GHB_SP
44,45.0,2,44,spring,-38.93649211906961,GHB_SP
45,46.0,2,45,spring,-38.99296503936205,GHB_SP
46,47.0,2,46,spring,-38.76392047501133,GHB_SP
47,48.0,2,47,spring,-38.50211467758561,GHB_SP
48,49.0,2,48,spring,-38.45901656088108,GHB_SP
49,50.0,2,49,spring,-38.370078103662536,GHB_SP
50,51.0,2,50,spring,-38.32938400516946,GHB_SP
51,52.0,2,51,spring,-38.34549073147741,GHB_SP
52,53.0,2,52,spring,-38.446642395794356,GHB_SP
53,54.0,3,1,spring,-1.1113300939209694,GHB_SP
54,55.0,4,1,spring,-1.5099337046270875,GHB_SP
55,56.0,4,2,spring,-1.867762403980123,GHB_SP
56,57.0,4,3,spring,-2.2092926104637627,GHB_SP
57,58.0,4,4,spring,-2.856176267200226,GHB_SP
58,59.0,4,5,spring,-3.5087163237132017,GHB_SP
59,60.0,4,6,spring,-4.0702070542809,GHB_SP
