kper,kstp,time,k,i,j,PWq
1,1,1.0,0,22,40,-155.89992894702368
1,1,1.0,0,23,40,-139.02768440755494
1,1,1.0,0,24,39,-126.8145768774823
1,1,1.0,0,25,39,-92.55399984400219
1,1,1.0,0,26,38,-122.05463864662761
1,1,1.0,0,27,38,-121.85232296796846
1,1,1.0,0,28,38,77.47808333432442
1,1,1.0,0,29,37,-87.42544660778219
1,1,1.0,0,30,37,-53.16338095552862
1,1,1.0,0,31,37,-23.830863558325632
1,1,1.0,0,32,36,-26.784887139745933
1,1,1.0,0,33,36,-18.30681757618663
1,1,1.0,0,34,37,-25.816111011555222
1,1,1.0,0,35,37,-19.956505393037105
1,1,1.0,0,36,37,-29.572365842426166
1,1,1.0,0,37,37,-13.331228978549007
1,1,1.0,0,38,37,-0.3940359143811065
1,1,1.0,0,39,38,-5.001108990915327
1,1,1.0,0,40,38,2.2904046380930367
1,1,1.0,0,41,38,4.781555499529986
1,1,1.0,0,42,38,0.24422986363288146
1,1,1.0,0,43,38,-2.655002277850599
1,1,1.0,0,44,38,-7.281005438766101
1,1,1.0,0,45,37,228.2156174392578
1,1,1.0,0,45,38,-6.693736140690135
2,1,2.0,0,22,40,-155.91611454472581
2,1,2.0,0,23,40,-139.04802639175216
2,1,2.0,0,24,39,-126.83786750954471
2,1,2.0,0,25,39,-92.57837538114131
2,1,2.0,0,26,38,-122.0706512056521
2,1,2.0,0,27,38,-121.84914120257451
2,1,2.0,0,28,38,77.69520134181141
2,1,2.0,0,29,37,-87.3628201089598
2,1,2.0,0,30,37,-53.13954767397604
2,1,2.0,0,31,37,-23.82865164667146
2,1,2.0,0,32,36,-26.806857958151454
2,1,2.0,0,33,36,-18.33362191959293
2,1,2.0,0,34,37,-25.84575287423729
2,1,2.0,0,35,37,-19.986406651394987
2,1,2.0,0,36,37,-29.60236574045939
2,1,2.0,0,37,37,-13.361140919234344
2,1,2.0,0,38,37,-0.4237625364798987
2,1,2.0,0,39,38,-5.030404803523197
2,1,2.0,0,40,38,2.2614200984041872
2,1,2.0,0,41,38,4.753255504025219
2,1,2.0,0,42,38,0.21690628739872864
2,1,2.0,0,43,38,-2.6812139135392954
2,1,2.0,0,44,38,-7.306121071194298
2,1,2.0,0,45,37,228.19546005858
2,1,2.0,0,45,38,-6.718023674761525
2,2,3.0,0,22,40,-155.90141007102648
2,2,3.0,0,23,40,-139.0397651491246
2,2,3.0,0,24,39,-126.83548064568777
2,2,3.0,0,25,39,-92.57829676459562
2,2,3.0,0,26,38,-122.06507574190175
2,2,3.0,0,27,38,-121.8372297912648
2,2,3.0,0,28,38,77.73413948677535
2,2,3.0,0,29,37,-87.33719251559364
2,2,3.0,0,30,37,-53.12081463831464
2,2,3.0,0,31,37,-23.815993614248896
2,2,3.0,0,32,36,-26.809679739965077
2,2,3.0,0,33,36,-18.341330675717813
2,2,3.0,0,34,37,-25.857191250300957
2,2,3.0,0,35,37,-19.99818538561351
2,2,3.0,0,36,37,-29.614133575378332
2,2,3.0,0,37,37,-13.372474394188771
2,2,3.0,0,38,37,-0.43434184904674566
2,2,3.0,0,39,38,-5.04034244507568
2,2,3.0,0,40,38,2.25229564743222
2,2,3.0,0,41,38,4.745458292661283
2,2,3.0,0,42,38,0.21076738469332668
2,2,3.0,0,43,38,-2.6855929772398213
2,2,3.0,0,44,38,-7.308963131090195
2,2,3.0,0,45,37,228.1980185769512
2,2,3.0,0,45,38,-6.719919940330556
2,3,4.0,0,22,40,-155.96487577317419
2,3,4.0,0,23,40,-139.10994750514033
2,3,4.0,0,24,39,-126.91437802020562
2,3,4.0,0,25,39,-92.66004725165362
2,3,4.0,0,26,38,-122.14526106210837
2,3,4.0,0,27,38,-121.91440253330495
2,3,4.0,0,28,38,77.67642586470822
2,3,4.0,0,29,37,-87.40882550057961
2,3,4.0,0,30,37,-53.19668301414754
2,3,4.0,0,31,37,-23.89546158433029
2,3,4.0,0,32,36,-26.90182337725139
2,3,4.0,0,33,36,-18.437988666776164
2,3,4.0,0,34,37,-25.956436134352998
2,3,4.0,0,35,37,-20.097828747395397
2,3,4.0,0,36,37,-29.71368693718034
2,3,4.0,0,37,37,-13.471429057208411
2,3,4.0,0,38,37,-0.5325399985459853
2,3,4.0,0,39,38,-5.1365672129551285
2,3,4.0,0,40,38,2.1570346180981232
2,3,4.0,0,41,38,4.65178321734993
2,3,4.0,0,42,38,0.11899791403357085
2,3,4.0,0,43,38,-2.7754097393795973
2,3,4.0,0,44,38,-7.397016811629555
2,3,4.0,0,45,37,228.1132365378612
2,3,4.0,0,45,38,-6.8066331912176565
2,4,5.0,0,22,40,-155.93002725577753
2,4,5.0,0,23,40,-139.08614520157516
2,4,5.0,0,24,39,-126.90328018165542
2,4,5.0,0,25,39,-92.65373678534763
2,4,5.0,0,26,38,-122.14038085493496
2,4,5.0,0,27,38,-121.90988532144263
2,4,5.0,0,28,38,77.68226352532804
2,4,5.0,0,29,37,-87.40549853941218
2,4,5.0,0,30,37,-53.19642908967353
2,4,5.0,0,31,37,-23.897465016359433
2,4,5.0,0,32,36,-26.912485203327037
2,4,5.0,0,33,36,-18.452775277573437
2,4,5.0,0,34,37,-25.974364683688464
2,4,5.0,0,35,37,-20.116061071761123
2,4,5.0,0,36,37,-29.731701045401223
2,4,5.0,0,37,37,-13.48862963192937
2,4,5.0,0,38,37,-0.5485372378877855
2,4,5.0,0,39,38,-5.150622916575571
2,4,5.0,0,40,38,2.144036068302171
2,4,5.0,0,41,38,4.640380631562948
2,4,5.0,0,42,38,0.10939274559041223
2,4,5.0,0,43,38,-2.783285739913822
2,4,5.0,0,44,38,-7.403449230689716
2,4,5.0,0,45,37,228.10907642674158
2,4,5.0,0,45,38,-6.812128916292977
2,5,6.0,0,22,40,-155.87624952245505
2,5,6.0,0,23,40,-139.0463935958271
2,5,6.0,0,24,39,-126.88033422836224
2,5,6.0,0,25,39,-92.6374560235289
2,5,6.0,0,26,38,-122.12795586394213
2,5,6.0,0,27,38,-121.89963792272533
2,5,6.0,0,28,38,77.6898739382026
2,5,6.0,0,29,37,-87.39938690092492
2,5,6.0,0,30,37,-53.194671683960564
2,5,6.0,0,31,37,-23.89823410889062
2,5,6.0,0,32,36,-26.919664671462442
2,5,6.0,0,33,36,-18.464087879224053
2,5,6.0,0,34,37,-25.989791199186243
2,5,6.0,0,35,37,-20.13178871782111
2,5,6.0,0,36,37,-29.747207112232672
2,5,6.0,0,37,37,-13.503299637445252
2,5,6.0,0,38,37,-0.5619322577140338
2,5,6.0,0,39,38,-5.1623061008930335
2,5,6.0,0,40,38,2.133354142278449
2,5,6.0,0,41,38,4.631130594548608
2,5,6.0,0,42,38,0.10167155003239259
2,5,6.0,0,43,38,-2.789616129125193
2,5,6.0,0,44,38,-7.408691333762022
2,5,6.0,0,45,37,228.10538968872493
2,5,6.0,0,45,38,-6.816722447277812
2,6,7.0,0,22,40,-155.76825070274174
2,6,7.0,0,23,40,-138.95372638208528
2,6,7.0,0,24,39,-126.80702667551168
2,6,7.0,0,25,39,-92.57245559448404
2,6,7.0,0,26,38,-122.0685415590782
2,6,7.0,0,27,38,-121.84436016710993
2,6,7.0,0,28,38,77.73272843836492
2,6,7.0,0,29,37,-87.35175734302845
2,6,7.0,0,30,37,-53.15209430993582
2,6,7.0,0,31,37,-23.858240969471808
2,6,7.0,0,32,36,-26.88365071843259
2,6,7.0,0,33,36,-18.432384456399177
2,6,7.0,0,34,37,-25.964085580557366
2,6,7.0,0,35,37,-20.106465256856154
2,6,7.0,0,36,37,-29.72180134928533
2,6,7.0,0,37,37,-13.477201844544538
2,6,7.0,0,38,37,-0.5346001514174077
2,6,7.0,0,39,38,-5.1341405791788475
2,6,7.0,0,40,38,2.1624120838766885
2,6,7.0,0,41,38,4.6613884577410545
2,6,7.0,0,42,38,0.13313489262679923
2,6,7.0,0,43,38,-2.7571433014154536
2,6,7.0,0,44,38,-7.375546843211055
2,6,7.0,0,45,37,228.13998797107467
2,6,7.0,0,45,38,-6.783332625605226
2,7,8.0,0,22,40,-155.60908079277408
2,7,8.0,0,23,40,-138.81076969838182
2,7,8.0,0,24,39,-126.68481978055183
2,7,8.0,0,25,39,-92.4598824929634
2,7,8.0,0,26,38,-121.96272803865702
2,7,8.0,0,27,38,-121.74457104917167
2,7,8.0,0,28,38,77.80978683808621
2,7,8.0,0,29,37,-87.26302375898263
2,7,8.0,0,30,37,-53.069062350528384
2,7,8.0,0,31,37,-23.777838850102853
2,7,8.0,0,32,36,-26.804988437600855
2,7,8.0,0,33,36,-18.35846960297647
2,7,8.0,0,34,37,-25.898384060791955
2,7,8.0,0,35,37,-20.041288156529163
2,7,8.0,0,36,37,-29.656754379128188
2,7,8.0,0,37,37,-13.411674179141414
2,7,8.0,0,38,37,-0.4679439591754999
2,7,8.0,0,39,38,-5.067962711732207
2,7,8.0,0,40,38,2.2293543027774376
2,7,8.0,0,41,38,4.729282087941215
2,7,8.0,0,42,38,0.20190164062853455
2,7,8.0,0,43,38,-2.687758576609781
2,7,8.0,0,44,38,-7.305932244923952
2,7,8.0,0,45,37,228.21135919454218
2,7,8.0,0,45,38,-6.713911842558787
2,8,9.0,0,22,40,-155.73104098100225
2,8,9.0,0,23,40,-138.94466809846062
2,8,9.0,0,24,39,-126.84031908843349
2,8,9.0,0,25,39,-92.62328867332212
2,8,9.0,0,26,38,-122.13429270231597
2,8,9.0,0,27,38,-121.91743150625052
2,8,9.0,0,28,38,77.66629632153263
2,8,9.0,0,29,37,-87.43938399341687
2,8,9.0,0,30,37,-53.257019265021995
2,8,9.0,0,31,37,-23.972235115330363
2,8,9.0,0,32,36,-27.00906176577189
2,8,9.0,0,33,36,-18.56838908875193
2,8,9.0,0,34,37,-26.114467122064298
2,8,9.0,0,35,37,-20.258577810591873
2,8,9.0,0,36,37,-29.87493483452738
2,8,9.0,0,37,37,-13.630390284626174
2,8,9.0,0,38,37,-0.6874514886536645
2,8,9.0,0,39,38,-5.28565493512167
2,8,9.0,0,40,38,2.011867599125253
2,8,9.0,0,41,38,4.512312540027551
2,8,9.0,0,42,38,-0.014414977044907573
2,8,9.0,0,43,38,-2.9033539203379632
2,8,9.0,0,44,38,-7.520631403330185
2,8,9.0,0,45,37,227.99549645154525
2,8,9.0,0,45,38,-6.927414394729794
2,9,10.0,0,22,40,-155.94070326374958
2,9,10.0,0,23,40,-139.16051568119155
2,9,10.0,0,24,39,-127.07577636406904
2,9,10.0,0,25,39,-92.86431660226822
2,9,10.0,0,26,38,-122.3841321998467
2,9,10.0,0,27,38,-122.16545906428973
2,9,10.0,0,28,38,77.468571286425
2,9,10.0,0,29,37,-87.68890291871764
2,9,10.0,0,30,37,-53.519143672571545
2,9,10.0,0,31,37,-24.242086640916114
2,9,10.0,0,32,36,-27.296192607415037
2,9,10.0,0,33,36,-18.86242382431601
2,9,10.0,0,34,37,-26.41216869790037
2,9,10.0,0,35,37,-20.558210319946625
2,9,10.0,0,36,37,-30.17638316315265
2,9,10.0,0,37,37,-13.933521011678636
2,9,10.0,0,38,37,-0.9929599149569412
2,9,10.0,0,39,38,-5.586793648601315
2,9,10.0,0,40,38,1.7104209868732596
2,9,10.0,0,41,38,4.21098355469951
2,9,10.0,0,42,38,-0.31519844577451295
2,9,10.0,0,43,38,-3.2031231687376476
2,9,10.0,0,44,38,-7.81871894079984
2,9,10.0,0,45,37,227.69338859374727
2,9,10.0,0,45,38,-7.223193074925234
2,10,11.0,0,22,40,-156.13809787187165
2,10,11.0,0,23,40,-139.36254723578145
2,10,11.0,0,24,39,-127.29570729690158
2,10,11.0,0,25,39,-93.08850602676512
2,10,11.0,0,26,38,-122.61733891584424
2,10,11.0,0,27,38,-122.39615577553445
2,10,11.0,0,28,38,77.28718230371078
2,10,11.0,0,29,37,-87.92266839332888
2,10,11.0,0,30,37,-53.764389395568514
2,10,11.0,0,31,37,-24.49471088605003
2,10,11.0,0,32,36,-27.569886652691707
2,10,11.0,0,33,36,-19.143628765731933
2,10,11.0,0,34,37,-26.695983130303375
2,10,11.0,0,35,37,-20.844493044448882
2,10,11.0,0,36,37,-30.46527973681475
2,10,11.0,0,37,37,-14.225021328814933
2,10,11.0,0,38,37,-1.287716828451039
2,10,11.0,0,39,38,-5.875832933925835
2,10,11.0,0,40,38,1.4207798044484434
2,10,11.0,0,41,38,3.9212048175548944
2,10,11.0,0,42,38,-0.6044825602093624
2,10,11.0,0,43,38,-3.4911811878474737
2,10,11.0,0,44,38,-8.104669453521637
2,10,11.0,0,45,37,227.40183300626256
2,10,11.0,0,45,38,-7.50642729897686
2,11,12.0,0,22,40,-156.2967894825489
2,11,12.0,0,23,40,-139.52908934321624
2,11,12.0,0,24,39,-127.48144404513778
2,11,12.0,0,25,39,-93.27874750737419
2,11,12.0,0,26,38,-122.81700847963987
2,11,12.0,0,27,38,-122.59385033614592
2,11,12.0,0,28,38,77.13204837798457
2,11,12.0,0,29,37,-88.12563596881319
2,11,12.0,0,30,37,-53.978018348377645
2,11,12.0,0,31,37,-24.715226580995704
2,11,12.0,0,32,36,-27.812730387475654
2,11,12.0,0,33,36,-19.394517747796385
2,11,12.0,0,34,37,-26.949537498068366
2,11,12.0,0,35,37,-21.10088458056964
2,11,12.0,0,36,37,-30.724866854799643
2,11,12.0,0,37,37,-14.48783451892973
2,11,12.0,0,38,37,-1.5542140161080624
2,11,12.0,0,39,38,-6.136254441520805
2,11,12.0,0,40,38,1.1596254720246861
2,11,12.0,0,41,38,3.659778853423063
2,11,12.0,0,42,38,-0.8654472093060122
2,11,12.0,0,43,38,-3.750834841234223
2,11,12.0,0,44,38,-8.362094396029079
2,11,12.0,0,45,37,227.1382223954448
