time,spring,awanui,poukawa,pk4,kper,kstp,pk4-spr-diff,pk4-conf-diff
1.0,7.884750171036636,7.9195064417632866,7.894723658424262,7.884750171036636,1,1,-0.29475017103663603,6.115249828963364
2.0,7.883607462301746,7.918167943664325,7.893606967404594,7.883607462301746,2,1,-0.29360746230174595,6.067418857698255
3.0,7.882407529608842,7.9166928979170486,7.892474645753783,7.882407529608842,2,2,-0.292407529608842,6.019645100391158
4.0,7.881168455750027,7.915111862202469,7.891270179371803,7.881168455750027,2,3,-0.2911684557500269,5.971910494249974
5.0,7.879845622192348,7.913312032730336,7.890050320454012,7.879845622192348,2,4,-0.2912265121923481,5.924259637807652
6.0,7.87847265033537,7.9113524847460965,7.888805381122327,7.87847265033537,2,5,-0.2910903903353699,5.8766589296646305
7.0,7.877012229266308,7.909286376963684,7.887551323492853,7.877012229266308,2,6,-0.2919828492663079,5.829145660733692
8.0,7.875536464106833,7.90713585094476,7.8863008537912815,7.875536464106833,2,7,-0.2916777641068329,5.781647745893167
9.0,7.874036234366762,7.904972965283298,7.884882658345274,7.874036234366762,2,8,-0.2912997543667615,5.734174295633237
10.0,7.872510600069243,7.902848384780514,7.883297141631526,7.872510600069243,2,9,-0.29079358006924316,5.686726239930757
11.0,7.870893143233405,7.90064543911845,7.881586107368149,7.870893143233405,2,10,-0.2916561732334051,5.639370016766594
12.0,7.869237866453056,7.898247980619926,7.879781978547996,7.869237866453056,2,11,-0.2915604064530557,5.5920516035469445
13.0,7.86747820924763,7.8957890233430295,7.877880991344729,7.86747820924763,2,12,-0.2926943092476302,5.544837580752369
14.0,7.865645890024135,7.893316321252833,7.876042402291989,7.865645890024135,2,13,-0.29352260002413466,5.4976962199758646
15.0,7.8637730374153945,7.8907823528410335,7.874273132824558,7.8637730374153945,2,14,-0.29376358741539477,5.450595382584605
16.0,7.861824350831508,7.8880023299182565,7.872555025125102,7.861824350831508,2,15,-0.29469014083150835,5.403570389168491
17.0,7.859821350009893,7.88508428195968,7.870860773274846,7.859821350009893,2,16,-0.29532205000989364,5.356599699990106
18.0,7.857804872164714,7.882089710677523,7.869187878738576,7.857804872164714,2,17,-0.29499484216471394,5.309642497835286
19.0,7.855775606039038,7.878994755317352,7.867525565367473,7.855775606039038,2,18,-0.29431399603903774,5.262698073960961
20.0,7.853727699340813,7.875834613197058,7.865867738127665,7.853727699340813,2,19,-0.29352718934081334,5.215772300659187
21.0,7.851683015705953,7.872607526589586,7.864200642835971,7.851683015705953,2,20,-0.2920856057059531,5.168843304294047
22.0,7.849554612279049,7.869401301518644,7.862533583568265,7.849554612279049,2,21,-0.2924129822790489,5.1219980177209505
23.0,7.847361169343553,7.866175463175364,7.860848270336058,7.847361169343553,2,22,-0.2929107893435532,5.075217780656447
24.0,7.845048368512689,7.862923438816453,7.859151267490807,7.845048368512689,2,23,-0.29501177851268867,5.028556891487311
25.0,7.842597578380625,7.859641771274089,7.857431723438365,7.842597578380625,2,24,-0.29836462838062516,4.982034001619375
26.0,7.839974356375943,7.856324173513115,7.855678971490029,7.839974356375943,2,25,-0.30340336637594234,4.935683533624057
27.0,7.837210902765367,7.8529514016679425,7.853873785453676,7.837210902765367,2,26,-0.3087754027653675,4.889473307234633
28.0,7.834239333666237,7.849524164051315,7.8520104684873,7.834239333666237,2,27,-0.3164095136662368,4.8434711963337636
29.0,7.8311054705155465,7.846010510039816,7.850083217681114,7.8311054705155465,2,28,-0.32422636051554665,4.797631369484454
30.0,7.827933832767705,7.842393810474381,7.848092908196825,7.827933832767705,2,29,-0.3297859927677056,4.751829327232295
31.0,7.824712977494917,7.838667600504677,7.846054277774905,7.824712977494917,2,30,-0.3351186474949168,4.706076492505083
32.0,7.821366327095528,7.834949171272412,7.843964623768683,7.821366327095528,2,31,-0.3421120270955278,4.660449462904473
33.0,7.817963530650984,7.831185817708013,7.8418243483668535,7.817963530650984,2,32,-0.3481300906509839,4.614878579349015
34.0,7.814593617782128,7.827333391280276,7.839650042624206,7.814593617782128,2,33,-0.35196923778212774,4.569274802217873
35.0,7.811104206351007,7.823400164189963,7.837428372037186,7.811104206351007,2,34,-0.358542696351007,4.5237905336489925
36.0,7.807499345602805,7.819397385711109,7.835159353828053,7.807499345602805,2,35,-0.3657553156028053,4.478421704397196
37.0,7.803914958640854,7.815361042934212,7.832835891660797,7.803914958640854,2,36,-0.3703030386408539,4.433032411359146
38.0,7.800354552384327,7.811336760582271,7.83046827719494,7.800354552384327,2,37,-0.37402571238432714,4.391926147615672
39.0,7.796701421490871,7.807306029512926,7.828060122774452,7.796701421490871,2,38,-0.3799545214908715,4.350912618509129
40.0,7.793139339561317,7.803333279944005,7.825619452736157,7.793139339561317,2,39,-0.38225747956131695,4.309808030438684
41.0,7.78962268037774,7.799413009043392,7.82316571655706,7.78962268037774,2,40,-0.3845383003777405,4.268658019622259
42.0,7.786173459955496,7.795514621777543,7.820703900194178,7.786173459955496,2,41,-0.3859158199554953,4.2274405800445045
43.0,7.782756646957365,7.791627104966424,7.818238744751878,7.782756646957365,2,42,-0.38756661695736483,4.186190723042635
44.0,7.779454505201636,7.787779107377673,7.815766834943197,7.779454505201636,2,43,-0.3871323652016363,4.144826194798364
45.0,7.776113551190696,7.78393033566122,7.81330413971074,7.776113551190696,2,44,-0.38936492119069666,4.103500488809304
46.0,7.77283016039362,7.780073853481542,7.810839671327699,7.77283016039362,2,45,-0.38992965039362026,4.06211720960638
47.0,7.769707394750113,7.776328849484386,7.808394618779243,7.769707394750113,2,46,-0.38763920475011293,4.020573305249887
48.0,7.766707706775857,7.772708444576538,7.8059856491430715,7.766707706775857,2,47,-0.3850211467758564,3.9789063332241428
49.0,7.7637116656088105,7.769143811416615,7.803610198550591,7.7637116656088105,2,48,-0.38459016560881043,3.937235704391189
50.0,7.7607617210366255,7.765678856166849,7.801255702497355,7.7607617210366255,2,49,-0.38370078103662575,3.8955189789633744
51.0,7.757836480051695,7.762295087296308,7.798923916107945,7.757836480051695,2,50,-0.383293840051695,3.8537775599483046
52.0,7.754918707314775,7.758945799721195,7.796619138715867,7.754918707314775,2,51,-0.38345490731477483,3.8120286626852247
53.0,7.751981943957944,7.755577754803607,7.794332662278479,7.751981943957944,2,52,-0.38446642395794317,3.770298756042056
54.0,9.65185630093921,9.68995044014403,9.67517059926625,9.65185630093921,3,1,-0.011113040939209284,4.34814369906079
55.0,9.650478957046271,9.688724204478408,9.67406184161084,9.650478957046271,4,1,-0.015099337046271089,4.329755412953729
56.0,9.6489033940398,9.687369367726694,9.67291589446955,9.6489033940398,4,2,-0.018677624039801444,4.311565345960199
57.0,9.647186826104637,9.68589212666984,9.671717479385528,9.647186826104637,4,3,-0.0220929261046372,4.293516283895363
58.0,9.645208052672002,9.68426466250934,9.670450187480432,9.645208052672002,4,4,-0.028561762672001834,4.275729427327997
59.0,9.643029283237132,9.68247812794499,9.669102529090921,9.643029283237132,4,5,-0.035087163237131236,4.258142566762869
60.0,9.640728750542808,9.680545722336133,9.667669243507262,9.640728750542808,4,6,-0.0407020705428085,4.240677469457193
61.0,9.638333310366875,9.678483364243018,9.66614936305342,9.638333310366875,4,7,-0.045898140366874784,4.223307279633126
62.0,9.635936324869352,9.676325259979869,9.6645487331768,9.635936324869352,4,8,-0.049240914869351116,4.205938635130648
