"DateTime","Awanui Stream at Flume (x)","Awanui Stream at Flume (y)"
"Fri 2nd Jan 2009","2009-01-01 23:00:00",64.72857
"Sat 3rd Jan 2009","2009-01-02 23:00:00",61.49524
"Sun 4th Jan 2009","2009-01-03 23:00:00",55.142857
"Mon 5th Jan 2009","2009-01-04 23:00:00",48.942857
"Tue 6th Jan 2009","2009-01-05 23:00:00",52.02381
"Wed 7th Jan 2009","2009-01-06 23:00:00",74.904
"Thu 8th Jan 2009","2009-01-07 23:00:00",71.42267
"Fri 9th Jan 2009","2009-01-08 23:00:00",68
"Sat 10th Jan 2009","2009-01-09 23:00:00",61.49524
"Sun 11th Jan 2009","2009-01-10 23:00:00",100.916
"Mon 12th Jan 2009","2009-01-11 23:00:00",80.236
"Tue 13th Jan 2009","2009-01-12 23:00:00",47.416667
"Wed 14th Jan 2009","2009-01-13 23:00:00",47.416667
"Thu 15th Jan 2009","2009-01-14 23:00:00",44.392857
"Fri 16th Jan 2009","2009-01-15 23:00:00",41.407143
"Sat 17th Jan 2009","2009-01-16 23:00:00",39.92857
"Sun 18th Jan 2009","2009-01-17 23:00:00",45.9
"Mon 19th Jan 2009","2009-01-18 23:00:00",39.92857
"Tue 20th Jan 2009","2009-01-19 23:00:00",35.568126
"Wed 21st Jan 2009","2009-01-20 23:00:00",29.934175
"Thu 22nd Jan 2009","2009-01-21 23:00:00",31.328996
"Fri 23rd Jan 2009","2009-01-22 23:00:00",28.548178
"Sat 24th Jan 2009","2009-01-23 23:00:00",28.548178
"Sun 25th Jan 2009","2009-01-24 23:00:00",31.328996
"Mon 26th Jan 2009","2009-01-25 23:00:00",28.548178
"Tue 27th Jan 2009","2009-01-26 23:00:00",31.328996
"Wed 28th Jan 2009","2009-01-27 23:00:00",27.170837
"Thu 29th Jan 2009","2009-01-28 23:00:00",28.548178
"Fri 30th Jan 2009","2009-01-29 23:00:00",28.548178
"Sat 31st Jan 2009","2009-01-30 23:00:00",27.170837
"Sun 1st Feb 2009","2009-01-31 23:00:00",25.801993
"Mon 2nd Feb 2009","2009-02-01 23:00:00",23.08918
"Tue 3rd Feb 2009","2009-02-02 23:00:00",27.170837
"Wed 4th Feb 2009","2009-02-03 23:00:00",25.801993
"Thu 5th Feb 2009","2009-02-04 23:00:00",27.170837
"Fri 6th Feb 2009","2009-02-05 23:00:00",27.170837
"Sat 7th Feb 2009","2009-02-06 23:00:00",28.548178
"Sun 8th Feb 2009","2009-02-07 23:00:00",24.44149
"Mon 9th Feb 2009","2009-02-08 23:00:00",24.44149
"Tue 10th Feb 2009","2009-02-09 23:00:00",25.801993
"Wed 11th Feb 2009","2009-02-10 23:00:00",29.934175
"Thu 12th Feb 2009","2009-02-11 23:00:00",32.73281
"Fri 13th Feb 2009","2009-02-12 23:00:00",35.568126
"Sat 14th Feb 2009","2009-02-13 23:00:00",32.73281
"Sun 15th Feb 2009","2009-02-14 23:00:00",29.934175
"Mon 16th Feb 2009","2009-02-15 23:00:00",31.328996
"Tue 17th Feb 2009","2009-02-16 23:00:00",35.568126
"Wed 18th Feb 2009","2009-02-17 23:00:00",34.14579
"Thu 19th Feb 2009","2009-02-18 23:00:00",32.73281
"Fri 20th Feb 2009","2009-02-19 23:00:00",38.459524
"Sat 21st Feb 2009","2009-02-20 23:00:00",39.92857
"Sun 22nd Feb 2009","2009-02-21 23:00:00",37
"Mon 23rd Feb 2009","2009-02-22 23:00:00",32.73281
"Tue 24th Feb 2009","2009-02-23 23:00:00",35.568126
"Wed 25th Feb 2009","2009-02-24 23:00:00",38.459524
"Thu 26th Feb 2009","2009-02-25 23:00:00",35.568126
"Fri 27th Feb 2009","2009-02-26 23:00:00",38.459524
"Sat 28th Feb 2009","2009-02-27 23:00:00",56.716667
"Sun 1st Mar 2009","2009-02-28 23:00:00",121.04679
"Mon 2nd Mar 2009","2009-03-01 23:00:00",82.042667
"Tue 3rd Mar 2009","2009-03-02 23:00:00",59.892857
"Wed 4th Mar 2009","2009-03-03 23:00:00",50.478571
"Thu 5th Mar 2009","2009-03-04 23:00:00",47.416667
"Fri 6th Mar 2009","2009-03-05 23:00:00",58.3
"Sat 7th Mar 2009","2009-03-06 23:00:00",59.892857
"Sun 8th Mar 2009","2009-03-07 23:00:00",61.49524
"Mon 9th Mar 2009","2009-03-08 23:00:00",56.716667
"Tue 10th Mar 2009","2009-03-09 23:00:00",53.57857
"Wed 11th Mar 2009","2009-03-10 23:00:00",48.942857
"Thu 12th Mar 2009","2009-03-11 23:00:00",52.02381
"Fri 13th Mar 2009","2009-03-12 23:00:00",52.02381
"Sat 14th Mar 2009","2009-03-13 23:00:00",53.57857
"Sun 15th Mar 2009","2009-03-14 23:00:00",50.478571
"Mon 16th Mar 2009","2009-03-15 23:00:00",52.02381
"Tue 17th Mar 2009","2009-03-16 23:00:00",59.892857
"Wed 18th Mar 2009","2009-03-17 23:00:00",64.72857
"Thu 19th Mar 2009","2009-03-18 23:00:00",63.107143
"Fri 20th Mar 2009","2009-03-19 23:00:00",56.716667
"Sat 21st Mar 2009","2009-03-20 23:00:00",56.716667
"Sun 22nd Mar 2009","2009-03-21 23:00:00",56.716667
"Mon 23rd Mar 2009","2009-03-22 23:00:00",56.716667
"Tue 24th Mar 2009","2009-03-23 23:00:00",59.892857
"Wed 25th Mar 2009","2009-03-24 23:00:00",56.716667
"Thu 26th Mar 2009","2009-03-25 23:00:00",58.3
"Fri 27th Mar 2009","2009-03-26 23:00:00",58.3
"Sat 28th Mar 2009","2009-03-27 23:00:00",58.3
"Sun 29th Mar 2009","2009-03-28 23:00:00",59.892857
"Mon 30th Mar 2009","2009-03-29 23:00:00",58.3
"Tue 31st Mar 2009","2009-03-30 23:00:00",59.892857
"Wed 1st Apr 2009","2009-03-31 23:00:00",61.49524
"Thu 2nd Apr 2009","2009-04-01 23:00:00",63.107143
"Fri 3rd Apr 2009","2009-04-02 23:00:00",63.107143
"Sat 4th Apr 2009","2009-04-03 23:00:00",63.107143
"Sun 5th Apr 2009","2009-04-05 00:00:00",63.107143
"Mon 6th Apr 2009","2009-04-06 00:00:00",63.107143
"Tue 7th Apr 2009","2009-04-07 00:00:00",64.72857
"Wed 8th Apr 2009","2009-04-08 00:00:00",64.72857
"Thu 9th Apr 2009","2009-04-09 00:00:00",59.892857
"Fri 10th Apr 2009","2009-04-10 00:00:00",58.3
"Sat 11th Apr 2009","2009-04-11 00:00:00",61.49524
"Sun 12th Apr 2009","2009-04-12 00:00:00",61.49524
"Mon 13th Apr 2009","2009-04-13 00:00:00",64.72857
"Tue 14th Apr 2009","2009-04-14 00:00:00",66.35952
"Wed 15th Apr 2009","2009-04-15 00:00:00",64.72857
"Thu 16th Apr 2009","2009-04-16 00:00:00",64.72857
"Fri 17th Apr 2009","2009-04-17 00:00:00",66.35952
"Sat 18th Apr 2009","2009-04-18 00:00:00",66.35952
"Sun 19th Apr 2009","2009-04-19 00:00:00",66.35952
"Mon 20th Apr 2009","2009-04-20 00:00:00",71.42267
"Tue 21st Apr 2009","2009-04-21 00:00:00",93.190667
"Wed 22nd Apr 2009","2009-04-22 00:00:00",91.296
"Thu 23rd Apr 2009","2009-04-23 00:00:00",83.864
"Fri 24th Apr 2009","2009-04-24 00:00:00",82.042667
"Sat 25th Apr 2009","2009-04-25 00:00:00",82.042667
"Sun 26th Apr 2009","2009-04-26 00:00:00",85.7
"Mon 27th Apr 2009","2009-04-27 00:00:00",91.296
"Tue 28th Apr 2009","2009-04-28 00:00:00",89.416
"Wed 29th Apr 2009","2009-04-29 00:00:00",91.296
"Thu 30th Apr 2009","2009-04-30 00:00:00",89.416
"Fri 1st May 2009","2009-05-01 00:00:00",87.550667
"Sat 2nd May 2009","2009-05-02 00:00:00",93.190667
"Sun 3rd May 2009","2009-05-03 00:00:00",102.884
"Mon 4th May 2009","2009-05-04 00:00:00",115
"Tue 5th May 2009","2009-05-05 00:00:00",108.876
"Wed 6th May 2009","2009-05-06 00:00:00",112.944
"Thu 7th May 2009","2009-05-07 00:00:00",115
"Fri 8th May 2009","2009-05-08 00:00:00",112.944
"Sat 9th May 2009","2009-05-09 00:00:00",115
"Sun 10th May 2009","2009-05-10 00:00:00",112.944
"Mon 11th May 2009","2009-05-11 00:00:00",112.944
"Tue 12th May 2009","2009-05-12 00:00:00",119.021505
"Wed 13th May 2009","2009-05-13 00:00:00",123.081751
"Thu 14th May 2009","2009-05-14 00:00:00",123.081751
"Fri 15th May 2009","2009-05-15 00:00:00",119.021505
"Sat 16th May 2009","2009-05-16 00:00:00",115
"Sun 17th May 2009","2009-05-17 00:00:00",121.04679
"Mon 18th May 2009","2009-05-18 00:00:00",117.00591
"Tue 19th May 2009","2009-05-19 00:00:00",119.021505
"Wed 20th May 2009","2009-05-20 00:00:00",117.00591
"Thu 21st May 2009","2009-05-21 00:00:00",115
"Fri 22nd May 2009","2009-05-22 00:00:00",115
"Sat 23rd May 2009","2009-05-23 00:00:00",123.081751
"Sun 24th May 2009","2009-05-24 00:00:00",177.10364
"Mon 25th May 2009","2009-05-25 00:00:00",221.77825
"Tue 26th May 2009","2009-05-26 00:00:00",200.40733
"Wed 27th May 2009","2009-05-27 00:00:00",186.3089
"Thu 28th May 2009","2009-05-28 00:00:00",179.39042
"Fri 29th May 2009","2009-05-29 00:00:00",161.36733
"Sat 30th May 2009","2009-05-30 00:00:00",170.301395
"Sun 31st May 2009","2009-05-31 00:00:00",183.99305
"Mon 1st Jun 2009","2009-06-01 00:00:00",190.96963
"Tue 2nd Jun 2009","2009-06-02 00:00:00",190.96963
"Wed 3rd Jun 2009","2009-06-03 00:00:00",183.99305
"Thu 4th Jun 2009","2009-06-04 00:00:00",181.686895
"Fri 5th Jun 2009","2009-06-05 00:00:00",186.3089
"Sat 6th Jun 2009","2009-06-06 00:00:00",188.63442
"Sun 7th Jun 2009","2009-06-07 00:00:00",186.3089
"Mon 8th Jun 2009","2009-06-08 00:00:00",181.686895
"Tue 9th Jun 2009","2009-06-09 00:00:00",181.686895
"Wed 10th Jun 2009","2009-06-10 00:00:00",217.04866
"Thu 11th Jun 2009","2009-06-11 00:00:00",214.693006
"Fri 12th Jun 2009","2009-06-12 00:00:00",210
"Sat 13th Jun 2009","2009-06-13 00:00:00",379.811344
"Sun 14th Jun 2009","2009-06-14 00:00:00",329.3641
"Mon 15th Jun 2009","2009-06-15 00:00:00",303.338
"Tue 16th Jun 2009","2009-06-16 00:00:00",285.48255
"Wed 17th Jun 2009","2009-06-17 00:00:00",272.9116
"Thu 18th Jun 2009","2009-06-18 00:00:00",260.49307
"Fri 19th Jun 2009","2009-06-19 00:00:00",248.227
"Sat 20th Jun 2009","2009-06-20 00:00:00",245.79208
"Sun 21st Jun 2009","2009-06-21 00:00:00",245.79208
"Mon 22nd Jun 2009","2009-06-22 00:00:00",238.523903
"Tue 23rd Jun 2009","2009-06-23 00:00:00",231.310607
"Wed 24th Jun 2009","2009-06-24 00:00:00",228.91837
"Thu 25th Jun 2009","2009-06-25 00:00:00",226.53223
"Fri 26th Jun 2009","2009-06-26 00:00:00",228.91837
"Sat 27th Jun 2009","2009-06-27 00:00:00",226.53223
"Sun 28th Jun 2009","2009-06-28 00:00:00",228.91837
"Mon 29th Jun 2009","2009-06-29 00:00:00",785.213587
"Tue 30th Jun 2009","2009-06-30 00:00:00",713.5569
"Wed 1st Jul 2009","2009-07-01 00:00:00",1104.84793
"Thu 2nd Jul 2009","2009-07-02 00:00:00",1175.1457
"Fri 3rd Jul 2009","2009-07-03 00:00:00",1064.77387
"Sat 4th Jul 2009","2009-07-04 00:00:00",914.81854
"Sun 5th Jul 2009","2009-07-05 00:00:00",890.388664
"Mon 6th Jul 2009","2009-07-06 00:00:00",989.54088
"Tue 7th Jul 2009","2009-07-07 00:00:00",932.422
"Wed 8th Jul 2009","2009-07-08 00:00:00",953.715
"Thu 9th Jul 2009","2009-07-09 00:00:00",921.84457
"Fri 10th Jul 2009","2009-07-10 00:00:00",862.775871
"Sat 11th Jul 2009","2009-07-11 00:00:00",815.241625
"Sun 12th Jul 2009","2009-07-12 00:00:00",805.1862
"Mon 13th Jul 2009","2009-07-13 00:00:00",993.0855
"Tue 14th Jul 2009","2009-07-14 00:00:00",946.59687
"Wed 15th Jul 2009","2009-07-15 00:00:00",925.365257
"Thu 16th Jul 2009","2009-07-16 00:00:00",876.541325
"Fri 17th Jul 2009","2009-07-17 00:00:00",845.6842
"Sat 18th Jul 2009","2009-07-18 00:00:00",1292.776
"Sun 19th Jul 2009","2009-07-19 00:00:00",1680.265
"Mon 20th Jul 2009","2009-07-20 00:00:00",1300.49
"Tue 21st Jul 2009","2009-07-21 00:00:00",1149.08751
"Wed 22nd Jul 2009","2009-07-22 00:00:00",1053.92409
"Thu 23rd Jul 2009","2009-07-23 00:00:00",964.4306
"Fri 24th Jul 2009","2009-07-24 00:00:00",950.1534
"Sat 25th Jul 2009","2009-07-25 00:00:00",904.317887
"Sun 26th Jul 2009","2009-07-26 00:00:00",876.541325
"Mon 27th Jul 2009","2009-07-27 00:00:00",855.9239
"Tue 28th Jul 2009","2009-07-28 00:00:00",832.10299
"Wed 29th Jul 2009","2009-07-29 00:00:00",828.72048
"Thu 30th Jul 2009","2009-07-30 00:00:00",828.72048
"Fri 31st Jul 2009","2009-07-31 00:00:00",801.84465
"Sat 1st Aug 2009","2009-08-01 00:00:00",788.52956
"Sun 2nd Aug 2009","2009-08-02 00:00:00",765.4252
"Mon 3rd Aug 2009","2009-08-03 00:00:00",752.33529
"Tue 4th Aug 2009","2009-08-04 00:00:00",739.3273
"Wed 5th Aug 2009","2009-08-05 00:00:00",726.4011
"Thu 6th Aug 2009","2009-08-06 00:00:00",703.9774
"Fri 7th Aug 2009","2009-08-07 00:00:00",691.2765
"Sat 8th Aug 2009","2009-08-08 00:00:00",681.8045
"Sun 9th Aug 2009","2009-08-09 00:00:00",669.24686
"Mon 10th Aug 2009","2009-08-10 00:00:00",653.6649
"Tue 11th Aug 2009","2009-08-11 00:00:00",644.3772
"Wed 12th Aug 2009","2009-08-12 00:00:00",647.468
"Thu 13th Aug 2009","2009-08-13 00:00:00",638.211
"Fri 14th Aug 2009","2009-08-14 00:00:00",632.0652
"Sat 15th Aug 2009","2009-08-15 00:00:00",638.211
"Sun 16th Aug 2009","2009-08-16 00:00:00",694.444047
"Mon 17th Aug 2009","2009-08-17 00:00:00",907.813
"Tue 18th Aug 2009","2009-08-18 00:00:00",904.317887
"Wed 19th Aug 2009","2009-08-19 00:00:00",1126.89958
"Thu 20th Aug 2009","2009-08-20 00:00:00",2438.996
"Fri 21st Aug 2009","2009-08-21 00:00:00",1689.1594
"Sat 22nd Aug 2009","2009-08-22 00:00:00",1399.42031
"Sun 23rd Aug 2009","2009-08-23 00:00:00",1239.2021
"Mon 24th Aug 2009","2009-08-24 00:00:00",1126.89958
"Tue 25th Aug 2009","2009-08-25 00:00:00",1046.7098
"Wed 26th Aug 2009","2009-08-26 00:00:00",1039.5107
"Thu 27th Aug 2009","2009-08-27 00:00:00",1046.7098
"Fri 28th Aug 2009","2009-08-28 00:00:00",964.4306
"Sat 29th Aug 2009","2009-08-29 00:00:00",911.313206
"Sun 30th Aug 2009","2009-08-30 00:00:00",879.995483
"Mon 31st Aug 2009","2009-08-31 00:00:00",879.995483
"Tue 1st Sep 2009","2009-09-01 00:00:00",815.241625
"Wed 2nd Sep 2009","2009-09-02 00:00:00",736.0881
"Thu 3rd Sep 2009","2009-09-03 00:00:00",700.7945
"Fri 4th Sep 2009","2009-09-04 00:00:00",1190.1194
"Sat 5th Sep 2009","2009-09-05 00:00:00",755.6001
"Sun 6th Sep 2009","2009-09-06 00:00:00",703.9774
"Mon 7th Sep 2009","2009-09-07 00:00:00",675.51545
"Tue 8th Sep 2009","2009-09-08 00:00:00",914.81854
"Wed 9th Sep 2009","2009-09-09 00:00:00",590.3186
"Thu 10th Sep 2009","2009-09-10 00:00:00",561.0047
"Fri 11th Sep 2009","2009-09-11 00:00:00",540.71311
"Sat 12th Sep 2009","2009-09-12 00:00:00",526.33416
"Sun 13th Sep 2009","2009-09-13 00:00:00",520.60943
"Mon 14th Sep 2009","2009-09-14 00:00:00",500.693653
"Tue 15th Sep 2009","2009-09-15 00:00:00",480.9658
"Wed 16th Sep 2009","2009-09-16 00:00:00",469.77707
"Thu 17th Sep 2009","2009-09-17 00:00:00",492.21584
"Fri 18th Sep 2009","2009-09-18 00:00:00",509.20598
"Sat 19th Sep 2009","2009-09-19 00:00:00",549.3865
"Sun 20th Sep 2009","2009-09-20 00:00:00",561.0047
"Mon 21st Sep 2009","2009-09-21 00:00:00",710.35862
"Tue 22nd Sep 2009","2009-09-22 00:00:00",469.77707
"Wed 23rd Sep 2009","2009-09-23 00:00:00",433.83751
"Thu 24th Sep 2009","2009-09-24 00:00:00",417.4686
"Fri 25th Sep 2009","2009-09-25 00:00:00",745.82105
"Sat 26th Sep 2009","2009-09-26 00:00:00",907.813
"Sun 27th Sep 2009","2009-09-26 23:00:00",795.1769
"Mon 28th Sep 2009","2009-09-27 23:00:00",641.2915
"Tue 29th Sep 2009","2009-09-28 23:00:00",694.444047
"Wed 30th Sep 2009","2009-09-29 23:00:00",656.77109
"Thu 1st Oct 2009","2009-09-30 23:00:00",672.3786
"Fri 2nd Oct 2009","2009-10-01 23:00:00",732.85397
"Sat 3rd Oct 2009","2009-10-02 23:00:00",647.468
"Sun 4th Oct 2009","2009-10-03 23:00:00",650.5639
"Mon 5th Oct 2009","2009-10-04 23:00:00",4176.7993
"Tue 6th Oct 2009","2009-10-05 23:00:00",7871.753
"Wed 7th Oct 2009","2009-10-06 23:00:00",4992.9336
"Thu 8th Oct 2009","2009-10-07 23:00:00",3290.377
"Fri 9th Oct 2009","2009-10-08 23:00:00",2460.9976
"Sat 10th Oct 2009","2009-10-09 23:00:00",3553.4455
"Sun 11th Oct 2009","2009-10-10 23:00:00",3499.449
"Mon 12th Oct 2009","2009-10-11 23:00:00",2341.4435
"Tue 13th Oct 2009","2009-10-12 23:00:00",1886.432
"Wed 14th Oct 2009","2009-10-13 23:00:00",1596.8948
"Thu 15th Oct 2009","2009-10-14 23:00:00",1407.5694
"Fri 16th Oct 2009","2009-10-15 23:00:00",1469.4075
"Sat 17th Oct 2009","2009-10-16 23:00:00",1444.5198
"Sun 18th Oct 2009","2009-10-17 23:00:00",1308.21912
"Mon 19th Oct 2009","2009-10-18 23:00:00",1536.7684
"Tue 20th Oct 2009","2009-10-19 23:00:00",1068.39804
"Wed 21st Oct 2009","2009-10-20 23:00:00",1331.49736
"Thu 22nd Oct 2009","2009-10-21 23:00:00",862.775871
"Fri 23rd Oct 2009","2009-10-22 23:00:00",968.01272
"Sat 24th Oct 2009","2009-10-23 23:00:00",1658.127906
"Sun 25th Oct 2009","2009-10-24 23:00:00",921.84457
"Mon 26th Oct 2009","2009-10-25 23:00:00",832.10299
"Tue 27th Oct 2009","2009-10-26 23:00:00",998.398651
"Wed 28th Oct 2009","2009-10-27 23:00:00",1035.90274
"Thu 29th Oct 2009","2009-10-28 23:00:00",960.96672
"Fri 30th Oct 2009","2009-10-29 23:00:00",1109.0564
"Sat 31st Oct 2009","2009-10-30 23:00:00",968.9086
"Sun 1st Nov 2009","2009-10-31 23:00:00",951.7809
"Mon 2nd Nov 2009","2009-11-01 23:00:00",935.57415
"Tue 3rd Nov 2009","2009-11-02 23:00:00",771.63107
"Wed 4th Nov 2009","2009-11-03 23:00:00",740.8598
"Thu 5th Nov 2009","2009-11-04 23:00:00",721.6282
"Fri 6th Nov 2009","2009-11-05 23:00:00",699.98266
"Sat 7th Nov 2009","2009-11-06 23:00:00",673.4259
"Sun 8th Nov 2009","2009-11-07 23:00:00",573.65
"Mon 9th Nov 2009","2009-11-08 23:00:00",514.8375
"Tue 10th Nov 2009","2009-11-09 23:00:00",499.154
"Wed 11th Nov 2009","2009-11-10 23:00:00",492.5375
"Thu 12th Nov 2009","2009-11-11 23:00:00",477.344
"Fri 13th Nov 2009","2009-11-12 23:00:00",475.2015
"Sat 14th Nov 2009","2009-11-13 23:00:00",913.775
"Sun 15th Nov 2009","2009-11-14 23:00:00",479.4935
"Mon 16th Nov 2009","2009-11-15 23:00:00",433.8215
"Tue 17th Nov 2009","2009-11-16 23:00:00",405.6176
"Wed 18th Nov 2009","2009-11-17 23:00:00",427.856
"Thu 19th Nov 2009","2009-11-18 23:00:00",678.6928
"Fri 20th Nov 2009","2009-11-19 23:00:00",676.0566
"Sat 21st Nov 2009","2009-11-20 23:00:00",588.416
"Sun 22nd Nov 2009","2009-11-21 23:00:00",686.63482
"Mon 23rd Nov 2009","2009-11-22 23:00:00",768.8059
"Tue 24th Nov 2009","2009-11-23 23:00:00",844.06662
"Wed 25th Nov 2009","2009-11-24 23:00:00",788.69883
"Thu 26th Nov 2009","2009-11-25 23:00:00",886.14771
"Fri 27th Nov 2009","2009-11-26 23:00:00",1235.01525
"Sat 28th Nov 2009","2009-11-27 23:00:00",754.76337
"Sun 29th Nov 2009","2009-11-28 23:00:00",547.2335
"Mon 30th Nov 2009","2009-11-29 23:00:00",464.594
"Tue 1st Dec 2009","2009-11-30 23:00:00",475.2015
"Wed 2nd Dec 2009","2009-12-01 23:00:00",514.8375
"Thu 3rd Dec 2009","2009-12-02 23:00:00",2333.621
"Fri 4th Dec 2009","2009-12-03 23:00:00",3492.715
"Sat 5th Dec 2009","2009-12-04 23:00:00",3428.5283
"Sun 6th Dec 2009","2009-12-05 23:00:00",3371.108739
"Mon 7th Dec 2009","2009-12-06 23:00:00",3002.8694
"Tue 8th Dec 2009","2009-12-07 23:00:00",2555.2546
"Wed 9th Dec 2009","2009-12-08 23:00:00",2391.63
"Thu 10th Dec 2009","2009-12-09 23:00:00",2555.2546
"Fri 11th Dec 2009","2009-12-10 23:00:00",2345.165
"Sat 12th Dec 2009","2009-12-11 23:00:00",1803.2286
"Sun 13th Dec 2009","2009-12-12 23:00:00",1047.24832
"Mon 14th Dec 2009","2009-12-13 23:00:00",797.30773
"Tue 15th Dec 2009","2009-12-14 23:00:00",639.456
"Wed 16th Dec 2009","2009-12-15 23:00:00",514.8375
"Thu 17th Dec 2009","2009-12-16 23:00:00",386.29115
"Fri 18th Dec 2009","2009-12-17 23:00:00",365.3101
"Sat 19th Dec 2009","2009-12-18 23:00:00",324.46541
"Sun 20th Dec 2009","2009-12-19 23:00:00",326.06128
"Mon 21st Dec 2009","2009-12-20 23:00:00",264.67563
"Tue 22nd Dec 2009","2009-12-21 23:00:00",299.8903
"Wed 23rd Dec 2009","2009-12-22 23:00:00",438.25794
"Thu 24th Dec 2009","2009-12-23 23:00:00",495.65268
"Fri 25th Dec 2009","2009-12-24 23:00:00",419.4264
"Sat 26th Dec 2009","2009-12-25 23:00:00",361.21818
"Sun 27th Dec 2009","2009-12-26 23:00:00",307.68025
"Mon 28th Dec 2009","2009-12-27 23:00:00",282.00627
"Tue 29th Dec 2009","2009-12-28 23:00:00",279.48485
"Wed 30th Dec 2009","2009-12-29 23:00:00",262.06897
"Thu 31st Dec 2009","2009-12-30 23:00:00",235.528736
"Fri 1st Jan 2010","2009-12-31 23:00:00",216.86207
"Sat 2nd Jan 2010","2010-01-01 23:00:00",205.44772
"Sun 3rd Jan 2010","2010-01-02 23:00:00",198.68545
"Mon 4th Jan 2010","2010-01-03 23:00:00",189.792574
"Tue 5th Jan 2010","2010-01-04 23:00:00",172.43022
"Wed 6th Jan 2010","2010-01-05 23:00:00",161.86541
"Thu 7th Jan 2010","2010-01-06 23:00:00",151.52113
"Fri 8th Jan 2010","2010-01-07 23:00:00",141.39735
"Sat 9th Jan 2010","2010-01-08 23:00:00",133.4571
"Sun 10th Jan 2010","2010-01-09 23:00:00",127.594537
"Mon 11th Jan 2010","2010-01-10 23:00:00",119.90126618
"Tue 12th Jan 2010","2010-01-11 23:00:00",133.4571
"Wed 13th Jan 2010","2010-01-12 23:00:00",135.42894
"Thu 14th Jan 2010","2010-01-13 23:00:00",131.4941
"Fri 15th Jan 2010","2010-01-14 23:00:00",116.06856
"Sat 16th Jan 2010","2010-01-15 23:00:00",149.478731
"Sun 17th Jan 2010","2010-01-16 23:00:00",157.70124
"Mon 18th Jan 2010","2010-01-17 23:00:00",161.86541
"Tue 19th Jan 2010","2010-01-18 23:00:00",168.17783
"Wed 20th Jan 2010","2010-01-19 23:00:00",237.899687
"Thu 21st Jan 2010","2010-01-20 23:00:00",242.666667
"Fri 22nd Jan 2010","2010-01-21 23:00:00",245.0627
"Sat 23rd Jan 2010","2010-01-22 23:00:00",274.46708
"Sun 24th Jan 2010","2010-01-23 23:00:00",305.07524
"Mon 25th Jan 2010","2010-01-24 23:00:00",249.87983
"Tue 26th Jan 2010","2010-01-25 23:00:00",223.79937
"Wed 27th Jan 2010","2010-01-26 23:00:00",245.0627
"Thu 28th Jan 2010","2010-01-27 23:00:00",247.46708
"Fri 29th Jan 2010","2010-01-28 23:00:00",223.79937
"Sat 30th Jan 2010","2010-01-29 23:00:00",216.86207
"Sun 31st Jan 2010","2010-01-30 23:00:00",240.278997
"Mon 1st Feb 2010","2010-01-31 23:00:00",665.61704
"Tue 2nd Feb 2010","2010-02-01 23:00:00",2406.214
"Wed 3rd Feb 2010","2010-02-02 23:00:00",2035.58252
"Thu 4th Feb 2010","2010-02-03 23:00:00",1308.0844
"Fri 5th Feb 2010","2010-02-04 23:00:00",1042.92367
"Sat 6th Feb 2010","2010-02-05 23:00:00",915.22974
"Sun 7th Feb 2010","2010-02-06 23:00:00",849.9596
"Mon 8th Feb 2010","2010-02-07 23:00:00",796.4777
"Tue 9th Feb 2010","2010-02-08 23:00:00",799.78063
"Wed 10th Feb 2010","2010-02-09 23:00:00",853.3472
"Thu 11th Feb 2010","2010-02-10 23:00:00",863.54184
"Fri 12th Feb 2010","2010-02-11 23:00:00",853.3472
"Sat 13th Feb 2010","2010-02-12 23:00:00",789.8878
"Sun 14th Feb 2010","2010-02-13 23:00:00",741.13834
"Mon 15th Feb 2010","2010-02-14 23:00:00",693.58015
"Tue 16th Feb 2010","2010-02-15 23:00:00",662.5365
"Wed 17th Feb 2010","2010-02-16 23:00:00",647.2132
"Thu 18th Feb 2010","2010-02-17 23:00:00",656.3913
"Fri 19th Feb 2010","2010-02-18 23:00:00",638.08278
"Sat 20th Feb 2010","2010-02-19 23:00:00",597.1849
"Sun 21st Feb 2010","2010-02-20 23:00:00",560.06276
"Mon 22nd Feb 2010","2010-02-21 23:00:00",529.05587
"Tue 23rd Feb 2010","2010-02-22 23:00:00",414.0735
"Wed 24th Feb 2010","2010-02-23 23:00:00",361.21818
"Thu 25th Feb 2010","2010-02-24 23:00:00",307.68025
"Fri 26th Feb 2010","2010-02-25 23:00:00",307.68025
"Sat 27th Feb 2010","2010-02-26 23:00:00",328.82132
"Sun 28th Feb 2010","2010-02-27 23:00:00",326.1494
"Mon 1st Mar 2010","2010-02-28 23:00:00",594.311
"Tue 2nd Mar 2010","2010-03-01 23:00:00",515.0843
"Wed 3rd Mar 2010","2010-03-02 23:00:00",506.7381
"Thu 4th Mar 2010","2010-03-03 23:00:00",512.2992
"Fri 5th Mar 2010","2010-03-04 23:00:00",503.96215
"Sat 6th Mar 2010","2010-03-05 23:00:00",531.8594
"Sun 7th Mar 2010","2010-03-06 23:00:00",554.3976
"Mon 8th Mar 2010","2010-03-07 23:00:00",560.06276
"Tue 9th Mar 2010","2010-03-08 23:00:00",565.7402
"Wed 10th Mar 2010","2010-03-09 23:00:00",560.06276
"Thu 11th Mar 2010","2010-03-10 23:00:00",476.3711
"Fri 12th Mar 2010","2010-03-11 23:00:00",432.862189
"Sat 13th Mar 2010","2010-03-12 23:00:00",424.79153
"Sun 14th Mar 2010","2010-03-13 23:00:00",419.4264
