DateTime,LEVEL
2023-11-06,7.577467619999998
2023-11-07,7.574585939999999
2023-11-08,7.578787459999999
2023-11-09,7.581601459999998
2023-11-10,7.57520274
2023-11-11,7.572782899999998
2023-11-12,7.5691336599999985
2023-11-13,7.565587339999997
2023-11-14,7.565773339999998
2023-11-15,7.562121299999998
2023-11-16,7.557818379999999
2023-11-17,7.555271939999997
2023-11-18,7.5585818599999985
2023-11-19,7.553881739999998
2023-11-20,7.559543699999997
2023-11-21,7.571340779999998
2023-11-22,7.578351979999999
2023-11-23,7.585839379999998
2023-11-24,7.5932396199999985
2023-11-25,7.591118379999999
2023-11-26,7.5919747399999995
2023-11-27,7.600691659999999
2023-11-28,7.596050819999997
2023-11-29,7.597190379999999
2023-11-30,7.5935620199999985
2023-12-01,7.590102859999998
2023-12-02,7.588530859999999
2023-12-03,7.589450699999999
2023-12-04,7.591277659999998
2023-12-05,7.589367619999999
2023-12-06,7.586391539999999
2023-12-07,7.588318499999998
2023-12-08,7.587122579999999
2023-12-09,7.584584419999999
2023-12-10,7.577904259999999
2023-12-11,7.573615459999999
2023-12-12,7.570556539999998
2023-12-13,7.574238339999999
2023-12-14,7.566020019999998
2023-12-15,7.561550819999997
2023-12-16,7.55560438
2023-12-17,7.5482592199999985
2023-12-18,7.5450380999999975
2023-12-19,7.541222459999998
2023-12-20,7.536283019999999
2023-12-21,7.528801339999998
2023-12-22,7.525590019999997
2023-12-23,7.523461899999999
2023-12-24,7.520247899999999
2023-12-25,7.517236699999998
2023-12-26,7.516859219999999
2023-12-27,7.512584539999997
2023-12-28,7.508346379999999
2023-12-29,7.497269019999999
2023-12-30,7.492480459999998
2023-12-31,7.476990259999999
2024-01-01,7.469066339999998
2024-01-02,7.46193658
2024-01-03,7.451891539999998
2024-01-04,7.442352099999997
2024-01-05,7.435636699999998
2024-01-06,7.433409979999999
2024-01-07,7.431869019999999
2024-01-08,7.422291419999997
2024-01-09,7.416147779999999
2024-01-10,7.414891419999998
2024-01-11,7.406095619999997
2024-01-12,7.396781619999999
2024-01-13,7.392330859999998
2024-01-14,7.387932379999999
2024-01-15,7.377881739999998
2024-01-16,7.383770419999999
2024-01-17,7.377494219999997
2024-01-18,7.373997139999998
2024-01-19,7.371294339999999
2024-01-20,7.368342299999998
2024-01-21,7.363802859999998
2024-01-22,7.361753619999998
2024-01-23,7.369735539999999
2024-01-24,7.370886179999998
2024-01-25,7.363016979999999
2024-01-26,7.361100059999998
2024-01-27,7.35716214
2024-01-28,7.362486179999998
2024-01-29,7.3873510599999985
2024-01-30,7.3839945799999995
2024-01-31,7.39586074
2024-02-01,7.40776786
2024-02-02,7.402373579999999
2024-02-03,7.400763899999998
2024-02-04,7.405520019999997
2024-02-05,7.394025379999999
2024-02-06,7.388776019999998
2024-02-07,7.383445099999998
2024-02-08,7.382230979999999
2024-02-09,7.378094339999999
2024-02-10,7.377816859999999
2024-02-11,7.3824621399999995
2024-02-12,7.377239379999999
2024-02-13,7.369226659999999
2024-02-14,7.368085819999999
2024-02-15,7.365580219999998
2024-02-16,7.359166099999998
2024-02-17,7.355353379999999
2024-02-18,7.350881619999999
2024-02-19,7.35056762
2024-02-20,7.349142419999998
2024-02-21,7.34928302
2024-02-22,7.346057579999998
2024-02-23,7.342806939999999
2024-02-24,7.349473219999998
2024-02-25,7.348526899999998
2024-02-26,7.348881739999998
2024-02-27,7.348681859999999
2024-02-28,7.357946619999998
2024-02-29,7.357343699999998
2024-03-01,7.355750699999998
2024-03-02,7.352156419999998
2024-03-03,7.348076259999999
2024-03-04,7.347802979999999
2024-03-05,7.359011619999999
2024-03-06,7.353762139999999
2024-03-07,7.344505539999998
2024-03-08,7.344262019999999
2024-03-09,7.342921059999998
2024-03-10,7.345767379999998
2024-03-11,7.335488619999998
2024-03-12,7.338050699999998
2024-03-13,7.3365085799999985
2024-03-14,7.344215579999998
2024-03-15,7.342115699999997
2024-03-16,7.354869259999999
2024-03-17,7.342681739999998
2024-03-18,7.344925379999999
2024-03-19,7.342983019999998
2024-03-20,7.340881499999998
2024-03-21,7.342357579999998
2024-03-22,7.342259099999998
2024-03-23,7.342991539999998
2024-03-24,7.3420422999999975
2024-03-25,7.340269139999998
2024-03-26,7.348164939999998
2024-03-27,7.343815579999998
2024-03-28,7.341091659999998
2024-03-29,7.340367859999999
2024-03-30,7.340890259999998
2024-03-31,7.347462019999998
2024-04-01,7.352384539999997
2024-04-02,7.350715459999998
2024-04-03,7.350506939999999
2024-04-04,7.352215459999998
2024-04-05,7.3500295799999975
2024-04-06,7.352192819999997
2024-04-07,7.3534012199999985
2024-04-08,7.356202619999998
2024-04-09,7.3553758999999985
2024-04-10,7.356344979999999
2024-04-11,7.352519659999999
2024-04-12,7.355867739999999
2024-04-13,7.360515699999997
2024-04-14,7.359707179999999
2024-04-15,7.353721059999998
2024-04-16,7.357507059999998
2024-04-17,7.3575225799999995
2024-04-18,7.356245099999997
2024-04-19,7.354457819999999
2024-04-20,7.354742299999998
2024-04-21,7.364329699999997
2024-04-22,7.378086059999999
2024-04-23,7.385471819999998
2024-04-24,7.379954899999998
2024-04-25,7.375563419999997
2024-04-26,7.3824748599999985
2024-04-27,7.384784659999999
2024-04-28,7.378704139999998
2024-04-29,7.3762265399999976
2024-04-30,7.373699819999999
2024-05-01,7.376443699999998
2024-05-02,7.381770659999999
2024-05-03,7.380929699999998
2024-05-04,7.377899939999997
2024-05-05,7.37852526
2024-05-06,7.378637979999999
2024-05-07,7.377019659999998
2024-05-08,7.378009739999998
2024-05-09,7.380837979999999
2024-05-10,7.380725259999998
2024-05-11,7.382659099999998
2024-05-12,7.384347779999999
2024-05-13,7.385763299999999
2024-05-14,7.385194219999997
2024-05-15,7.385822459999998
2024-05-16,7.391111379999998
2024-05-17,7.398914059999999
2024-05-18,7.392936579999999
2024-05-19,7.3932732199999975
2024-05-20,7.392514059999998
2024-05-21,7.396232499999998
2024-05-22,7.455863659999999
2024-05-23,7.490352219999997
2024-05-24,7.5041240999999985
2024-05-25,7.504845219999998
2024-05-26,7.499100299999997
2024-05-27,7.492921299999999
2024-05-28,7.484379059999998
2024-05-29,7.478234019999999
2024-05-30,7.481180459999997
