kper,kstp,time,k,i,j,PWq
1,1,1.0,0,22,40,-7.690114070900336
1,1,1.0,0,23,40,-7.606519816182299
1,1,1.0,0,24,39,-7.581358414542592
1,1,1.0,0,25,39,-0.3079014348477358
1,1,1.0,0,26,38,-0.3694149801991671
1,1,1.0,0,27,38,-14.868546598694593
1,1,1.0,0,28,38,13.69031122857325
1,1,1.0,0,29,37,-8.454243943466622
1,1,1.0,0,30,37,-3.284317262619652
1,1,1.0,0,31,37,5.149713815080304
1,1,1.0,0,32,36,-0.47562813785134495
1,1,1.0,0,33,36,2.9486959397349892
1,1,1.0,0,34,37,-1.3608847576341532
1,1,1.0,0,35,37,0.20175427835215487
1,1,1.0,0,36,37,-1.8269112023781418
1,1,1.0,0,37,37,-0.7621929438025745
1,1,1.0,0,38,37,-0.9491425245580558
1,1,1.0,0,39,38,-0.917065447751952
1,1,1.0,0,40,38,-1.0244813382570328
1,1,1.0,0,41,38,-1.2642395247648892
1,1,1.0,0,42,38,-1.7308846661170492
1,1,1.0,0,43,38,-2.0271940823508885
1,1,1.0,0,44,38,-2.7935866191663763
1,1,1.0,0,45,37,5.002196994350015
1,1,1.0,0,45,38,-4.1588952288456085
2,1,2.0,0,22,40,-7.798371408355479
2,1,2.0,0,23,40,-7.714814688339743
2,1,2.0,0,24,39,-7.689637129543826
2,1,2.0,0,25,39,-0.4208718823211939
2,1,2.0,0,26,38,-0.48239438949190117
2,1,2.0,0,27,38,-14.973037545685997
2,1,2.0,0,28,38,13.733850136541264
2,1,2.0,0,29,37,-8.507663673757179
2,1,2.0,0,30,37,-3.375579677923838
2,1,2.0,0,31,37,5.043204697546571
2,1,2.0,0,32,36,-0.5892042801577873
2,1,2.0,0,33,36,2.8349792009845487
2,1,2.0,0,34,37,-1.4742528093481724
2,1,2.0,0,35,37,0.08874480164183751
2,1,2.0,0,36,37,-1.9399184870984527
2,1,2.0,0,37,37,-0.8752012306135839
2,1,2.0,0,38,37,-1.0621688745216034
2,1,2.0,0,39,38,-1.030037926753721
2,1,2.0,0,40,38,-1.137496366847472
2,1,2.0,0,41,38,-1.3772364647022641
2,1,2.0,0,42,38,-1.843849952825508
2,1,2.0,0,43,38,-2.140172943456605
2,1,2.0,0,44,38,-2.906572647695043
2,1,2.0,0,45,37,4.889208091734645
2,1,2.0,0,45,38,-4.271815185434889
2,2,3.0,0,22,40,-7.876481825260498
2,2,3.0,0,23,40,-7.792922757023348
2,2,3.0,0,24,39,-7.76774706882054
2,2,3.0,0,25,39,-0.5078890436169559
2,2,3.0,0,26,38,-0.5694106116678768
2,2,3.0,0,27,38,-15.050553559554942
2,2,3.0,0,28,38,13.750294155153483
2,2,3.0,0,29,37,-8.538297980928519
2,2,3.0,0,30,37,-3.438727570859669
2,2,3.0,0,31,37,4.963614231275756
2,2,3.0,0,32,36,-0.6778779300054794
2,2,3.0,0,33,36,2.7460129914612708
2,2,3.0,0,34,37,-1.5622675596841873
2,2,3.0,0,35,37,0.0016043739003634983
2,2,3.0,0,36,37,-2.0270513511815125
2,2,3.0,0,37,37,-0.9623343308254562
2,2,3.0,0,38,37,-1.1493746274902605
2,2,3.0,0,39,38,-1.117110422494875
2,2,3.0,0,40,38,-1.2245650018917331
2,2,3.0,0,41,38,-1.464306817186639
2,2,3.0,0,42,38,-1.930923315163568
2,2,3.0,0,43,38,-2.2272450272154174
2,2,3.0,0,44,38,-2.9936437957136377
2,2,3.0,0,45,37,4.80208187860967
2,2,3.0,0,45,38,-4.35883757701356
2,3,4.0,0,22,40,-8.028260612839858
2,3,4.0,0,23,40,-7.944700463858453
2,3,4.0,0,24,39,-7.91952681499572
2,3,4.0,0,25,39,-0.6723699142506803
2,3,4.0,0,26,38,-0.7338907025068693
2,3,4.0,0,27,38,-15.202780074516909
2,3,4.0,0,28,38,13.715986655714687
2,3,4.0,0,29,37,-8.632366917880177
2,3,4.0,0,30,37,-3.5720002001900184
2,3,4.0,0,31,37,4.808812831980163
2,3,4.0,0,32,36,-0.8459034912860943
2,3,4.0,0,33,36,2.5775274134942947
2,3,4.0,0,34,37,-1.7288015458544805
