,0,1,2,sidx,idx_strs,pargp3,parval1_3,3
0,0,16,47,"(0, 16, 47)",idx0:0_idx1:16_idx2:47,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
1,0,16,48,"(0, 16, 48)",idx0:0_idx1:16_idx2:48,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
2,0,16,49,"(0, 16, 49)",idx0:0_idx1:16_idx2:49,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
3,0,16,50,"(0, 16, 50)",idx0:0_idx1:16_idx2:50,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
4,0,17,52,"(0, 17, 52)",idx0:0_idx1:17_idx2:52,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
5,0,17,53,"(0, 17, 53)",idx0:0_idx1:17_idx2:53,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
6,0,18,54,"(0, 18, 54)",idx0:0_idx1:18_idx2:54,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
7,0,18,55,"(0, 18, 55)",idx0:0_idx1:18_idx2:55,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
8,0,18,56,"(0, 18, 56)",idx0:0_idx1:18_idx2:56,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
9,0,19,57,"(0, 19, 57)",idx0:0_idx1:19_idx2:57,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
10,0,19,58,"(0, 19, 58)",idx0:0_idx1:19_idx2:58,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
11,0,33,23,"(0, 33, 23)",idx0:0_idx1:33_idx2:23,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
12,0,33,24,"(0, 33, 24)",idx0:0_idx1:33_idx2:24,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
13,0,33,25,"(0, 33, 25)",idx0:0_idx1:33_idx2:25,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
14,0,33,26,"(0, 33, 26)",idx0:0_idx1:33_idx2:26,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
15,0,33,27,"(0, 33, 27)",idx0:0_idx1:33_idx2:27,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
16,0,33,28,"(0, 33, 28)",idx0:0_idx1:33_idx2:28,mbr_cond_condcn,1.0,1.00000000000000000000000000000000000000000000000000000000000
