kper,kstp,k,i,j,CONFq
1,1,0,1,27,-0.3090300061094986
1,1,0,1,28,-0.30892963204322754
1,1,0,1,29,-0.3087803524433532
1,1,0,1,30,-0.30860031074622896
1,1,0,1,31,-0.3083973860915865
1,1,0,1,32,-0.3081757046319211
1,1,0,1,33,-0.30793809645868286
1,1,0,1,34,-0.30768691255498837
1,1,0,1,35,-0.3074243536773569
1,1,0,1,36,-0.30715266909462
1,1,0,1,37,-0.3068743655452906
1,1,0,1,38,-0.30659256966323234
1,1,0,1,39,-0.30631176899857415
1,1,0,1,40,-0.30603958897671824
1,1,0,1,41,-0.3057917653585438
1,1,0,1,42,-0.30560802000663045
1,1,0,2,24,-0.3094873199310033
1,1,0,2,25,-0.30940027741312903
1,1,0,2,26,-0.30926614139061215
1,1,0,2,27,-0.3090947368798229
1,1,0,2,28,-0.3089428875892768
1,1,0,2,29,-0.3087754546010828
1,1,0,2,30,-0.30858766569581597
1,1,0,2,31,-0.308380573101358
1,1,0,2,32,-0.30815610273426586
1,1,0,2,33,-0.3079162296386677
1,1,0,2,34,-0.3076629106661404
1,1,0,2,35,-0.3073981160965804
1,1,0,2,36,-0.30712388641975075
1,1,0,2,37,-0.30684240252844575
1,1,0,2,38,-0.30655608835349035
1,1,0,2,39,-0.306267675068705
1,1,0,2,40,-0.30597981763030724
1,1,0,2,41,-0.3056923485925278
1,1,0,2,42,-0.3053884032263685
1,1,0,2,43,-0.3049717593489021
1,1,0,2,44,-0.30460505839263163
1,1,0,2,45,-0.30427049093415803
1,1,0,2,46,-0.30396092221993243
1,1,0,2,47,-0.3039157926063236
1,1,0,3,21,-0.30984954338958204
1,1,0,3,22,-0.30978273712196014
1,1,0,3,23,-0.309677004861431
1,1,0,3,24,-0.30953874964052197
1,1,0,3,25,-0.3094117523065716
1,1,0,3,26,-0.3092677823252874
1,1,0,3,27,-0.3091052424368783
1,1,0,3,28,-0.3089370045570785
1,1,0,3,29,-0.30875623351697357
1,1,0,3,30,-0.30855952358889205
1,1,0,3,31,-0.30834626617553873
1,1,0,3,32,-0.3081170778845177
1,1,0,3,33,-0.30787314981986214
1,1,0,3,34,-0.3076159298451575
1,1,0,3,35,-0.307347025276286
1,1,0,3,36,-0.30706814679116157
1,1,0,3,37,-0.30678104197692235
1,1,0,3,38,-0.30648739547460657
1,1,0,3,39,-0.306188593789809
1,1,0,3,40,-0.3058850137007614
1,1,0,3,41,-0.30557409463728824
1,1,0,3,42,-0.3052464813946081
1,1,0,3,43,-0.30488648314373457
1,1,0,3,44,-0.30453742235800796
1,1,0,3,45,-0.3042099036079211
1,1,0,3,46,-0.30390786393708424
1,1,0,3,47,-0.30383467874920456
1,1,0,3,48,-0.303747002450228
1,1,0,4,18,-0.3100902989918737
1,1,0,4,19,-0.31004817321626454
1,1,0,4,20,-0.30997718653131123
1,1,0,4,21,-0.30988076099708195
1,1,0,4,22,-0.3097860700009978
1,1,0,4,23,-0.3096739276591176
1,1,0,4,24,-0.3095434899591094
1,1,0,4,25,-0.3094047636207069
1,1,0,4,26,-0.3092527903445461
1,1,0,4,27,-0.30908656029192194
1,1,0,4,28,-0.3089088402917515
1,1,0,4,29,-0.3087181546279698
1,1,0,4,30,-0.3085129915085947
1,1,0,4,31,-0.3082927706893379
1,1,0,4,32,-0.3080576584866357
1,1,0,4,33,-0.30780831990117186
1,1,0,4,34,-0.30754575115248706
1,1,0,4,35,-0.3072711837959847
1,1,0,4,36,-0.3069859883812054
1,1,0,4,37,-0.30669155046233776
1,1,0,4,38,-0.30638910064203806
1,1,0,4,39,-0.3060794632504287
1,1,0,4,40,-0.30576274891543953
1,1,0,4,41,-0.30543780142494903
1,1,0,4,42,-0.3051021571196362
1,1,0,4,43,-0.30475573503117204
1,1,0,4,44,-0.3044136994701283
1,1,0,4,45,-0.30408909323647926
1,1,0,4,46,-0.3038194859615224
1,1,0,4,47,-0.3037327378998782
1,1,0,4,48,-0.3036233306550571
1,1,0,4,49,-0.3034935697175971
1,1,0,5,16,-0.31016418294661463
1,1,0,5,17,-0.310140382243107
1,1,0,5,18,-0.3100968521577343
1,1,0,5,19,-0.3100414587074738
1,1,0,5,20,-0.30996704523000496
1,1,0,5,21,-0.30987476479653786
1,1,0,5,22,-0.3097713465074161
1,1,0,5,23,-0.309653528264354
1,1,0,5,24,-0.3095207743140129
1,1,0,5,25,-0.3093753921116633
1,1,0,5,26,-0.3092166256001949
1,1,0,5,27,-0.3090441634267158
1,1,0,5,28,-0.3088585780426456
1,1,0,5,29,-0.30865950265943454
1,1,0,5,30,-0.308446363457735
1,1,0,5,31,-0.3082188578891838
1,1,0,5,32,-0.3079770376564337
1,1,0,5,33,-0.3077212760218355
1,1,0,5,34,-0.30745222817092
1,1,0,5,35,-0.30717079189041385
1,1,0,5,36,-0.30687803517348655
1,1,0,5,37,-0.30657506280087965
1,1,0,5,38,-0.30626286947961745
1,1,0,5,39,-0.30594220981355313
1,1,0,5,40,-0.3056135207722619
1,1,0,5,41,-0.30527709776339584
1,1,0,5,42,-0.3049336634747135
1,1,0,5,43,-0.304585827120869
1,1,0,5,44,-0.3042379193016931
1,1,0,5,45,-0.30387870290574703
1,1,0,5,46,-0.3037401922513858
1,1,0,5,47,-0.30361793246448165
1,1,0,5,48,-0.3034847791564541
1,1,0,5,49,-0.303327796388432
1,1,0,5,50,-0.3031226978145707
1,1,0,5,51,-0.30300248047496225
1,1,0,6,15,-0.3101626023419115
1,1,0,6,16,-0.3101524159659661
1,1,0,6,17,-0.3101245423541137
1,1,0,6,18,-0.3100790216715019
1,1,0,6,19,-0.310017357883309
1,1,0,6,20,-0.3099387703463421
1,1,0,6,21,-0.30984409533246726
1,1,0,6,22,-0.3097353712375721
1,1,0,6,23,-0.309612316462486
1,1,0,6,24,-0.30947488220421526
1,1,0,6,25,-0.3093236401868573
1,1,0,6,26,-0.30915850846432846
1,1,0,6,27,-0.3089794092723199
1,1,0,6,28,-0.30878647495275047
1,1,0,6,29,-0.3085796460888197
1,1,0,6,30,-0.30835877693092684
1,1,0,6,31,-0.30812378676450614
1,1,0,6,32,-0.30787472424620077
1,1,0,6,33,-0.30761179941334227
1,1,0,6,34,-0.30733541833133415
1,1,0,6,35,-0.30704620049382747
1,1,0,6,36,-0.3067449475613735
1,1,0,6,37,-0.3064325465443076
1,1,0,6,38,-0.306109850452815
1,1,0,6,39,-0.30577762764527705
1,1,0,6,40,-0.3054366593477926
1,1,0,6,41,-0.30508812459552104
1,1,0,6,42,-0.30473445424284584
1,1,0,6,43,-0.30438106501339846
1,1,0,6,44,-0.3040387074508981
1,1,0,6,45,-0.30371700610022323
1,1,0,6,46,-0.30361014278201637
1,1,0,6,47,-0.3034794339657818
1,1,0,6,48,-0.3033346069032383
1,1,0,6,49,-0.30317504356537306
1,1,0,6,50,-0.3030024677193097
1,1,0,6,51,-0.30284621800436184
1,1,0,6,52,-0.3026838147870876
1,1,0,7,14,-0.31013434464141376
1,1,0,7,15,-0.31013722092832907
1,1,0,7,16,-0.3101223970573006
1,1,0,7,17,-0.31009007205120476
1,1,0,7,18,-0.3100401734755991
1,1,0,7,19,-0.3099735069617058
1,1,0,7,20,-0.3098904413695074
1,1,0,7,21,-0.3097916459193186
1,1,0,7,22,-0.309677987051046
1,1,0,7,23,-0.3095497197778112
1,1,0,7,24,-0.3094069724344326
1,1,0,7,25,-0.30924991530305057
1,1,0,7,26,-0.30907852863957075
1,1,0,7,27,-0.30889277291759676
1,1,0,7,28,-0.30869269763330465
1,1,0,7,29,-0.30847836624952585
1,1,0,7,30,-0.30824984298504887
1,1,0,7,31,-0.30800719628298623
1,1,0,7,32,-0.3077505024685685
1,1,0,7,33,-0.307479877436716
1,1,0,7,34,-0.3071955412524918
1,1,0,7,35,-0.3068978803993989
1,1,0,7,36,-0.3065874572354481
1,1,0,7,37,-0.30626494938802473
1,1,0,7,38,-0.305931059432206
1,1,0,7,39,-0.30558648469652816
1,1,0,7,40,-0.305232040651946
1,1,0,7,41,-0.3048690106676162
1,1,0,7,42,-0.3044998491531974
1,1,0,7,43,-0.30413036376604907
1,1,0,7,44,-0.3037841320694099
1,1,0,7,45,-0.3036160330164588
1,1,0,7,46,-0.3034695171420072
1,1,0,7,47,-0.303320756883803
1,1,0,7,48,-0.30316490899277504
1,1,0,7,49,-0.3030008939329729
1,1,0,7,50,-0.3028306629441708
1,1,0,7,51,-0.3026612782169611
1,1,0,7,52,-0.30248534519444803
1,1,0,7,53,-0.30229944723637736
1,1,0,8,13,-0.31008034748966296
1,1,0,8,14,-0.310095898681114
1,1,0,8,15,-0.3100935295030638
1,1,0,8,16,-0.3100734744801219
1,1,0,8,17,-0.310035837617999
1,1,0,8,18,-0.30998097491552024
1,1,0,8,19,-0.30990942160454793
1,1,0,8,20,-0.30982164279223845
1,1,0,8,21,-0.3097181444262205
1,1,0,8,22,-0.3095994447388257
1,1,0,8,23,-0.3094658587698955
1,1,0,8,24,-0.3093175570233768
1,1,0,8,25,-0.3091546069894715
1,1,0,8,26,-0.3089769601222372
1,1,0,8,27,-0.3087845551671542
1,1,0,8,28,-0.30857741571436215
1,1,0,8,29,-0.3083556609788545
1,1,0,8,30,-0.30811946816154645
1,1,0,8,31,-0.30786900818351093
1,1,0,8,32,-0.30760439517235305
1,1,0,8,33,-0.30732569242038466
1,1,0,8,34,-0.30703298007392554
1,1,0,8,35,-0.3067264426004179
1,1,0,8,36,-0.3064064137623532
1,1,0,8,37,-0.3060733454457285
1,1,0,8,38,-0.3057277286095168
1,1,0,8,39,-0.3053700465035636
1,1,0,8,40,-0.3050008479431945
1,1,0,8,41,-0.3046209046459101
1,1,0,8,42,-0.3042305671700678
1,1,0,8,43,-0.30382161378603634
1,1,0,8,44,-0.3036308258457918
1,1,0,8,45,-0.3034590504884971
1,1,0,8,46,-0.30329678733201426
1,1,0,8,47,-0.3031348732108601
1,1,0,8,48,-0.3029691505283534
1,1,0,8,49,-0.30279877600630023
1,1,0,8,50,-0.3026236544041918
1,1,0,8,51,-0.3024477095256408
1,1,0,8,52,-0.3022620992406395
1,1,0,8,53,-0.3020774572784415
1,1,0,8,54,-0.30183200178581515
1,1,0,9,12,-0.3100005526787122
1,1,0,9,13,-0.31002922302502256
1,1,0,9,14,-0.310039358299953
1,1,0,9,15,-0.3100310922927214
1,1,0,9,16,-0.31000505207565254
1,1,0,9,17,-0.3099617234727319
1,1,0,9,18,-0.30990155903139893
1,1,0,9,19,-0.30982497464217573
1,1,0,9,20,-0.30973230695946086
1,1,0,9,21,-0.30962387883418785
1,1,0,9,22,-0.3095000236409575
1,1,0,9,23,-0.30936101617097655
1,1,0,9,24,-0.30920702616077733
1,1,0,9,25,-0.3090380905843766
1,1,0,9,26,-0.3088541312268305
1,1,0,9,27,-0.30865505304952023
1,1,0,9,28,-0.3084408548976789
1,1,0,9,29,-0.3082116762982867
1,1,0,9,30,-0.30796775971316137
1,1,0,9,31,-0.30770935345152495
1,1,0,9,32,-0.30743661757139407
1,1,0,9,33,-0.30714959422140176
1,1,0,9,34,-0.30684826069573035
1,1,0,9,35,-0.30653262632376865
1,1,0,9,36,-0.30620280162209745
1,1,0,9,37,-0.3058589883771621
1,1,0,9,38,-0.30550139925514763
1,1,0,9,39,-0.305130178304978
1,1,0,9,40,-0.30474547845913946
1,1,0,9,41,-0.3043482880380264
1,1,0,9,42,-0.3039450815537741
1,1,0,9,43,-0.3035723669869359
1,1,0,9,44,-0.30342406814402345
1,1,0,9,45,-0.30325826545436385
1,1,0,9,46,-0.3030894668089683
1,1,0,9,47,-0.3029185385020057
1,1,0,9,48,-0.30274376158712
1,1,0,9,49,-0.3025671308343103
1,1,0,9,50,-0.3023832055690576
1,1,0,9,51,-0.30220932225288344
1,1,0,9,52,-0.30200265273649407
1,1,0,9,53,-0.3018814036061901
1,1,0,9,54,-0.3018560110836219
1,1,0,10,11,-0.3098920306565809
1,1,0,10,12,-0.30993630373956726
1,1,0,10,13,-0.309960526142147
1,1,0,10,14,-0.30996464715646255
1,1,0,10,15,-0.3099498613807512
1,1,0,10,16,-0.30991722116357856
1,1,0,10,17,-0.3098676713450157
1,1,0,10,18,-0.30980185925924175
1,1,0,10,19,-0.30972008674011064
1,1,0,10,20,-0.309622455257168
1,1,0,10,21,-0.3095090419715323
1,1,0,10,22,-0.30937999793962945
1,1,0,10,23,-0.30923552042289515
1,1,0,10,24,-0.309075762401946
1,1,0,10,25,-0.30890075567153374
1,1,0,10,26,-0.30871040950710693
1,1,0,10,27,-0.3085046024658489
1,1,0,10,28,-0.3082833073191047
1,1,0,10,29,-0.30804666481003196
1,1,0,10,30,-0.3077949578525594
1,1,0,10,31,-0.30752850046402
1,1,0,10,32,-0.30724750942423285
1,1,0,10,33,-0.3069520354401334
1,1,0,10,34,-0.3066419895481669
1,1,0,10,35,-0.30631723536993327
1,1,0,10,36,-0.30597767173244783
1,1,0,10,37,-0.3056232383995514
1,1,0,10,38,-0.30525382579233984
1,1,0,10,39,-0.3048690785425432
1,1,0,10,40,-0.30446792759310526
1,1,0,10,41,-0.3040470061860425
1,1,0,10,42,-0.3035944563212052
1,1,0,10,43,-0.3033790052793055
1,1,0,10,44,-0.30320045373878735
1,1,0,10,45,-0.3030262659938572
1,1,0,10,46,-0.3028501215258803
1,1,0,10,47,-0.30267180934702687
1,1,0,10,48,-0.30248588090904605
1,1,0,10,49,-0.30230837924937504
1,1,0,10,50,-0.30209829870517524
1,1,0,10,51,-0.30196932175381797
1,1,0,10,52,-0.30192640292519535
1,1,0,10,53,-0.3018600676443661
1,1,0,10,54,-0.3018186235415534
1,1,0,10,55,-0.30178507898929396
1,1,0,11,10,-0.30974412252947126
1,1,0,11,11,-0.309812171745957
1,1,0,11,12,-0.3098558865536578
1,1,0,11,13,-0.309875247385067
1,1,0,11,14,-0.30987276225641835
1,1,0,11,15,-0.3098503334419149
