#time,s_1_3_47,s_1_4_47,s_1_5_47,s_1_6_46,s_1_7_46,s_1_8_45,s_1_9_44,s_1_9_55,s_1_10_44,s_1_10_53,s_1_10_54,s_1_11_43,s_1_11_51,s_1_11_52,s_1_12_43,s_1_12_49,s_1_12_50,s_1_13_10,s_1_13_43,s_1_13_47,s_1_13_48,s_1_14_11,s_1_14_43,s_1_14_45,s_1_14_46,s_1_14_53,s_1_14_54,s_1_14_55,s_1_14_56,s_1_15_11,s_1_15_12,s_1_15_42,s_1_15_43,s_1_15_44,s_1_15_51,s_1_15_52,s_1_16_13,s_1_16_14,s_1_16_42,s_1_16_49,s_1_16_50,s_1_17_15,s_1_17_16,s_1_17_17,s_1_17_18,s_1_17_42,s_1_17_47,s_1_17_48,s_1_18_19,s_1_18_42,s_1_18_43,s_1_18_44,s_1_18_45,s_1_18_46,s_1_19_20,s_1_19_21,s_1_19_41,s_1_19_43,s_1_20_22,s_1_20_41,s_1_20_42,s_1_21_23,s_1_21_40,s_1_21_42,s_1_22_24,s_1_22_37,s_1_22_38,s_1_22_39,s_1_22_40,s_1_22_41,s_1_22_42,s_1_23_25,s_1_23_36,s_1_24_26,s_1_24_27,s_1_24_35,s_1_25_28,s_1_25_29,s_1_25_34,s_1_26_30,s_1_26_34,s_1_27_30,s_1_27_33,s_1_28_31,s_1_28_32,s_1_28_33,s_1_28_34,s_1_29_33,s_1_29_34,s_1_30_32,s_1_31_32,s_1_32_32,s_1_33_31,s_1_34_28,s_1_34_29,s_1_34_30,s_1_35_26,s_1_35_27,s_1_36_23,s_1_36_24,s_1_36_25,s_1_37_15,s_1_37_16,s_1_37_17,s_1_37_18,s_1_37_19,s_1_37_20,s_1_37_21,s_1_37_22,s_1_38_15,s_1_39_13,s_1_39_14,s_1_40_12,s_1_41_10,s_1_41_11,s_1_42_8,s_1_42_9,s_1_43_7,s_1_44_6,s_1_45_4,s_1_45_5,s_1_11_56,s_1_12_55,s_1_13_54,s_1_14_10,s_1_15_13,s_1_15_14,s_1_15_15,s_1_15_16,s_1_15_53,s_1_16_17,s_1_16_46,s_1_16_47,s_1_16_48,s_1_16_51,s_1_16_52,s_1_17_19,s_1_17_46,s_1_17_52,s_1_18_20,s_1_19_46,s_1_20_43,s_1_20_44,s_1_20_45,s_1_21_4,s_1_21_43,s_1_22_4,s_1_22_5,s_1_22_25,s_1_23_4,s_1_23_5,s_1_23_26,s_1_23_39,s_1_23_40,s_1_23_41,s_1_24_3,s_1_24_4,s_1_24_5,s_1_24_6,s_1_24_38,s_1_25_3,s_1_25_4,s_1_25_5,s_1_25_6,s_1_25_7,s_1_25_8,s_1_25_36,s_1_25_37,s_1_26_2,s_1_26_3,s_1_26_4,s_1_26_5,s_1_26_6,s_1_26_7,s_1_26_8,s_1_26_9,s_1_26_10,s_1_26_11,s_1_26_31,s_1_26_35,s_1_27_2,s_1_27_3,s_1_27_4,s_1_27_5,s_1_27_6,s_1_27_7,s_1_27_8,s_1_27_9,s_1_27_10,s_1_27_11,s_1_27_12,s_1_27_13,s_1_27_32,s_1_27_34,s_1_28_1,s_1_28_2,s_1_28_3,s_1_28_4,s_1_28_5,s_1_28_6,s_1_28_7,s_1_28_8,s_1_28_9,s_1_28_10,s_1_28_11,s_1_28_12,s_1_28_13,s_1_29_1,s_1_29_2,s_1_29_3,s_1_29_4,s_1_29_5,s_1_29_6,s_1_29_7,s_1_29_8,s_1_29_9,s_1_29_10,s_1_29_11,s_1_29_12,s_1_29_13,s_1_29_14,s_1_30_1,s_1_30_2,s_1_30_3,s_1_30_4,s_1_30_5,s_1_30_6,s_1_30_7,s_1_30_8,s_1_30_9,s_1_30_10,s_1_30_11,s_1_30_12,s_1_30_13,s_1_30_14,s_1_31_1,s_1_31_2,s_1_31_3,s_1_31_4,s_1_31_5,s_1_31_6,s_1_31_7,s_1_31_8,s_1_31_9,s_1_31_10,s_1_31_11,s_1_31_12,s_1_31_13,s_1_31_14,s_1_32_1,s_1_32_2,s_1_32_3,s_1_32_4,s_1_32_5,s_1_32_6,s_1_32_7,s_1_32_8,s_1_32_9,s_1_32_10,s_1_32_11,s_1_32_12,s_1_32_13,s_1_32_14,s_1_32_31,s_1_33_1,s_1_33_2,s_1_33_3,s_1_33_4,s_1_33_5,s_1_33_6,s_1_33_7,s_1_33_8,s_1_33_9,s_1_33_10,s_1_33_11,s_1_33_12,s_1_33_13,s_1_33_14,s_1_33_15,s_1_34_1,s_1_34_2,s_1_34_3,s_1_34_4,s_1_34_5,s_1_34_6,s_1_34_7,s_1_34_8,s_1_34_9,s_1_34_10,s_1_34_11,s_1_34_12,s_1_34_13,s_1_34_14,s_1_34_15,s_1_34_31,s_1_34_32,s_1_34_33,s_1_34_34,s_1_35_1,s_1_35_2,s_1_35_3,s_1_35_4,s_1_35_5,s_1_35_6,s_1_35_7,s_1_35_8,s_1_35_9,s_1_35_10,s_1_35_11,s_1_35_12,s_1_35_13,s_1_35_14,s_1_35_15,s_1_35_16,s_1_35_31,s_1_35_32,s_1_35_34,s_1_36_1,s_1_36_2,s_1_36_3,s_1_36_4,s_1_36_5,s_1_36_6,s_1_36_7,s_1_36_8,s_1_36_9,s_1_36_10,s_1_36_11,s_1_36_12,s_1_36_13,s_1_36_14,s_1_36_15,s_1_36_16,s_1_36_17,s_1_36_20,s_1_36_21,s_1_36_22,s_1_36_26,s_1_36_34,s_1_37_1,s_1_37_2,s_1_37_3,s_1_37_4,s_1_37_5,s_1_37_6,s_1_37_7,s_1_37_8,s_1_37_9,s_1_37_10,s_1_37_11,s_1_37_12,s_1_37_13,s_1_37_14,s_1_37_23,s_1_37_24,s_1_37_27,s_1_37_28,s_1_37_33,s_1_37_34,s_1_38_1,s_1_38_2,s_1_38_3,s_1_38_4,s_1_38_5,s_1_38_6,s_1_38_7,s_1_38_8,s_1_38_9,s_1_38_10,s_1_38_11,s_1_38_12,s_1_38_13,s_1_38_14,s_1_38_16,s_1_38_17,s_1_38_18,s_1_38_29,s_1_38_30,s_1_38_31,s_1_38_32,s_1_38_33,s_1_39_1,s_1_39_2,s_1_39_3,s_1_39_4,s_1_39_5,s_1_39_6,s_1_39_7,s_1_39_8,s_1_39_9,s_1_39_10,s_1_39_11,s_1_39_12,s_1_39_15,s_1_39_16,s_1_40_2,s_1_40_3,s_1_40_4,s_1_40_5,s_1_40_6,s_1_40_7,s_1_40_8,s_1_40_9,s_1_40_10,s_1_40_11,s_1_40_13,s_1_40_14,s_1_41_2,s_1_41_3,s_1_41_4,s_1_41_5,s_1_41_6,s_1_41_7,s_1_41_8,s_1_41_9,s_1_41_12,s_1_42_3,s_1_42_4,s_1_42_5,s_1_42_6,s_1_42_7,s_1_42_10,s_1_43_3,s_1_43_4,s_1_43_5,s_1_43_6,s_1_43_8,s_1_44_4,s_1_44_5,s_1_44_7
1,10.098999977111816,10.368000030517578,10.404000282287598,9.244000434875488,9.152000427246094,9.093999862670898,9.119000434875488,9.218000411987305,9.081000328063965,9.253999710083008,9.213000297546387,9.079000473022461,9.331000328063965,9.279000282287598,9.079999923706055,9.395000457763672,9.157999992370605,7.565999984741211,9.027999877929688,10.04699993133545,9.147000312805176,7.526000022888184,9.022000312805176,9.61299991607666,9.407999992370605,6.464000225067139,6.4079999923706055,6.390999794006348,6.375,7.458000183105469,7.4029998779296875,8.937999725341797,9.03499984741211,9.734999656677246,6.61899995803833,6.574999809265137,7.375999927520752,7.315000057220459,8.963000297546387,6.7210001945495605,6.651000022888184,9.901000022888184,7.382999897003174,7.271999835968018,7.330999851226807,8.788999557495117,6.77400016784668,6.769000053405762,7.335999965667725,8.423999786376953,6.918000221252441,6.855999946594238,6.818999767303467,6.810999870300293,7.4629998207092285,7.334000110626221,10.77400016784668,6.921999931335449,7.304999828338623,10.394000053405762,6.948999881744385,7.309000015258789,9.053000450134277,7.052000045776367,7.245999813079834,7.033999919891357,7.002999782562256,7.0229997634887695,7.052000045776367,6.98199987411499,6.993000030517578,7.218999862670898,7.039000034332275,7.2270002365112305,7.2220001220703125,7.051000118255615,7.193999767303467,7.190999984741211,7.050000190734863,7.177000045776367,7.052999973297119,7.122000217437744,7.02400016784668,8.9350004196167,7.078999996185303,7.059999942779541,7.085000038146973,7.025000095367432,7.111000061035156,7.070000171661377,7.047999858856201,7.109000205993652,7.053999900817871,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,7.223,8.066999435424805,8.035999298095703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,10.097090886202725,10.366090939608487,10.402091191378506,9.242091343966397,9.150091336337002,9.092090771761807,9.117091343966397,9.216091321078213,9.079091237154874,9.252090619173917,9.211091206637295,9.07709138211337,9.329091237154874,9.277091191378506,9.078090832796963,9.39309136685458,9.156090901461514,7.56409089383212,9.026090787020596,10.045090840426358,9.145091221896084,7.524090931979092,9.020091221896084,9.611090825167569,9.406090901461514,6.462091134158047,6.406090901461514,6.389090703097256,6.373090909090909,7.4560910921963774,7.401090787020596,8.936090634432706,9.033090756503018,9.733090565768155,6.617090867129239,6.573090718356045,7.374090836611661,7.313090966311368,8.961091206637295,6.719091103640469,6.649090931979092,9.899090931979092,7.3810908060940825,7.270090745058926,7.329090760317715,8.787090466586026,6.772091076937588,6.76709096249667,7.334090874758633,8.422090695467862,6.91609113034335,6.854090855685147,6.8170906763943755,6.809090779391202,7.461090729800137,7.332091019717129,10.772091076937588,6.920090840426358,7.303090737429532,10.39209096249667,6.9470907908352935,7.307090924349698,9.051091359225186,7.050090954867276,7.244090722170743,7.032090828982266,7.0010906916531646,7.021090672579678,7.050090954867276,6.980090783205899,6.991090939608487,7.217090771761807,7.037090943423184,7.225091145602139,7.220091031161221,7.049091027346524,7.1920906763943755,7.18909089383212,7.048091099825772,7.175090954867276,7.051090882388028,7.120091126528653,7.022091076937588,8.933091328707608,7.077090905276211,7.05809085187045,7.083090947237881,7.02309100445834,7.109090970126065,7.068091080752286,7.04609076794711,7.107091115084561,7.05209080990878,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,7.221090909090909,8.065090344515713,8.034090207186612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,10.091749977111817,10.360750030517579,10.396750282287599,9.23675043487549,9.144750427246095,9.0867498626709,9.11175043487549,9.210750411987306,9.073750328063966,9.246749710083009,9.205750297546388,9.071750473022462,9.323750328063966,9.271750282287599,9.072749923706056,9.387750457763673,9.150749992370606,7.558749984741211,9.020749877929688,10.03974993133545,9.139750312805177,7.518750022888184,9.014750312805177,9.605749916076661,9.400749992370606,6.456750225067139,6.4007499923706055,6.383749794006348,6.36775,7.450750183105469,7.3957498779296875,8.930749725341798,9.02774984741211,9.727749656677247,6.61174995803833,6.567749809265137,7.368749927520752,7.307750057220459,8.955750297546388,6.713750194549561,6.643750022888184,9.893750022888185,7.375749897003174,7.264749835968018,7.323749851226807,8.781749557495118,6.76675016784668,6.761750053405762,7.328749965667725,8.416749786376954,6.910750221252441,6.848749946594238,6.811749767303467,6.803749870300293,7.4557498207092285,7.326750110626221,10.76675016784668,6.914749931335449,7.297749828338623,10.386750053405763,6.941749881744385,7.301750015258789,9.045750450134278,7.044750045776367,7.238749813079834,7.026749919891357,6.995749782562256,7.0157497634887696,7.044750045776367,6.97474987411499,6.985750030517578,7.2117498626708985,7.031750034332275,7.2197502365112305,7.2147501220703125,7.043750118255615,7.186749767303467,7.183749984741211,7.042750190734863,7.169750045776367,7.045749973297119,7.114750217437744,7.01675016784668,8.9277504196167,7.071749996185303,7.052749942779541,7.077750038146973,7.017750095367432,7.103750061035156,7.062750171661377,7.040749858856201,7.101750205993652,7.046749900817871,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,7.21575,8.059749435424806,8.028749298095704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10.086461515573355,10.355461568979116,10.391461820749136,9.231461973337026,9.139461965707632,9.081461401132437,9.106461973337026,9.205461950448843,9.068461866525503,9.241461248544546,9.200461836007925,9.066462011483999,9.318461866525503,9.266461820749136,9.067461462167593,9.38246199622521,9.145461530832144,7.553461523202749,9.015461416391226,10.034461469796987,9.134461851266714,7.513461561349722,9.009461851266714,9.600461454538198,9.395461530832144,6.451461763528677,6.395461530832144,6.378461332467886,6.362461538461538,7.445461721567007,7.390461416391226,8.925461263803335,9.022461385873648,9.722461195138784,6.606461496499868,6.562461347726675,7.36346146598229,7.302461595681997,8.950461836007925,6.708461733011099,6.638461561349722,9.888461561349722,7.370461435464712,7.259461374429556,7.318461389688345,8.776461095956655,6.761461706308218,6.7564615918673,7.323461504129263,8.411461324838491,6.90546175971398,6.8434614850557764,6.806461305765005,6.798461408761831,7.450461359170767,7.321461649087759,10.761461706308218,6.909461469796987,7.292461366800161,10.3814615918673,6.936461420205923,7.296461553720327,9.040461988595816,7.039461584237905,7.233461351541372,7.021461458352896,6.990461321023794,7.010461301950308,7.039461584237905,6.969461412576528,6.980461568979116,7.206461401132437,7.026461572793814,7.214461774972769,7.209461660531851,7.038461656717153,7.181461305765005,7.178461523202749,7.0374617291964014,7.164461584237905,7.040461511758657,7.109461755899282,7.011461706308218,8.922461958078237,7.066461534646841,7.047461481241079,7.072461576608511,7.01246163382897,7.098461599496694,7.057461710122915,7.035461397317739,7.0964617444551905,7.041461439279409,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,7.210461538461538,8.054460973886343,8.023460836557241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
