,fast_A,fast_n,fast_a,slow_A,slow_n,slow_a,pumping_A,pumping_a,pumping_b,constant_d,noise_alpha
3,0.046389360687519456,2.058565269600947,1.236809067146255,0.8795975719389771,1.068602376635012,71.6612362109152,-3.7592863327752855,1004.0276568643052,0.011946680044412513,-0.6866218441365263,8.537752356086383
4,0.051095870628521334,1.9790524690685531,1.3996872701732177,0.9022354410014269,0.9599347642409094,96.1584565736285,-3.512390071939761,691.4863628784669,0.016914635812762997,-0.7237572098135012,8.304610094126152
5,0.054621566272869654,1.8930287125488314,1.5730920576764467,0.9043036539081042,0.8856164288656393,121.53532939401447,-3.7689973550934743,731.7009947183963,0.015240271466024554,-0.7194351424129336,8.167881657858098
6,0.05716182749645912,1.8200397627877698,1.7280530383094412,0.9095899106727192,0.828502386839671,150.93934622802155,-3.0198023066189057,283.0966719877074,0.04114943944857269,-0.7625125838470083,8.142884164815143
7,0.0562667817430963,1.8030575064921384,1.7458260529853025,0.9167705523029795,1.0491581166014394,110.43044805629712,-1.974898202026547,50.45797533301132,0.2936160509864877,-0.8151338917717375,8.30470155672068
8,0.055620639423075595,1.806998599455392,1.7285570149999687,0.9148587770586368,1.0538804146833873,108.95861040726815,-1.9101376717970315,41.072032641682796,0.3773819813868075,-0.8156714503155384,8.41782171881557
9,0.05399790095390989,1.8318289916037596,1.662525213264399,0.8332110439841197,1.0756853882845812,100.17020731731662,-3.660507174828607,445.46195972842855,0.02351417710071998,-0.6688717684603186,8.646435950775999
10,0.053746283855090775,1.8355091467531799,1.6531899031356236,0.8672505690726257,0.973479995182461,120.45378473910728,-2.933226241962198,199.50912008860553,0.05574329851078761,-0.7288106368223333,8.640020654225934
11,0.052968918566213816,1.8530158207439464,1.6144348480128274,0.9185843538577237,1.0395910417500915,113.52902086967498,-1.955364556672279,34.88830890995376,0.4479006079662776,-0.8124281300528867,8.801731616226334
12,0.05265072384574103,1.85963416078745,1.6011297021046114,0.9243059033875847,0.9714803057223509,124.58449697700918,-1.9558947522142465,35.1088941591924,0.4454391431638944,-0.8165630101947923,8.83325704331664
13,0.05238392495513085,1.8632514171126986,1.5905559581042907,0.9209150236003275,0.9363975635236682,129.94709359040013,-1.962352443860146,35.1157852132417,0.4447228778117577,-0.8133954044701543,8.901559740638362
14,0.052155129760545704,1.8649005313140892,1.5840072367612068,0.8661322135727679,0.7563955138010044,176.25754299312572,-5.578678958470257,2776.2580859782183,0.0035755364591195304,-0.6060265322287814,8.928730238493188
15,0.05193727673421698,1.8730489168154245,1.5701583571068023,0.8769746444962968,0.84762352607797,158.1339627874051,-2.7284917064943035,130.64699319756454,0.0915307471656125,-0.7437143985121386,9.106343852207521
16,0.05193792047681774,1.875236716518141,1.566826669391195,0.9085923908714889,0.9480558054215847,133.01406542775595,-2.020374414015992,31.978692012167805,0.5122944213289875,-0.8009054050986789,9.234038451389937
17,0.05194687579124672,1.875544203822811,1.566401188795726,0.9427466694544914,0.8340365133418859,172.10577952436552,-2.0397425421235837,34.58186111589874,0.4667257079080793,-0.8266841040693051,9.238905705394012
18,0.05196355132308144,1.8758578150719705,1.5668617743232913,0.9295829170830127,0.7986776392374795,174.67597454838938,-2.0205054896434684,33.518866338178334,0.4841200572557688,-0.8176238511134395,9.270399917391053
19,0.05191198725991566,1.8756698177759643,1.56654793417404,0.914502458951207,0.8481922789241437,158.10634598693275,-2.0356190824123255,31.267000061764485,0.5335366804054006,-0.80528179218217,9.385769613160774
20,0.05175521605686637,1.878290597179942,1.5601070993367554,0.89956795313548,0.8884351032189381,147.27909075667682,-2.0730092604674732,31.868008010345147,0.519445722190312,-0.7918629606423944,9.502073814213785
