,initial,pmin,pmax,vary,name,dist,stderr,optimal
fast_A,0.1720171772009884,1e-05,17.20171772009884,True,fast,uniform,0.0018296389729187997,0.016989360160842966
fast_n,1.0,0.1,5.0,True,fast,uniform,0.2307255073657746,3.2810164717725008
fast_a,10.0,0.01,10000.0,True,fast,uniform,0.1973631943605094,1.6415338018216536
slow_A,0.06997571938865364,1e-05,6.997571938865365,True,slow,uniform,0.07684147203789217,0.051835266006010634
slow_n,1.0,0.1,5.0,True,slow,uniform,0.1308579816465745,1.2243040721676195
slow_a,10.0,0.01,10000.0,True,slow,uniform,100.11045495840494,70.73948461737665
pumping_A,-1.3951898762477526,,0.0,True,pumping,uniform,4.887429643800293,-1.2215215654237568
pumping_a,100.0,0.001,10000.0,True,pumping,uniform,3014.8568333067524,583.3457332461096
pumping_b,1.0,1e-06,25.0,True,pumping,uniform,12.50731327766023,1.7551421785420587
constant_d,7.4715937507061065,,,True,constant,uniform,1.663885062008271,7.490785055671603
noise_alpha,1.0,1e-05,5000.0,True,noise,uniform,7509.601845270126,824.01174054914
