,fast,slow,pumping,level_est,level_nat,pct_rfrch
2009-01-01,,,-1.0575086859788089e-08,-0.8265600559060096,,
2009-01-02,3.411384876763169e-17,,-4.86813765894801e-05,-0.8266087267075122,-0.9879036581097844,
2009-01-03,0.00419046039254315,,-0.000878018425834456,-0.8232476033642141,-0.9837131977172413,
2009-01-04,0.006315047514564952,,-0.0033762741441843956,-0.8236212719605422,-0.9815886105952195,
2009-01-05,0.005306947332609533,,-0.007194545943481287,-0.8284476439417945,-0.9825967107771749,
2009-01-06,0.0038052886941566458,,-0.012318222439275816,-0.8350729790760419,-0.9840983694156278,
2009-01-07,0.0025286375770308756,,-0.019161028691951746,-0.8431924364458436,-0.9853750205327535,
2009-01-08,0.0016065911002271182,,-0.027804048613764547,-0.8527575028444602,-0.9862970670095573,
2009-01-09,0.0009909685697710084,,-0.03812868743104564,-0.8636977641921973,-0.9869126895400134,
2009-01-10,0.20174061973350302,,-0.04991054517060357,-0.6747299707680233,-0.7861630383762814,
2009-01-11,0.30347813681117114,,-0.0621908558999647,-0.5852727644197163,-0.6844255212986132,
2009-01-12,0.25494248662039054,,-0.07341122706143452,-0.6450287857719668,-0.7329611714893939,
2009-01-13,0.18696589536900018,,-0.08285628028472337,-0.7224504302466459,-0.8009377627407842,
2009-01-14,0.12775980957345803,-2.021099337273174e-16,-0.09033120807455251,-0.7891314438320174,-0.8601438485363266,1.0000000000000016
2009-01-15,0.0950349204571687,0.0024678722071983226,-0.09610343363972645,-0.8251606863062821,-0.8904008654454174,0.9746892151520884
2009-01-16,0.07033985016415233,0.0038827433971816423,-0.10080852402367302,-0.8531459757932618,-0.9136810645484504,0.94768785068157
2009-01-17,0.04717848236368444,0.004873130365985263,-0.10486463673772811,-0.8793730693389812,-0.9358520453801147,0.9063788783780075
2009-01-18,0.03429401095391173,0.005623050916063895,-0.10913962803417662,-0.8957826114951237,-0.9479865962398089,0.8591316431459756
2009-01-19,0.024924632262019415,0.006218170877595791,-0.11377470153810589,-0.9091919437294135,-0.9567608549701692,0.8003336164147034
2009-01-20,0.016560969057984102,0.006705468002462887,-0.11827848439704963,-0.9215720926675254,-0.9646372210493375,0.7117965253965678
2009-01-21,0.010501651863463142,0.007113472240409397,-0.12298151201658132,-0.9319264332436316,-0.9702885340059119,0.5961724596169289
