,year,fast,slow,pumping,level_est,level_nat,pct_rfrch,fast rate,slow rate,pumping rate,,,,,,,,fast,slow,pct contribution,recharge,pumping,Aqualinc recharge (mm/y)
26/06/2015,2015.00,0.029701386,0.126233157,-0.032559942,7.650125412,7.682685354,0.190473421,-0.002499367,0.002490192,1.59E-03,,,,,,,,,,,,,
27/06/2015,2015.00,0.025047511,0.128923073,-0.031037178,7.649684218,7.680721396,0.162677248,-0.004653875,0.002689916,1.52E-03,,,,,,,,,,,,,
28/06/2015,2015.00,0.020026723,0.130800763,-0.029581498,7.647996799,7.677578297,0.132778999,-0.005020788,0.001877689,1.46E-03,,,,,,,,,,,,,
29/06/2015,2015.00,0.01533479,0.134921807,-0.028191388,7.64881602,7.677007408,0.102057351,-0.004691932,0.004121044,1.39E-03,,,,,,,,,,,,,
30/06/2015,2015.00,0.011259165,0.13900954,-0.026864615,7.650154901,7.677019517,0.074926881,-0.004075625,0.004087733,1.33E-03,,,,,,,,,,,,,
1/07/2015,2015.00,0.007976326,0.142336361,-0.025597655,7.651465843,7.677063498,0.053064887,-0.00328284,0.003326821,1.27E-03,,,,,,,,,,,,,
2/07/2015,2015.00,0.005474736,0.145334697,-0.024391545,7.653168699,7.677560244,0.036302343,-0.00250159,0.002998336,1.21E-03,,,,,,,,,,,,,
3/07/2015,2015.00,0.003651969,0.144860188,-0.023238581,7.652024387,7.675262968,0.024590369,-0.001822767,-0.000474509,1.15E-03,,,,,,,,,,,,,
4/07/2015,2015.00,0.002690532,0.143982364,-0.022135875,7.651287832,7.673423707,0.018343756,-0.000961437,-0.000877824,1.10E-03,,,,,,,,,,,,,
5/07/2015,2015.00,0.003191267,0.143085274,-0.021084149,7.651943203,7.673027352,0.02181667,0.000500735,-0.00089709,1.05E-03,,,,,,,,,,,,,
6/07/2015,2015.00,0.003863555,0.140124536,-0.020081855,7.650657047,7.670738902,0.026832462,0.000672288,-0.002960738,1.00E-03,,,,,,,,,,,,,
7/07/2015,2015.00,0.00436825,0.137189011,-0.019128578,7.649179494,7.668308072,0.030858535,0.000504695,-0.002935526,9.53E-04,,,,,,,,,,,,,
8/07/2015,2015.00,0.006317449,0.134987383,-0.018217412,7.649838231,7.668055643,0.044707945,0.001949199,-0.002201628,9.11E-04,,,,,,,,,,,,,
9/07/2015,2015.00,0.011863644,0.133083249,-0.017346812,7.654350893,7.671697705,0.081848212,0.005546195,-0.001904134,8.71E-04,,,,,,,,,,,,,
10/07/2015,2015.00,0.022726936,0.132094305,-0.016516248,7.665055804,7.681572052,0.146794689,0.010863292,-0.000988945,8.31E-04,,,,,,,,,,,,,
11/07/2015,2015.00,0.031573803,0.1309771,-0.015726914,7.6735748,7.689301714,0.194239479,0.008846867,-0.001117205,7.89E-04,,,,,,,,,,,,,
12/07/2015,2015.00,0.034053478,0.12990204,-0.014973923,7.675732407,7.69070633,0.207699493,0.002479675,-0.00107506,7.53E-04,,,,,,,,,,,,,
13/07/2015,2015.00,0.031224739,0.130319611,-0.014254354,7.674040808,7.688295162,0.19328896,-0.002828739,0.00041757,7.20E-04,,,,,,,,,,,,,
14/07/2015,2015.00,0.025725607,0.132410175,-0.013568079,7.671318514,7.684886593,0.162680491,-0.005499133,0.002090564,6.86E-04,,,,,,,,,,,,,
15/07/2015,2015.00,0.019671263,0.137210111,-0.012912756,7.67071943,7.683632186,0.125389412,-0.006054343,0.004799936,6.55E-04,,,,,,,,,,,,,
16/07/2015,2015.00,0.014450984,0.141506245,-0.01228728,7.67042076,7.682708041,0.09265992,-0.005220279,0.004296133,6.25E-04,,,,,,,,,,,,,
17/07/2015,2015.00,0.011009635,0.143845985,-0.011699936,7.669906495,7.681606432,0.07109613,-0.003441349,0.00233974,5.87E-04,,,,,,,,,,,,,
18/07/2015,2015.00,0.010933412,0.146207329,-0.011143015,7.672748537,7.683891552,0.069577197,-7.62231E-05,0.002361344,5.57E-04,,,,,,,,,,,,,
19/07/2015,2015.00,0.019765691,0.148414542,-0.010607421,7.684323623,7.694931045,0.117526838,0.008832279,0.002207214,5.36E-04,,,,,,,,,,,,,
20/07/2015,2015.00,0.029480679,0.149047704,-0.010092152,7.695187043,7.705279194,0.165131607,0.009714988,0.000633162,5.15E-04,,,,,,,,,,,,,
21/07/2015,2015.00,0.03385223,0.147945731,-0.009600523,7.698948249,7.708548772,0.186207973,0.004371551,-0.001101974,4.92E-04,,,,,,,,,,,,,
22/07/2015,2015.00,0.032847237,0.144807264,-0.009129791,7.695275521,7.704405313,0.184893922,-0.001004992,-0.003138467,4.71E-04,,,,,,,,,,,,,
23/07/2015,2015.00,0.028401786,0.141863373,-0.008693847,7.688322124,7.69701597,0.166809148,-0.004445451,-0.002943891,4.36E-04,,,,,,,,,,,,,
24/07/2015,2015.00,0.022581196,0.143300958,-0.008278493,7.684354472,7.692632965,0.136127941,-0.00582059,0.001437585,4.15E-04,,,,,,,,,,,,,
25/07/2015,2015.00,0.016859205,0.145150343,-0.00787734,7.680883019,7.688760359,0.104063031,-0.005721991,0.001849385,4.01E-04,,,,,,,,,,,,,
26/07/2015,2015.00,0.011997315,0.146689281,-0.007492842,7.677944565,7.685437407,0.075603832,-0.00486189,0.001538938,3.84E-04,,,,,,,,,,,,,
27/07/2015,2015.00,0.008695443,0.148273106,-0.007124537,7.676594822,7.68371936,0.055396084,-0.003301872,0.001583825,3.68E-04,,,,,,,,,,,,,
28/07/2015,2015.00,0.008328579,0.149590601,-0.006773291,7.677896701,7.684669991,0.052739504,-0.000366864,0.001317495,3.51E-04,,,,,,,,,,,,,
29/07/2015,2015.00,0.009146139,0.15006985,-0.006439147,7.679527652,7.685966799,0.05744485,0.000817559,0.000479249,3.34E-04,,,,,,,,,,,,,
30/07/2015,2015.00,0.00995041,0.150739741,-0.006130686,7.681310277,7.687440963,0.061922963,0.000804272,0.000669892,3.08E-04,,,,,,,,,,,,,
31/07/2015,2015.00,0.009779848,0.147809352,-0.005836894,7.678503118,7.684340012,0.062059128,-0.000170562,-0.002930389,2.94E-04,,,,,,,,,,,,,
1/08/2015,2015.00,0.008620001,0.14477311,-0.005550309,7.674593613,7.680143922,0.056195489,-0.001159848,-0.003036242,2.87E-04,,,,,,,,,,,,,
2/08/2015,2015.00,0.006969705,0.144041274,-0.005276707,7.672485084,7.677761791,0.046153634,-0.001650295,-0.000731836,2.74E-04,,,,,,,,,,,,,
3/08/2015,2015.00,0.005272535,0.143084725,-0.005018345,7.670089726,7.675108071,0.035539447,-0.00169717,-0.000956549,2.58E-04,,,,,,,,,,,,,
4/08/2015,2015.00,0.003799117,0.142912464,-0.004777556,7.668684837,7.673462393,0.025895142,-0.001473418,-0.000172261,2.41E-04,,,,,,,,,,,,,
5/08/2015,2015.00,0.003071202,0.142533547,-0.004548261,7.6678073,7.67235556,0.021092734,-0.000727915,-0.000378917,2.29E-04,,,,,,,,,,,,,
6/08/2015,2015.00,0.006521013,0.142141981,-0.004329917,7.671083888,7.675413805,0.043864399,0.003449811,-0.000391566,2.18E-04,,,,,,,,,,,,,
7/08/2015,2015.00,0.017046929,0.141758105,-0.004106957,7.681448888,7.685555846,0.107345017,0.010525916,-0.000383876,2.23E-04,,,,,,,,,,,,,
8/08/2015,2015.00,0.025869349,0.141387094,-0.003900982,7.690106272,7.694007254,0.154668775,0.00882242,-0.000371011,2.06E-04,,,,,,,,,,,,,
9/08/2015,2015.00,0.029595118,0.139225945,-0.0037008,7.691871074,7.695571874,0.175304653,0.003725769,-0.002161149,2.00E-04,,,,,,,,,,,,,
10/08/2015,2015.00,0.029623286,0.137390647,-0.003516745,7.690247999,7.693764744,0.177370146,2.81679E-05,-0.001835297,1.84E-04,,,,,,,,,,,,,
11/08/2015,2015.00,0.027043272,0.136953061,-0.003338465,7.687408679,7.690747144,0.164901687,-0.002580014,-0.000437587,1.78E-04,,,,,,,,,,,,,
12/08/2015,2015.00,0.022747575,0.139862974,-0.003167274,7.686194087,7.68936136,0.13988991,-0.004295697,0.002909913,1.71E-04,,,,,,,,,,,,,
13/08/2015,2015.00,0.017856584,0.141423614,-0.003015024,7.683015985,7.686031009,0.112107995,-0.004890991,0.00156064,1.52E-04,,,,,,,,,,,,,
14/08/2015,2015.00,0.013450696,0.143386845,-0.002863623,7.68072473,7.683588353,0.085761968,-0.004405887,0.001963231,1.51E-04,,,,,,,,,,,,,
15/08/2015,2015.00,0.012455472,0.145990445,-0.002722115,7.682474613,7.685196728,0.07861024,-0.000995225,0.0026036,1.42E-04,,,,,,,,,,,,,
16/08/2015,2015.00,0.02044772,0.14837118,-0.00258421,7.692985502,7.695569712,0.121122223,0.007992249,0.002380735,1.38E-04,,,,,,,,,,,,,
17/08/2015,2015.00,0.033744487,0.150397027,-0.002450804,7.708441522,7.710892325,0.18325301,0.013296766,0.002025847,1.33E-04,,,,,,,,,,,,,
18/08/2015,2015.00,0.043504828,0.15043949,-0.00232704,7.71836809,7.72069513,0.224316074,0.009760341,4.24631E-05,1.24E-04,,,,,,,,,,,,,
19/08/2015,2015.00,0.045362966,0.147418684,-0.002209078,7.717323383,7.719532461,0.235307491,0.001858138,-0.003020807,1.18E-04,,,,,,,,,,,,,
20/08/2015,2015.00,0.040863287,0.14653353,-0.002098101,7.712049527,7.714147628,0.218057529,-0.00449968,-0.000885154,1.11E-04,,,,,,,,,,,,,
21/08/2015,2015.00,0.033316696,0.148616842,-0.001989379,7.70669497,7.708684349,0.183125643,-0.00754659,0.002083312,1.09E-04,,,,,,,,,,,,,
22/08/2015,2015.00,0.025308187,0.152273905,-0.001884416,7.702448487,7.704332903,0.142515422,-0.00800851,0.003657063,1.05E-04,,,,,,,,,,,,,
23/08/2015,2015.00,0.018229116,0.1562501,-0.001783631,7.699446396,7.701230027,0.104477295,-0.00707907,0.003976195,1.01E-04,,,,,,,,,,,,,
24/08/2015,2015.00,0.012565345,0.159361805,-0.001688416,7.696989545,7.698677961,0.073085285,-0.005663772,0.003111705,9.52E-05,,,,,,,,,,,,,
25/08/2015,2015.00,0.009453755,0.162146203,-0.001607179,7.69674359,7.698350769,0.055091827,-0.003111589,0.002784398,8.12E-05,,,,,,,,,,,,,
26/08/2015,2015.00,0.011058789,0.164718549,-0.00152985,7.700998299,7.702528149,0.062913622,0.001605034,0.002572346,7.73E-05,,,,,,,,,,,,,
27/08/2015,2015.00,0.013194222,0.166413667,-0.001456243,7.704902458,7.7063587,0.07346126,0.002135433,0.001695118,7.36E-05,,,,,,,,,,,,,
28/08/2015,2015.00,0.013428372,0.164647057,-0.00138016,7.70344608,7.70482624,0.075408336,0.00023415,-0.00176661,7.61E-05,,,,,,,,,,,,,
29/08/2015,2015.00,0.011976406,0.160584072,-0.001305628,7.698005661,7.699311289,0.069404106,-0.001451966,-0.004062985,7.45E-05,,,,,,,,,,,,,
30/08/2015,2015.00,0.009714904,0.156351609,-0.001239164,7.691578161,7.692817325,0.058500079,-0.002261502,-0.004232463,6.65E-05,,,,,,,,,,,,,
31/08/2015,2015.00,0.007357501,0.156881163,-0.001172028,7.689817448,7.690989476,0.04479762,-0.002357403,0.000529554,6.71E-05,,,,,,,,,,,,,
1/09/2015,2015.00,0.008236791,0.156512588,-0.001106905,7.690393285,7.69150019,0.049995884,0.00087929,-0.000368575,6.51E-05,,,,,,,,,,,,,
2/09/2015,2015.00,0.019677899,0.156095364,-0.001043649,7.701480425,7.702524074,0.111950468,0.011441108,-0.000417224,6.33E-05,,,,,,,,,,,,,
3/09/2015,2015.00,0.030517599,0.155691439,-0.000983939,7.71197591,7.712959849,0.163888924,0.0108397,-0.000403924,5.97E-05,,,,,,,,,,,,,
4/09/2015,2015.00,0.03461269,0.155312704,-0.000928862,7.715747343,7.716676205,0.182243611,0.004095091,-0.000378735,5.51E-05,,,,,,,,,,,,,
5/09/2015,2015.00,0.032704038,0.154960978,-0.000879236,7.713536591,7.714415827,0.174268165,-0.001908652,-0.000351727,4.96E-05,,,,,,,,,,,,,
6/09/2015,2015.00,0.027479826,0.154634344,-0.00082842,7.708036561,7.708864981,0.150893397,-0.005224212,-0.000326633,5.08E-05,,,,,,,,,,,,,
7/09/2015,2015.00,0.021308474,0.154330678,-0.000788568,7.701601396,7.702389964,0.121319615,-0.006171351,-0.000303666,3.99E-05,,,,,,,,,,,,,
8/09/2015,2015.00,0.015591441,0.154047067,-0.000743206,7.695646114,7.696389319,0.091909798,-0.005717033,-0.000283611,4.54E-05,,,,,,,,,,,,,
9/09/2015,2015.00,0.010919794,0.154141868,-0.000697392,7.691115081,7.691812473,0.066155847,-0.004671647,9.48011E-05,4.58E-05,,,,,,,,,,,,,
10/09/2015,2015.00,0.007391378,0.154117525,-0.000657224,7.687602491,7.688259714,0.045764527,-0.003528416,-2.43435E-05,4.02E-05,,,,,,,,,,,,,
11/09/2015,2015.00,0.004868251,0.154074491,-0.000618964,7.685074589,7.685693553,0.030628959,-0.002523128,-4.30332E-05,3.83E-05,,,,,,,,,,,,,
12/09/2015,2015.00,0.003105273,0.154025187,-0.000589195,7.683292076,7.68388127,0.019762384,-0.001762978,-4.93047E-05,2.98E-05,,,,,,,,,,,,,
13/09/2015,2015.00,0.001964566,0.153974365,-0.000559046,7.682130696,7.682689742,0.012598302,-0.001140707,-5.0822E-05,3.01E-05,,,,,,,,,,,,,
14/09/2015,2015.00,0.001223317,0.150315795,-0.000525379,7.677764545,7.678289924,0.008072618,-0.000741248,-0.003658569,3.37E-05,,,,,,,,,,,,,
15/09/2015,2015.00,0.000751472,0.148004777,-0.000500117,7.675006944,7.67550706,0.0050517,-0.000471845,-0.002311018,2.53E-05,,,,,,,,,,,,,
16/09/2015,2015.00,0.000456228,0.145670643,-0.000476072,7.672401611,7.672877683,0.00312214,-0.000295243,-0.002334134,2.40E-05,,,,,,,,,,,,,
17/09/2015,2015.00,0.000274153,0.143666929,-0.000453186,7.670238707,7.670691893,0.001904618,-0.000182076,-0.002003714,2.29E-05,,,,,,,,,,,,,
18/09/2015,2015.00,0.000163258,0.141831268,-0.000426934,7.668318403,7.668745337,0.001149746,-0.000110895,-0.001835661,2.63E-05,,,,,,,,,,,,,
19/09/2015,2015.00,8.63E-06,0.140116445,-0.000400337,7.666475554,7.666875891,6.16E-05,-0.000154623,-0.001714823,2.66E-05,,,,,,,,,,,,,
20/09/2015,2015.00,0.005598708,0.138496701,-0.000374714,7.670471506,7.67084622,0.038854171,0.005590073,-0.001619744,2.56E-05,,,,,,,,,,,,,
21/09/2015,2015.00,0.035781373,0.136954858,-0.00035107,7.699135973,7.699487043,0.207144573,0.030182665,-0.001541843,2.36E-05,,,,,,,,,,,,,
22/09/2015,2015.00,0.082930475,0.135478923,-0.000327798,7.744832411,7.745160209,0.379701951,0.047149102,-0.001475935,2.33E-05,,,,,,,,,,,,,
23/09/2015,2015.00,0.122741862,0.134059255,-0.000305646,7.783246282,7.783551928,0.477964673,0.039811387,-0.001419668,2.22E-05,,,,,,,,,,,,,
24/09/2015,2015.00,0.161705191,0.132689624,-0.00028584,7.820859787,7.821145627,0.549280023,0.038963329,-0.001369631,1.98E-05,,,,,,,,,,,,,
25/09/2015,2015.00,0.195818057,0.131365083,-0.000265805,7.853668146,7.853933951,0.598496784,0.034112866,-0.001324541,2.00E-05,,,,,,,,,,,,,
26/09/2015,2015.00,0.206347165,0.133689125,-0.000246602,7.866540499,7.866787101,0.606838655,0.010529108,0.002324042,1.92E-05,,,,,,,,,,,,,
27/09/2015,2015.00,0.191634628,0.138311727,-0.00022949,7.856467676,7.856697166,0.580805411,-0.014712537,0.004622602,1.71E-05,,,,,,,,,,,,,
28/09/2015,2015.00,0.161283018,0.144534044,-0.000213694,7.832354179,7.832567873,0.527383975,-0.03035161,0.006222318,1.58E-05,,,,,,,,,,,,,
29/09/2015,2015.00,0.125960855,0.152656633,-0.00020343,7.805164868,7.805368299,0.452092421,-0.035322163,0.008122589,1.03E-05,,,,,,,,,,,,,
30/09/2015,2015.00,0.092938378,0.162444745,-0.000190026,7.781943908,7.782133934,0.363917461,-0.033022477,0.009788112,1.34E-05,,,,,,,,,,,,,
1/10/2015,2015.00,0.065620655,0.172338253,-0.000175816,7.764533903,7.764709719,0.275764651,-0.027317723,0.009893508,1.42E-05,,,,,,,,,,,,,
2/10/2015,2015.00,0.044747456,0.181706201,-0.00016131,7.753043158,7.753204468,0.197600942,-0.020873199,0.009367948,1.45E-05,,,,,,,,,,,,,
3/10/2015,2015.00,0.029668425,0.186325813,-0.000149316,7.742595734,7.74274505,0.137357483,-0.015079031,0.004619613,1.20E-05,,,,,,,,,,,,,
4/10/2015,2015.00,0.019221743,0.188065069,-0.000136977,7.733900647,7.734037624,0.09273018,-0.010446681,0.001739256,1.23E-05,,,,,,,,,,,,,
5/10/2015,2015.00,0.012215697,0.18778031,-0.000124473,7.726622346,7.726746819,0.061079706,-0.007006046,-0.000284759,1.25E-05,,,,,,,,,,,,,
6/10/2015,2015.00,0.007637581,0.185261349,-0.000111743,7.719537999,7.719649742,0.039593695,-0.004578116,-0.002518961,1.27E-05,,,,,,,,,,,,,
7/10/2015,2015.00,0.004708914,0.180802485,-0.000103649,7.712158562,7.712262211,0.025383421,-0.002928667,-0.004458864,8.09E-06,,,,,,,,,,,,,
8/10/2015,2015.00,0.002701789,0.17600606,-9.40E-05,7.705364692,7.70545866,0.015118469,-0.002007125,-0.004796426,9.68E-06,,,,,,,,,,,,,
9/10/2015,2015.00,0.001473791,0.171535027,-8.95E-05,7.699670172,7.699759629,0.00851859,-0.001227998,-0.004471033,4.51E-06,,,,,,,,,,,,,
10/10/2015,2015.00,0.000856052,0.168028671,-8.52E-05,7.69555037,7.695635534,0.005068852,-0.000617739,-0.003506356,4.29E-06,,,,,,,,,,,,,
11/10/2015,2015.00,0.000336251,0.164983867,-8.11E-05,7.691989851,7.692070929,0.002033937,-0.000519801,-0.003044804,4.09E-06,,,,,,,,,,,,,
12/10/2015,2015.00,5.67E-05,0.162255945,-7.72E-05,7.68898627,7.689063458,0.000349337,-0.000279549,-0.002727922,3.89E-06,,,,,,,,,,,,,
13/10/2015,2015.00,0.000625608,0.159765082,-7.05E-05,7.687071049,7.687141501,0.003900524,0.000568906,-0.002490863,6.74E-06,,,,,,,,,,,,,
14/10/2015,2015.00,0.003529901,0.157461303,-6.71E-05,7.687674943,7.687742016,0.02192605,0.002904293,-0.002303778,3.38E-06,,,,,,,,,,,,,
15/10/2015,2015.00,0.006910888,0.15530976,-6.10E-05,7.688910484,7.68897146,0.04260178,0.003380987,-0.002151543,6.10E-06,,,,,,,,,,,,,
16/10/2015,2015.00,0.008661726,0.153284738,-5.45E-05,7.688642772,7.688697276,0.053485122,0.001750838,-0.002025022,6.47E-06,,,,,,,,,,,,,
17/10/2015,2015.00,0.008604054,0.151367584,-4.76E-05,7.68667483,7.686722449,0.05378487,-5.76727E-05,-0.001917153,6.88E-06,,,,,,,,,,,,,
18/10/2015,2015.00,0.007444821,0.149543883,-4.08E-05,7.683698732,7.683739515,0.047422654,-0.001159233,-0.001823702,6.84E-06,,,,,,,,,,,,,
19/10/2015,2015.00,0.00588385,0.149966263,-3.45E-05,7.682566393,7.682600924,0.03775326,-0.001560971,0.000422381,6.25E-06,,,,,,,,,,,,,
20/10/2015,2015.00,0.004362751,0.150374516,-3.17E-05,7.68145637,7.681488078,0.028194569,-0.001521099,0.000408253,2.82E-06,,,,,,,,,,,,,
21/10/2015,2015.00,0.003085479,0.150377076,-2.64E-05,7.680186991,7.680213366,0.020105744,-0.001277272,2.56034E-06,5.33E-06,,,,,,,,,,,,,
22/10/2015,2015.00,0.002104109,0.150254474,-2.11E-05,7.679088257,7.679109394,0.013810241,-0.00098137,-0.000122602,5.24E-06,,,,,,,,,,,,,
23/10/2015,2015.00,0.001394004,0.150065927,-2.01E-05,7.678190619,7.678210742,0.009203779,-0.000710105,-0.000188546,1.01E-06,,,,,,,,,,,,,
24/10/2015,2015.00,0.002224234,0.149838448,-1.92E-05,7.678794334,7.678813493,0.014627084,0.00083023,-0.000227479,9.65E-07,,,,,,,,,,,,,
25/10/2015,2015.00,0.007779963,0.149586867,-1.82E-05,7.6840994,7.684117641,0.049438391,0.005555729,-0.000251581,9.18E-07,,,,,,,,,,,,,
26/10/2015,2015.00,0.01364051,0.147155787,-1.52E-05,7.687531955,7.687547108,0.084830995,0.005860547,-0.00243108,3.09E-06,,,,,,,,,,,,,
27/10/2015,2015.00,0.018779417,0.14480169,-1.08E-05,7.69032116,7.690331919,0.114801871,0.005138907,-0.002354096,4.39E-06,,,,,,,,,,,,,
28/10/2015,2015.00,0.021240588,0.142912065,-1.02E-05,7.690893221,7.690903465,0.129395339,0.002461171,-0.001889625,5.16E-07,,,,,,,,,,,,,
29/10/2015,2015.00,0.020941144,0.141201989,-9.75E-06,7.688884192,7.688893944,0.129152212,-0.000299444,-0.001710076,4.91E-07,,,,,,,,,,,,,
30/10/2015,2015.00,0.020469563,0.143217141,-4.29E-06,7.690433223,7.690437516,0.125053305,-0.000471581,0.002015152,5.46E-06,,,,,,,,,,,,,
31/10/2015,2015.00,0.019711068,0.143973065,-4.09E-06,7.690430857,7.690434944,0.120421374,-0.000758495,0.000755923,2.06E-07,,,,,,,,,,,,,
1/11/2015,2015.00,0.0177453,0.146988523,-7.58E-17,7.691484634,7.691484634,0.107721048,-0.001965768,0.003015458,4.09E-06,,,,,,,,,,,,,
2/11/2015,2015.00,0.014771606,0.149287159,-7.58E-17,7.690809577,7.690809577,0.090038508,-0.002973694,0.002298636,0.00E+00,,,,,,,,,,,,,
3/11/2015,2015.00,0.011495358,0.151133032,-3.79E-17,7.689379201,7.689379201,0.070684819,-0.003276248,0.001845873,3.79E-17,,,,,,,,,,,,,
4/11/2015,2015.00,0.012443006,0.154557737,-7.58E-17,7.693751555,7.693751555,0.074508689,0.000947648,0.003424706,-3.79E-17,,,,,,,,,,,,,
5/11/2015,2015.00,0.027712845,0.157877988,-3.79E-17,7.712341644,7.712341644,0.149322274,0.015269839,0.00332025,3.79E-17,,,,,,,,,,,,,
6/11/2015,2015.00,0.042356301,0.157038897,-1.14E-16,7.726146009,7.726146009,0.212423878,0.014643456,-0.000839091,-7.58E-17,,,,,,,,,,,,,
7/11/2015,2015.00,0.047411398,0.157292365,-1.14E-16,7.731454574,7.731454574,0.231609801,0.005055097,0.000253469,0.00E+00,,,,,,,,,,,,,
8/11/2015,2015.00,0.044231792,0.155176967,-1.14E-16,7.72615957,7.72615957,0.22181469,-0.003179606,-0.002115398,0.00E+00,,,,,,,,,,,,,
9/11/2015,2015.00,0.036788834,0.15369733,-7.58E-17,7.717236975,7.717236975,0.193131265,-0.007442958,-0.001479637,3.79E-17,,,,,,,,,,,,,
10/11/2015,2015.00,0.028297748,0.156215729,-7.58E-17,7.711264289,7.711264289,0.153364127,-0.008491085,0.002518399,0.00E+00,,,,,,,,,,,,,
11/11/2015,2015.00,0.021041781,0.15611916,-7.58E-17,7.703911753,7.703911753,0.118772125,-0.007255967,-9.6569E-05,0.00E+00,,,,,,,,,,,,,
12/11/2015,2015.00,0.017794393,0.155614747,-1.14E-16,7.700159952,7.700159952,0.102615082,-0.003247388,-0.000504413,-3.79E-17,,,,,,,,,,,,,
13/11/2015,2015.00,0.018545114,0.15539879,0,7.700694716,7.700694716,0.106615488,0.000750721,-0.000215957,1.14E-16,,,,,,,,,,,,,
14/11/2015,2015.00,0.01980095,0.155252855,-7.58E-17,7.701804617,7.701804617,0.11311351,0.001255836,-0.000145935,-7.58E-17,,,,,,,,,,,,,
15/11/2015,2015.00,0.019650221,0.155144018,-7.58E-17,7.70154505,7.70154505,0.112419158,-0.000150729,-0.000108837,0.00E+00,,,,,,,,,,,,,
16/11/2015,2015.00,0.021044557,0.155059008,-1.14E-16,7.702854376,7.702854376,0.119501028,0.001394336,-8.50103E-05,-3.79E-17,,,,,,,,,,,,,
17/11/2015,2015.00,0.027036609,0.153186701,-7.58E-17,7.706974121,7.706974121,0.150017268,0.005992052,-0.001872306,3.79E-17,,,,,,,,,,,,,
18/11/2015,2015.00,0.031106896,0.15416408,-1.14E-16,7.712021787,7.712021787,0.167899455,0.004070287,0.000977379,-3.79E-17,,,,,,,,,,,,,
19/11/2015,2015.00,0.030428382,0.155232119,-1.14E-16,7.712411312,7.712411312,0.163892599,-0.000678514,0.001068039,0.00E+00,,,,,,,,,,,,,
20/11/2015,2015.00,0.026358953,0.155933951,-7.58E-17,7.709043715,7.709043715,0.144596703,-0.004069429,0.000701832,3.79E-17,,,,,,,,,,,,,
21/11/2015,2015.00,0.020940575,0.158329765,-7.58E-17,7.706021151,7.706021151,0.116810036,-0.005418378,0.002395814,0.00E+00,,,,,,,,,,,,,
22/11/2015,2015.00,0.015499913,0.163598442,-1.52E-16,7.705849167,7.705849167,0.086544141,-0.005440661,0.005268678,-7.58E-17,,,,,,,,,,,,,
23/11/2015,2015.00,0.011034568,0.167312135,-1.52E-16,7.705097515,7.705097515,0.061871446,-0.004465345,0.003713693,0.00E+00,,,,,,,,,,,,,
24/11/2015,2015.00,0.007569758,0.168759113,-1.89E-16,7.703079682,7.703079682,0.04292977,-0.003464811,0.001446978,-3.79E-17,,,,,,,,,,,,,
25/11/2015,2015.00,0.005040701,0.168070119,-7.58E-17,7.699861631,7.699861631,0.029118345,-0.002529057,-0.000688994,1.14E-16,,,,,,,,,,,,,
26/11/2015,2015.00,0.003276393,0.167567521,-1.52E-16,7.697594725,7.697594725,0.019177696,-0.001764308,-0.000502598,-7.58E-17,,,,,,,,,,,,,
27/11/2015,2015.00,0.002087372,0.167508935,-7.58E-17,7.696347119,7.696347119,0.012307888,-0.00118902,-5.85861E-05,7.58E-17,,,,,,,,,,,,,
28/11/2015,2015.00,0.001307623,0.16578796,-1.52E-16,7.693846394,7.693846394,0.007825598,-0.000779749,-0.001720975,-7.58E-17,,,,,,,,,,,,,
29/11/2015,2015.00,0.000792322,0.161206896,-3.79E-17,7.688750029,7.688750029,0.004890902,-0.000515301,-0.004581064,1.14E-16,,,,,,,,,,,,,
30/11/2015,2015.00,0.000462403,0.15818433,-1.14E-16,7.685397545,7.685397545,0.002914672,-0.000329919,-0.003022566,-7.58E-17,,,,,,,,,,,,,
1/12/2015,2015.00,0.000680298,0.15562201,-7.58E-17,7.68305312,7.68305312,0.004352453,0.000217895,-0.00256232,3.79E-17,,,,,,,,,,,,,
2/12/2015,2015.00,0.002381479,0.153338206,-5.54E-14,7.682470497,7.682470497,0.015293373,0.001701181,-0.002283803,-5.53E-14,,,,,,,,,,,,,
3/12/2015,2015.00,0.003950168,0.151249723,-1.11E-09,7.681950701,7.681950702,0.025452132,0.001568689,-0.002088484,-1.11E-09,,,,,,,,,,,,,
4/12/2015,2015.00,0.00458684,0.149309435,-1.67E-07,7.68064692,7.680647086,0.02980475,0.000636672,-0.001940287,-1.65E-07,,,,,,,,,,,,,
5/12/2015,2015.00,0.004795406,0.147487157,-3.51E-06,7.679029866,7.679033374,0.031490185,0.000208566,-0.001822278,-3.34E-06,,,,,,,,,,,,,
6/12/2015,2015.00,0.004618261,0.145762056,-2.74E-05,7.677103733,7.677131129,0.030710544,-0.000177145,-0.001725101,-2.39E-05,,,,,,,,,,,,,
7/12/2015,2015.00,0.004516785,0.145562358,-0.000118682,7.676711272,7.676829954,0.030096023,-0.000101476,-0.000199698,-9.13E-05,,,,,,,,,,,,,
8/12/2015,2015.00,0.004577046,0.144894998,-0.000351039,7.675871816,7.676222855,0.030621417,6.02605E-05,-0.00066736,-2.32E-04,,,,,,,,,,,,,
9/12/2015,2015.00,0.004367543,0.144155369,-0.00080528,7.674468443,7.675273723,0.029406529,-0.000209503,-0.000739629,-4.54E-04,,,,,,,,,,,,,
