,fast,slow,pumping,level_est,level_nat,pct_rfrch
2009-01-01,,,-5.493554656115723e-09,-0.7877917458223234,,
2009-01-02,-2.436703483402264e-17,,-3.707839054925678e-05,-0.787828818719318,-0.9569984720342596,
2009-01-03,0.004177209966918472,,-0.000764202832352312,-0.7843787331942026,-0.9528212620673411,
2009-01-04,0.006317679241031213,,-0.003157043711402312,-0.7846311047991399,-0.9506807927932284,
2009-01-05,0.005292471876239053,,-0.006982434791181438,-0.7894817032437111,-0.9517060001580205,
2009-01-06,0.0037746021205489902,,-0.012168780870473368,-0.7961859190786932,-0.9532238699137106,
2009-01-07,0.002492151959395858,,-0.019124335998520516,-0.8044239243678935,-0.9545063200748637,
2009-01-08,0.0015722558154882462,,-0.027977654945927834,-0.8141971394592084,-0.9554262162187713,
2009-01-09,0.0009625573177737863,,-0.03862781937827568,-0.8254570023892707,-0.9560359147164857,
2009-01-10,0.20108293317187206,,-0.050865910961349924,-0.6375747181182466,-0.7559155388623875,
2009-01-11,0.3035888442278381,,-0.06381047100097703,-0.5480133671019076,-0.6534096278064214,
2009-01-12,0.25423686613674995,,-0.07586339309346612,-0.6094182672854849,-0.7027616058975097,
2009-01-13,0.18547245408321827,,-0.08615569748931765,-0.6884749837348682,-0.7715260179510413,
2009-01-14,0.12600640307623148,,-0.09441413466036488,-0.7561994719129022,-0.8309920689580281,
2009-01-15,0.09332957136407219,,-0.10082091233065331,-0.7952830812953499,-0.8636689006701874,
2009-01-16,0.06895141074240498,,-0.10601883380046981,-0.8248591633868336,-0.8880470612918546,
2009-01-17,0.04605859605789873,6.73699779091058e-17,-0.11044147796524054,-0.8521746222361105,-0.9109398759763608,0.9999999999999984
2009-01-18,0.033404823744253694,0.002240285301948461,-0.11496188828925549,-0.8671085195718221,-0.9213533629880575,0.9371502749775665
2009-01-19,0.024271064146298527,0.0035596018878037553,-0.11986080589751169,-0.8798218801921782,-0.9291678060001572,0.8720978548108765
2009-01-20,0.016074525920133267,0.004493060951972169,-0.12466678151740901,-0.8918909349740723,-0.9364308851621541,0.7815465188059649
2009-01-21,0.010143144374009188,0.005205418288713459,-0.1296294753811597,-0.9020726530472059,-0.9416499093715369,0.6608530451287169
2009-01-22,0.006206073610985021,0.00577437423064199,-0.13536682753574827,-0.91117812002289,-0.9450180241926326,0.5180168298401607
2009-01-23,0.0037162631104099278,0.00624287794333193,-0.14218911363235698,-0.9200217129073839,-0.9470393309805177,0.3731509665699182
2009-01-24,0.001622635333809577,0.0066371649096628165,-0.14992634393400042,-0.9294582840192968,-0.9487386717907872,0.1964497065279422
2009-01-25,0.0009570721932847206,0.011952838113085212,-0.15847040469164936,-0.9333522347140482,-0.9440885617278897,0.0741346895967579
2009-01-26,0.0005575496565742999,0.016338388585640604,-0.16766274022571243,-0.9385585423122662,-0.9401025337920447,0.032999034950379307
2009-01-27,0.00030978740821163876,0.02016194128436399,-0.1771534640694885,-0.9444734757056816,-0.936526743341684,0.015132449870927982
2009-01-28,0.00017740126682330089,0.02392624103269716,-0.18657571727558103,-0.9502638153048293,-0.9328948297347391,0.007359936088448768
2009-01-29,6.542978420422406e-05,0.02728201007251563,-0.1956763614298368,-0.9561206619018857,-0.9296510321775397,0.0023925378224443393
2009-01-30,3.719044364483449e-05,0.03127131871686274,-0.20441182096957866,-0.9608950521378399,-0.925689962873752,0.0011878701554958215
