,initial,pmin,pmax,vary,name,dist,stderr,optimal
fast_A,0.11085415010998342,1e-05,11.085415010998343,True,fast,uniform,0.0028835914477812015,0.023681887206564344
fast_n,1.0,0.1,5.0,True,fast,uniform,0.05291096036725633,1.7097518577491455
fast_a,10.0,0.01,10000.0,True,fast,uniform,0.5201489349205418,4.531607653192609
slow_A,0.06083935800500868,1e-05,6.083935800500868,True,slow,uniform,0.0441051872842334,0.04910420185549592
slow_n,1.0,0.1,5.0,True,slow,uniform,0.25674547510335965,1.1392389556818425
slow_a,10.0,0.01,10000.0,True,slow,uniform,382.8660498574016,212.65170810441998
pumping_A,-0.5495654588065899,,0.0,True,pumping,uniform,0.010550276269143889,-0.08101919060954427
pumping_a,100.0,0.001,10000.0,True,pumping,uniform,3.197289627902261,15.33166595703964
pumping_b,1.0,1e-06,25.0,True,pumping,uniform,1.5132488242291506,3.915907458479561
constant_d,7.4715937507061065,,,True,constant,uniform,0.743477547103798,6.952000174507431
noise_alpha,1.0,1e-05,5000.0,True,noise,uniform,65.24110877937507,51.81142969762095
