,fast,slow,pumping,level_est,level_nat,pct_rfrch
2009-01-01,,,-3.789561257387201e-17,7.632442739162411,,
2009-01-02,2.436703483402264e-18,,-9.185896487906575e-14,7.632442739162319,7.632442739162411,
2009-01-03,9.573751050606389e-05,,-2.2861872442566285e-09,7.632538474386729,7.6325384766729165,
2009-01-04,0.0005562812635113727,,-3.8041921709464077e-07,7.632998640006705,7.632999020425922,
2009-01-05,0.0009848525561643804,,-8.130519441048516e-06,7.633419461199134,7.633427591718575,
2009-01-06,0.001132072859883003,,-6.0090980204298224e-05,7.633514721042089,7.633574812022293,
2009-01-07,0.0010481196275378003,0.0,-0.00024158337342987577,7.633249275416518,7.633490858789949,1.0
2009-01-08,0.000852527145520786,0.0009228981732944976,-0.0006736498122947599,7.633544514668931,7.634218164481226,0.48018192400774445
2009-01-09,0.0006362182777536618,0.001447309969504553,-0.0014961252176194269,7.633030142192049,7.634526267409669,0.3053562045971217
2009-01-10,0.005041924932334282,0.0018010067593978195,-0.0028639385716436056,7.636421732282499,7.639285670854143,0.7368077250319675
2009-01-11,0.027000812231894808,0.0020557235161141507,-0.00494219822350783,7.656557076686911,7.66149927491042,0.9292509081625461
2009-01-12,0.04746651936531064,0.0022457766663735268,-0.007894203542173689,7.674260831651921,7.682155035194095,0.9548245233947317
2009-01-13,0.05455693266252881,0.002434332855131234,-0.011862013722695944,7.677571990957374,7.689434004680071,0.9572858606837411
2009-01-14,0.050940761304546694,0.0023103324895903847,-0.016929394250813287,7.668764438705734,7.685693832956548,0.9566143655467082
2009-01-15,0.04223838402578203,0.0052874104637028844,-0.023080415416572502,7.656888118235323,7.679968533651896,0.8887465108053537
2009-01-16,0.03336606634806497,0.007971705020346801,-0.030189733775628117,7.643590776755194,7.673780510530823,0.8071568747792153
2009-01-17,0.025451432749587184,0.010505617464686067,-0.03804809078029886,7.630351698596385,7.668399789376684,0.7078287178152386
2009-01-18,0.018720433062410613,0.013227320706736724,-0.04640885523290171,7.617981637698656,7.664390492931558,0.5859702437198998
2009-01-19,0.01362949855605957,0.01581449032616045,-0.055036331053131334,7.606850396991499,7.661886728044631,0.4628957920945911
2009-01-20,0.009830456547445502,0.019214648635351637,-0.06374176855629982,7.5977460757889075,7.661487844345208,0.33845484413214977
2009-01-21,0.006927459399092993,0.019348281516079067,-0.072407276787535,7.586311203290047,7.6587184800775825,0.26364468356791265
2009-01-22,0.004742055330006791,0.019645683708321423,-0.08098013660192342,7.575850341598815,7.656830478200739,0.19444423784238837
2009-01-23,0.0031524333159087667,0.020284418330623465,-0.08944652126641946,7.566433069542524,7.655879590808943,0.134507542371853
2009-01-24,0.0020397257643231786,0.020596717341744057,-0.09782209744647122,7.557257084822006,7.655079182268477,0.09010805075539768
2009-01-25,0.001288337661539751,0.02092598869734705,-0.10615895877720133,7.548498106744096,7.654657065521297,0.057995801480802224
2009-01-26,0.0005501977064843457,0.020333398200722195,-0.11454536670452299,7.538780968365094,7.653326335069617,0.02634592763282126
2009-01-27,0.0003442274362088719,0.01982856529377853,-0.12309166485262274,7.529523867039775,7.652615531892398,0.017063945523872286
2009-01-28,0.00021070880004707347,0.019365709396885412,-0.13191139120155276,7.52010776615779,7.6520191573593435,0.010763399000134271
2009-01-29,0.00012148664166380006,0.018626361141954297,-0.1411052591585021,7.510085327787526,7.651190586946028,0.006480031364984482
2009-01-30,7.199743106978205e-05,0.017942760923625196,-0.15074843902237986,7.499709058494726,7.650457497517105,0.003996580450995514
2009-01-31,2.66723654729713e-05,0.017296720650171963,-0.16088155332634213,7.488884578851714,7.649766132178056,0.0015396732873798576
2009-02-01,1.5582907480990558e-05,0.016682456914119216,-0.17150988988352006,7.477630889100491,7.649140778984011,0.0009332177697188662
2009-02-02,8.99382598909046e-06,0.016096369590097623,-0.18261244253559322,7.465935660042904,7.648548102578498,0.0005584366994231901
2009-02-03,3.6550552251033956e-18,0.01553584840418805,-0.1941540217770537,7.453824565789545,7.647978587566598,2.3526589150535795e-16
2009-02-04,-1.218351741701132e-17,0.01499885241036201,-0.2060947257530726,7.4413468658197,7.647441591572773,-8.122966400145589e-16
2009-02-05,4.873406966804528e-18,0.014483710436745047,-0.21839897300349592,7.42852747659566,7.646926449599156,3.3647503435588817e-16
2009-02-06,-9.746813933609055e-18,0.013989010238920534,-0.23051520196700434,7.4159165474343265,7.646431749401331,-6.967479304926993e-16
2009-02-07,-7.310110450206791e-18,0.013513530557782916,-0.2425301018773625,7.403426167842831,7.645956269720194,-5.409474910312499e-16
2009-02-08,-2.436703483402264e-18,0.013056196553139445,-0.25465601880008465,7.3908429169154655,7.64549893571555,-1.8663195468027352e-16
2009-02-09,-9.746813933609055e-18,0.012616049074067428,-0.2664429998640067,7.378615788372471,7.6450587882364776,-7.725726078256828e-16
2009-02-10,0.00028721253151817584,0.012192222636472768,-0.2777276676943457,7.367194506636055,7.644922174330402,0.023014866270138573
2009-02-11,0.0016688437905341363,0.011783929144531791,-0.28845198702968816,7.357443525067788,7.645895512097477,0.12405202991155354
2009-02-12,0.0036247202420355727,0.011390445546359606,-0.2984849441349146,7.348972960815891,7.647457904950806,0.2414039440601463
2009-02-13,0.007290187424228606,0.011011104268634228,-0.30777854976714686,7.342965481088126,7.650744030855273,0.3983427807487296
2009-02-14,0.010038326775764047,0.010645285665377462,-0.31680378099465517,7.336322570608897,7.653126351603552,0.48532754151769636
2009-02-15,0.010482091455743255,0.01121531013229018,-0.32575236831881693,7.328387772431627,7.654140140750444,0.48310353722375426
2009-02-16,0.010011392310074028,0.011706885002068379,-0.3344118784709341,7.319749138003619,7.654161016474553,0.4609662251838358
2009-02-17,0.011853250921372153,0.01431660183130729,-0.34281054005928263,7.315802051855807,7.65861259191509,0.4529353310999634
2009-02-18,0.01378656440714851,0.016688184169213124,-0.3505849498375926,7.312332537901179,7.662917487738772,0.452393048382435
2009-02-19,0.013747896439792299,0.018928031726750855,-0.35768534146172026,7.307433325867233,7.6651186673289535,0.42073468792445057
2009-02-20,0.012934679701605336,0.021061375756518022,-0.36396441827092785,7.302474376349606,7.666438794620534,0.38047589719749664
2009-02-21,0.015010539870423308,0.02463987415454751,-0.3691070901083535,7.302986063079028,7.672093153187381,0.37857208403851855
2009-02-22,0.016777731931974647,0.028290508899812182,-0.37351375989151786,7.30399722010268,7.677510979994198,0.37227394773619027
2009-02-23,0.016132324831894213,0.02960133586953942,-0.37718424558345276,7.300992154280391,7.678176399863844,0.35274510250146035
2009-02-24,0.014545711358927075,0.03097362241976917,-0.3798337942400791,7.298128278701028,7.677962072941106,0.31955018124045337
2009-02-25,0.015593575801800524,0.03539762513832794,-0.381499207296224,7.301934732806315,7.683433940102539,0.3058091497023141
2009-02-26,0.0165021158259158,0.039482455269488716,-0.3822926563489218,7.306134653908893,7.688427310257815,0.29476185139998995
2009-02-27,0.01543645803270878,0.04090931964489946,-0.38234237414595007,7.306446142694068,7.6887885168400185,0.27395944592389954
