,fast,slow,pumping,level_est,level_nat,pct_rfrch
2009-01-01,,,-3.9299153780311716e-16,7.307394969691421,,
2009-01-02,-6.09175870850566e-19,,-1.230407921750546e-08,7.307394957387341,7.307326650816949,
2009-01-03,8.778980933680073e-05,,-4.7945715732005485e-06,7.307477964929184,7.307414440626286,
2009-01-04,0.0004975870888289954,,-9.621767535684557e-05,7.307796339104893,7.307824237905779,
2009-01-05,0.0008687634688684736,,-0.0005495082046103255,7.307714224955679,7.308195414285818,
2009-01-06,0.0009903794218129962,,-0.0016790719448126316,7.306706277168421,7.308317030238762,
2009-01-07,0.0009120947585069713,,-0.0037065813817221565,7.304600483068206,7.308238745575457,
2009-01-08,0.0007393281861267663,,-0.0068527873938499725,7.3012815104836974,7.308065979003076,
2009-01-09,0.0005505173386174307,,-0.011358615707981794,7.296586871322057,7.307877168155567,
2009-01-10,0.004599770901875063,,-0.017425542875648025,7.294569197717648,7.311926421718825,
2009-01-11,0.02414265385436568,,-0.025181905603798436,7.3063557179419885,7.331469304671315,
2009-01-12,0.041867802880241826,,-0.03460465977850221,7.31465811279316,7.349194453697192,
2009-01-13,0.04773110623385113,,-0.04536789165904626,7.309758184266226,7.3550577570508,
2009-01-14,0.044342721251609825,,-0.05690251683215825,7.294835174110872,7.351669372068559,
2009-01-15,0.036658821110193994,,-0.06860239498313839,7.275451395818476,7.343985471927144,
2009-01-16,0.028931068208809953,,-0.07995950648658959,7.256366531413641,7.33625771902576,
2009-01-17,0.022053178610779784,,-0.09067443011281674,7.238773718189384,7.3293798294277295,
2009-01-18,0.01621279821876159,,-0.10063791857770597,7.222969849332476,7.323539449035711,
2009-01-19,0.01180789468164231,,-0.10992956555014087,7.2092732988229224,7.319134545498592,
2009-01-20,0.00851760860050884,,-0.11876264487664998,7.19714993341528,7.315844259417458,
2009-01-21,0.006000521241687737,4.736951571734001e-17,-0.12728251572841853,7.18611297520469,7.313327172058637,0.999999999999992
2009-01-22,0.004105724697282501,0.000315795815646551,-0.13557718576636488,7.176239304437985,7.311748171329879,0.9285775527393514
2009-01-23,0.002728425945320369,0.0005710073100541675,-0.14381614630838752,7.166878256638408,7.310626084072324,0.8269377599549746
